ID,k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales_1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales_2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_2,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_4,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_5,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2_0,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_2,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_3,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o___0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_5,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_6,k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_1,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_2,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_3,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales_1,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales_1,k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales_0,k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_0,k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales_0,k__Bacteria; p__TM7; c__TM7-3; o__CW040_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39_0,k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales_0,k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales_0
6,2.142864171055422,-0.6261121601687011,-0.8400290339289611,-0.20636309586236737,-0.5152138474802884,-0.49871346225319296,-0.10155162399132016,-0.37237141508976307,-0.42505214119753265,0.15229217276419374,-0.5178032173576558,0.8943769440089442,0.7059432861080515,1.1977165204926705,0.23505660074417364,-1.3010478012527769,-0.18334171890733167,-0.3579180193005861,-1.0498260529614258,-0.49424946941165804,-1.1941946618490829,0.3081069139424952,-0.2563787809040239,0.30991233829329623,-0.234928868617304,-0.5378136833096924,0.49971524239350673,-2.509969281209436,0.6144025810669561,-0.3220829531738803,-0.021775529169132262,-0.6204522514485338,-0.4448159204234919,5.887070560957758,-0.04335719761944721,-0.4723199005050541,-0.6827774116847407,-0.24480282606330536,-0.18503667347905695,-0.2568586146503553,-0.27184699541966856,-0.35497668671665256,-0.20010962338803795,0.026465416868283385,-0.47276061673056513,0.09251079895721395,0.13235932557508653,-0.04358570161396611,0.04489615642183664,-0.48668221019402663,-2.9226700166446107,-0.3563730727194439,-0.24951864457504253,-0.6699088678441749,1.2294770330728733,-0.3786052677997977,-0.16249598232099524,0.22786117249914378,-0.19415845956345154,0.6160058216366384,-0.3451472445903683
27,-0.4912800433938873,-0.7346310473948785,-0.7507311389629575,-0.2665752518389168,3.282496286771584,2.497804884023052,2.7063162823767346,-0.5144813233102115,-0.3230781876156899,0.11279773269735024,-0.9817733118422578,-0.49837011393710184,-0.18893858130993157,-0.02602748505112516,-0.12109222620159513,0.15945896287408814,-0.20815238427999802,-0.3579180193005861,-1.2148707904481826,-0.683474103038066,-0.7377022709106397,-0.2319912818499502,0.326986672664629,-0.34456840603679506,-0.2944473192411065,-0.5378136833096924,0.08704605976843768,-1.5541943462108894,-0.4681855942542631,-0.8789225780586554,-0.8380143655825653,0.11586022345506229,-0.17202655118950708,-0.32977332910554447,-1.221976531824647,2.1850139000573057,-0.3659865210666353,-0.699616254915764,-0.18710610444095868,-0.13810517456430693,-0.3803697406371078,-0.35497668671665256,0.6613341859541255,-0.4432350150205816,-0.5205627084846057,-0.42048169013391556,0.13925002887687013,0.0826779624538822,0.03759427356723459,-0.3700473792457103,-0.2224386461765838,-0.36896191987800175,-0.2512850321408444,-0.611236365476602,-0.2273096834104557,-0.3786052677997977,0.14533749826319275,-0.32409424369163026,-0.19415845956345154,1.1348517543664853,-0.38556404082693185
41,-0.49120521617921165,-0.7090393800548199,-0.8318921157837849,-0.2839261859085564,6.482516538369844,-4.217976296918303,-2.557672992656907,-0.8164764132643719,-0.5954177971368024,0.0017316200839302973,-1.9547266028504813,-0.3726888815560906,-0.5975692689975896,0.3222717686172246,1.0554423135985478,-0.3990842323566991,-0.18002314410330647,-0.3524092557390461,-1.2438032714849072,-0.6146985539181874,2.1920860576789267,0.7972878440474405,8.391722195343696,5.564169348449694,-0.2906278755297361,0.24760355828211608,-0.43153025043097676,-1.869373881150113,1.9304806715526521,-0.9336933877468508,-1.2223443493888504,-0.6734005297139053,0.6021566130976181,-0.32977332910554447,-0.09781648150195124,-0.6121873023169128,-0.5555683789734042,-0.48361639219110764,-0.1870904166836402,-0.2568586146503553,-0.3803697406371078,-0.35497668671665256,-0.30130866083177127,0.05993161647753896,-0.5311911239399849,0.1492528172822241,0.13159714596946553,-0.04358570161396611,0.04489615642183664,-0.34167397223026913,0.006584489813950427,-0.2828163723323893,0.7749539311736384,-0.7219530675089447,-0.2273096834104557,-0.3786052677997977,-0.16249598232099524,-0.3360296790429607,-0.19415845956345154,-0.581408388346454,-0.38556404082693185
52,-0.4767117690037447,2.7038171902054478,0.3494431541028025,-0.1545004252493718,0.5829630441807533,-0.561890351448048,-0.1180513159794402,-0.9450720490091991,-0.26748048892103665,0.2786551725639883,-0.7836711173324498,-0.19333973449937372,0.15360070002148846,0.0015587027288784638,-0.3419323375375494,-0.7950591636256644,-0.20815238427999802,-0.19578349701161846,-1.054441742184685,0.6118608082490831,2.592124304820407,-3.440170295639773,3.585673884863034,-4.503029750859093,-0.30207592012929296,-0.5378136833096924,0.2504759493775898,-1.860658914061128,-0.02970744153281893,-0.7582099224923593,-0.12890796769001941,0.21228058778243503,0.06945977450367521,-0.32977332910554447,0.018349048328779625,-1.7966530504122495,-3.107643448090386,-2.22304985978107,-0.18662455655980384,-0.2568586146503553,-0.3803697406371078,-0.10959385659409904,-0.0662693482141642,0.41780595915303076,-0.5180040030337247,0.14663769886688988,0.12504583217445975,0.19178182337995542,0.03128474962502671,-0.13758911846149002,-0.018850719457174238,-0.23039229263507896,-0.231841816771174,-0.673200746454011,-0.14044210662550158,0.5878170127771157,-0.16249598232099524,-0.32619652610174366,-0.19415845956345154,-0.5097908819944229,-0.33460537936585677
22,-0.4901185560777846,-0.2851261874941928,-0.2779361260589007,-0.4519220679617802,-0.6687025113273752,0.4158791556839168,-0.4726066536839626,1.0800762302199671,0.6282467382364327,0.8024609913410669,-0.6726079545677782,0.08580444240249349,0.4218991616157993,0.4021982733663106,-1.4108491962533507,0.5921735627395213,-0.20815238427999802,-0.3579180193005861,-1.032507570440234,-0.6428802961918262,-0.39300060733850567,0.3807426846717675,-0.18537163859063022,-0.41528389788489944,-0.34301135074811084,0.6949559688455609,-0.26889747447058665,-1.6719066381394903,-0.2013811731226092,0.5494973885590166,-0.011523765584518997,-0.3066971995778452,-0.38744782693023294,-0.32977332910554447,1.8555072746683574,0.5190737750453331,0.0968023935421574,0.1335170142477967,-0.18526976818824378,-0.249162091284086,-0.2871789076592413,-0.35497668671665256,1.2129742681287927,-0.8474212978813158,-0.4858503555241538,-1.034004128199219,0.14749108733210203,-0.05841706169882904,0.08670012395027835,-0.4552737102118753,-0.03893973136383617,-0.36896191987800175,-0.2512850321408444,-0.6132145367676042,-0.2273096834104557,-0.3786052677997977,-0.16249598232099524,-0.3421836144816419,-0.19415845956345154,3.1065933085989914,-0.2688749488723216
43,-0.49137908115684614,-0.46251570216770277,-0.991905208947425,0.38987094420625723,-0.942916863169774,-0.5012335803401748,-0.06065189981091423,-0.8529478551456755,-0.4025378159698592,0.11172461462004575,4.741607657042514,8.836873819986176,-1.2833813335531146,1.479113475355876,1.5028494293614258,2.6453724948989397,-0.20815238427999802,-0.3480068885106419,-1.2468191428698838,-0.6115810214685728,-1.173341063449225,0.231838152287542,-0.16666740890572057,0.22275173777810317,-0.34543128819161184,-0.5378136833096924,-0.510671139075292,-0.7643453109558885,-0.15921058755992973,0.297645980971243,0.22845921956489854,0.6140947689074735,-0.5520410885845985,-0.32977332910554447,0.19344140744930627,-0.3998359713791802,-0.3317891536150893,-0.48536044023660097,-0.18626555379250123,-0.2568586146503553,-0.3803697406371078,-0.35497668671665256,3.38641351363383,-2.1497383192747894,-0.5273580409676544,0.007944227495867111,0.13349525478571028,-0.6465010026440344,-0.39584021446470824,0.7050331002800426,1.0041948250522497,-0.17203955670888477,-0.2470972528240344,-0.7363667289931646,-0.2273096834104557,-0.3786052677997977,-0.16249598232099524,-0.3439933360102672,-0.19415845956345154,-0.5816354219585146,-0.3844698258826645
8,-0.49119813255398265,-0.7079685146149881,-0.8405043135520982,-0.2846264139762562,0.3904623900204541,3.0900728946298086,-2.2534918425251074,-0.6293983658458823,-0.3048816623340246,-0.7565790938851995,-1.616533659799892,-0.048763333077665366,0.34939108978369154,-0.05512352160520137,-0.27102079578158494,0.0624974853626269,-0.20815238427999802,-0.35229110589689694,-1.2445678869271746,-0.4558234866121685,-1.0257685901766709,0.1710869026651833,-0.23889126345666145,0.19767906993741347,-0.34333971072845,-0.5378136833096924,0.6705563818389585,-2.3525715451320965,-0.17023228532797824,-0.8912474537506354,-0.4879321829922957,-0.22554739152448988,-0.006378516371041138,-0.32977332910554447,-0.09126166593007178,-0.6938087609245678,-1.0830831542345067,-0.30532629388844645,-0.18447773675959347,-0.2568586146503553,-0.3714241389298283,-0.35497668671665256,-0.2954895845092538,0.05644484676024647,-0.5311911239399849,4.045331963879262,5.487674182690827,-0.04358570161396611,0.04489615642183664,-0.4393219378858842,-0.03375675676015391,-0.36896191987800175,-0.2512850321408444,-0.7025192033821679,-0.2273096834104557,-0.3786052677997977,-0.16249598232099524,-0.33541669741052493,-0.19415845956345154,-0.5655413655057299,-0.38556404082693185
14,0.03127897168900069,-0.7107313776155086,-0.8182846007084555,-0.2828198058365094,-0.669575714522497,0.1435855458826628,-0.2659111084971383,0.01739969639899285,-0.5065015527582835,0.09424180932217924,-0.777795595993576,2.8104036909327257,1.151485215342826,0.6666854437120385,-0.47653139904152586,-3.0612130019870487,-0.20815238427999802,-0.24784073720711702,-1.2164828968750472,-0.5275993666909429,-1.3157112854084325,0.34600066338288904,-0.27157291171024955,0.34737491928138403,-0.09111930736780496,-0.5378136833096924,-1.8219842962598647,-0.5146713169400144,2.350015024043682,-0.06539476233581364,1.0356300470687667,-1.455341042394726,-1.7684863034757983,-0.32977332910554447,-0.12321750862394819,-0.564808672202197,-0.8039996794024551,-0.1181747015041808,-0.018900901511202724,-0.2568586146503553,-0.3803697406371078,-0.06772502135595511,0.4544612449302216,1.1733219169360005,-0.5311911239399849,3.3890060036440453,-4.8169044644910874,-0.5363038588060672,-0.3373349224034847,-0.3674761711131689,0.04358645402953871,-0.36650707317834236,-0.25094058354824395,-0.7437680036496994,-0.2273096834104557,-0.3786052677997977,-0.16249598232099524,-0.20352763483341138,-0.19415845956345154,-0.5765423180046425,-0.38556404082693185
2,3.7673481616241253,-0.5758821567465285,-0.05891766218660531,-0.126191957804148,-0.9490194369239237,-0.4770886451491172,-0.05836476728136773,-0.5532909449976139,-0.5533698094416007,-0.06636914767851343,-1.3968920480385358,0.9831833972305968,2.084243901875579,0.22042070579408812,0.36507992484793167,-0.04363538906024366,-0.20815238427999802,-0.3579180193005861,0.15293404141372943,0.4177520741432476,-0.4202031917306192,0.3037438965364135,-0.17136997742011975,-0.13644970531064302,-0.3447194532883254,0.9566420852696391,-0.08824821336828198,-0.9278563642432153,0.7997935169666147,0.6276573505082522,2.164497573928638,-0.11816481825620236,-0.10283230852828856,0.14962484466711581,-0.14240497233757177,-0.4953993098488862,-0.5940441193628669,-0.45150953059591353,-0.18413647976298692,0.2249955406914749,0.07655534758778226,-0.35497668671665256,-0.3335511442517605,0.8690923511946628,-0.021977028088861702,0.13164662851563655,0.13183363875570586,0.11552390804431575,0.03569477818413553,-0.4553016513433854,-0.048315111650423424,1.8184581405431657,-0.06709844706995625,-0.2582104035697406,-0.12491499354754762,-0.3786052677997977,-0.16249598232099524,-0.34439359325795954,-0.19415845956345154,-0.5813687740796076,0.07016235242363707
35,-0.4906647202837769,-0.5239712113746338,-0.8041939391825096,-0.1993428562029416,4.259554493909952,-0.5459002004766984,-0.47749320854545907,-0.1029305329451045,-0.42390455341578565,-0.2806876635868167,-1.5669922024603884,0.04297268819265029,0.1398674129811123,0.06466425392355801,-0.41977975852128613,-0.36934565999174135,-0.20815238427999802,-0.3229366768956675,-1.0952196538437418,-0.4498814542189996,-0.964950880810715,-0.014163757634988491,-0.10581534637203197,0.09336270705083065,0.28368658101049343,-0.5378136833096924,-0.1584874323732281,0.4753773419091987,2.559900298390762,0.2575926619230407,2.776230507951243,-1.6626210013298774,1.4715613201722237,-0.32977332910554447,-0.7867522661711346,0.8229353227203697,0.30951914263090446,1.012756502483664,-0.18718061461936222,-0.2568586146503553,-0.3406555180458053,-0.35497668671665256,-0.3030571861291113,0.06097932658113289,-0.5137692606078245,-1.4060614005216474,0.13547199381376407,-0.04358570161396611,0.04489615642183664,-0.4706457566985398,-0.7203714681526382,-0.36465008935988796,-0.25068002330110617,-0.6427852778200436,-0.2273096834104557,0.18808829046992648,-0.16249598232099524,0.03089293090820317,0.14563149415035764,-0.5813735100233351,-0.3656489975292787
