,y score,y pred,y test
0,0.20567786705446212,1,1
1,2.3392780445290815,1,1
2,0.6003531340798678,1,1
3,-0.05292367849129631,0,1
4,1.503202169513806,1,1
5,-0.2063653060732089,0,1
6,3.07008901895928,1,1
7,3.3927681247798636,1,1
8,2.093913608432573,1,1
9,-1.2168711790511533,0,0
10,1.766408391059159,1,1
11,0.5480394332863416,1,1
12,0.31503841793541243,1,1
13,0.5646488307767332,1,1
14,0.5040245900268734,1,1
15,1.6330201254019845,1,1
16,-1.051839041335867,0,1
17,4.181304020578327,1,1
18,-1.467636258984086,0,0
19,2.6552104827114964,1,1
20,2.492882959537966,1,1
21,2.635064638199609,1,1
22,1.1442874315088294,1,1
23,-0.8054861338435866,0,1
24,-0.5193881418657464,0,1
25,1.841596163017201,1,0
26,0.9744273856307619,1,0
27,4.796388095642854,1,1
28,0.14556159500672594,1,1
29,-0.22472195398579187,0,1
30,2.513678100985104,1,1
31,-3.4089985011872694,0,0
32,1.6000277622936356,1,1
33,2.2709425394673564,1,0
34,3.158371963007213,1,1
35,3.5457725786970546,1,1
36,-2.53756859915957,0,0
37,1.7188784630607974,1,1
38,2.558933310855608,1,1
39,0.24955724163329807,1,1
40,-1.9586445952023577,0,0
41,-0.6196678609871777,0,1
42,-0.6020754302089553,0,1
43,1.7346380210066177,1,1
44,-1.2697292618578184,0,1
45,2.3305802569460217,1,1
46,-3.0904713874326286,0,0
47,-0.21598128595658705,0,0
48,-0.43458883923646807,0,1
49,0.3759209694353065,1,1
50,0.7098649737614697,1,1
51,-0.8457973543864763,0,0
52,2.397357522372332,1,1
53,0.9035585909561381,1,1
54,-2.4759285142993543,0,1
55,-0.060521350828302456,0,0
56,2.3175520410130592,1,1
57,-1.0371605239922554,0,1
58,-2.2432250191947043,0,1
59,0.7415471789448197,1,1
60,3.5524087218476614,1,1
61,-1.6437785974447872,0,1
62,-1.2930230448564055,0,1
63,1.6078260820404529,1,1
64,-2.1275605789150243,0,1
65,-0.619549698163376,0,0
66,3.06769573654089,1,1
67,-0.2901421578000133,0,0
68,-0.5264612728276398,0,0
69,2.964080720093995,1,1
70,-1.6970967054768886,0,1
71,-0.5378090829031458,0,1
72,-0.3957550765224419,0,1
73,0.016872040596758286,1,1
74,-1.3095312184846586,0,0
75,1.5344087997644413,1,1
76,-0.3925566531514598,0,1
77,4.3666075166212925,1,1
78,0.902137373777527,1,0
79,-0.9498904562976173,0,1
80,-0.6078669513868186,0,0
81,1.4275039528501514,1,1
82,-0.5042625875060417,0,0
83,-2.1656655763075543,0,1
84,2.8548944032485855,1,1
85,-1.6038902007989515,0,0
86,-3.5618103101107232,0,1
