Taxonomy level,taxonomy group,normalization 1,normalization 2,Dim Red,TRAIN-AUC,TEST-AUC
four,sum,log,No,ICA,0.8529294569067295,0.5862606837606837
four,sum,log,No,PCA,0.9057526564344748,0.6202564102564102
four,sum,log,No,None,0.9406847697756788,0.5708119658119658
four,sum,log,col,ICA,0.9019819952774499,0.5876068376068376
four,sum,log,col,PCA,0.9313134592680048,0.6129700854700855
four,sum,log,col,None,0.9406847697756788,0.5708119658119658
four,sum,log,row,ICA,0.8895351239669421,0.5872008547008547
four,sum,log,row,PCA,0.8936821133412042,0.6358333333333333
four,sum,log,row,None,0.9449985242030696,0.6027777777777777
four,sum,log,both,ICA,0.923550767414404,0.591431623931624
four,sum,log,both,PCA,0.9215023612750886,0.6194871794871795
four,sum,log,both,None,0.9449985242030696,0.6027777777777777
four,sum,relative,No,ICA,0.7884932113341204,0.6590170940170941
four,sum,relative,No,PCA,0.7884932113341204,0.6590170940170941
four,sum,relative,No,None,0.9364064344746164,0.5812606837606837
four,sum,relative,z_after_relative,ICA,0.9127848288075558,0.6598931623931622
four,sum,relative,z_after_relative,PCA,0.9143329397874852,0.6223931623931624
four,sum,relative,z_after_relative,None,0.9364064344746164,0.5812606837606837
four,mean,log,No,ICA,0.8559548406139315,0.6674786324786326
four,mean,log,No,PCA,0.8956301652892562,0.6343803418803421
four,mean,log,No,None,0.9406847697756788,0.5708119658119658
four,mean,log,col,ICA,0.9172107438016528,0.6480555555555556
four,mean,log,col,PCA,0.9564123376623376,0.5963247863247864
four,mean,log,col,None,0.9406847697756788,0.5708119658119658
four,mean,log,row,ICA,0.8657467532467532,0.6476495726495727
four,mean,log,row,PCA,0.9073509445100354,0.6567094017094017
four,mean,log,row,None,0.9403482880755608,0.5582478632478632
four,mean,log,both,ICA,0.9340495867768596,0.5519444444444446
four,mean,log,both,PCA,0.9140805785123968,0.5741452991452991
four,mean,log,both,None,0.9403482880755608,0.5582478632478632
four,mean,relative,No,ICA,0.8247786304604486,0.6357478632478633
four,mean,relative,No,PCA,0.7735182998819363,0.5740811965811966
four,mean,relative,No,None,0.9420351239669422,0.5647222222222222
four,mean,relative,z_after_relative,ICA,0.9306906729634004,0.6623931623931623
four,mean,relative,z_after_relative,PCA,0.9106773907910268,0.6303205128205127
four,mean,relative,z_after_relative,None,0.9420351239669422,0.5647222222222222
four,sub PCA,log,No,ICA,0.9140746753246752,0.6384188034188034
four,sub PCA,log,No,PCA,0.8886230814639906,0.6267094017094017
four,sub PCA,log,No,None,0.9545587367178276,0.5958974358974359
four,sub PCA,log,col,ICA,0.9413518299881936,0.7435470085470086
four,sub PCA,log,col,PCA,0.8893226092089728,0.615534188034188
four,sub PCA,log,col,None,0.9378984651711924,0.689465811965812
four,sub PCA,log,row,ICA,0.9104545454545456,0.6689102564102565
four,sub PCA,log,row,PCA,0.8931714876033057,0.7478418803418804
four,sub PCA,log,row,None,0.9378202479338844,0.6890811965811966
four,sub PCA,log,both,ICA,0.8666897874852422,0.6144871794871796
four,sub PCA,log,both,PCA,0.8792266824085007,0.5705769230769231
four,sub PCA,log,both,None,0.9323288075560804,0.6438247863247863
four,sub PCA,relative,No,ICA,0.8607408500590319,0.6703418803418804
four,sub PCA,relative,No,PCA,0.8430844155844157,0.5838247863247863
four,sub PCA,relative,No,None,0.9408721959858324,0.6174358974358974
four,sub PCA,relative,z_after_relative,ICA,0.9427553128689492,0.6867094017094016
four,sub PCA,relative,z_after_relative,PCA,0.9344495277449822,0.6986965811965813
four,sub PCA,relative,z_after_relative,None,0.9293550767414404,0.625448717948718
five,sum,log,No,ICA,0.9106006493506494,0.6469444444444443
five,sum,log,No,PCA,0.9166455135773316,0.5870940170940171
five,sum,log,No,None,0.968386953955136,0.559059829059829
five,sum,log,col,ICA,0.9476874262101536,0.5664102564102564
five,sum,log,col,PCA,0.957167945690673,0.5670512820512821
five,sum,log,col,None,0.968386953955136,0.559059829059829
five,sum,log,row,ICA,0.9086585005903188,0.5992521367521367
five,sum,log,row,PCA,0.9001785714285715,0.6584188034188033
five,sum,log,row,None,0.9726756198347108,0.6132692307692307
five,sum,log,both,ICA,0.9231537780401418,0.5653418803418804
five,sum,log,both,PCA,0.9355150531286897,0.5226282051282052
five,sum,log,both,None,0.9726756198347108,0.6132692307692307
five,sum,relative,No,ICA,0.7647801062573792,0.5833760683760685
five,sum,relative,No,PCA,0.7589374262101535,0.5894017094017094
five,sum,relative,No,None,0.9581626328217238,0.6284188034188035
five,sum,relative,z_after_relative,ICA,0.9408161157024792,0.5264957264957265
