Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.7121635610766046,0.5980158730158731
four,mean,log,row,0,0.7625517598343685,0.6380952380952382
four,mean,log,col,1,0.7238871635610765,0.5396825396825398
four,mean,log,col,0,0.8842650103519668,0.6329365079365079
four,mean,log,both,1,0.6972049689440996,0.5146825396825396
four,mean,log,both,0,0.888483436853002,0.640079365079365
four,mean,log,No,1,0.7138457556935818,0.6007936507936509
four,mean,log,No,0,0.7844202898550725,0.6444444444444445
four,mean,relative,z_after_relative,1,0.7245600414078676,0.603968253968254
four,mean,relative,z_after_relative,0,0.83925983436853,0.6420634920634921
four,mean,relative,No,1,0.5722179089026915,0.473015873015873
four,mean,relative,No,0,0.680175983436853,0.6166666666666667
four,sum,log,row,1,0.7177795031055899,0.6484126984126983
four,sum,log,row,0,0.7410714285714286,0.6511904761904763
four,sum,log,col,1,0.7422619047619048,0.5555555555555556
four,sum,log,col,0,0.8956521739130434,0.6222222222222221
four,sum,log,both,1,0.7270962732919255,0.540079365079365
four,sum,log,both,0,0.8871894409937887,0.6246031746031747
four,sum,log,No,1,0.7212215320910974,0.6226190476190476
four,sum,log,No,0,0.7450310559006212,0.6154761904761903
four,sum,relative,z_after_relative,1,0.6902950310559006,0.6158730158730159
four,sum,relative,z_after_relative,0,0.7858695652173913,0.6138888888888889
four,sum,relative,No,1,0.588276397515528,0.5476190476190477
four,sum,relative,No,0,0.5946687370600413,0.555952380952381
four,pca_anna,log,row,1,0.7146739130434784,0.5865079365079365
four,pca_anna,log,row,0,0.8996635610766045,0.6591269841269842
four,pca_anna,log,col,1,0.7385610766045551,0.6003968253968254
four,pca_anna,log,col,0,0.9288819875776396,0.6253968253968255
four,pca_anna,log,both,1,0.739156314699793,0.5801587301587301
four,pca_anna,log,both,0,0.9371118012422359,0.6170634920634921
four,pca_anna,log,No,1,0.7453157349896482,0.6226190476190476
four,pca_anna,log,No,0,0.9080486542443064,0.6567460317460317
four,pca_anna,relative,z_after_relative,1,0.7206262939958592,0.5035714285714287
four,pca_anna,relative,z_after_relative,0,0.893452380952381,0.4841269841269842
four,pca_anna,relative,No,1,0.6339156314699793,0.5067460317460317
four,pca_anna,relative,No,0,0.6596273291925465,0.5075396825396825
five,mean,log,row,1,0.7376811594202899,0.5686507936507936
five,mean,log,row,0,0.7711956521739131,0.6182539682539684
five,mean,log,col,1,0.8082039337474122,0.5488095238095239
five,mean,log,col,0,0.9535973084886128,0.6138888888888889
five,mean,log,both,1,0.7980848861283643,0.5115079365079366
five,mean,log,both,0,0.9547619047619048,0.5742063492063492
five,mean,log,No,1,0.75,0.5575396825396826
five,mean,log,No,0,0.7907608695652174,0.6047619047619047
five,mean,relative,z_after_relative,1,0.7651915113871637,0.4964285714285714
five,mean,relative,z_after_relative,0,0.9156832298136646,0.498015873015873
five,mean,relative,No,1,0.6307712215320911,0.4793650793650794
five,mean,relative,No,0,0.6632505175983437,0.5111111111111111
five,sum,log,row,1,0.7549689440993789,0.6111111111111112
five,sum,log,row,0,0.7408385093167703,0.6396825396825397
five,sum,log,col,1,0.8220755693581779,0.5773809523809523
five,sum,log,col,0,0.9511387163561076,0.5880952380952379
five,sum,log,both,1,0.8120859213250518,0.5392857142857144
five,sum,log,both,0,0.9507505175983436,0.5472222222222223
five,sum,log,No,1,0.7763716356107662,0.5734126984126984
five,sum,log,No,0,0.733695652173913,0.5904761904761904
five,sum,relative,z_after_relative,1,0.7963509316770185,0.5841269841269842
five,sum,relative,z_after_relative,0,0.9146221532091096,0.5535714285714286
five,sum,relative,No,1,0.5777691511387164,0.5261904761904762
five,sum,relative,No,0,0.6504399585921325,0.5384920634920635
five,pca_anna,log,row,1,0.7643374741200828,0.5904761904761906
five,pca_anna,log,row,0,0.9285455486542442,0.6190476190476192
five,pca_anna,log,col,1,0.8008281573498965,0.5436507936507937
five,pca_anna,log,col,0,0.9695910973084884,0.6083333333333333
five,pca_anna,log,both,1,0.7821946169772257,0.5424603174603175
five,pca_anna,log,both,0,0.9766304347826086,0.5896825396825397
five,pca_anna,log,No,1,0.7852743271221533,0.5781746031746031
five,pca_anna,log,No,0,0.9323240165631472,0.6325396825396825
five,pca_anna,relative,z_after_relative,1,0.7622929606625258,0.4686507936507937
five,pca_anna,relative,z_after_relative,0,0.9437888198757765,0.4801587301587302
five,pca_anna,relative,No,1,0.6313146997929607,0.486904761904762
five,pca_anna,relative,No,0,0.6712991718426501,0.4821428571428571
six,mean,log,row,1,0.8074016563146997,0.6146825396825396
six,mean,log,row,0,0.8183747412008282,0.6337301587301588
six,mean,log,col,1,0.8653209109730848,0.5325396825396825
six,mean,log,col,0,0.9878364389233956,0.5730158730158729
six,mean,log,both,1,0.8576086956521738,0.534920634920635
six,mean,log,both,0,0.9911749482401656,0.59484126984127
six,mean,log,No,1,0.8299171842650104,0.6091269841269841
six,mean,log,No,0,0.820885093167702,0.6365079365079366
six,mean,relative,z_after_relative,1,0.8168995859213249,0.4781746031746032
six,mean,relative,z_after_relative,0,0.9692287784679088,0.503968253968254
six,mean,relative,No,1,0.6351708074534163,0.5015873015873016
six,mean,relative,No,0,0.6771739130434783,0.5130952380952379
six,sum,log,row,1,0.8143374741200828,0.6234126984126984
six,sum,log,row,0,0.7549430641821946,0.6384920634920636
six,sum,log,col,1,0.8584109730848862,0.5230158730158729
six,sum,log,col,0,0.991614906832298,0.5646825396825397
six,sum,log,both,1,0.8687888198757765,0.5769841269841269
six,sum,log,both,0,0.9933747412008282,0.5551587301587302
six,sum,log,No,1,0.8471014492753624,0.5865079365079365
six,sum,log,No,0,0.8157608695652174,0.6285714285714286
six,sum,relative,z_after_relative,1,0.8282349896480332,0.540873015873016
six,sum,relative,z_after_relative,0,0.9689699792960662,0.5412698412698413
six,sum,relative,No,1,0.5796842650103521,0.5293650793650794
six,sum,relative,No,0,0.6480848861283643,0.5365079365079366
six,pca_anna,log,row,1,0.7538561076604555,0.575
six,pca_anna,log,row,0,0.9350931677018636,0.6206349206349205
six,pca_anna,log,col,1,0.7898291925465839,0.5666666666666668
six,pca_anna,log,col,0,0.9754917184265012,0.6043650793650793
six,pca_anna,log,both,1,0.8118788819875776,0.5642857142857143
six,pca_anna,log,both,0,0.9746635610766046,0.5726190476190476
six,pca_anna,log,No,1,0.7740424430641822,0.5841269841269842
six,pca_anna,log,No,0,0.9442546583850931,0.6115079365079364
six,pca_anna,relative,z_after_relative,1,0.7829192546583851,0.4813492063492063
six,pca_anna,relative,z_after_relative,0,0.9514751552795032,0.4543650793650794
six,pca_anna,relative,No,1,0.6329710144927536,0.49801587301587297
six,pca_anna,relative,No,0,0.6645703933747412,0.4805555555555555
