Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.861741718426501,0.5281349206349206
four,mean,log,row,0,0.9607531055900622,0.5773809523809523
four,mean,log,col,1,0.9242572463768116,0.5880952380952379
four,mean,log,col,0,0.9575310559006212,0.5872222222222223
four,mean,log,both,1,0.9053131469979296,0.4949603174603175
four,mean,log,both,0,0.9607531055900622,0.5773809523809523
four,mean,log,No,1,0.8855745341614907,0.5225793650793651
four,mean,log,No,0,0.9575310559006212,0.5872222222222223
four,mean,relative,z_after_relative,1,0.9260403726708074,0.5549603174603176
four,mean,relative,z_after_relative,0,0.9563664596273292,0.6050793650793652
four,mean,relative,No,1,0.8708410973084886,0.5432936507936508
four,mean,relative,No,0,0.9563664596273292,0.6050793650793652
four,sum,log,row,1,0.893840579710145,0.5710317460317461
four,sum,log,row,0,0.9611620082815736,0.5803968253968256
four,sum,log,col,1,0.9349171842650104,0.5572222222222223
four,sum,log,col,0,0.9575310559006212,0.5872222222222223
four,sum,log,both,1,0.9213586956521741,0.5460714285714287
four,sum,log,both,0,0.9611620082815736,0.5803968253968256
four,sum,log,No,1,0.9137810559006212,0.5248015873015873
four,sum,log,No,0,0.9575310559006212,0.5872222222222223
four,sum,relative,z_after_relative,1,0.9355512422360248,0.5734126984126984
four,sum,relative,z_after_relative,0,0.9621066252587992,0.6019047619047619
four,sum,relative,No,1,0.7502329192546583,0.5038888888888889
four,sum,relative,No,0,0.9621066252587992,0.6019047619047619
four,pca_anna,log,row,1,0.8884653209109731,0.5938888888888889
four,pca_anna,log,row,0,0.9637318840579708,0.5973809523809523
four,pca_anna,log,col,1,0.8879037267080745,0.5816666666666667
four,pca_anna,log,col,0,0.9737267080745342,0.5893650793650793
four,pca_anna,log,both,1,0.9112577639751552,0.606547619047619
four,pca_anna,log,both,0,0.9667210144927536,0.5703968253968253
four,pca_anna,log,No,1,0.902184265010352,0.5993253968253969
four,pca_anna,log,No,0,0.9591407867494824,0.6330158730158731
four,pca_anna,relative,z_after_relative,1,0.9185351966873706,0.4879761904761905
four,pca_anna,relative,z_after_relative,0,0.9729347826086956,0.5506349206349206
four,pca_anna,relative,No,1,0.8203364389233956,0.4536904761904762
four,pca_anna,relative,No,0,0.9653933747412008,0.5849206349206348
five,mean,log,row,1,0.8869280538302278,0.5740873015873016
five,mean,log,row,0,0.9785403726708076,0.557063492063492
five,mean,log,col,1,0.9437707039337474,0.5162698412698413
five,mean,log,col,0,0.9786335403726708,0.6084126984126984
five,mean,log,both,1,0.9465010351966874,0.5206349206349207
five,mean,log,both,0,0.9785403726708076,0.557063492063492
five,mean,log,No,1,0.9168167701863352,0.5646031746031746
five,mean,log,No,0,0.9786335403726708,0.6084126984126984
five,mean,relative,z_after_relative,1,0.9540502070393374,0.5154761904761904
five,mean,relative,z_after_relative,0,0.9825776397515528,0.5396428571428571
five,mean,relative,No,1,0.8360714285714286,0.5032142857142857
five,mean,relative,No,0,0.9825776397515528,0.5396428571428571
five,sum,log,row,1,0.9155046583850932,0.5410714285714285
five,sum,log,row,0,0.9804710144927536,0.5358333333333333
five,sum,log,col,1,0.94703933747412,0.6101984126984126
five,sum,log,col,0,0.9786335403726708,0.6084126984126984
five,sum,log,both,1,0.9596532091097308,0.6619047619047621
five,sum,log,both,0,0.9804710144927536,0.5358333333333333
five,sum,log,No,1,0.9237448240165632,0.6318650793650794
five,sum,log,No,0,0.9786335403726708,0.6084126984126984
five,sum,relative,z_after_relative,1,0.9513819875776396,0.5186904761904763
five,sum,relative,z_after_relative,0,0.9756159420289856,0.5822222222222223
five,sum,relative,No,1,0.7989078674948241,0.5334523809523809
five,sum,relative,No,0,0.9756159420289856,0.5822222222222223
five,pca_anna,log,row,1,0.9152820910973084,0.5342460317460318
five,pca_anna,log,row,0,0.9833126293995859,0.5480158730158731
five,pca_anna,log,col,1,0.9331314699792962,0.4776190476190476
five,pca_anna,log,col,0,0.9844720496894408,0.6096031746031746
five,pca_anna,log,both,1,0.9172696687370602,0.5004761904761905
five,pca_anna,log,both,0,0.9860714285714286,0.5488888888888889
five,pca_anna,log,No,1,0.9314803312629398,0.5930158730158729
five,pca_anna,log,No,0,0.9716718426501036,0.6675396825396825
five,pca_anna,relative,z_after_relative,1,0.9251940993788821,0.5230158730158729
five,pca_anna,relative,z_after_relative,0,0.9869953416149068,0.5161111111111111
five,pca_anna,relative,No,1,0.8504994824016563,0.4312301587301587
five,pca_anna,relative,No,0,0.9831418219461698,0.5880952380952381
six,mean,log,row,1,0.9413250517598344,0.6067460317460317
six,mean,log,row,0,0.9874327122153208,0.5660317460317461
six,mean,log,col,1,0.9579994824016562,0.6112698412698412
six,mean,log,col,0,0.9770367494824016,0.6234920634920634
six,mean,log,both,1,0.9660300207039338,0.5362698412698413
six,mean,log,both,0,0.9874327122153208,0.5660317460317461
six,mean,log,No,1,0.944648033126294,0.6073809523809524
six,mean,log,No,0,0.9770367494824016,0.6234920634920634
six,mean,relative,z_after_relative,1,0.9433203933747412,0.4535317460317461
six,mean,relative,z_after_relative,0,0.9832453416149068,0.5844444444444444
six,mean,relative,No,1,0.8510067287784681,0.4944444444444444
six,mean,relative,No,0,0.9832453416149068,0.5844444444444444
six,sum,log,row,1,0.9454037267080746,0.6187698412698412
six,sum,log,row,0,0.9904968944099378,0.5161111111111112
six,sum,log,col,1,0.9610041407867496,0.5537698412698412
six,sum,log,col,0,0.9770367494824016,0.6234920634920634
six,sum,log,both,1,0.9657738095238094,0.5657142857142857
six,sum,log,both,0,0.9904968944099378,0.5161111111111112
six,sum,log,No,1,0.9509057971014492,0.6125
six,sum,log,No,0,0.9770367494824016,0.6234920634920634
