ID,Unassigned;p__;c__;o__;f___0,Unassigned;p__;c__;o__;f___1,Unassigned;p__;c__;o__;f___2,Unassigned;p__;c__;o__;f___3,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae_1,k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae_0,k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae_0,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
74d14,-0.7084222814607267,-0.5871724028194684,-0.058165566107202624,-0.18229751295998897,-0.1907425253949852,-0.36792343539170314,-0.14835072165540283,0.03002886015540928,-0.1399700227195766,-1.5701489254529155,-0.167024611086238,-1.468017040157228,-0.6322528032712224,-0.7594122929165549,-1.2845611544201632,-0.029062722586277675,-0.5570367725966957,-0.315035410934852,-0.677896888802333,0.7001823351986515,-0.6279191725982213,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.43763057276267703,7.811069666904115,-0.2778087078021622,-0.2981163206278811,-0.1503516713819357,-0.7154033801140695,1.6929296149975448,-0.1744477772146335,-0.7407480718595691,-0.2071933890907896,-1.4002608587684917,-0.08920033871370074,-0.2705821045167749,-0.6837251466523844,4.447504625562003,-1.491227190156016,0.002444237168285168,-0.23236848895035367,-0.1844323948371869,-0.17644601058101922,-0.14815868383440717,-0.19171662469513903,0.24174576527922598,-0.11772285740321169,-0.8122886009302647,-0.3642896627891129,-0.047972370155774005,0.039911370636889994,-0.2426126721032472,4.684043948111257,-0.41998773432467185,-0.23412007962111073,-0.493633550973924
93di,-0.5830553851861345,0.6722445688574612,-0.6609922611437125,0.5455684077593078,-0.1907425253949852,-0.860154515638462,-0.16049707662650708,9.115216749578476,0.1572738169726288,-0.8323017694875382,-0.2737934410861688,-1.3338722549408106,-0.6636443539268823,-0.4657041048770594,0.5997560611452051,-0.27196637530405887,0.1619686609784251,-0.315035410934852,0.1621200224910898,0.3688792415033125,-0.4096864875157791,-0.2241112483104677,1.9586067818056137,-0.23730777390995492,0.08793503675112252,1.651302028683847,-0.09103036510761117,-0.1976358445761827,-0.48956592341298033,-0.5322901111401404,-0.9531407491623554,-0.601035891919648,-0.652304231962111,2.5434090833275134,-0.626131319415231,-0.06926943357700947,-0.45320393555014815,-0.1896301920678107,-0.4396938751343373,-0.6493223666883962,-0.14636456940849413,-0.23236848895035367,-0.4511219849292781,0.6752046839421454,0.2860808594724797,-0.19171662469513903,-0.5757253699238645,-0.11772285740321169,1.5893500642573637,2.4939488175813613,-0.047972370155774005,0.039911370636889994,-0.5888240405371212,-0.15691203556686995,0.5390323623934882,0.9746774593028564,0.2502141922590131
92d0,-0.10676282003532162,0.35986335195196556,-0.025655708534067467,-0.679648917877294,0.5963619347966412,-0.4424260146252192,-0.14733296459911002,1.2255616172043347,-0.1954861458203665,-0.7107967163418385,0.6268601203856401,-0.30262038780573614,-0.23776394071209647,-0.3905711331468199,1.4008451583943011,-0.37639498811461847,0.2846564779436846,-0.315035410934852,0.3241542610483486,1.751422911380477,-0.22220505422122194,-0.2241112483104677,-0.27801362353992315,1.0112215825385054,0.21490243789628546,0.9852234098865441,-0.030387749824122335,1.4563937062377725,-0.2415277402851756,0.33232894011039205,-0.8142608133640337,0.6657495919039105,-0.589387984146996,-0.2071933890907896,-1.1478311743733882,0.7210726420304934,-0.2406022189595376,0.20640746285986128,-0.4396938751343373,-1.13433805285636,-0.4022485410917547,-0.23236848895035367,-0.5852043991557782,0.6117841975937117,-0.3831560480820984,-0.19171662469513903,-0.6974074475404562,-0.11772285740321169,0.08446690468672505,0.6388269647521843,-0.047972370155774005,0.039911370636889994,-0.5884064903441167,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,0.3013029224107258
611.d0,0.5273514180455477,-0.20178685506386143,-0.7856521712701737,-0.3233502976898743,-0.1907425253949852,0.3614609090585925,-0.1329988881941621,-0.674468153065394,-0.16487405949089654,0.4350868795354625,0.11739277765553863,-0.14969073406985128,-0.4278890235360622,2.7699692653322727,-0.198928668240914,-0.1754131965294846,-0.15278012495861784,-0.315035410934852,-0.4716454730094385,-0.3740699673639098,-0.5764196833401365,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.6040175717615837,-0.34729399525656257,0.008065846149390928,-0.3918606388924485,-0.13688262442832314,-0.539528779815953,-0.28068053227601897,0.43821260548937196,0.14134750525851922,-0.2071933890907896,0.005627241748642929,0.1916671362537824,-0.521763669761422,-0.5080014563114885,-0.37411092950183167,0.7839342254289106,0.1833869303510419,-0.23236848895035367,-0.09288607291654856,-0.3994597082694684,-0.0632597293387268,-0.19171662469513903,-0.35243388327606384,-0.11772285740321169,-0.4097450550942424,-0.2663228207400944,-0.047972370155774005,0.039911370636889994,-0.5897054555498872,-0.15691203556686995,1.191952978564452,-0.12857349377346428,-0.5002200320070682
78d8,-0.21525074607787706,-0.7215060627790095,-0.7264777942393693,0.03931847457106687,0.25395184934763915,-0.7834209509225939,7.45543294942231,-1.2190514011421285,-0.12344088593004778,-1.0980997884535812,0.1363845253813587,0.22721038828438084,-0.38402173568865133,-0.7550352064752875,-1.332345943156071,-0.023689973212210048,-0.7487143797979302,-0.315035410934852,-0.25603379816133826,-0.3740699673639098,-0.4040529332550553,-0.2241112483104677,0.2857442416855146,-0.23730777390995492,4.862142321762001,-0.9346848990624796,0.010642867864529714,2.4965263595856033,-0.38240357193215213,-0.7154033801140695,1.2320908557852892,-0.5654316459901136,-0.4081542394362461,-0.2071933890907896,-1.1833373865092145,-0.1720272295391751,-0.04060566512080495,0.006281993748379949,1.3813539333510116,-0.7273856354961391,0.2858315964610172,-0.23236848895035367,-0.6682801273995883,-0.9478198192570891,0.7389274059318744,-0.19171662469513903,-0.601723494486517,-0.11772285740321169,-0.5844859520340209,-0.330334778232172,1.4270481666288664,-0.34824723907204397,5.833077089399521,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,-0.010427585497048142
306d0,-0.1377980718851535,0.29023356027237135,-0.025954641315148665,-0.6482247060252938,-0.1907425253949852,-0.8547353606429351,-0.16019708062322727,-0.48379195446937895,-0.17373651472212193,0.011223582362612306,-0.7472583145274629,-0.6797719797658116,-0.5605331510850908,0.023180122144212403,0.28497870797112806,-0.23157390873577083,-0.3406695464702906,-0.315035410934852,-0.3461875739453519,-0.3740699673639098,0.10471228787386805,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.6040175717615837,-0.8218565277340231,0.009963301842383818,-0.3917306957656749,-0.48956592341298033,0.30115311294621505,-0.7084429845299192,-0.05731274935581734,1.5339835032256062,-0.2071933890907896,4.067697195615801,11.29110525435317,1.3744244178415888,0.9244415546305412,-0.39231013616368987,0.82477967975285,-0.5371794318721895,-0.23236848895035367,1.0928698685080258,-0.4472876770149035,-0.39513459079326013,-0.19171662469513903,-0.4417869440025157,-0.11772285740321169,0.857298635074036,1.8595814369019155,1.2185707685072593,-0.2933854286819192,-0.5901247919177216,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,2.1214877353450423
73d0,-0.3517495158086703,-0.5167082340676733,-0.006334501845659838,-0.3408184023241695,-0.1907425253949852,-0.6641074919259448,-0.14964421790273863,0.7897869045623144,-0.4008641390639617,0.5953874780449484,-2.2688158443063093,-1.2377233078825793,-0.5762978589483478,0.6083891988561907,2.2773430086303845,6.08336603770256,0.21471346277879352,-0.315035410934852,-0.45641154274939,-0.3740699673639098,-0.5583405154464731,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.5672951031279838,-0.05240726288577901,0.005726571898705115,-0.3917306957656749,0.7343358934267632,0.6870573384252495,-0.8695508151392238,-0.21016220970863336,2.3072695647809867,-0.2071933890907896,0.8829935122541966,-0.6202701620614784,-0.7730004183276633,1.496008479484207,-0.4396938751343373,2.7238844628597603,0.36632596581064447,-0.23236848895035367,2.7842972697876163,-0.619951480581891,0.33823320492756465,-0.19171662469513903,-0.27984636953651865,-0.11772285740321169,7.59754762159435,-3.5301605272421286,-0.047972370155774005,0.039911370636889994,-0.5886169399573908,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,-0.49107275306523046
91d0,-1.6736249490982418,2.9354435799372443,-0.6450322856357595,1.707354396384052,1.0368619388951694,0.2522917159786246,-0.14551923256623356,1.5040616924047328,-0.18588312911401123,-0.6486064829543636,0.16262627658045348,-1.1180991950558596,-0.5549718648715403,-0.5043884367526895,1.2073496138631266,-0.35292877197398104,0.0701336649842607,-0.315035410934852,0.9588620270798691,-0.3740699673639098,-0.4851239840641506,-0.2241112483104677,-0.01863260763434199,8.52538041019884,-0.571926896712918,-0.34069855323493364,-0.00028430623062178855,-0.3920325286993901,0.5060085740079897,0.1016424751307957,-0.7108687927834413,0.967115453776793,-0.04929177739349002,-0.2071933890907896,0.8558528454591596,4.376391047075826,0.09400203295929556,-0.12563664902310043,-0.4396938751343373,-0.6208514870834021,-0.1959696368914758,-0.23236848895035367,-0.22167535751343795,0.7730409282095951,-0.5320200990932324,-0.19171662469513903,-0.6869046637307229,-0.11772285740321169,-0.010234127351582635,0.5314234747715697,-0.047972370155774005,0.039911370636889994,-0.5869308956760299,-0.15691203556686995,0.1149020906391211,-0.23412007962111073,0.7506062061993138
631.d8,-0.6405373669377556,-0.210815072930072,0.16333847359429893,0.32180184095914127,-0.1907425253949852,-0.23413234315598702,-0.1407290777953124,-0.7466367018434541,-0.20305078064096388,-1.786502608926962,0.014870557204658382,7.627871569023942,1.691373515766313,-0.759079294489654,-0.6200516610149902,0.98650202755501,-0.7470015147504594,-0.3097196605438134,1.4230397689009084,-0.3740699673639098,-0.44484398220843524,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.2010094197832131,-0.9649675769165778,0.011328667917371624,-0.395548821783803,0.07524771124113648,-0.7154033801140695,-0.5810038939313258,-0.08444358857037258,-0.8164144344134726,-0.2071933890907896,-1.4882145400080067,-0.052349743979192793,-0.3275220126323911,-0.4490297454093169,-0.279108267875296,-1.4133406133939477,-0.009110780573522005,-0.23236848895035367,-0.8212892243303865,-0.531654487635912,-0.43611319782547836,-0.19171662469513903,0.44648205043932443,-0.11772285740321169,-0.7261493130174468,-0.29843380703217975,-0.989133816801497,4.199150211381284,-0.5183793627115953,-0.15691203556686995,0.7077204166648259,-0.23412007962111073,-0.5012396609429328
609.d14,0.7736573293893467,0.10767420606573365,2.3578926213739835,0.346269161741412,-0.1907425253949852,0.6076954841635503,-0.11741605683319359,-0.07179902860090202,-0.25682340367007406,0.5760348689165031,1.3194264789853853,-0.975474632780414,3.467049784942733,-0.7576682468051745,-1.160693968444898,-0.04752465036398979,-0.5150861863615892,-0.02726184699495441,-0.4992856309258931,-0.3740699673639098,-0.4251748478857789,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,0.11171113826812525,0.06277840932789842,-0.3865256544629234,-0.3925548510387912,0.6754702087045726,-0.7154033801140695,0.8092720010230731,-0.6342972780323316,-0.48074174641017414,-0.2071933890907896,-1.303211723416077,-0.2237019037186321,0.31539935083823567,-0.6837251466523844,0.5170032828192291,-1.1676833415494197,0.05032736246691881,0.08425557360053647,-0.7785443852620946,-0.1773628949360217,-0.5846112645888758,-0.19171662469513903,10.160735692234434,-0.11772285740321169,-0.660975770567536,-0.3938638698334013,-0.2813539305646902,-0.13842486876812254,-0.5493487291810534,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,0.0865967707773404
306d8,-0.6865325420656376,-0.7129323237767118,-0.046357720564223714,-0.1559074071603029,0.22613729704517432,-0.3582579098371651,-0.14678099786105253,-0.1124857314327583,-0.20963383249352166,-0.9059689049867297,0.3004160543027152,-0.8681865598684037,-0.585497474297057,-0.7502285743180654,-1.342961609652483,-0.021701610687621355,-0.7512006089610974,-0.315035410934852,-0.4153926973092645,-0.3740699673639098,0.8639107529667848,-0.2241112483104677,-0.0431264319935983,-0.23730777390995492,-0.6040175717615837,-0.8190991739682332,0.004519416214705128,0.24047716247656598,-0.48183826134715513,-0.7154033801140695,-0.5850615187329767,-0.24460506734619888,-0.5908948930947764,-0.2071933890907896,-1.447218364188901,-0.004626569430301711,-0.3245566873731731,-0.49891118355424796,-0.3707182915321521,-0.9965859669370446,0.21260075076242294,-0.23236848895035367,-0.723781006115839,-0.6542852644028788,2.6328683738502354,-0.19171662469513903,-0.5614155689429057,-0.11772285740321169,-0.5364537078202091,-0.14080920216717974,-0.047972370155774005,0.039911370636889994,5.093348975473469,-0.15691203556686995,-0.41998773432467185,0.09889960800563202,-0.0877009044854464
950.d8,0.2951487949927964,-0.4200800133443235,0.6070270006939209,-0.5927491624309023,0.39385654163578154,1.9905105217625274,1.577498676518081,-0.03571000018839369,-0.049884335975537895,-1.5799400686272884,-0.0709733228398516,-1.0507128580097211,-0.6602626516525637,-0.759737001775349,-0.3502852333777338,-0.1469815828423588,-0.7354935837071994,0.7415741296651475,0.3020911608156138,-0.3740699673639098,-0.3874077929993253,0.12064835469270255,-0.27801362353992315,-0.23730777390995492,-0.6040175717615837,0.5141348871541783,-0.5102284645536606,-0.39422212394748674,0.02969060243484224,-0.5857079017544621,1.8659847391395161,0.028226079838390802,-0.6646800431912334,-0.2071933890907896,-1.077894208354101,-0.32776504751183405,1.1857143384500048,0.05058527806158051,0.3099315859620533,-1.325280267078632,0.5374751423575234,1.1665534996984126,-0.657947586596294,-0.4806154431769117,-0.5723161561214215,-0.19171662469513903,0.27184606582473153,-0.11772285740321169,0.30679166526239127,1.656541110403095,-1.1786043897397058,-0.8240500416109549,-0.38366710025245865,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,0.5604599113279857
304d0,-0.5317334383167398,-0.5304563234352885,-0.033935800443804426,-0.2668812747344676,-0.1907425253949852,-0.7737363572144648,-0.15571310160468174,0.3259746972210754,-0.08812551735606233,-0.9389196280604584,0.23235057277874024,-0.42782282291488855,-0.29062128729923653,0.3373831320691879,-0.084926179061276,-0.1858678420016668,-0.21292507706679792,-0.315035410934852,-0.34692463012093483,-0.3740699673639098,-0.5075933714572197,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.6040175717615837,-0.836013060715252,0.010837621145428175,-0.3549892777837763,-0.48522461251331833,0.5315826868556891,-0.747608342676207,0.03474068907141787,-0.31595867920530013,-0.2071933890907896,-0.41316664180702917,0.48682274131795245,-0.19906511236449104,0.8948211983540897,-0.4396938751343373,-0.7562209434613398,-0.5875412763172907,-0.23236848895035367,2.7519515313460294,-0.5227691811111563,-0.565002859246648,-0.19171662469513903,-0.5178837442611416,-0.11772285740321169,-0.300998356486034,-0.05999687861699785,-0.047972370155774005,0.039911370636889994,-0.5897801155423469,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,3.0089963264058897
610.d0,-0.4719101206701744,0.7764403353248156,0.5630091900665747,1.1632004036008239,-0.1907425253949852,2.1512441860404743,4.255333213596667,1.5577826403936688,0.2937434618915825,-0.22239077156119041,-0.14045487299603812,-0.9514451933863556,-0.564234855323,1.0847519958970424,0.2845159561552419,-0.23301601348678122,0.27916391030089616,3.4398674590783447,-0.5394360794920311,-0.3740699673639098,-0.5034663516929057,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.5776310127319519,-0.35809154878983035,-0.057950169657727625,-0.3919788779092567,0.27525080400574053,-0.13601922248026146,-0.7335136551120914,0.1634556473498263,-0.25320899076363124,-0.2071933890907896,-0.4195751257561098,-0.17777960203446627,-0.05535499634451596,-0.124358865550056,-0.4396938751343373,0.44538148935471,0.32298344064052203,-0.23236848895035367,0.2656409794488628,0.46126722253824515,-0.6750208024144946,-0.19171662469513903,-0.41083481553975665,-0.11772285740321169,0.046689087728058326,0.09473872725382156,-0.047972370155774005,0.039911370636889994,-0.5894215560983952,-0.15691203556686995,1.5591715895937848,-0.23412007962111073,-0.5009053593401801
70d0,4.202596584454678,-0.6556340876703087,0.0753707720998666,2.1360593135895383,-0.1907425253949852,-0.8498762245742284,-0.1599280863978899,1.8502481134222042,-0.6189193107790472,-0.0366172704796098,-0.8592759959658898,-0.6898868301144412,-0.15728934812101406,1.30226845184915,2.2356957465890415,-0.4974333542473762,1.9368563182911656,-0.315035410934852,-0.4506185459806799,8.42653828340169,-0.5843065694657975,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.6040175717615837,-0.4901512153625736,0.00971890194902976,-0.3922648938363555,0.587780024300464,0.007619641524108785,-0.863180039790917,0.5501254014489682,1.2932615355590544,-0.2071933890907896,0.7759455265752103,-0.5477201384105037,-0.7470085582608013,-0.44292427044413507,-0.4396938751343373,1.323965319244185,0.15110261631325728,-0.23236848895035367,0.0075849645553447715,-0.541134601554151,1.2010500330330893,-0.19171662469513903,0.48852689299481517,-0.11772285740321169,0.04317422542819353,0.03039922307591446,-0.047972370155774005,0.039911370636889994,-0.5890125195263748,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,-0.4988356427846701
608.d0,-0.44908838582700106,-0.5686957002225217,-0.01830724149339285,-0.2884615018016289,0.011530579340923499,4.383918887455435,-0.3481212656442115,0.6331173347055782,-0.4075113258259581,-0.4465134401179257,0.3602170070119343,-1.3108081439608192,-0.6340599297782076,-0.5613026471375847,-0.6139374159517231,-0.1173023682960087,0.6527856290798845,-0.20535834968519928,-0.1528212025551747,-0.3740699673639098,-0.6190985309946837,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.4982655862648845,0.9193776268823586,-0.009661642532291764,-0.3917306957656749,0.8302642439905208,-0.17690288859769895,-0.33582420347705333,-0.2558372356963058,-0.7381301527120399,-0.2071933890907896,-1.3674975331308967,-0.07297220536454618,-0.205689602767065,-0.6837251466523844,-0.23888916315015946,-1.2403949934738556,0.1333219594435964,-0.07951647379989311,-0.9219524603444534,0.723274991204344,-0.17335497886266069,-0.19171662469513903,0.18358444674419827,-0.11772285740321169,-0.6231262191782477,-0.17287579364577912,-1.6661794910731493,7.191192305141898,-0.5881006031479394,-0.15691203556686995,2.400303751653519,-0.23412007962111073,-0.500527650420929
82d8,-0.6396268417563842,-0.6739300032793674,-0.04151345754417771,-0.1850106499285554,0.1695305969273573,-0.6467954600318812,-0.153245053063779,-0.8787156889812674,-0.14190231909048495,-0.9342311252938804,0.32073838945486605,1.3306681969035425,0.4807920787314355,-0.7536110765043426,-0.9272920174244426,-0.07504502472846113,-0.724885789142627,-0.315035410934852,0.17644248631344778,-0.3740699673639098,-0.5221185881854142,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.5851818505932028,-0.2503736864798988,-0.04337161690593472,-0.39598257838536216,-0.11223920553732275,-0.7154033801140695,0.857004984820967,0.30560951418570287,-0.7298752990677113,-0.2071933890907896,-1.4376727601940937,-0.05598847220586894,-0.3298755817554785,-0.3642877455117262,-0.08203613977682282,-1.1163742915885917,0.04585217011523445,-0.23236848895035367,-0.5623013716455366,-1.8397677381272612,6.510020468567966,-0.19171662469513903,1.0644163002214095,-0.11772285740321169,-0.7597045919538692,-0.33358953803935765,-0.047972370155774005,0.039911370636889994,3.6308073053860492,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,-0.5015316186977915
994.d0,1.227835490549008,0.3932212211384885,-0.1745547838818222,-1.0303794439700116,-0.1907425253949852,1.2607561408293688,-0.13646808559487023,0.31720484844914765,1.7914692608597753,-0.7094511520657243,0.7739174409906437,-0.6928717746180357,-0.6130409102761678,-0.061762121635783034,-0.7977700081322638,-0.09329654725755544,-0.38531270232396453,3.3050183019344304,-0.4558705323185214,-0.3740699673639098,-0.6185795058784228,2.01391800249735,-0.27801362353992315,-0.23730777390995492,-0.033039427542326166,-0.7323091053354376,-4.10339477709337,-0.39909160579528574,0.2217190502014669,0.12652320217070118,-0.5272673305857861,-0.03164676596171885,-0.7910919997001994,-0.2071933890907896,-0.33102136004423227,-1.1999120576217879,5.92772135081883,-0.6837251466523844,-0.33504350648351183,-1.52648274013879,2.1758125427883224,6.3793769469313695,-0.5310847205524126,0.2698886529795432,-0.05896796349759451,-0.19171662469513903,-0.5231357736313873,-0.11772285740321169,-0.7667265190126631,-0.3061467493002477,-3.570966377138184,-2.6521500825079602,-0.5889215468073729,-0.15691203556686995,-0.23626162750548926,-0.23412007962111073,-0.49211360411792254
86di,-0.23677568249044087,-0.22550484737316662,-0.007432218500486825,-0.4664656759497874,-0.1907425253949852,-0.8509770839374339,-0.15998902826233327,-1.085555765967338,-0.14818273976440288,2.0328383526243536,-3.277957286004791,-1.1675995682497367,-0.686331921579123,-0.043685009492092336,2.182036280994126,-0.4907766430938715,-0.5087384083320552,-0.315035410934852,-0.49070999268922266,-0.3740699673639098,2.8015785565125837,-0.2241112483104677,-0.27801362353992315,-0.23730777390995492,-0.6040175717615837,-0.8866191615919344,0.012554315557898306,-0.3917306957656749,-0.48956592341298033,1.2213469097601144,-0.8675719833035772,-0.17334205152175558,1.8131191272253324,-0.2071933890907896,3.2482770592293138,-1.4134457257273343,-1.2455823155490642,2.5414222749443094,-0.4396938751343373,5.300775858551112,0.1684530967361939,-0.23236848895035367,0.738005635267888,-0.7799590092590282,-0.28704963103461345,-0.19171662469513903,-0.6799244100315703,-0.11772285740321169,0.5495307977716513,0.12313717752208614,-0.047972370155774005,0.039911370636889994,-0.5891570508121269,-0.15691203556686995,-0.41998773432467185,-0.23412007962111073,-0.5015316186977915
86d0,-0.0012164518806365343,1.5270641824393976,-0.08634082440197503,-1.0448501670889216,-0.1907425253949852,-0.8601545156384618,-0.16049707662650847,-0.14362339560503187,-0.3096700993832853,1.3130065387163738,-2.304171519894246,-1.3352092703058704,-0.6012689306623524,-0.2954630675411908,0.2769971483420668,-0.23343249802844115,-0.43067437257502883,-0.315035410934852,-0.23190505983921075,-0.3740699673639098,0.5622476521800964,-0.2241112483104677,-0.2780136235399228,-0.23730777390995492,0.7396271101306217,-0.8131063674741086,0.014941597189690093,-0.39201654906568384,-0.24172664753045692,1.605966105040665,-0.863016695639672,-0.1183487064354785,1.6729563888826005,-0.2071933890907896,3.3181731068721505,-0.9589570600457598,0.17986560680657607,2.924195601922437,-0.4396938751343373,4.776745887220474,0.18817297340609865,-0.23236848895035367,2.6427639073099165,-0.6638784989427287,1.2762063876052954,-0.19171662469513903,-0.6866691505622572,-0.11772285740321169,5.028493538958152,-1.9244162355896897,-0.047972370155773124,0.03991137063689067,-0.5881956788137707,-0.15691203556686995,0.08658396322041513,-0.23412007962111073,-0.4957610728736281
