bacteria,rhos
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae,-0.07367156799950018
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,0.08785824420719113
