,y score 0,y score 1,y score 2,y score 3,y pred,y test
0,3.4047169028918924,0.8662535738832828,1.9863272657416302,-0.2572977425168055,0,0
1,0.9607027590511653,2.098361612360891,3.1141530406001454,-0.17321741201220184,2,1
2,1.030585770416708,2.0199812323198136,3.1347045394758863,-0.1852715422124079,2,2
3,3.197352141387121,0.9059541512070034,0.9583419576362853,0.9383517497695903,0,0
4,-0.4999999999999998,1.080516955181287,2.112448419157,3.307034625661713,3,2
5,1.0017775129958977,3.0325030642199415,0.9827018362691052,0.9830175865150553,1,0
6,0.9630653545130933,3.166235682215014,-0.13130544807964348,2.0020044113515363,1,0
7,2.097373831985304,0.9402171759509216,3.2701800362215083,-0.30777104415773365,2,2
8,0.8427217430475691,3.1452571886368226,0.980935876775576,1.0310851915400323,1,1
9,0.9041256593348282,-0.11589923230969086,3.0703514450315263,2.1414221279433363,2,2
10,2.0127852983402623,0.90372765896902,3.156293380873323,-0.07280633818260494,2,0
11,2.064055071842842,3.1399249880531515,1.0195544468738942,-0.22353450676988765,1,0
12,3.1292938669786707,2.0452462185779767,-0.1404286177116238,0.9658885321549765,0,0
13,2.0302995554054086,1.0573517329753244,3.2438567251502604,-0.3315080135309933,2,0
14,2.0752117808947017,3.0859877846297032,-0.10613459125096715,0.9449350257265622,1,0
15,-0.4394764680538222,1.9962873086235537,3.4531278875630065,0.9900612718672619,2,1
16,2.063589232838854,3.1271282374161093,0.8944313499317177,-0.08514882018668112,1,3
17,0.9633224974060441,0.8699929229028844,0.9122378812377411,3.2544466984533305,3,1
18,-0.14425588435092532,1.9472202527504652,0.9320778726436715,3.264957758956789,3,1
19,-0.3006206501733647,2.098920617364117,2.140688353453444,2.0610116793558033,1,1
20,2.080116818034785,-0.2220631736544872,2.1392414102727,2.002704945347002,0,0
21,-0.35007792740228016,2.0347669621920357,3.3010349756121817,1.0142759895980626,2,2
22,3.1896040180150163,2.1410143938591246,0.9715215023067799,-0.3021399141809206,0,1
23,-0.26249852137339075,3.2041298523477293,2.122606087554246,0.9357625814714156,1,2
24,3.0313486741950952,1.0014734950848088,2.0213571193885698,-0.054179288668473706,0,0
25,-0.23101178977309844,2.1615338946661424,3.1916204496704856,0.8778574454364703,2,2
26,0.9357479936483252,2.15018118736541,3.3051172241202926,-0.3910464051340279,2,0
27,3.129555022871549,1.0074379527454433,0.9478309640573347,0.9151760603256731,0,0
28,-0.2200199507551112,0.9514159583452684,2.1332147545353086,3.1353892378745343,3,2
29,-0.23969784379849304,0.8039272519012619,3.2129504007255525,2.2228201911716785,2,3
30,2.1513105831431747,2.152042407686718,2.1476832771791154,-0.4510362680090083,0,0
31,2.0231785445153694,3.1390161567666306,-0.11700085230486999,0.9548061510228703,1,3
32,1.974354380118163,0.9582427218047896,-0.11240958628259133,3.1798124843596387,3,1
33,2.1345299615856614,3.3483319908809617,-0.3606695013579701,0.8778075488913472,1,1
34,3.5,2.0087003151230696,0.7998019414644851,-0.3085022565875543,0,2
35,-0.4495132785337297,1.0794944540483713,2.1303888956829047,3.239629928802454,3,3
36,0.9628841342935379,3.1330747277481787,0.9242420282411038,0.9797991097171797,1,1
37,0.930192651674072,-0.0514115065073888,2.0341549297488637,3.087063925084453,3,2
38,1.0528677000851872,2.2209392610728,3.1512885887947872,-0.4250955499527741,2,1
39,3.0875945422375244,0.9774711602823436,2.061307508656896,-0.1263732111767639,0,0
40,2.0258297759785933,2.0561605863960426,2.023292647695179,-0.10528301006981508,0,2
41,2.074764234732916,3.092525103018338,1.02089807011953,-0.18818740787078392,1,0
42,2.0404326363652396,2.1014927476841456,2.0357001436121416,-0.17762552766152692,0,2
43,-0.15729263650998865,1.0097332957777203,3.1292926425501757,2.0182666981820927,2,3
44,0.8737205064612559,2.0311149657180954,3.283710060819348,-0.18854553299869917,2,1
45,2.1233402564232597,0.8810090262964967,0.959495956564341,2.0361547607159025,0,3
46,3.437084218991844,2.0612842078655453,0.8927555147434632,-0.39112394160085234,0,0
47,-0.1516786057873381,0.9287234701135134,3.1818466216575154,2.0411085140163094,2,2
48,1.9774547896379546,3.161605993301306,-0.1235180785461741,0.9844572956069135,1,2
49,-0.3214062942613404,0.8163955147031368,2.1621389959769663,3.3428717835812374,3,2
50,-0.05246385430223976,2.007043589419108,3.1043416659788363,0.9410785989042956,2,2
51,2.003602989014174,1.036853990781566,3.3747051680923703,-0.41516214788811046,2,3
52,1.0513385140879512,2.2384224840483142,3.210239001863734,-0.4999999999999998,2,1
53,-0.2691108135329229,0.7613357886054005,2.1364400643743107,3.3713349605532117,3,2
54,2.082960422637363,2.0575986616869457,2.0514968977251478,-0.1920559820494564,0,1
55,0.9556388509895707,3.12047051910919,-0.10111638450178587,2.0250070144030254,1,1
56,0.8937094043197396,0.8178893681958729,3.2951172103214583,0.9932840171629291,2,0
57,3.1513942266395136,1.1193641582758747,2.0834476601763905,-0.35420604509177883,0,3
