KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC,PRECISION,RECALL
linear,1000.0,scale,0.9908200734394125,0.9866045428072219,0.44382232176185143,0.8438914027149321,0.8438914027149321,0.8438914027149321
linear,1000.0,auto,0.9908200734394124,0.986604542807222,0.4438223217618513,0.8438914027149321,0.8438914027149321,0.8438914027149321
linear,100.0,auto,0.9757856394980166,0.9493302271403612,0.4297623491352495,0.828054298642534,0.8280542986425339,0.8280542986425339
linear,100.0,scale,0.9757856394980166,0.9493302271403612,0.4297623491352495,0.828054298642534,0.8280542986425339,0.8280542986425339
linear,10.0,scale,0.9562976508236128,0.8864298194525334,0.4102276969018289,0.7669683257918551,0.7669683257918553,0.7669683257918553
linear,10.0,auto,0.9562976508236128,0.8864298194525334,0.4102276969018289,0.7669683257918551,0.7669683257918553,0.7669683257918553
linear,1.0,auto,0.9166138237159164,0.7635410599883518,0.34341172079134,0.6493212669683257,0.6493212669683258,0.6493212669683258
linear,1.0,scale,0.9166138237159164,0.7635410599883518,0.34341172079134,0.6493212669683257,0.6493212669683258,0.6493212669683258
linear,0.1,auto,0.8420831428529295,0.6394874781595806,0.270996640537514,0.5678733031674208,0.5678733031674208,0.5678733031674208
linear,0.1,scale,0.8420831428529295,0.6394874781595806,0.270996640537514,0.5678733031674208,0.5678733031674208,0.5678733031674208
linear,0.01,auto,0.6630340210290365,0.3209085614443797,0.2647754137115839,0.2918552036199095,0.2918552036199095,0.2918552036199095
linear,0.01,scale,0.6630340210290365,0.3209085614443797,0.2647754137115839,0.2918552036199095,0.2918552036199095,0.2918552036199095
