,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
DirectPBLN128,0.5725982785224915,0.06155308336019516,-0.4678561687469482,1.4034398794174194,0.4179846048355103,-0.3258176147937775,-0.8675520420074463,0.8765187263488771,-0.7525390386581421,-0.7633456587791443,-0.2480641156435013,0.18773004412651065,-0.7395445704460144,-0.483461856842041,1.119476556777954
DirectPBLN199,-1.3809516429901123,-0.2774800658226013,-0.7417620420455933,0.44765567779541016,0.12016943097114564,-0.2646277546882629,-0.8081146478652954,1.1435383558273315,0.9499266743659972,-0.4628930985927582,1.164965033531189,-0.044741291552782066,0.6767303347587585,-1.1336815357208252,0.4267735481262207
DirectPBLN258,0.1562386155128479,-0.5542570352554321,1.139197587966919,0.3599649667739868,0.14676353335380554,0.3377361595630646,-0.019046280533075333,1.5080599784851074,0.37387770414352417,0.3433109223842621,0.21095523238182068,0.5379064083099365,-0.4385443329811096,1.273071050643921,-1.4170634746551514
DirectPBLN165,-1.2566404342651367,-0.4900350868701935,-0.30165135860443115,-0.01532517187297344,0.5299345254898071,1.7750824689865112,-0.2220311164855957,1.0430883169174194,1.752460241317749,-0.5734841823577881,-0.2394763976335525,-0.8410971760749817,-0.05621838569641113,0.3837334215641022,0.2814486026763916
DirectPBLN359,1.087544083595276,-0.5614737272262573,0.23142121732234955,-0.7297309637069702,0.7140387892723083,-0.2302587330341339,-0.4903057515621185,-0.12502521276474002,-2.350616931915283,-0.33139508962631226,0.34775736927986145,-2.1975090503692627,-0.5366520881652832,-1.2865265607833862,-0.43950676918029785
DirectPBLN221,1.0862929821014404,0.5086359977722168,0.4630763530731201,-2.46005916595459,0.05752769112586975,-0.3827491998672485,-0.2708321213722229,1.0289225578308103,-2.662447452545166,1.0886238813400269,0.8493815064430237,-0.6974109411239624,1.092839002609253,0.04803555831313133,0.9341132044792176
DirectPBLN059,0.23657795786857605,0.84856116771698,-2.191986083984375,-0.4678704738616944,-1.3355951309204102,-0.5053222179412842,0.1602051854133606,-0.1243402361869812,-0.4410696029663086,-1.5553900003433228,-0.4015037715435028,-0.12427787482738495,-0.5455390214920044,0.0905386433005333,0.2700799107551575
DirectPBLN054,0.4348446726799011,0.538008987903595,-1.2207330465316772,-0.345048189163208,0.6012248992919922,0.7159233689308167,0.0746479481458664,-1.2672561407089231,-0.3063796460628509,-0.17831569910049438,-1.3342407941818235,-0.753592312335968,-0.9132229089736938,-0.05802752822637557,0.3068757355213165
DirectPBLN020,-0.5319990515708923,-1.0678503513336182,0.5703033208847046,0.2288575619459152,-0.8152511119842529,-0.8357875943183899,0.02239056304097176,-0.07947111129760742,-0.7732837796211243,0.3140276372432709,-0.97696852684021,0.9948559403419496,-0.11757872253656387,-0.517427921295166,-0.2504007220268249
DirectPBLN267,0.3609709143638611,0.9077932238578796,-0.5668754577636719,0.4345868229866028,-1.3367527723312378,-0.8806816339492798,0.4542740285396576,0.60538250207901,1.6789352893829346,0.028928453102707863,0.994667947292328,-1.302605390548706,1.141769289970398,1.6170097589492798,-1.420524835586548
