ID,else;,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
248,0.011588586367159384,-0.000648117807705714,0.027508630762348968,-0.029585906147509753,-0.0006570305662100977,-0.10952995397370742,-0.018235756905556677,0.006631641665917024,-0.0010844536233291374,-0.04178769393805453,-0.004893665616193799,0.012568121956821051,-0.0019354340742663088,-0.003311718322383761,-0.0049002475096644165,-0.002901474822712766,-0.000364950751146334,-0.0008538930025048692,-0.004525586974927753,-0.006243196438126986,-0.002116741894664813,-0.0007601174965905553,-0.010730683565092942,-0.0050969272242072285,-0.0010680311100601813
107,-0.012558603268176857,-7.512933376783308e-05,-0.07695335007537456,-0.020723965467000196,-0.0008313605589231467,0.07265893368692755,0.013721522803760891,0.01709715230282524,0.05503205982993708,0.08025451590371674,0.008829814195333685,-0.002782247738311328,0.004134276630933423,0.0013878785695525461,0.007406327752474652,-0.0029208442880121273,-0.0003449513528268403,-0.0007517284574087247,-0.004552975357186637,-0.007164844897490965,-0.0011550946386618467,-0.003651561925095483,0.00221238680892284,-0.005834245991698413,-0.0010680311100601813
125,-0.00809705180580641,-0.0003931720098559741,0.1001117253655528,-0.024484737002728275,-0.0011178547958920872,-0.08339694087033338,0.018382447535841714,-0.007703735021814896,-0.014727432362808622,-0.044526940230920284,-0.006851322655429895,-0.004882727966783789,-0.002135342619999976,-0.00269069141353678,-0.005927298949798955,-0.0029208442880121273,-0.0009179398267647212,-0.001038222694377665,-0.004605982469867992,-0.007164844897490965,-6.559405889949854e-06,-0.004634680107582972,-0.010130906726099764,-0.005834245991698413,-0.0010680311100601813
247,-0.003924281414805623,0.00021531437763140952,-0.008370284051469895,0.1216356807537108,0.00017729348211359823,0.12430737552546423,0.03802056615300814,-0.008934837541571983,0.04200172722884091,-0.034213300576770245,-0.017004558249985143,-0.006494546843512786,0.000907089317436943,0.00021057272698324383,-0.0035805074675853144,-0.0029208442880121273,0.0003772084512409641,-0.001038222694377665,-0.004072851979284867,0.0010377608632117074,-0.0016534974475347656,0.004354933161424419,-0.005035703174842836,-0.005834245991698413,-0.0010680311100601813
192,-0.0017180785128227316,-0.0003804505297957355,-0.010670772170906126,-0.034918165258305954,-0.000984021156937098,-0.2842697507860041,-0.03980600679602022,-0.0052326411965825555,-0.04754312437277188,-0.043736917975573074,-0.004787988601511605,-0.006494879561965526,-0.00260706977551874,-0.003235835959976173,-0.00604947954747004,-0.0029208442880121273,-0.00038260527094476424,0.0001662800562172381,-0.004648473436176284,-0.007164844897490965,-0.0023010715865376084,-0.004603134505754859,-0.005983150079887165,-0.005834245991698413,-0.0010680311100601813
232,-0.012558603268176857,0.0005700942130256231,-0.019832245978706406,-0.011282621539766807,0.0008109809035991969,-0.0394512373301123,0.0084440403282804,-0.008188823635439907,0.020399062309530976,-0.036797158471065,0.03517881277757609,0.01196553446137173,-0.001244361350170742,-0.00296313862136666,-0.0029476889496787046,-0.0029208442880121273,-0.0007149044899761649,0.0028194487046049026,-0.004377759653791541,-0.004525385519239734,0.010896225304718543,-0.0014518447023957924,-0.01086912913513026,-0.005631210654909857,-0.0010680311100601813
210,-0.009942696147610038,-0.0003574614609760673,-0.01992868579499465,0.07848118439078969,-0.0008271984491624404,-0.16663235149465844,-0.0381993649993878,0.016574514332534873,-0.04892037623857427,-0.046367612617033524,-0.013432598210986534,-0.008204729701848906,-0.0021021180489652655,-0.0036699475461639797,-0.006928526954420899,-0.0029208442880121273,-0.0009179398267647212,0.0004150590392705679,-0.004600030711721341,-0.005856891337207556,-0.0017197588930783156,0.010507702537702964,-0.0081624681681459,-0.005834245991698413,-0.0010680311100601813
137,-0.01237255079029915,-0.000648117807705714,-0.06548759969284211,-0.03313110893446064,-0.0008387760790755297,-0.27447262328121325,-0.009842936507537264,-0.01661037040962611,-0.02817401036330551,-0.027041310177578392,-0.016051813200300358,-0.003604802297504118,-6.112700744998618e-05,0.0006209949663256874,0.0019001742806005269,-0.0029208442880121273,0.0007565324741346232,-0.0008521702164999602,-0.004648473436176284,-0.007164844897490965,-0.0021150191086599032,-0.007390818045996475,-0.008081941534079052,-0.005834245991698413,-0.0010680311100601813
168,0.0009057435424336798,0.002493563114770078,0.015443236309965523,-0.016415157092291785,-0.0011178547958920872,0.06304215627969889,-0.011721670801862654,0.12848581061491393,-0.040907133798716744,-0.03842150566377281,0.014616389617316938,-0.003909695687220196,0.00033002472703203044,-0.0008808854370407555,-0.000308018073574469,-0.0029208442880121273,0.0022237410957110714,0.0016546466677444425,-0.004648473436176284,-0.007164844897490965,-0.0014034484658302392,0.030648818710787278,-0.009410806435242202,-0.005834245991698413,-0.0010680311100601813
206,-0.012253744426405977,-0.00034325896593483346,-0.015789283648196813,-0.025293426480858115,-0.00020327827057944547,-0.12123622607654166,-0.01093643803327213,-0.010323207039507048,-0.039111333081907965,0.040850421119520766,0.002920217789307294,0.0009676007115739928,-0.0012760597168525116,-0.0034865282582321744,-0.0032973461158842025,-0.0027558017411952293,-0.0003082221432229601,0.000181212672705857,-0.0045976636292144706,-0.006402697793063764,0.0013572345147129577,-0.005205245903691665,-0.002508850628915104,-0.00415752236195857,-0.0007631722682893008
226,-0.012186579239913219,9.59302488215642e-05,-0.001872505740767282,-0.019142351673366243,-0.00037380673936480887,0.45783875074203634,0.14551358610961937,-0.00896925715943126,0.2328540283717449,-0.019047123190719883,0.05637113491163283,0.024083489666141943,-0.001673959477351692,0.00014142767528657103,0.0046372346167592475,-0.0029208442880121273,0.0009421803145534744,0.0023099935599950865,-0.0031603773231217262,-0.00121246044527274,0.001791192724362421,0.003583769396543222,0.007873896072920484,0.006070522912738038,0.006000425426948961
184,-0.012558603268176857,-0.0004793521360396436,0.32878753273788996,0.07400211014143268,-0.0009490891242260167,0.25789828769862266,-0.027342259949630864,0.0032341260811983817,-0.025810714713574618,-0.032772608890542905,-0.010413963644108366,-0.003654246548331888,-9.101339981595685e-05,-0.0017929175045180888,-0.002670090179567533,-0.0029208442880121273,0.00043218554656384206,-0.0007006913510455243,-0.004535962988398903,-0.007164844897490965,0.0025931328917784325,-0.006430084434634956,-0.007999508628188394,-0.005834245991698413,-0.0010680311100601813
101,-0.010688802131028814,0.0004737628745831116,-0.03823994126004319,0.24419191322574263,0.0032761778764058124,0.2848580799604665,0.006016457881461853,0.010989387120485014,-0.0006726891484564457,-0.04096556167161908,0.055026108265418566,0.08730171450437199,-0.001789577290387038,-0.0008280693652385189,-0.005903079955165727,-0.0029208442880121273,-0.0005439795993351127,-0.0004772823532332523,-0.004648473436176284,-0.007164844897490965,-0.0019271113591079996,0.0025219108883994465,-0.010747271260535736,-0.005834245991698413,-0.0008810509963453771
155,-0.0069203614232347535,0.0009963693970690668,-0.023623750693611143,-0.02344421673061736,-0.0010003914241224598,-0.19253018292617413,-0.021277158205372772,0.0032576913334632774,-0.030518700258259805,-0.03308824744167681,-0.008521327918233986,-0.008310097261679273,-0.000590950686777622,-0.0007669824485205653,0.0030425806381854364,-0.0029208442880121273,2.1767147392296403e-05,0.0013110447410148787,-0.004570164521663198,-0.007164844897490965,-0.0015962913559198451,0.002387801236097603,0.000145671210094784,-0.005834245991698413,-0.0010680311100601813
117,-0.01236326598170517,-6.210594829065337e-05,-0.07398193653582627,0.03262798406240186,-0.0006295115797128699,-0.23607882731076965,-0.017260873920524836,0.01671388713420116,-0.04776724845935079,-0.04030745757045546,-0.016945712660371044,-0.006870826724899171,-0.0006102371698211632,-0.003476394743328871,-0.0007230696634470418,-0.0029208442880121273,-0.0003319279673496606,-0.0008428854079059782,-0.004583361007352387,-0.007164844897490965,-0.0023010715865376084,-0.0032608806043091048,-0.0048168630101366175,-0.005834245991698413,-0.0010680311100601813
105,-0.007656611215260011,-0.000648117807705714,-0.07174488768068302,-0.002542034533720382,-0.0007502053919233236,-0.13935979626170875,0.00534816753721399,0.008245912024056988,-0.018651431733344735,-0.014105578555949948,-0.017008715045579367,-0.008014013078581543,-0.0014492747880819363,0.0029051552681284933,-0.0030496926773318765,-0.0029208442880121273,-0.00018264101882719413,-0.0007931230917318226,-0.00456677356862767,-0.007164844897490965,-0.0020559719838917656,-0.004027381837296113,0.0035218045039700553,-0.005834245991698413,-0.0010680311100601813
196,-0.012558603268176857,-0.000648117807705714,0.037899945089767774,-0.010460102833282699,0.0011100139236760096,-0.027044898961518127,0.0064940904954588164,-0.007672528666798881,0.0006732287997455177,-0.039408446567339266,0.012005861949062247,0.012779467022749852,-0.0021533251520564154,0.000497065542427226,-0.008076553873123157,-0.0029208442880121273,-0.0005751907929850141,0.0022178931265295528,-0.0045342237582497134,-0.0059652232792619915,0.0011264187512594632,0.0014766229493123565,-0.007134315479251094,-0.0049773734072491435,-0.0010680311100601813
151,-0.012169046605943893,-6.378281435627964e-05,-0.0705676582662632,0.03009109681758317,-0.00024135230586793633,-0.15781882770864203,-0.032476365114047535,-0.013032065288144034,-0.04484064192369056,0.018301815613527426,-0.020130899659977854,-0.008714997367755252,0.0003556427923365711,0.0025686406608516807,-0.00012681204449211793,-0.002920844288012119,0.001029843484400062,-0.0006486660321447083,0.002168768152900468,-0.006970066566374432,-0.0023010715865376045,-0.005222078843998878,0.02148971833920106,-0.0029125710249512152,-0.0008732527789437035
211,0.011258657436047197,-5.2686290100112474e-05,0.07850248962340434,-0.002323851481642445,-0.0010186162096244868,0.0627319761080079,-0.0070225655950415964,0.0010137225320408227,0.008540328633059535,-0.037223543856268,0.04353465477413143,0.0019776047253951363,-0.00010211873366199966,-0.0022398177067681066,0.0008695304370274373,-0.0029208442880121273,-0.0007194626542295207,-0.0006412683493072641,-0.004317678148617616,-0.006172459034814963,-0.0017056400689320066,-0.00020836575075677125,-0.010544555703490055,-0.005834245991698413,-0.0010680311100601813
