Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.7055555555555555,0.4266666666666665
four,mean,log,row,0,0.7847222222222221,0.4266666666666668
four,mean,log,col,1,0.7666666666666667,0.3266666666666666
four,mean,log,col,0,0.9157407407407409,0.4066666666666667
four,mean,log,both,1,0.6666666666666667,0.2466666666666667
four,mean,log,both,0,0.9171296296296296,0.4266666666666668
four,mean,log,No,1,0.7337962962962964,0.44
four,mean,log,No,0,0.8300925925925926,0.4333333333333333
four,mean,relative,z_after_relative,1,0.7810185185185186,0.6399999999999999
four,mean,relative,z_after_relative,0,0.8699074074074075,0.5533333333333335
four,mean,relative,No,1,0.5296296296296296,0.6599999999999999
four,mean,relative,No,0,0.6421296296296296,0.7466666666666667
four,sum,log,row,1,0.6782407407407407,0.38
four,sum,log,row,0,0.7587962962962962,0.44
four,sum,log,col,1,0.7777777777777779,0.3733333333333333
four,sum,log,col,0,0.9148148148148147,0.42
four,sum,log,both,1,0.6462962962962963,0.32666666666666666
four,sum,log,both,0,0.8856481481481481,0.4066666666666666
four,sum,log,No,1,0.7935185185185184,0.4133333333333333
four,sum,log,No,0,0.774074074074074,0.4466666666666666
four,sum,relative,z_after_relative,1,0.7356481481481483,0.4266666666666665
four,sum,relative,z_after_relative,0,0.8898148148148148,0.54
four,sum,relative,No,1,0.5347222222222222,0.6333333333333334
four,sum,relative,No,0,0.4865740740740741,0.3866666666666666
four,pca_anna,log,row,1,0.8671296296296296,0.64
four,pca_anna,log,row,0,0.9814814814814816,0.66
four,pca_anna,log,col,1,0.8319444444444445,0.5599999999999999
four,pca_anna,log,col,0,0.9837962962962962,0.58
four,pca_anna,log,both,1,0.8490740740740741,0.5
four,pca_anna,log,both,0,0.9791666666666669,0.5666666666666667
four,pca_anna,log,No,1,0.8449074074074074,0.6866666666666668
four,pca_anna,log,No,0,0.9814814814814816,0.6533333333333334
four,pca_anna,relative,z_after_relative,1,0.9208333333333332,0.7799999999999999
four,pca_anna,relative,z_after_relative,0,0.9925925925925928,0.8666666666666668
four,pca_anna,relative,No,1,0.6430555555555555,0.7333333333333333
four,pca_anna,relative,No,0,0.6805555555555556,0.6133333333333334
five,mean,log,row,1,0.836574074074074,0.5333333333333333
five,mean,log,row,0,0.8870370370370371,0.5800000000000001
five,mean,log,col,1,0.888425925925926,0.5066666666666667
five,mean,log,col,0,0.9796296296296296,0.4933333333333334
five,mean,log,both,1,0.875,0.5466666666666667
five,mean,log,both,0,0.987037037037037,0.5599999999999999
five,mean,log,No,1,0.8768518518518518,0.5666666666666667
five,mean,log,No,0,0.9208333333333334,0.5466666666666667
five,mean,relative,z_after_relative,1,0.8569444444444445,0.6266666666666667
five,mean,relative,z_after_relative,0,0.9824074074074074,0.68
five,mean,relative,No,1,0.6675925925925925,0.4466666666666668
five,mean,relative,No,0,0.637962962962963,0.6266666666666667
five,sum,log,row,1,0.8625,0.54
five,sum,log,row,0,0.8976851851851851,0.4533333333333334
five,sum,log,col,1,0.9078703703703704,0.5
five,sum,log,col,0,0.9819444444444444,0.4866666666666667
five,sum,log,both,1,0.8944444444444445,0.4733333333333333
five,sum,log,both,0,0.9884259259259259,0.4866666666666667
five,sum,log,No,1,0.8449074074074074,0.4866666666666667
five,sum,log,No,0,0.9412037037037038,0.4733333333333333
five,sum,relative,z_after_relative,1,0.8810185185185185,0.6200000000000001
five,sum,relative,z_after_relative,0,0.9699074074074074,0.6733333333333333
