Taxonomy level,taxonomy group,normalization 1,normalization 2,Dim Red,TRAIN-AUC,TEST-AUC
four,sum,log,No,ICA,0.6827272727272727,0.5309523809523811
four,sum,log,No,PCA,0.7859090909090909,0.4642857142857143
four,sum,log,No,None,0.8378787878787879,0.5761904761904761
four,sum,log,col,ICA,0.7259848484848486,0.6071428571428573
four,sum,log,col,PCA,0.8765151515151516,0.5595238095238095
four,sum,log,col,None,0.959848484848485,0.6071428571428572
four,sum,log,row,ICA,0.6531818181818182,0.5047619047619047
four,sum,log,row,PCA,0.7563636363636363,0.5095238095238095
four,sum,log,row,None,0.8236363636363636,0.5523809523809524
four,sum,log,both,ICA,0.7374242424242424,0.580952380952381
four,sum,log,both,PCA,0.8519696969696969,0.519047619047619
four,sum,log,both,None,0.9504545454545456,0.5642857142857143
four,sum,relative,No,ICA,0.5615151515151514,0.5119047619047619
four,sum,relative,No,PCA,0.5885606060606061,0.5023809523809524
four,sum,relative,No,None,0.6328787878787879,0.5357142857142858
four,sum,relative,z_after_relative,ICA,0.7272727272727273,0.5952380952380952
four,sum,relative,z_after_relative,PCA,0.8542424242424242,0.6214285714285713
four,sum,relative,z_after_relative,None,0.8925757575757576,0.5904761904761905
four,mean,log,No,ICA,0.6924242424242424,0.5071428571428571
four,mean,log,No,PCA,0.7807575757575758,0.5285714285714287
four,mean,log,No,None,0.8796969696969695,0.5904761904761905
four,mean,log,col,ICA,0.7371212121212121,0.6000000000000001
four,mean,log,col,PCA,0.8539393939393939,0.5714285714285714
four,mean,log,col,None,0.962878787878788,0.6309523809523808
four,mean,log,row,ICA,0.675,0.5619047619047619
four,mean,log,row,PCA,0.7863636363636363,0.6095238095238095
four,mean,log,row,None,0.8709090909090909,0.5857142857142856
four,mean,log,both,ICA,0.7287878787878788,0.6
four,mean,log,both,PCA,0.8677272727272728,0.55
four,mean,log,both,None,0.9562121212121214,0.5785714285714285
four,mean,relative,No,ICA,0.5883333333333334,0.6190476190476191
four,mean,relative,No,PCA,0.6204545454545454,0.5761904761904761
four,mean,relative,No,None,0.7340909090909091,0.7142857142857142
four,mean,relative,z_after_relative,ICA,0.7454545454545455,0.7190476190476192
four,mean,relative,z_after_relative,PCA,0.8586363636363636,0.6857142857142857
four,mean,relative,z_after_relative,None,0.9027272727272728,0.5857142857142857
four,sub PCA,log,No,ICA,0.7237878787878789,0.5928571428571427
four,sub PCA,log,No,PCA,0.8822727272727274,0.5976190476190476
four,sub PCA,log,No,None,0.9915151515151516,0.5785714285714286
four,sub PCA,log,col,ICA,0.7280303030303031,0.6047619047619048
four,sub PCA,log,col,PCA,0.9022727272727272,0.5666666666666667
four,sub PCA,log,col,None,0.9975757575757574,0.5928571428571429
four,sub PCA,log,row,ICA,0.7952272727272728,0.6976190476190476
four,sub PCA,log,row,PCA,0.9145454545454544,0.6642857142857144
four,sub PCA,log,row,None,0.9943939393939396,0.6785714285714286
four,sub PCA,log,both,ICA,0.7725000000000002,0.5773809523809523
four,sub PCA,log,both,PCA,0.9234848484848486,0.6309523809523809
four,sub PCA,log,both,None,0.999090909090909,0.6833333333333332
four,sub PCA,relative,No,ICA,0.6136363636363636,0.5071428571428571
four,sub PCA,relative,No,PCA,0.6359090909090911,0.4714285714285714
four,sub PCA,relative,No,None,0.7565151515151516,0.5785714285714286
four,sub PCA,relative,z_after_relative,ICA,0.770909090909091,0.5523809523809524
four,sub PCA,relative,z_after_relative,PCA,0.9106060606060604,0.6047619047619048
four,sub PCA,relative,z_after_relative,None,0.9943939393939396,0.6404761904761905
five,sum,log,No,ICA,0.7665151515151516,0.6011904761904762
five,sum,log,No,PCA,0.9200000000000002,0.5738095238095238
five,sum,log,No,None,0.9769696969696968,0.6714285714285715
five,sum,log,col,ICA,0.7987878787878788,0.5428571428571429
five,sum,log,col,PCA,0.93,0.5571428571428572
five,sum,log,col,None,0.999090909090909,0.5857142857142856
five,sum,log,row,ICA,0.7810606060606059,0.569047619047619
five,sum,log,row,PCA,0.8895454545454546,0.5952380952380952
five,sum,log,row,None,0.9495454545454546,0.6976190476190476
five,sum,log,both,ICA,0.7792424242424243,0.5357142857142857
five,sum,log,both,PCA,0.9392424242424242,0.5452380952380953
five,sum,log,both,None,0.9987878787878788,0.6261904761904762
five,sum,relative,No,ICA,0.5881818181818183,0.5452380952380953
five,sum,relative,No,PCA,0.6065151515151516,0.5357142857142858
five,sum,relative,No,None,0.6765151515151515,0.569047619047619
five,sum,relative,z_after_relative,ICA,0.8010606060606059,0.6071428571428572
five,sum,relative,z_after_relative,PCA,0.8934848484848485,0.5880952380952382
five,sum,relative,z_after_relative,None,0.9771212121212122,0.5285714285714286
five,mean,log,No,ICA,0.7687878787878788,0.569047619047619
five,mean,log,No,PCA,0.9146969696969698,0.5833333333333333
five,mean,log,No,None,0.9754545454545456,0.5952380952380951
five,mean,log,col,ICA,0.7909090909090908,0.6333333333333334
five,mean,log,col,PCA,0.9409090909090908,0.5833333333333334
five,mean,log,col,None,0.9971212121212121,0.6214285714285712
five,mean,log,row,ICA,0.7724242424242425,0.5880952380952381
five,mean,log,row,PCA,0.8995454545454546,0.6
five,mean,log,row,None,0.962121212121212,0.6500000000000001
five,mean,log,both,ICA,0.78,0.5333333333333333
five,mean,log,both,PCA,0.9490909090909092,0.5714285714285714
five,mean,log,both,None,0.9936363636363638,0.6
five,mean,relative,No,ICA,0.5700757575757576,0.6142857142857144
five,mean,relative,No,PCA,0.5913636363636363,0.45595238095238105
five,mean,relative,No,None,0.7411363636363636,0.6761904761904761
five,mean,relative,z_after_relative,ICA,0.785,0.5785714285714285
five,mean,relative,z_after_relative,PCA,0.906818181818182,0.6666666666666667
five,mean,relative,z_after_relative,None,0.9806060606060608,0.5785714285714285
five,sub PCA,log,No,ICA,0.7816666666666667,0.6357142857142858
five,sub PCA,log,No,PCA,0.9237878787878788,0.6404761904761903
five,sub PCA,log,No,None,0.999090909090909,0.6285714285714287
five,sub PCA,log,col,ICA,0.7616666666666667,0.4666666666666667
five,sub PCA,log,col,PCA,0.942878787878788,0.5452380952380953
five,sub PCA,log,col,None,0.9996969696969696,0.6047619047619047
five,sub PCA,log,row,ICA,0.8069696969696969,0.6333333333333334
five,sub PCA,log,row,PCA,0.9465151515151516,0.6380952380952379
five,sub PCA,log,row,None,0.9986363636363637,0.7166666666666667
five,sub PCA,log,both,ICA,0.7989393939393941,0.6047619047619046
five,sub PCA,log,both,PCA,0.9566666666666668,0.6095238095238095
five,sub PCA,log,both,None,0.9996969696969696,0.6928571428571428
five,sub PCA,relative,No,ICA,0.6227272727272728,0.4809523809523809
five,sub PCA,relative,No,PCA,0.6213636363636365,0.5047619047619047
five,sub PCA,relative,No,None,0.7522727272727272,0.6000000000000001
five,sub PCA,relative,z_after_relative,ICA,0.8269696969696969,0.6142857142857142
five,sub PCA,relative,z_after_relative,PCA,0.9445454545454546,0.6500000000000001
five,sub PCA,relative,z_after_relative,None,0.9986363636363637,0.6976190476190476
six,sum,log,No,ICA,0.8224242424242423,0.6071428571428571
six,sum,log,No,PCA,0.9742424242424242,0.6166666666666668
six,sum,log,No,None,1.0,0.6642857142857143
six,sum,log,col,ICA,0.8151515151515151,0.5261904761904762
six,sum,log,col,PCA,0.9651515151515152,0.5452380952380953
six,sum,log,col,None,1.0,0.5952380952380951
six,sum,log,row,ICA,0.8459090909090909,0.6095238095238095
six,sum,log,row,PCA,0.9721212121212124,0.6809523809523811
six,sum,log,row,None,0.9974242424242424,0.7119047619047618
six,sum,log,both,ICA,0.8562121212121212,0.6047619047619046
six,sum,log,both,PCA,0.9790909090909092,0.6547619047619049
six,sum,log,both,None,1.0,0.6595238095238096
six,sum,relative,No,ICA,0.6495454545454546,0.5642857142857143
six,sum,relative,No,PCA,0.6442424242424243,0.55
six,sum,relative,No,None,0.7601515151515151,0.5547619047619048
six,sum,relative,z_after_relative,ICA,0.851060606060606,0.4785714285714285
six,sum,relative,z_after_relative,PCA,0.9554545454545454,0.4857142857142858
six,sum,relative,z_after_relative,None,1.0,0.5142857142857143
six,mean,log,No,ICA,0.8107575757575758,0.5857142857142859
six,mean,log,No,PCA,0.971060606060606,0.5785714285714285
six,mean,log,No,None,0.9996969696969696,0.6738095238095239
six,mean,log,col,ICA,0.8033333333333335,0.5428571428571429
six,mean,log,col,PCA,0.9593939393939394,0.5190476190476191
six,mean,log,col,None,1.0,0.6095238095238095
six,mean,log,row,ICA,0.825,0.5523809523809524
six,mean,log,row,PCA,0.9760606060606062,0.6666666666666667
six,mean,log,row,None,0.9987878787878788,0.7059523809523811
six,mean,log,both,ICA,0.8359090909090909,0.5404761904761906
six,mean,log,both,PCA,0.9798484848484847,0.5642857142857143
six,mean,log,both,None,1.0,0.6547619047619047
six,mean,relative,No,ICA,0.6571969696969696,0.4821428571428571
six,mean,relative,No,PCA,0.6624242424242424,0.4738095238095238
six,mean,relative,No,None,0.8103030303030302,0.6095238095238095
six,mean,relative,z_after_relative,ICA,0.8339393939393938,0.511904761904762
six,mean,relative,z_after_relative,PCA,0.9469696969696968,0.4642857142857143
six,mean,relative,z_after_relative,None,0.9998484848484848,0.5047619047619047
six,sub PCA,log,No,ICA,0.8140909090909091,0.6714285714285716
six,sub PCA,log,No,PCA,0.9484848484848486,0.6166666666666667
six,sub PCA,log,No,None,0.9995454545454546,0.5857142857142857
six,sub PCA,log,col,ICA,0.7921212121212122,0.5047619047619047
six,sub PCA,log,col,PCA,0.9274242424242424,0.5071428571428571
