ID,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___2,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae;g___0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae;g___1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae;g___2,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Anaerofustis_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]_0,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Aggregatibacter_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia_0
21.24M,-0.4696665696331046,-0.12555302629444312,-0.20571452786717448,-0.34816470038984604,0.5238987169521193,0.9148515748704592,0.40117624963897663,-0.3061811960736003,-0.34259085085670815,-0.012071896566719885,1.9524670552983279,-1.7330230265167035,0.026872244819923428,0.0757181590775741,-0.20229971867578994,1.8963222835031315,-0.47272389359241235,-0.438255937408892,-0.34949512828845286,-0.4077077923642688,0.1041064720680309,0.8292680148907144,0.04620665139472685,0.28535766373787147,-0.06171555804591886,-0.06634417250208594,-0.12015358894174884,0.4017250737557795,-0.23428101951772493,-0.4776210336263887,-0.16668254456884,-0.370416611024404,-0.0990300706538802,-0.16126077469131395,-0.4130460906016364,-0.330571028527236,-0.5293235160204405,-0.004587984442141935,-0.21855256754570943,-0.037055348818388165,1.697255324221829,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.48430136270677404,-0.24140490509107385,-0.3181762690385126,-0.16124935319754788,-0.25869502720120097,-0.0992928834408595,-0.2464606411008692,-0.1292543689220769,-0.3078046459212919,-0.3261567542515367,-0.36751683925324263,0.7597775357648755
139.24M,-0.5724436849320391,-0.1318310030544481,-0.20571452786717448,-0.22117019563359458,-0.8141936366351487,0.08977578974370061,0.22826384042924597,-0.3061811960736003,-0.34259085085670815,0.047443213811067614,-0.431153693978941,-0.1165813261064087,0.0288621289802995,0.07964519231596232,-0.20229971867578994,-0.0668249197893506,-0.1149423208542229,0.18424860085936515,5.098497112631206,-0.4077077923642688,0.7992531849457696,-0.33154767998736223,-1.0282628886478529,-0.2388503923013653,1.05535921892028,0.309308413071036,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,0.5040198678848122,-0.03449108950950333,-0.02661766424861868,-0.783618025957488,-0.16126077469131395,-0.4130460906016364,0.9540048099313531,-0.1163983414250786,-0.11837374424930161,-0.2504444285948556,-0.34762774976555294,-0.27896098425598,-0.17746871383795285,-0.3649600730531558,-0.21005465761245726,-0.4865204263474341,-0.24140490509107385,-0.3181762690385126,-0.14842546245866997,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.31381000730141095,0.6152442104268551,0.5921417922461641,-0.07935522207963985
15.1M,-0.5724436849320391,-0.1318310030544481,-0.09093419096231146,0.3019813841208975,-1.0765932420481974,0.20543483240679106,0.2670988414519069,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,0.6663478276718023,5.383387072211611,0.026872244819923428,0.06867039305443676,0.15884450510452106,-0.38682012003757843,0.22075911074407595,0.10443158117569032,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.33154767998736223,0.14106178836194852,-0.3256374344002574,-0.24478851845441413,0.04194780370092214,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,-0.7770246148363747,-0.19189626024351567,-0.5254890622906911,0.16008627446392343,-0.16126077469131395,-0.4130460906016364,-0.5196780735085204,-0.5680514648835447,-0.16949979462377393,-0.3669300754002786,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.4855632528649437,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.316680687831527,-0.3261567542515367,-0.16185683879767387,-0.36668188108628696
21.6M,1.593517987988799,-0.1318310030544481,0.4628886009866763,-0.22434699550088935,-1.133288790546972,0.18176186688506402,0.1943722977717079,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.08003312514554078,-0.17876193713748623,-0.1708329396824299,-0.20438196693651106,0.07902181616738084,0.8783831191131416,-0.2353791872746419,0.10694754662887347,-0.33154767998736223,-0.006361101791689494,-0.3256374344002574,-0.5309229880949773,-0.15390136876932822,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,-0.7778295740330474,-0.19199516761284988,-0.5254890622906911,0.16008627446392343,-0.16126077469131395,-0.4130460906016364,-0.5196780735085204,-0.5675626015793469,-0.16935897627981356,-0.3669300754002786,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.45662429868119353,0.2463354862333272,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,0.5448660343635565,-0.3261567542515367,3.5606562173555507,-0.36668188108628696
122.12M,-0.18127905207523845,-0.1318310030544481,-0.20571452786717448,-0.16047557519350622,1.671228271289274,-2.219795771865641,1.295887974984514,-0.3061811960736003,-0.34259085085670815,1.5545285437866514,-0.15495900233500173,-0.4888987111902009,0.026872244819923428,0.06867039305443676,-0.20229971867578994,-0.6918019302863226,-0.65237897896846,-0.44805188316687583,-0.34949512828845286,-0.4077077923642688,0.10320116484654494,2.3829646389085197,-0.13038765774769281,0.5428230489023018,1.162379982070423,0.331316016998305,-0.0911881485232827,-0.2760107085403374,-0.23428101951772493,-0.3770226616547135,-0.14274701009354934,-0.1412754303622694,0.011450882019015481,-0.16126077469131395,3.7673460866862754,0.3385047141696222,1.5910071872269445,-0.9296772730344358,0.40960083661810626,-0.30490672367115434,1.6603203369075483,-0.1913428838712266,0.42180546706976846,-0.21005465761245726,0.8589810924627124,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.2588500639658752,-0.3261567542515367,-0.30589459467717756,-0.36668188108628696
182.6M,-0.3448506787813742,-0.1318310030544481,-0.13768995320230948,-1.4093828397713324,-1.0592409296977041,0.060199865323910313,0.1901720633107858,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.07263402572169124,-0.18793112682870378,-0.11342210301731014,0.08823832394460618,0.20241476822439605,-0.34949512828845286,0.7877200900967827,0.11812017049470529,-0.33154767998736223,-0.19245227939226556,-0.3256374344002574,-2.2825459625484545,-1.3123977605149628,-0.1477443605374494,-0.2760107085403374,-0.23428101951772493,-0.7504410995198317,-0.1996148153401268,-0.5206758757967602,0.16008627446392343,0.04224682481066606,-0.4130460906016364,-0.5196780735085204,-0.565216421397469,-0.16868315298727396,-0.36606444408340993,-0.3788102672879603,-0.6640038353004251,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.014504679550373803,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,0.37415253798884796,-0.3261567542515367,-0.3646712887411588,-0.3658647927412742
128.12M,5.642493229438274,-0.12245743404307136,-0.07729039100964623,0.07994297022155365,-0.9428172039310799,0.3323644048077144,-1.7109442502392442,-0.3061811960736003,1.6657088467226122,-0.7531458506019018,-0.5230992105604829,-0.2172705379902073,0.026872244819923428,-0.014916674458242634,-0.08362093508564472,-2.3438378485313973,-1.9136847396999666,-2.0567699334291643,-0.34949512828845286,0.30094556632803177,0.11812017049470529,-0.052642017319946964,0.9001510690276515,-0.3256374344002574,1.316468934326296,-0.7991279125423465,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,0.33839285226627397,-0.664037107110399,-0.5209117295439143,0.14820827559098734,-0.16126077469131395,-0.4130460906016364,-0.5154507637086788,4.170495723091299,1.1954510250818997,-0.16632806491575886,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,0.34236474715058623,-0.21005465761245726,0.33883863481585724,7.487552641197491,-0.3181762690385126,7.928310802452207,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.2386596184925256,-0.3261567542515367,-0.36751683925324263,-0.18542783796309523
148.24M,0.09253884062082861,-0.1318310030544481,-0.20571452786717448,-0.01963339749610739,-0.9883756863853492,-0.03519017613569037,-0.042327496375692504,-0.3061811960736003,-0.34259085085670815,0.19353038890735683,-0.01919457287691824,0.6038468990616904,0.0406886646038419,0.021336131184689706,-0.20229971867578994,1.6418662564329114,0.6931754388333913,-0.14039838395825704,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.33154767998736223,0.18827707683054115,-0.3256374344002574,1.4965395428276276,-0.9880888360803974,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,0.2878059831738371,-0.18635511896469184,1.3642992356059065,-0.924221400745156,-0.16126077469131395,0.16889171490808505,-0.4046935434792896,-0.4187312225148613,-0.08467081546236417,1.072849879808448,-0.0350816213387909,1.0537919688215684,-0.16926955335643223,-0.3225199550988037,-0.21005465761245726,-0.4849139752415469,-0.24140490509107385,-0.3181762690385126,-0.17792928804559663,-0.25869502720120097,0.1690204922273823,-0.2464606411008692,-0.2384650579660478,-0.2609505269578439,0.4093389820153766,-0.3500571337198994,2.097638320015078
183.1M,-0.5724436849320391,-0.1318310030544481,-0.20571452786717448,0.6276325466733857,-0.8227828455983075,0.029620264980295467,-0.4051362770208077,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,-0.538855037611004,-0.22655938778112658,0.026872244819923428,-0.22758838521422872,-0.20229971867578994,-0.06877734605763039,-0.11289406421523829,0.18376160341138678,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.33154767998736223,-0.07861485816920295,-0.3256374344002574,-0.24478851845441413,0.04194780370092214,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,-0.7763477119334803,-0.1918130874743904,-0.5254890622906911,0.16008627446392343,-0.16126077469131395,-0.4130460906016364,-0.5196780735085204,-0.5680514648835447,-0.16949979462377393,-0.3669300754002786,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.4865204263474341,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,7.239435670941269,-0.3261567542515367,-0.36751683925324263,-0.36668188108628696
165.24M,0.13672483507664182,-0.1318310030544481,-0.20571452786717448,0.17704817564210498,5.055424602163778,-1.8746232106697058,1.992469029083545,2.906360241798571,0.29682323983623937,-0.7531458506019018,-0.49147866340540997,-0.2200892392870816,0.0341278586732349,-3.887815277376403,-0.20229971867578994,-0.2504875310304,-1.1085310547844627,0.9481963815354238,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.23111255954175325,-0.43144953106145595,2.5747390360562035,-0.841776540113922,-0.5331110408792116,1.4957736766391454,0.06409251052208398,-0.23428101951772493,-0.545101931025622,0.43592295153352606,-0.13956646974845646,0.9855134411007224,0.1615637425169785,-0.017219630252542723,0.12001619188787842,-0.5041332702193779,-0.053410341151866686,0.23588396469265735,-0.28650971261481784,0.09574147453384875,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.4694081136751729,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,1.0048218277302732,-0.2384650579660478,-0.316680687831527,5.853705336297939,3.916176670992248,-0.33535828275759716
258.1M,-0.38371966500471716,-0.1285373153839074,-0.20571452786717448,-1.267953574786855,-0.9225054881784763,0.22765673203127304,0.12960336944227444,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,-0.3103366044208635,-0.23027769813378385,5.776105277773114,0.03553489798802734,-0.1978317127274625,0.11024441772279399,-0.14935736095448673,0.12767788283770207,-0.34949512828845286,0.0014881667303394967,0.07890860282688533,-0.33154767998736223,-0.2700768123954635,-0.3256374344002574,1.8184581105716313,-1.1785112654749594,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,-0.7783287928348729,-0.19205650788775436,-0.5251316434815144,0.15177587633538878,-0.16126077469131395,-0.4130460906016364,-0.5196780735085204,-0.4882567155180761,0.7563504038928452,-0.3669300754002786,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,-0.2854272663181362,-0.2041953041475283,-0.4846550134389256,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.22784440397897257,-0.3261567542515367,-0.36751683925324263,-0.3630683149294079
10.24M,-0.5724436849320406,-0.1318310030544481,0.13455681372828446,-0.8730896206839227,1.1379113267224235,-1.1788293845542284,0.4377422190658932,-0.3061811960736013,-0.34259085085670776,-0.029259276481587614,-0.5092424366164193,-0.23065846679499552,0.019498108014150806,0.06867039305443666,-0.17734335768044926,0.6195940938464528,-0.19905073637437673,-0.02532781275975626,-0.34949512828845236,-0.40770779236426913,0.11812017049470522,3.515870068190777,-0.20220833527344922,-0.3256374344002566,0.8155741932008241,0.031912692359237216,-0.24628349705653854,1.3128309910511085,0.787663086860337,0.4280355503675468,-0.15575994871749194,0.6392968165087247,1.0152467094220305,-0.1612607746913135,-0.00514294353426286,2.1411087967815656,-0.3989413479086875,0.009213451116495469,-0.02726203163456337,-0.25779734277808686,-0.18948421221663428,-0.1709197548265845,-0.36496007305315653,-0.2100546576124562,-0.4220386441697451,-0.24140490509107285,-0.3181762690385131,-0.1632381765196113,-0.25869502720120074,0.00313766651814515,-0.2464606411008699,-0.23846505796604708,-0.31379951898067865,-0.3261567542515364,-0.34853822169540244,0.3357153171723881
92.12M,-0.002239933305646768,-0.1318310030544481,-0.20571452786717448,-0.07273266630682386,1.639010603999031,-3.6131731717561606,0.13589660845731535,1.6283429961357525,-0.34259085085670815,1.562971959069876,-0.5330015517440916,-0.21617449212266762,0.026872244819923428,0.06867039305443676,-0.20229971867578994,0.5621221214691263,0.41903004409410655,0.1330993012622654,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.33154767998736223,0.09994413578458869,1.048597256132042,-0.24478851845441413,0.04194780370092214,7.35207681135451,-0.2760107085403374,-0.23428101951772493,0.14337117445558606,-0.2842972093840006,-0.2665849723555223,0.08442479053381552,7.869049906903845,-0.4130460906016364,-0.48093989109612534,-0.18680839409225408,-0.20253995011982281,-0.32548577573619625,-0.3788102672879603,-0.45326895326170635,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.48405463725689657,-0.24140490509107385,-0.3181762690385126,-0.17050789463998522,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.3121350913063846,-0.3261567542515367,-0.36751683925324263,-0.36668188108628696
68.6M,0.16797829073242707,-0.1318310030544481,-0.0012310636486533378,-0.9006730186060423,-0.9558839179046835,-0.10686062688663112,0.215838268847176,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,-0.5060731607513203,-0.21283432660141693,0.026872244819923428,0.06867039305443676,-0.20229971867578994,-0.583410243001355,2.2681700473005773,0.7736861267196674,-0.34949512828845286,0.491316619720197,-1.8028550527936087,-0.33154767998736223,-0.2521795460337473,-0.3256374344002574,-0.24478851845441413,0.04194780370092214,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,-0.7768818351279441,-0.19187871654016572,-0.5235258938646206,0.16008627446392343,-0.16126077469131395,-0.4130460906016364,-0.5196780735085204,-0.566216539909672,-0.16897123972122033,-0.3669300754002786,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,-0.3321967661824463,-0.21005465761245726,-0.39730484756812967,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,0.6483478633034273,-0.3261567542515367,-0.36751683925324263,-0.36668188108628696
20.6M,0.6203784053998971,-0.1318310030544481,0.9589139813546892,1.0024490835007929,-0.9013442430214402,-0.04555712543126956,-0.7022260630647004,-0.3061811960736003,-0.34259085085670815,-0.45583291050749,-0.44136304809477267,-0.22451802797891496,0.026872244819923428,0.06867039305443676,-0.15837107811534143,-1.1020810054380117,-1.005190380572475,-0.8631386038735542,-0.34949512828845286,-0.4077077923642688,-0.11170975525611493,-0.33154767998736223,-0.7530242947309591,-0.3256374344002574,-0.24478851845441413,0.04194780370092214,-0.1032573661314538,-0.2760107085403374,-0.23428101951772493,-0.4939341626949172,-0.1571122214739633,0.47309483240284284,5.082764004650063,-0.16126077469131395,-0.4130460906016364,-0.5196780735085204,-0.45917564296111335,-0.1381378314557625,-0.3669300754002786,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,2.052308490605883,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.07907218564382783,-0.3261567542515367,-0.2747209841661848,-0.36668188108628696
200.12M,0.6393554263474842,-0.11235183911113934,-0.20571452786717448,-0.10253095369975578,-0.2797459913192842,-0.4286776349062593,-2.550665961711236,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.06867039305443676,-0.20229971867578994,0.22157352514346051,-0.10971318022853001,0.10419545751778123,-0.34949512828845286,2.9240428194399404,0.11812017049470529,-0.33154767998736223,1.5796416629690453,-0.3256374344002574,4.036294714854995,0.4393004542598504,-0.23805106006397156,-0.2760107085403374,-0.23428101951772493,4.626040071665968,-1.3721867249880688,0.43840686416505004,-1.5959760042934077,-0.16126077469131395,-0.22301261355519034,0.277162396417357,-0.1917816460202607,-0.046970224354941054,-0.33789351117197397,-0.25509816921739886,1.3572007589350819,-0.1913428838712266,1.4694600879615642,-0.21005465761245726,-0.4674920704740768,-0.24140490509107385,-0.3181762690385126,-0.07584811053602583,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,1.550696996496068,-0.3122742267783131,-0.3261567542515367,-0.36751683925324263,-0.36668188108628696
142.12M,-0.5414089699422971,-0.1318310030544481,-0.20571452786717448,0.3901067071622383,-1.1121904491911767,0.16989188739976382,0.2936391765420428,-0.3061811960736003,-0.34259085085670815,-0.5641797201229006,-0.6702974457712728,0.6382300656568444,0.026872244819923428,0.07812885012248809,-0.20229971867578994,-0.23337538123169918,0.47626955752902284,0.3051882095487929,-0.34949512828845286,-0.22696314383180452,0.11812017049470529,-0.33154767998736223,0.17101854649999587,-0.2990432872594378,-0.24478851845441413,0.04194780370092214,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,-0.6010288189996089,-0.17027121235032402,-0.5250776322239019,0.16008627446392343,-0.16126077469131395,-0.4130460906016364,0.9245889734334568,-0.42469846282708595,-0.12820659020854946,-0.3669300754002786,0.2733359975511268,-0.6513583028468078,-0.1913428838712266,1.4546237584132333,-0.21005465761245726,0.020674656392775836,-0.24140490509107385,-0.3181762690385126,-0.1386639980715051,-0.0005265734845390767,-0.2343803670527897,-0.2464606411008692,2.94495382055421,0.19858158099295872,-0.3261567542515367,-0.28005692240039753,-0.36668188108628696
166.1M,-0.5724436849320391,7.995820060038991,-0.20571452786717448,0.61960820163278,-1.1547595112379823,0.21663931451651536,0.30630750308667765,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,-0.5383846167404491,-0.22300756127409155,0.026872244819923428,0.08082997006910222,0.8969394376091175,-2.552423495717448,1.6560289669055634,-0.7698118106598847,-0.34949512828845286,4.129496781271805,0.11812017049470529,-0.33154767998736223,-0.06727161880236723,-0.3256374344002574,-0.24478851845441413,0.04194780370092214,-0.28341497624836665,-0.2760107085403374,-0.23428101951772493,-0.7739903963887907,-0.19152343816026385,-0.5240014603777451,0.16008627446392343,-0.16126077469131395,-0.4130460906016364,-0.5196780735085204,-0.5646183174366736,-0.16851086758857023,-0.3669300754002786,-0.3788102672879603,-0.6655927143926096,-0.1913428838712266,-0.3649600730531558,-0.21005465761245726,-0.4865204263474341,-0.24140490509107385,-0.3181762690385126,-0.19319071335608098,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.2384650579660478,-0.3127049589641187,-0.3261567542515367,-0.36751683925324263,-0.36668188108628696
84.12M,-0.5724436849320391,-0.1318310030544481,-0.20571452786717448,0.5770593480148829,1.6772089690903422,0.8742921809994587,-0.9758929334971981,-0.3061811960736003,-0.34259085085670815,-0.7531458506019018,3.991714955074609,2.470431496832404,-0.012149012346958107,0.06867039305443676,-0.20229971867578994,0.09240033280206371,-0.14359322504875727,-0.2919972922245657,0.4054723268973098,-0.4077077923642688,0.11812017049470529,2.688652047718147,-0.4311155611825264,-0.3256374344002574,-0.24478851845441413,0.04194780370092214,-0.2453185771546064,1.5667452270520235,-0.23428101951772493,0.07919616613471436,0.0038899123093052907,-0.15536719044786526,-0.22578537065042883,-0.16126077469131395,0.9589164165730034,-0.2962075702782912,0.17891476383179772,-0.21093294911902408,-0.19506489638810418,0.8045032114801975,-0.5336792650132988,-0.1913428838712266,-0.3649600730531558,0.43902875929500307,-0.4807010283958315,0.7182423506428917,-0.3181762690385126,-0.15671447043746312,-0.25869502720120097,0.13292097478687723,-0.2464606411008692,-0.2384650579660478,-0.12045386038632862,-0.3261567542515367,-0.36751683925324263,-0.36668188108628696
