ID,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f___0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;f___0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_1,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
258.1M,0.18044116985599123,-0.20571452786717448,-1.267953574786855,-0.36556528659715504,-0.7318566024142472,-0.3103366044208635,-0.23027769813378385,5.776105277773114,0.03553489798802734,-0.36777782978080986,-0.2770395885393741,-0.1978317127274625,-0.5719010101618364,-0.34949512828845286,0.0014881667303394967,0.07890860282688533,-0.22799292393399487,-0.45443808824297527,-0.3256374344002574,-0.3782351580517287,-0.5284908570671599,-0.04197036400168384,-0.2760107085403374,-0.4914005205406242,-0.8964644936791333,-0.24533418763119347,1.8505475492870922,0.14041916818974823,-0.5213867907378572,-0.9174292240295222,0.09989969589393609,-0.5029414538192538,-0.11333740410344682,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.7188265261333301,-0.06296410879851559,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.024853342600116856,-0.05720229795882375,-0.5197701888625634,-0.3630683149294079
10.24M,0.311560215232437,0.13455681372828446,-0.8730896206839227,0.2104584813072332,-0.6420570028869385,-0.5092424366164193,-0.23065846679499552,0.019498108014150806,0.06867039305443666,-0.3677778297808101,-0.27703958853937416,-0.17734335768044926,-0.5719010101618354,-0.34949512828845236,-0.40770779236426913,0.11812017049470522,2.4183400049793637,-0.33647371003978915,-0.3256374344002566,0.19327385340345452,1.9104009718232977,0.8333988175562593,1.3128309910511085,0.7968766887890774,1.1899754006660237,-0.4576260031708697,-1.0437421284431825,-1.0955965499411922,-0.3790081067443574,-0.03552472935009778,0.2564188609655458,-0.4614407861258526,-0.1498990816437646,-0.3728585984348143,-0.24140490509107285,-0.3700813295715205,-0.26571680055027186,-0.11916938488345857,-0.25869502720120074,0.00313766651814515,-0.2464606411008699,-0.034994914456885136,-0.02734299449418996,-0.5097396402453731,0.3357153171723881
92.12M,-0.09163472420059618,-0.20571452786717448,-0.07273266630682386,0.7501667287646129,1.0821326202577906,-0.5330015517440916,-0.21617449212266762,0.026872244819923428,0.06867039305443676,-0.36777782978080986,-0.008696854122274209,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.5948180610087856,-0.5149900809466789,1.048597256132042,-0.3865734437062348,7.803140561466582,-1.7229740859367753,-0.2760107085403374,-0.7391369922333368,-0.5907160597018338,-0.2583910743023307,0.7074038653560344,-0.33871016794624526,1.0212414875027345,-0.8337809666919989,-0.04816607482939094,-0.5199429528087469,-0.15382178164555405,-0.3728585984348144,-0.24140490509107385,-0.06564065299818723,1.812204355312177,-0.5241647353211304,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.08633300213208783,-0.048720844065193086,-0.4913650863451007,-0.36668188108628696
68.6M,-0.21199718469944925,-0.0012310636486533378,-0.9006730186060423,-0.6234069529696541,-0.5343503974236834,-0.5060731607513203,-0.21283432660141693,0.026872244819923428,0.06867039305443676,-0.36777782978080986,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,0.491316619720197,-1.8028550527936087,-0.24573561449973544,-0.45736688226796535,-0.3256374344002574,-0.3865734437062348,-0.4227612293443114,-0.043273863596912945,-0.2760107085403374,-1.4896111491127815,0.3043001411401454,-0.1309877810938325,0.22755720509267854,0.10373690169759363,-0.06005542066162539,-0.9718268056226745,0.14588054774375878,-0.4281367145456319,-0.14579288677233437,-0.3728585984348144,-0.24140490509107385,2.9506305374691206,-0.7188265261333301,-0.06296410879851559,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.6342605578013236,-0.36183850285736263,-0.5197701888625634,-0.36668188108628696
20.6M,-0.5318923735903891,0.9589139813546892,1.0024490835007929,-0.6196990862299597,-0.3190861670185904,-0.44136304809477267,-0.22451802797891496,0.026872244819923428,0.06867039305443676,-0.36777782978080986,-0.2770395885393741,-0.15837107811534143,1.664921480536904,-0.34949512828845286,-0.4077077923642688,-0.11170975525611493,0.2507834190784516,-0.37540625890875867,-0.3256374344002574,-0.3865734437062348,-0.40989420298765644,-0.08067178475269901,-0.2760107085403374,0.26739782606471224,1.8079167337439555,-1.908009680363935,1.4021984117750819,1.5907599127572107,-0.5754790160355794,-0.9718268056226745,0.14588054774375878,1.942029994556286,-0.45837785253557856,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.053818732754856956,-0.19020824618724297,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.1284394754984964,-0.10888316435389063,-0.47072587185223247,-0.36668188108628696
200.12M,-0.5315373048729892,-0.20571452786717448,-0.10253095369975578,-0.6234069529696541,-0.5343503974236834,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.06867039305443676,-0.36777782978080986,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,2.9240428194399404,0.11812017049470529,-0.8900690191444779,1.4239084489668672,-0.3256374344002574,-0.29041237545745935,1.5326918048755547,4.257627227304748,-0.2760107085403374,4.12345176335133,-3.2340656901792544,-1.4278627575552898,-2.47563422700552,0.9389912417895929,-0.28068274993699543,0.4335914770289151,-1.2111717607344168,-0.08538836665810139,0.8446081038695619,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,0.31597592918284306,-0.14150258142959224,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.043102372558567414,1.571141538376701,-0.5197701888625634,-0.36668188108628696
142.12M,0.28961535781099756,-0.20571452786717448,0.3901067071622383,-0.6210503073762623,-0.39753277812573645,-0.6702974457712728,0.6382300656568444,0.026872244819923428,0.07812885012248809,-0.36777782978080986,-0.08838907836945752,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.22696314383180452,0.11812017049470529,-0.6652786135299977,-0.5266210364918368,-0.2990432872594378,-0.34338098709660614,-0.5246500962926686,-0.04201771525244253,-0.2760107085403374,-1.1235375595553745,0.3887346879142735,-0.0806794738692251,-0.7845548679424686,-0.5656982826250515,-0.5214849688169447,-0.6843894607713257,0.48084590559066775,0.384794508540283,0.7766151368981712,-0.3728585984348144,-0.24140490509107385,0.381088303998489,-0.7090265601224103,-0.009327220107977253,-0.0005265734845390767,-0.2343803670527897,-0.2464606411008692,0.36371329509001393,2.602072132150607,-0.4735460133990802,-0.36668188108628696
166.1M,6.058677397063854,-0.20571452786717448,0.61960820163278,-0.6234069529696541,-0.5343503974236834,-0.5383846167404491,-0.22300756127409155,0.026872244819923428,0.08082997006910222,-0.36777782978080986,-0.042338169335012325,0.8969394376091175,0.37500489405115367,-0.34949512828845286,4.129496781271805,0.11812017049470529,-0.42904652185912345,-0.48762609736279083,-0.3256374344002574,-0.3865734437062348,-0.5284908570671599,-0.04197036400168384,-0.2760107085403374,-1.4891999898535002,0.3033265651040469,-0.13074989087937236,0.22738629894362236,0.10277088389586193,-0.586009891976755,-0.9718268056226745,0.14588054774375878,-0.5223106172463201,-0.15340798552381218,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.7188265261333301,-0.06296410879851559,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-3.946687605490214,-1.577864001644829,-0.5197701888625634,-0.36668188108628696
84.12M,0.31156021523243593,-0.20571452786717448,0.5770593480148829,2.7476655588409575,-3.1165852546629362,3.991714955074609,2.470431496832404,-0.012149012346958107,0.06867039305443676,-0.36777782978080986,-0.174296260789906,-0.20229971867578994,0.09132984029842309,0.4054723268973098,-0.4077077923642688,0.11812017049470529,2.0618265538341847,-0.3267652187059606,-0.3256374344002574,-0.2528810564697348,-0.5012507397436439,-0.050180872798527655,1.5667452270520235,-0.2728503278622148,-0.022624028217385808,1.0710598437071064,-0.03555460930033366,-0.10099058550554688,-0.414621211690494,-0.06709384055639471,0.6523307951997469,-0.5789442831371668,-0.48373414875901777,-0.3728585984348144,0.7182423506428917,-0.0940564916703572,-0.1505360519046291,-0.13456674481938438,-0.25869502720120097,0.13292097478687723,-0.2464606411008692,-0.1048353915245932,-0.17551707107590078,-0.5197701888625634,-0.36668188108628696
104.1M,0.31156021523243516,7.840584240131442,-0.6035712395300058,-0.6234069529696535,-0.5343503974236833,-0.5416062839242723,-0.20845831348687335,0.026872244819924007,0.06867039305443746,-0.36777782978080986,-0.2770395885393741,0.12495746600428127,-0.5719010101618364,-0.34949512828845286,0.14075823292949208,0.3939131040724367,2.6662063296797975,0.023308702735952147,-0.3256374344002574,-0.3865734437062348,-0.3583109022805507,-0.022013175403573643,-0.2760107085403374,-1.491316036566072,0.3044567103286572,-0.13120437096044116,0.2273251733962772,0.10290914863427669,-0.586009891976755,-0.9718268056226751,0.14588054774375872,-0.3889615070129165,-0.17023889053997596,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.7188265261333306,-0.06296410879851556,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,1.8103445956749775,-0.9487206732054082,-0.40117543650635634,-0.36668188108628696
15.12M,0.11915325765333684,-0.20571452786717448,0.3014498145049759,-0.620023624171107,-0.3379275696478808,-0.6194011594452759,0.38862820183357316,0.026872244819923428,0.071741850775853,-0.36777782978080986,-0.19404116848558403,-0.20229971867578994,0.0659241263412612,-0.34949512828845286,-0.26008485422900834,0.11812017049470529,-0.6519095547847462,-0.5244141998664809,6.669485171104347,-0.3865734437062348,0.7843534920662169,-0.06348995937084348,-0.2760107085403374,-1.080181418199972,0.267363244560054,-0.11964430613731687,-0.7231470748389753,-0.439956954508561,1.6641307224502648,-0.7728572680784709,0.3791532505385018,0.42072624358048477,0.7707594784921665,-0.3728585984348144,-0.24140490509107385,1.2828919204116476,-0.6798345048095544,0.0010008211672332525,0.13652898089074667,-0.2343803670527897,-0.2464606411008692,0.17016385114445737,1.569424020891275,-0.4733403812096615,-0.2782913839386911
142.24M,0.029928140158483097,-0.20571452786717448,0.4410765285892667,-0.6099489602320566,0.24696798666016473,-0.44483293263134427,-0.13735799336403862,0.026872244819923428,0.06867039305443676,0.19068165023895894,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,2.154703634448891,-0.4077077923642688,0.11812017049470529,0.015694215684570613,-0.41421254094859444,0.5586380680857731,-0.3613772710099058,0.5078104044318894,-0.2932335235146387,-0.2760107085403374,4.010484810690934,-2.5256785112386333,-0.4759831434490698,4.962222912300938,-1.2705894632197496,0.4051072478519119,1.2665882980146845,1.068827534709221,-0.540875031676423,0.08199493912408136,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,0.6424006812496633,-0.28309878898111074,-0.25869502720120097,5.571698707075646,-0.2464606411008692,-0.028693971806744756,-0.030486640908564847,0.8449846862487826,0.9827585632111803
138.12M,-0.0387847411153452,-0.20571452786717448,0.9294954203541542,-0.6234069529696541,-0.5343503974236834,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.11348396242716632,-0.36777782978080986,-0.06079423068877961,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.6740803256253594,-0.5280739391223066,-0.3256374344002574,-0.3865734437062348,-1.1035951416079957,2.0263518094774224,-0.2760107085403374,-0.22728523626423147,-0.7918856121437794,0.2766579910892155,-1.197441419972407,1.813423934292576,1.8167016707921115,-0.6352462702777181,0.546957595724151,-0.08786265138514948,-0.20366863531570734,-0.3728585984348144,-0.24140490509107385,-0.1721065962741597,1.5752331727264361,-0.13620013975892972,4.128819079038441,-0.2343803670527897,2.2351735078090798,0.1826950158841919,-0.2383005293725938,1.3356993485994837,-0.36668188108628696
135.24M,-0.6919771222256533,-0.12990271461768307,0.08948447025269546,-0.605123584093837,0.5271104388386163,-0.49075078651753523,-0.2332181451854879,0.026872244819923428,-0.09580770032697397,-0.36777782978080986,0.07822380055980394,-0.20229971867578994,0.19253351112142572,-0.34949512828845286,-0.27980922983466805,0.11812017049470529,-0.5225755889349863,-0.5030649831281553,-0.3256374344002574,4.593424574632129,2.7177070087657635,0.9642493998778864,-0.2760107085403374,2.305120013772019,1.9045712163356556,2.577162509627497,0.8407436855438892,-1.2512800391359735,-0.42045916251834353,0.6605701925302946,1.209482417464091,-0.40641435623395666,0.10052593724620595,0.06647366699081801,-0.24140490509107385,-0.3700813295715205,-0.47412267355995596,-0.06698436851146751,-0.25869502720120097,5.322069481482382,-0.2464606411008692,0.005235882635517257,-0.047414816767343666,1.3958468732830809,-0.36668188108628696
144.12M,-2.6389084335404687,-0.20571452786717448,2.351916715238931,0.2047983865226909,0.36749626477494923,-0.5356656206815621,-0.22700087794284332,0.026872244819923428,0.11240739851569552,-0.36777782978080986,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.23584738956766013,0.11812017049470529,0.444500394695353,1.9910417550737642,-0.3256374344002574,-0.3865734437062348,-0.047148014725677354,0.29375542933948984,-0.2760107085403374,-1.3660448128157212,0.22268234519468427,-0.07861565553871903,0.15544930091580225,0.13554505422366286,0.18163641544414671,-0.4392975656645537,0.01931432044990023,-0.4980208042766949,-0.15607217280297764,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,0.06366195170624611,-0.15041646399046038,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-1.0873551342054135,-0.47611313944762507,-0.4443806411250104,0.12792237129577513
20.24M,0.008216161159557712,-0.20571452786717448,-0.8025310947700928,2.331178151607139,0.012366029497583262,-0.4025488958973844,-0.23846575395729913,0.026872244819923428,0.07520761190529615,3.2162373047998725,-0.17609564681536746,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.6205590651730638,-0.5192391602457989,-0.27049574730668463,0.7527967790267446,-0.401891260534379,0.017240143848007355,-0.2760107085403374,-0.21270555572839894,1.1706245894274554,-0.08835882862978384,0.24482550756004245,-0.43523434781808623,-0.4138733020409536,-0.052374471953303345,-0.04199836829821724,-0.5203431127291079,-0.15362378794736367,4.433139937962313,-0.24140490509107385,-0.09522588861889342,-0.2676027698153151,-0.14930231146873674,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.034937311698098425,-0.027371733480747486,-0.5197701888625634,0.36965971015817467
200.24M,0.27633397554913286,-0.20571452786717448,-1.2724264744672389,-0.00889243525228889,2.734531029610647,-0.22574255178471134,-0.3099950528323685,0.038552174323260344,0.026475738125861636,2.7996289742985954,-0.06628279992471531,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.31713668434303827,0.11487024777331828,-0.2586835740355374,-0.4595042078547336,-0.30074487079562445,-0.30346968197127067,-0.5278455978027131,-0.041978319153027376,-0.2760107085403374,-0.8630802925784206,0.2618834038103459,-0.08774748491783647,0.479697783813938,-0.04638401469158353,-0.3867402403434791,0.9805486899841666,0.016405077337825202,-0.5231625898301739,-0.14445405574198267,3.938100634039457,-0.24140490509107385,-0.3287220790865992,0.5902452635469757,-0.2768364628658637,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.035639416103972865,-0.027021441767174303,-0.5197701888625634,1.1094345493975353
151.6M,0.1665500695986151,-0.037821360343454395,-1.5991785752470413,-0.622658615039185,-0.49090482615737435,-0.5342666911628366,-0.22604491710655128,0.026872244819923428,0.08443147690934204,-0.36777782978080986,-0.18262744909385362,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.15278755661232446,0.11812017049470529,-0.5539794750197395,-0.5163073083609293,-0.3256374344002574,-0.3865734437062348,-0.7511761834413576,-4.043043977992526,-0.2760107085403374,-1.426911407823258,0.25613014024982245,-0.14257550696954963,0.2175675446308603,0.07624813059868163,-0.586009891976755,-0.9718268056226745,0.14588054774375878,-0.452343118793543,-0.09744510236130806,-0.3728585984348144,0.24850174173595485,-0.3205714924201713,-0.6270043898232927,-0.07511703442291487,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.1966470540510527,6.233065785126549,-0.5192752719026323,-0.3662337307880985
62.24M,-0.8699916153194467,-0.20571452786717448,0.49507108584328735,-0.5966940750228092,1.0164947426059903,0.20242662965064145,-0.715493094701292,0.026872244819923428,0.06867039305443676,0.22880571218552337,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.5244671133059949,-0.5033772179188939,-0.3256374344002574,-0.3865734437062348,-0.5284908570671599,-0.04197036400168384,-0.2760107085403374,-0.3596257524549329,-0.2656151402507959,0.1634221380003771,-0.0044546633784896235,-0.4590054111517937,-0.48274453791478283,-0.7366085483700437,-0.05294328821273085,-0.6049799939001036,5.344817544681321,0.9777754528326659,-0.24140490509107385,-0.3700813295715205,-0.41454088867338595,0.029196618572905068,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.07292352614698462,-0.08118532217220163,0.9836905689170201,6.594808580829486
13.24M,-0.2917743410193918,-0.20571452786717448,-0.4056321742855641,-0.601028223410878,0.7648710509476437,-0.5011888051670849,-0.211679288252849,0.026872244819923428,0.07733850435478602,-0.36777782978080986,-0.17247087998357555,-0.20229971867578994,1.228136553376585,-0.34949512828845286,-0.30104458855362315,0.11812017049470529,-0.5849492714286381,-0.5133610353490494,-0.3256374344002574,-0.30410821828810974,-0.5040764200851264,-0.049937480826138345,7.038420204865129,1.927662456914398,-2.3429055005175896,-0.15713194621171508,-1.3499133753816852,-0.21508439653253444,-0.2936393323674669,-0.6261865127703976,0.20201457120690614,-0.5551373062232253,-0.3359632110074763,-0.3728585984348144,1.7119885930426562,-0.3700813295715205,0.48091380827740404,0.1394193275359781,-0.25869502720120097,-0.2343803670527897,1.133575780187716,-0.03305430983446358,-0.028311194825748554,-0.5197701888625634,0.02196873193045038
148.12M,0.17361999803027373,-0.20571452786717448,2.187578845394856,-0.2836155730307438,-0.0477581662421733,0.33278736969861156,-0.23839265716128374,0.07359265535923452,0.06867039305443676,-0.36777782978080986,0.06722863741635703,-0.20229971867578994,1.1918508626375472,-0.34949512828845286,-0.3339338709526456,0.2749068370685419,0.8570577412388244,-0.2753282799985709,-0.3256374344002574,-0.31546692078024,-0.3828241184373043,0.3169777680753534,-0.2760107085403374,-0.20675303414791746,-1.1860524968145036,0.3850164248311005,0.6644459482094,-0.23653066093346573,-0.28818466577612933,0.9015587693131794,-2.058335584534972,-0.5223106172463201,-0.15340798552381218,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,2.3423160292299263,-0.36863184495029,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.03473228090827185,-0.02747402679510737,-0.4503566544775367,-0.36668188108628696
20.12M,0.01393078702352112,-0.20571452786717448,-0.5745070219673165,-0.05420089021953964,-0.028884569562661475,-0.205708996219419,-0.12227826776386502,0.026872244819923428,0.0762722487619022,0.7542952019107166,-0.2770395885393741,-0.20229971867578994,0.02008027699088398,-0.34949512828845286,-0.382946497065832,0.11812017049470529,-0.5491345785165616,0.12787078674833968,-0.2555040635575878,-0.3865734437062348,0.5563853971958335,-0.1313923495199306,-0.2760107085403374,-0.24039932037851613,0.6105419325654434,-0.1435224401930881,0.5105771774181245,0.445102030781768,0.8409472038401551,0.7475762632866673,0.9227753364814286,-0.5184974040678373,-0.15382623139732154,2.8025349927469105,-0.24140490509107385,-0.03048743408794023,0.8294852221482236,-0.31462323617126475,-0.25869502720120097,0.5032661434640504,-0.2464606411008692,-0.10048132276629901,-0.0675008687963066,-0.5054925026200331,-0.3353399873212349
13.6M,0.31156021523243593,-0.20571452786717448,0.0296831516665129,-0.6234069529696541,-0.5343503974236834,-0.0071932591756416545,2.5389655265048066,0.026872244819923428,0.06867039305443676,-0.36777782978080986,7.3991619452845745,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,-1.6611132521923797,-0.06576664525947658,-0.4276593224228849,-0.3256374344002574,-0.3865734437062348,-0.5284908570671599,-0.04197036400168384,-0.2760107085403374,-1.1524062173741871,0.5428054311753778,-0.0409486235368587,-1.0147866719842722,-0.7784481538945355,-0.586009891976755,-0.8720513862467719,0.19461413787469112,0.025897159684871673,-0.806879153214577,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.7188265261333301,-0.06296410879851559,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.2527181338271285,-0.17088788020848433,-0.5197701888625634,0.8220741662389492
184.24M,0.2207770505950155,-0.20571452786717448,0.12341784845038288,0.8472171254213797,0.1865734417469675,-0.4850039463092133,-0.253249503133494,0.0892919136245505,0.07649608678062175,0.061264021090577395,-0.0353599417452023,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.010393486007929914,-0.1380783496398305,0.0528479977391118,-0.3256374344002574,0.38175854606191445,-0.24967067162528964,0.4969047245210122,0.2658208310314997,0.762409857122228,0.45049699947065747,-0.20011770310693847,0.22816377920792677,0.1793758290201032,-0.5064404612318499,1.0480762032061222,-1.2654825717839877,-0.5413259826773666,0.09051311487455269,1.8313096783584144,-0.24140490509107385,-0.3700813295715205,-0.6494178465199355,-0.05024721670354654,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.03434052979327238,-0.027669478024609923,-0.5183449190151959,-0.33635300527070544
166.24M,-0.14231292240753488,-0.20571452786717448,-0.37062832332979334,0.7875062599044309,1.8038719313513771,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.5033902713856324,-0.36777782978080986,-0.011328855170545257,-0.20229971867578994,0.6317631384229883,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.16001510754505593,-0.44321695908366837,0.9272127328474581,2.5525770000560204,-0.3951837868008309,-0.003122400874894402,0.7272866739887565,5.22012660560129,1.0351958210348307,2.2240900621318276,-2.8065337227940486,0.12053084312151452,-0.11944291203905025,0.6461962652859247,-1.238826562108161,-0.5157711086131822,-0.1276425019631145,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,0.5192324005415802,-0.2493108329442113,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.012017489241846554,-0.03880681894071187,-0.5197701888625634,-0.36668188108628696
193.6M,-0.16562118852048688,-0.20571452786717448,-1.1202829729485237,-0.617932632512658,-0.5278568044201717,0.16491912123713795,0.11383949948234305,0.026872244819923428,0.06867039305443676,-0.34175672348463576,-0.10236852351593878,-0.20229971867578994,0.28229616035667515,-0.34949512828845286,0.7284813358295001,-0.49002290718276365,-0.6568769056546628,-0.525234162740428,-0.3256374344002574,-0.3865734437062348,-0.4778675084153892,-0.04259447964360869,-0.2760107085403374,-1.3664881387576842,0.13207171608528873,0.3727516918901517,-0.16373427038249044,0.2973436767473068,-0.37260080244093857,-0.9705884176454421,0.14648541708415355,1.5077693200274795,-0.37654078355070136,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.7048345617591102,0.013616303303502001,-0.25869502720120097,-0.2343803670527897,0.2774498506157289,-0.11899715080838635,-0.05963425100312171,-0.5044123837906627,-0.36532514105646785
