ID,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f___0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales;f___0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_1,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
8.24M,0.15118348098729134,-0.20571452786717448,-0.22744493759467768,1.745375898522755,-1.0158828374014521,-0.5354676848837875,-0.22702827690299882,0.026872244819923428,0.06867039305443676,-0.36777782978080986,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,1.6112933459087633,-0.4077077923642688,0.11812017049470529,0.19290119357698396,0.7497204332946248,-0.2673310751484608,0.9917988939340563,-0.1353586824254263,-0.10894452099777126,-0.2760107085403374,4.225856981272115,6.125319467030624,-3.761969554477156,0.3288198976484982,1.8966782634854655,0.08258277003419169,3.17700425900063,-4.076689966683782,-0.5223106172463201,-0.15340798552381218,2.5640389363828593,-0.24140490509107385,0.7924380583681212,0.6207586747998524,-0.29861615975937367,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.03700099558430634,-0.026342126831473356,-0.5197701888625634,2.3481634272611513
21.24M,0.24332501999289866,-0.20571452786717448,-0.34816470038984604,-0.09477831792069168,-0.3956378081952687,1.9524670552983279,-1.7330230265167035,0.026872244819923428,0.0757181590775741,0.5569213188427753,-0.14856266107742647,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.1041064720680309,0.2771881147244426,-0.4672539233509232,0.28535766373787147,-0.3865734437062348,-0.3744199261976833,-0.07761661746428548,0.4017250737557795,-0.9926252887926481,0.08146404183851602,-0.0005363233164807511,0.201877435746735,-0.08366637834025015,0.35669263096008,1.354002628320685,-1.494909513170875,-0.5201501727119177,-0.1536449502486166,1.3467780371167901,-0.24140490509107385,-0.3700813295715205,-0.4752590940995083,-0.07705031299802892,-0.25869502720120097,-0.0992928834408595,-0.2464606411008692,-0.02611860113328335,0.06817854202143492,-0.5197701888625634,0.7597775357648755
139.24M,0.31156021523243593,-0.20571452786717448,-0.22117019563359458,-0.6134225992339665,0.04530210194908266,-0.431153693978941,-0.1165813261064087,0.0288621289802995,0.07964519231596232,0.15291616155339435,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,5.098497112631206,-0.4077077923642688,0.7992531849457696,0.5236448217596532,-0.3303649027028296,-0.2388503923013653,-0.3865734437062348,0.02544567777072276,1.4845518601763212,-0.2760107085403374,0.09930053053990875,-0.3875402689345429,-0.095160437934634,-0.5798308082455674,-1.372963981990129,-0.17649388480863773,-0.6781660185433658,-0.12275669723241278,-0.5231715947140411,-0.14435941760530158,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.47089885216413024,-0.06482898775230224,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.03500221719524239,-0.027339351035024783,0.5706315710480208,-0.07935522207963985
15.1M,0.31156021523243593,-0.09093419096231146,0.3019813841208975,-0.6234069529696541,-0.5343503974236834,0.6663478276718023,5.383387072211611,0.026872244819923428,0.06867039305443676,-0.2796367149593964,-0.22325212489360696,0.15884450510452106,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.6355805870686462,-0.5217187697171487,-0.3256374344002574,-0.31234194647263896,-0.5284908570671599,-0.04197036400168384,-0.2760107085403374,-1.4919633579568061,0.3054355126080791,-0.13101968662523167,0.22794457321332623,0.10183079930875841,-0.586009891976755,-0.9718268056226745,0.14588054774375878,-0.521378728597058,-0.15351019816283365,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.7188265261333301,-0.06296410879851559,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,-0.6485077491635487,-0.26862519490388403,-0.41107509413850535,-0.36668188108628696
21.6M,-1.2200059714800484,0.4628886009866763,-0.22434699550088935,-0.6234069529696541,-0.5343503974236834,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.08003312514554078,-0.36777782978080986,-0.2770395885393741,-0.17876193713748623,-0.3471764407195697,0.8783831191131416,-0.2353791872746419,0.10694754662887347,-0.4894309645822578,-0.4975937848673768,-0.3256374344002574,-0.3865734437062348,-0.5477076426368637,-0.37141213523444305,-0.2760107085403374,-1.4912495918502682,0.304979064016005,-0.13185060587677055,0.2273044997240128,0.10347559643323179,-0.5849518971776276,-0.9718268056226745,0.14588054774375878,-0.4934363568996195,-0.1576593862623019,-0.3728585984348144,0.2463354862333272,-0.3700813295715205,-0.7188265261333301,-0.06296410879851559,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.5628710387387906,-0.32562838834683033,1.5563415564198149,-0.36668188108628696
122.12M,0.034965050779045825,-0.20571452786717448,-0.16047557519350622,-0.4555005830068753,1.029910031003218,-0.15495900233500173,-0.4888987111902009,0.026872244819923428,0.06867039305443676,-0.36777782978080986,-0.08877042677882761,-0.20229971867578994,0.7784534119262666,-0.34949512828845286,-0.4077077923642688,0.10320116484654494,1.5480921565544805,-0.38623277194068223,0.5428230489023018,2.574643587185171,1.6864793029490879,1.5505563462841723,-0.2760107085403374,0.04313822408017751,0.05448327424529819,3.075579508548244,-0.15564989434782764,-0.46882223221943153,1.3395812915821186,0.7393481439936473,-1.6800843802678447,0.9670449063175987,0.13159737175952016,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.6456825564932339,-0.07695964601584311,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.003264927424576276,-0.04643147401598111,-0.4872016986531533,-0.36668188108628696
182.6M,0.15062765723266908,-0.13768995320230948,-1.4093828397713324,-0.6234069529696541,-0.5343503974236834,-0.538855037611004,-0.22655938778112658,0.026872244819923428,0.07263402572169124,-0.36777782978080986,-0.2770395885393741,-0.18793112682870378,-0.5719010101618364,-0.34949512828845286,0.7877200900967827,0.11812017049470529,-0.30494702639580734,-0.46714093703885173,-0.3256374344002574,-0.3865734437062348,-0.5426011061820919,-2.3991407698863623,-0.2760107085403374,-1.4686172202368704,0.2771259269547195,-0.14642196247310454,0.2460102015445263,0.09100650769328915,-0.37675422715696094,-0.9705942110754081,0.14447229466608974,-0.06628492367313982,-0.21987569062610873,-0.3728585984348144,-0.24140490509107385,-0.17102744007597998,-0.6955211346191128,-0.0674234165980039,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.35726737985902085,-0.30069263212019187,-0.5182662630541033,-0.3658647927412742
128.12M,-4.076435707353547,-0.07729039100964623,0.07994297022155365,0.2952385972293224,0.5553392479560376,-0.5230992105604829,-0.2172705379902073,0.026872244819923428,-0.014916674458242634,-0.36777782978080986,-0.2770395885393741,-0.08362093508564472,4.284128645969591,-0.34949512828845286,0.30094556632803177,0.11812017049470529,-0.32398737256514587,0.978093559080881,-0.3256374344002574,-0.3865734437062348,-0.48551757836401155,0.07947351999545878,-0.2760107085403374,1.5769773420649258,-3.478849562870521,-1.9338673550079293,-1.273829809610586,4.761472690552558,-0.5697524665458431,-0.8950112975815782,0.18339976347835316,0.44204038479620994,0.14162884647709006,-0.3728585984348144,7.487552641197491,-0.18436847419382116,0.8962622414695436,7.896261665594533,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,0.016075476064700795,-0.053939557679697464,-0.5197701888625634,-0.18542783796309523
148.24M,-0.15865343795655373,-0.20571452786717448,-0.01963339749610739,-0.6116007082074156,0.1510739641128037,-0.01919457287691824,0.6038468990616904,0.0406886646038419,0.021336131184689706,-0.36777782978080986,-0.2770395885393741,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.682388084724399,-0.5294453047063576,-0.3256374344002574,-0.3865734437062348,-0.5216734212132452,-0.04205441352562026,-0.2760107085403374,2.357319147794953,-1.539717655635356,0.48221932514208976,2.474114917049187,-0.5411335429899203,-0.3197906065584192,0.8859498500788372,-1.0388868806176137,-0.5124365997429718,-0.11604701758797092,-0.3728585984348144,-0.24140490509107385,0.09966991095159967,-0.46021937211687686,-0.09690939696595374,-0.25869502720120097,0.1690204922273823,-0.2464606411008692,0.0018024309916465442,-0.04570180991289457,-0.05489763545932642,2.097638320015078
183.1M,0.31156021523243593,-0.20571452786717448,0.6276325466733857,-0.6234069529696541,-0.5343503974236834,-0.538855037611004,-0.22655938778112658,0.026872244819923428,-0.22758838521422872,-0.32845171021216907,-0.13304874629192845,-0.20229971867578994,-0.5719010101618364,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,-0.41780125221674924,-0.48576983557341025,-0.3256374344002574,-0.3865734437062348,-0.054297303172848,-0.047816512511557545,-0.2760107085403374,-0.9090778159862594,0.030104646261259842,-0.6232346919677951,-0.04246638112040593,0.6537613698948379,-0.586009891976755,-0.9718268056226745,0.14588054774375878,-0.5223106172463201,-0.15340798552381218,-0.3728585984348144,-0.24140490509107385,-0.3700813295715205,-0.7188265261333301,-0.06296410879851559,-0.25869502720120097,-0.2343803670527897,-0.2464606411008692,5.220390496969311,-2.652683053421021,-0.5197701888625634,-0.36668188108628696
165.24M,-0.18989765426973043,-0.20571452786717448,0.17704817564210498,3.6116898686948775,-1.5973435561929181,-0.49147866340540997,-0.2200892392870816,0.0341278586732349,-3.887815277376403,0.39180335201489813,-0.2770395885393741,-0.20229971867578994,0.5161646919448042,-0.34949512828845286,-0.4077077923642688,0.11812017049470529,0.00282375737359808,-0.42466095401148285,2.5747390360562035,3.970108298654666,3.7840330585564512,-1.1412913804171687,0.06409251052208398,-0.6795657110688873,0.8906484381106107,-0.2636461037315515,0.17086390730089113,-0.08736512222479187,0.7304911884181151,-0.033263538940368334,0.010730308351716848,-0.5056851571511258,-0.15539414119793085,1.0653959806267883,-0.24140490509107385,-0.3700813295715205,-0.6464951113968801,-0.07680416987131534,-0.25869502720120097,-0.2343803670527897,1.0048218277302732,-0.03700099558430634,-0.026342126831473356,6.546897590168846,-0.33535828275759716
