,learning_rate,latent_layer_size,klb_coefficient,best_loss
248,0.003,30,0.8,0.02026498404732586
249,0.003,30,0.9,0.020298606287823977
250,0.003,35,0.0,0.020299291958774092
251,0.003,35,0.1,0.020315657566933737
252,0.003,35,0.2,0.020329950499708635
253,0.003,35,0.3,0.020352297455725008
254,0.003,35,0.4,0.020307904612408938
255,0.003,35,0.5,0.02032901944905302
256,0.003,35,0.6,0.020356930085342295
257,0.003,35,0.7,0.020252716802332524
258,0.003,35,0.8,0.020326078373150234
259,0.003,35,0.9,0.020307589621439467
260,0.003,40,0.0,0.02032795439671426
261,0.003,40,0.1,0.020328925473846658
262,0.003,40,0.2,0.020353054478220695
263,0.003,40,0.3,0.020353835864658772
264,0.003,40,0.4,0.020359617080131585
265,0.003,40,0.5,0.020353104946387077
266,0.003,40,0.6,0.02030716847329244
267,0.003,40,0.7,0.020319801177421624
268,0.003,40,0.8,0.020349819294727633
269,0.003,40,0.9,0.020352939619635142
270,0.003,45,0.0,0.020378922023912414
271,0.003,45,0.1,0.020410932763649598
272,0.003,45,0.2,0.020390646301046776
273,0.003,45,0.3,0.020330731886146713
274,0.003,45,0.4,0.02032928049129291
275,0.003,45,0.5,0.020388324765393335
276,0.003,45,0.6,0.020367347410995596
277,0.003,45,0.7,0.020344943025686443
278,0.003,45,0.8,0.02035294832104314
279,0.003,45,0.9,0.020354793019538377
280,0.003,50,0.0,0.020380385600737412
281,0.003,50,0.1,0.02039884302737939
282,0.003,50,0.2,0.02038877027748275
283,0.003,50,0.3,0.020410026076936375
284,0.003,50,0.4,0.020361369543702063
285,0.003,50,0.5,0.02046448122845949
286,0.003,50,0.6,0.02036963066045385
287,0.003,50,0.7,0.020423219151740526
288,0.003,50,0.8,0.020401916364683723
289,0.003,50,0.9,0.020349408588270203
290,0.003,55,0.0,0.02041614142647625
291,0.003,55,0.1,0.02044268942227329
292,0.003,55,0.2,0.020408129169993156
293,0.003,55,0.3,0.020420076203172224
294,0.003,55,0.4,0.020466788841860137
295,0.003,55,0.5,0.02041193168528759
296,0.003,55,0.6,0.020383894008441563
297,0.003,55,0.7,0.02040070686897222
298,0.003,55,0.8,0.020388450065668483
299,0.003,55,0.9,0.020371052470520463
300,0.004,10,0.0,0.020200471808440493
301,0.004,10,0.1,0.02020099041235708
302,0.004,10,0.2,0.02023070398038321
303,0.004,10,0.3,0.02022799610221473
304,0.004,10,0.4,0.02021036008848761
305,0.004,10,0.5,0.020194614020577314
306,0.004,10,0.6,0.020197156571993863
307,0.004,10,0.7,0.02022116201637435
308,0.004,10,0.8,0.02022276307544569
309,0.004,10,0.9,0.020214850015013757
310,0.004,15,0.0,0.02024797627525608
311,0.004,15,0.1,0.020265154594922587
312,0.004,15,0.2,0.020243585544781093
313,0.004,15,0.3,0.02022107326201279
314,0.004,15,0.4,0.020229913892537137
315,0.004,15,0.5,0.020215895924254927
316,0.004,15,0.6,0.020250243862179943
317,0.004,15,0.7,0.020251740504355326
318,0.004,15,0.8,0.020247172265157213
319,0.004,15,0.9,0.020242182877812074
320,0.004,20,0.0,0.020243648194918668
321,0.004,20,0.1,0.02029598542373546
322,0.004,20,0.2,0.02028779043768444
323,0.004,20,0.3,0.020303087512942127
324,0.004,20,0.4,0.020289774358707623
325,0.004,20,0.5,0.02028864143538649
326,0.004,20,0.6,0.020270906225608214
327,0.004,20,0.7,0.020237219594690922
328,0.004,20,0.8,0.020270633001397125
329,0.004,20,0.9,0.020277919560453318
330,0.004,25,0.0,0.020271805951195043
331,0.004,25,0.1,0.020309726687243384
332,0.004,25,0.2,0.020340846402801736
333,0.004,25,0.3,0.020294011944401873
334,0.004,25,0.4,0.02031442022671665
335,0.004,25,0.5,0.02033212411142614
336,0.004,25,0.6,0.020270834874062643
337,0.004,25,0.7,0.02031279306342132
338,0.004,25,0.8,0.02031295490961005
339,0.004,25,0.9,0.02032940579156806
340,0.004,30,0.0,0.02033797493816292
341,0.004,30,0.1,0.020330077540265383
342,0.004,30,0.2,0.020352334001638592
343,0.004,30,0.3,0.020337028224972912
344,0.004,30,0.4,0.020355426482040518
345,0.004,30,0.5,0.02037522914635874
346,0.004,30,0.6,0.02028856312271452
347,0.004,30,0.7,0.020320686980755658
348,0.004,30,0.8,0.020347682228923716
349,0.004,30,0.9,0.020344894297801664
350,0.004,35,0.0,0.02040492705185048
351,0.004,35,0.1,0.02032739402603929
352,0.004,35,0.2,0.020408129169993156
353,0.004,35,0.3,0.02037186692230893
354,0.004,35,0.4,0.020396267410612453
355,0.004,35,0.5,0.020376095806595183
356,0.004,35,0.6,0.020420123190775404
357,0.004,35,0.7,0.02043447355284308
358,0.004,35,0.8,0.02033981963665816
359,0.004,35,0.9,0.020410240131573085
360,0.004,40,0.0,0.020423541103836394
361,0.004,40,0.1,0.020392682430517936
362,0.004,40,0.2,0.020382821994976406
363,0.004,40,0.3,0.020470170209007543
364,0.004,40,0.4,0.020442421418906998
365,0.004,40,0.5,0.020421647677456377
366,0.004,40,0.6,0.02041371547392685
367,0.004,40,0.7,0.02035387415085396
368,0.004,40,0.8,0.020392578013621977
369,0.004,40,0.9,0.02043362777598583
370,0.004,45,0.0,0.02046779298434292
371,0.004,45,0.1,0.020470821074325674
372,0.004,45,0.2,0.020369797727487385
373,0.004,45,0.3,0.020414750941478422
374,0.004,45,0.4,0.020420483429066456
375,0.004,45,0.5,0.020450014267524665
376,0.004,45,0.6,0.020446210011948636
377,0.004,45,0.7,0.02042548673866439
378,0.004,45,0.8,0.020423034681891
379,0.004,45,0.9,0.020457819430497442
380,0.004,50,0.0,0.020525455474853516
381,0.004,50,0.1,0.02049671646452298
382,0.004,50,0.2,0.02048632872365687
383,0.004,50,0.3,0.02050875573262681
384,0.004,50,0.4,0.02047184435990605
385,0.004,50,0.5,0.02049562356767863
386,0.004,50,0.6,0.020462116185766068
387,0.004,50,0.7,0.020543185463786997
388,0.004,50,0.8,0.020510774459281976
389,0.004,50,0.9,0.02047061050025216
390,0.004,55,0.0,0.020519176538843307
391,0.004,55,0.1,0.020525570333439068
392,0.004,55,0.2,0.020438648488399755
393,0.004,55,0.3,0.020491013561722136
394,0.004,55,0.4,0.020529868828989294
395,0.004,55,0.5,0.020544809146519124
396,0.004,55,0.6,0.020515838678735885
397,0.004,55,0.7,0.02047223418298429
398,0.004,55,0.8,0.020481725678826772
399,0.004,55,0.9,0.020575958446864665
400,0.005,10,0.0,0.020206667210933935
401,0.005,10,0.1,0.020228970659910327
402,0.005,10,0.2,0.020240717560705477
403,0.005,10,0.3,0.02023661397669437
404,0.005,10,0.4,0.020245715649458613
405,0.005,10,0.5,0.020215365138367143
406,0.005,10,0.6,0.020215560049906264
407,0.005,10,0.7,0.020207927174811815
408,0.005,10,0.8,0.020232531276062456
409,0.005,10,0.9,0.020224546864084952
410,0.005,15,0.0,0.02025134720071389
411,0.005,15,0.1,0.020296911253546275
412,0.005,15,0.2,0.020252041573072
413,0.005,15,0.3,0.020255473408385787
414,0.005,15,0.4,0.02026660250921319
415,0.005,15,0.5,0.020233333545879726
416,0.005,15,0.6,0.020279543243185448
417,0.005,15,0.7,0.02025574837287847
418,0.005,15,0.8,0.020265234647876156
419,0.005,15,0.9,0.020268837030786666
420,0.005,20,0.0,0.020254596306459746
421,0.005,20,0.1,0.020299187541878136
422,0.005,20,0.2,0.020294944735339087
423,0.005,20,0.3,0.020305511725209925
424,0.005,20,0.4,0.0203603166733345
425,0.005,20,0.5,0.020292607537151255
426,0.005,20,0.6,0.0203184106924238
427,0.005,20,0.7,0.020330839783605868
428,0.005,20,0.8,0.02030778105241539
429,0.005,20,0.9,0.02027418317585966
430,0.005,25,0.0,0.020386238167755796
431,0.005,25,0.1,0.02032944929860804
432,0.005,25,0.2,0.02032523781713778
433,0.005,25,0.3,0.020310353188619127
434,0.005,25,0.4,0.02037789873833204
435,0.005,25,0.5,0.020372255005105568
436,0.005,25,0.6,0.020340348682264343
437,0.005,25,0.7,0.020336634921331476
438,0.005,25,0.8,0.020326337675108528
439,0.005,25,0.9,0.0202876494748749
440,0.005,30,0.0,0.020386652354776425
441,0.005,30,0.1,0.020353757551986807
442,0.005,30,0.2,0.02037506033904361
443,0.005,30,0.3,0.020417512768376483
444,0.005,30,0.4,0.020421717288720345
445,0.005,30,0.5,0.0203857404472184
446,0.005,30,0.6,0.020403820232753337
447,0.005,30,0.7,0.020389866654890298
448,0.005,30,0.8,0.020359980798985836
449,0.005,30,0.9,0.020398298319238815
450,0.005,35,0.0,0.020391756600707116
451,0.005,35,0.1,0.020423048604143797
452,0.005,35,0.2,0.020431405436383547
453,0.005,35,0.3,0.020396773832557846
454,0.005,35,0.4,0.020404749543127352
455,0.005,35,0.5,0.020407196379055942
456,0.005,35,0.6,0.020406197457417955
457,0.005,35,0.7,0.02045297796708824
458,0.005,35,0.8,0.020412199688653876
459,0.005,35,0.9,0.02041167934445569
460,0.005,40,0.0,0.02047741848186855
461,0.005,40,0.1,0.020472380366638628
462,0.005,40,0.2,0.020536812552570425
463,0.005,40,0.3,0.020479264920645387
464,0.005,40,0.4,0.020457323450241646
465,0.005,40,0.5,0.020523497658054324
466,0.005,40,0.6,0.020412559926944927
467,0.005,40,0.7,0.02053985456480597
468,0.005,40,0.8,0.020428161551482485
469,0.005,40,0.9,0.02047785355226837
470,0.005,45,0.0,0.020470786268693687
471,0.005,45,0.1,0.020519190461096102
472,0.005,45,0.2,0.020528530552439445
473,0.005,45,0.3,0.02050446767876618
474,0.005,45,0.4,0.0205337287735765
475,0.005,45,0.5,0.020583387709011997
476,0.005,45,0.6,0.020541300738814973
477,0.005,45,0.7,0.02045874003946346
478,0.005,45,0.8,0.02054818703310333
479,0.005,45,0.9,0.02044541992410256
480,0.005,50,0.0,0.020613056029716546
481,0.005,50,0.1,0.02065369160505977
482,0.005,50,0.2,0.02055700329968529
483,0.005,50,0.3,0.020578408763356454
484,0.005,50,0.4,0.020538777330496014
485,0.005,50,0.5,0.02059635802777144
486,0.005,50,0.6,0.020549822897806654
487,0.005,50,0.7,0.020553383513958783
488,0.005,50,0.8,0.020543843290231525
489,0.005,50,0.9,0.020538072516448305
490,0.005,55,0.0,0.020573274932638573
491,0.005,55,0.1,0.020613277045479658
492,0.005,55,0.2,0.020617874869464956
493,0.005,55,0.3,0.020597122011393527
494,0.005,55,0.4,0.020547593597077977
495,0.005,55,0.5,0.020490679427655072
496,0.005,55,0.6,0.0205538290260482
497,0.005,55,0.7,0.020638657312323578
498,0.005,55,0.8,0.020657314871349475
499,0.005,55,0.9,0.020640256631113317
500,0.006,10,0.0,0.020247454190776296
501,0.006,10,0.1,0.020240106721864128
502,0.006,10,0.2,0.020225544045441343
503,0.006,10,0.3,0.020228633045280067
504,0.006,10,0.4,0.020244353008966376
505,0.006,10,0.5,0.02025623739200787
506,0.006,10,0.6,0.020230279351672986
507,0.006,10,0.7,0.02026348044402408
508,0.006,10,0.8,0.020240198956788892
509,0.006,10,0.9,0.020243021693542924
510,0.006,15,0.0,0.020252253887427116
511,0.006,15,0.1,0.020306086018137687
512,0.006,15,0.2,0.020305363801273988
513,0.006,15,0.3,0.020344509695568225
514,0.006,15,0.4,0.02031058290579023
515,0.006,15,0.5,0.020289269677043833
516,0.006,15,0.6,0.020229875606341954
517,0.006,15,0.7,0.020298752471478314
518,0.006,15,0.8,0.02028704733744155
519,0.006,15,0.9,0.020316292769717473
520,0.006,20,0.0,0.02036432802242084
521,0.006,20,0.1,0.02034183836331333
522,0.006,20,0.2,0.020345005675824018
523,0.006,20,0.3,0.02036316725459412
524,0.006,20,0.4,0.02037922831347389
525,0.006,20,0.5,0.020371224758398795
526,0.006,20,0.6,0.02034013288734603
527,0.006,20,0.7,0.020348119039605133
528,0.006,20,0.8,0.0203634596219028
529,0.006,20,0.9,0.02033764080409586
530,0.006,25,0.0,0.02034764046216533
531,0.006,25,0.1,0.020445731434508833
532,0.006,25,0.2,0.020348543668315358
533,0.006,25,0.3,0.02037455913794302
534,0.006,25,0.4,0.020375143872560376
535,0.006,25,0.5,0.020356112152990633
536,0.006,25,0.6,0.0203392418631672
537,0.006,25,0.7,0.02031644765477981
538,0.006,25,0.8,0.020405842439971702
539,0.006,25,0.9,0.020380742358465265
540,0.006,30,0.0,0.020432350409291956
541,0.006,30,0.1,0.0204467738631868
542,0.006,30,0.2,0.020390066787274213
543,0.006,30,0.3,0.020468583072188996
544,0.006,30,0.4,0.020420478208221658
545,0.006,30,0.5,0.02043119660259163
546,0.006,30,0.6,0.020403877662046113
547,0.006,30,0.7,0.02047089590643444
548,0.006,30,0.8,0.020450322297367738
549,0.006,30,0.9,0.02044123106629309
550,0.006,35,0.0,0.020483563416195612
551,0.006,35,0.1,0.020440755969416486
552,0.006,35,0.2,0.020441330262344248
553,0.006,35,0.3,0.020514446453456462
554,0.006,35,0.4,0.020493945936216926
555,0.006,35,0.5,0.020516839340655475
556,0.006,35,0.6,0.02041095712759199
557,0.006,35,0.7,0.020553385254240383
558,0.006,35,0.8,0.02055322166777005
559,0.006,35,0.9,0.020490896962854985
560,0.006,40,0.0,0.02052149459393355
561,0.006,40,0.1,0.020603635885419636
562,0.006,40,0.2,0.02055182422164583
563,0.006,40,0.3,0.020511289582635366
564,0.006,40,0.4,0.02051263133974841
565,0.006,40,0.5,0.02053145074496304
566,0.006,40,0.6,0.020583274590708044
567,0.006,40,0.7,0.020566077127943942
568,0.006,40,0.8,0.020560955479197257
569,0.006,40,0.9,0.020469202612438342
570,0.006,45,0.0,0.020533405081199035
571,0.006,45,0.1,0.02061990229752812
572,0.006,45,0.2,0.02058737469415595
573,0.006,45,0.3,0.02060042680615056
574,0.006,45,0.4,0.020529017831287244
575,0.006,45,0.5,0.02060382383583236
576,0.006,45,0.6,0.020586946584882526
577,0.006,45,0.7,0.020608042278429016
578,0.006,45,0.8,0.020593229001455934
579,0.006,45,0.9,0.020582930014951387
580,0.006,50,0.0,0.020713357159691137
581,0.006,50,0.1,0.0206894648336146
582,0.006,50,0.2,0.020690004320910376
583,0.006,50,0.3,0.020696236269317405
584,0.006,50,0.4,0.02070910739202569
585,0.006,50,0.5,0.020653696825904566
586,0.006,50,0.6,0.020623718735075344
587,0.006,50,0.7,0.020654833229788897
588,0.006,50,0.8,0.02073419703184253
589,0.006,50,0.9,0.02068295444015169
590,0.006,55,0.0,0.020759646909950424
591,0.006,55,0.1,0.020699997017853453
592,0.006,55,0.2,0.020645520982951145
593,0.006,55,0.3,0.02076905487227614
594,0.006,55,0.4,0.02080581658077936
595,0.006,55,0.5,0.020685047998915622
596,0.006,55,0.6,0.020728649014104022
597,0.006,55,0.7,0.0206952756338746
598,0.006,55,0.8,0.020709420642713562
599,0.006,55,0.9,0.020654450367837057
600,0.007,10,0.0,0.020265478287300055
601,0.007,10,0.1,0.020274997627648124
602,0.007,10,0.2,0.020255288938536262
603,0.007,10,0.3,0.02024727842233477
604,0.007,10,0.4,0.020233721628676364
605,0.007,10,0.5,0.020266672120477162
606,0.007,10,0.6,0.020288601408909708
607,0.007,10,0.7,0.020263012308273872
608,0.007,10,0.8,0.02027354797307592
609,0.007,10,0.9,0.0202455085559483
610,0.007,15,0.0,0.020310119990884824
611,0.007,15,0.1,0.020315168547804338
612,0.007,15,0.2,0.0203707235572982
613,0.007,15,0.3,0.02032671183565237
614,0.007,15,0.4,0.020300720729967102
615,0.007,15,0.5,0.020359853758429088
616,0.007,15,0.6,0.02029908312498218
617,0.007,15,0.7,0.020330763211215498
618,0.007,15,0.8,0.02029198625662031
619,0.007,15,0.9,0.020330286374057295
620,0.007,20,0.0,0.020431260993010805
621,0.007,20,0.1,0.02039656499876593
622,0.007,20,0.2,0.02037244817636309
623,0.007,20,0.3,0.02036798957490573
624,0.007,20,0.4,0.020354218726610616
625,0.007,20,0.5,0.02036578289783784
626,0.007,20,0.6,0.020349779268250847
627,0.007,20,0.7,0.020391690470006343
628,0.007,20,0.8,0.020335615116314296
629,0.007,20,0.9,0.02039935292988798
630,0.007,25,0.0,0.020395736624724672
631,0.007,25,0.1,0.020475683421114065
632,0.007,25,0.2,0.020426106278913735
633,0.007,25,0.3,0.02045656468746436
634,0.007,25,0.4,0.020460466398809947
635,0.007,25,0.5,0.020424270281826494
636,0.007,25,0.6,0.020498237470640755
637,0.007,25,0.7,0.020420157996407392
638,0.007,25,0.8,0.020475112608749502
639,0.007,25,0.9,0.020501815489608877
640,0.007,30,0.0,0.020419975266839467
641,0.007,30,0.1,0.02053094432301765
642,0.007,30,0.2,0.020490672466528678
643,0.007,30,0.3,0.020483340660150905
644,0.007,30,0.4,0.02049129722762282
645,0.007,30,0.5,0.020537667030835673
646,0.007,30,0.6,0.020486010252124202
647,0.007,30,0.7,0.020532790761794487
648,0.007,30,0.8,0.020397990289395745
649,0.007,30,0.9,0.020469430589327847
650,0.007,35,0.0,0.02064569849167427
651,0.007,35,0.1,0.020628095543297538
652,0.007,35,0.2,0.02050303716729157
653,0.007,35,0.3,0.020595212922479116
654,0.007,35,0.4,0.02058563093199347
655,0.007,35,0.5,0.020552781376525435
656,0.007,35,0.6,0.02059633714439225
657,0.007,35,0.7,0.02060981040453389
658,0.007,35,0.8,0.020623495979030636
659,0.007,35,0.9,0.020565314884603458
660,0.007,40,0.0,0.0206729982891222
661,0.007,40,0.1,0.020714860762992914
