,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,id0,id1
0,0.1541416,-0.79852813,0.08500376,0.7611898,-0.5997701,-0.72982264,0.30830088,-1.1666989,0.4174283,-0.31218743,-0.11716974,-1.8343737,0.084107384,-0.07942274,0.019238219,-1.1288244,-0.08041979,0.46694916,-2.4138253,-0.34229273,0.5844582,-0.5241327,1.5695484,-0.16724786,0.34456724,-0.28126094,-0.7033796,0.56025374,0.026642203,0.41407025,-0.4555506,1.5534358,DirectPBLN169,DirectPBLN169
1,0.90030646,-1.7904283,0.18498324,0.4335312,-1.0123246,0.8083401,-0.6251098,-1.6733205,0.08934958,0.24144948,0.6076565,0.1262691,-1.3555117,0.25923097,0.117786825,-1.3862214,2.7666314,-1.0297499,-0.24007052,-0.6472274,0.13203865,-0.04313813,0.7979456,0.006116748,-0.68266416,0.989544,1.264709,-0.110459656,-1.0614698,-0.94041604,-0.17871149,2.638999,DirectPT06m169,DirectPT06m169
2,0.76826775,-0.37620738,0.44299576,-0.44898993,-1.6542504,1.1210029,1.2311633,-0.33632663,3.8950286,-0.10102931,-0.25561914,-0.019866765,0.7149771,0.06661316,0.9468484,-1.2927369,-0.18061297,-0.31702754,0.79066145,-1.3425299,0.49888247,0.18864447,0.96785504,-1.6474304,0.093919516,-0.23936126,-0.42127296,0.7461447,-0.49296618,0.092238165,1.9329586,0.26357645,DirectPBLN263,DirectPBLN263
3,0.6637941,-1.8703027,1.7260339,0.8642391,0.034929276,-1.6498914,-0.52550226,1.0126518,1.1837931,1.6429675,-0.63973296,-2.3037963,0.23504972,1.001442,0.08874342,1.3407558,-1.1474102,0.017825812,-0.8345466,-0.36506793,1.3768649,1.0311631,-0.18173441,0.22938049,-0.011609085,0.75117695,-0.7663218,0.16597565,0.53333545,0.48533648,1.1374457,-0.26821935,DirectPT06m263,DirectPT06m263
4,-0.8765989,0.486957,0.024107248,1.6179016,0.18143237,-1.9413617,-0.51957273,0.09255773,-1.5379212,-1.0214124,0.5316782,0.95171136,0.83642507,1.1704166,-0.47165507,-1.7948154,-0.45486552,1.309511,-0.065466575,-0.058332324,0.041267633,-0.26708657,0.54513705,1.920028,0.13225543,1.5075488,-0.40741012,-0.81066644,-1.3086302,0.34896228,-1.9516191,-1.2268704,DirectPBLN220,DirectPBLN220
5,-0.67537063,-1.16192,-0.5773983,-0.38317117,-1.1486766,0.1387741,-0.20569074,-0.44796267,-0.20686401,-0.053489268,-1.0430176,-0.82227093,-1.254527,1.3593997,-0.9460251,1.4168092,-1.9950231,-0.5245073,1.5972989,-0.14346188,0.5762143,-0.2011903,-2.583618,0.14379014,-0.20722327,-1.5852242,1.4320627,-0.68803304,1.0005629,1.2655457,-1.1380427,-0.023593873,DirectPT06m220,DirectPT06m220
6,1.3403425,-1.1781259,-0.70232874,0.23481257,-1.7111334,-0.85787135,-1.247788,0.15517521,0.09980506,-1.5839292,-1.0948938,-0.3442607,2.786004,-2.952554,0.84702075,0.76842463,-1.1235491,1.5753269,1.518291,-0.738595,-0.67172027,0.80180633,0.046066985,0.89612234,2.0139356,0.44528225,-0.17338246,1.4376125,-1.1178224,-0.8739329,-1.5688747,-1.0489709,DirectPT18m220,DirectPT18m220
7,0.007409528,-0.019461006,0.08455819,0.14748867,-0.9791825,0.38048205,0.51143825,0.5408999,1.2733846,0.8133404,-0.55056643,-0.5371699,0.83223045,0.75132734,0.34226787,-0.4442324,-0.7938082,2.2190409,2.3154578,-0.4671604,1.3607628,-1.3903362,-0.6451244,1.3937027,-0.48146567,-0.2168167,-1.9182069,-1.1157005,-0.5757439,-0.4303475,1.4168191,0.087160155,DirectPBLN333,DirectPBLN333
8,0.80846775,-2.0023413,-0.6056637,-1.4301866,-0.18962353,-0.67032623,3.6177132,-0.6317137,-0.31041658,1.087948,-0.23480761,-0.75578904,-0.07535666,-0.09829202,-0.5829915,-0.1335991,-0.51386315,0.1249602,2.6633763,0.83713865,-1.7681258,-0.9598892,-1.4351734,0.39893234,-0.23113075,-0.25154266,0.049143493,0.4876306,-0.296596,0.25908524,1.4356284,-0.7059613,DirectPT06m333,DirectPT06m333
9,-1.1263016,-2.0103335,0.85071117,1.0041981,0.40369633,-0.53803504,-0.08351323,0.22924407,-0.115703255,0.6600488,-1.6186974,-1.5153083,0.37477526,0.15497127,-0.4023487,0.9881176,-2.3106244,0.35796243,0.47194093,-0.34065986,0.867685,0.96150976,1.0287929,-0.3870431,0.6646455,1.1264554,2.0757093,-0.86151934,-1.6912856,1.0217643,-0.5338141,-1.4944408,DirectPBLN365,DirectPBLN365
10,1.6744586,-1.2475421,-0.63562864,1.2426385,-0.6727198,0.4689247,1.0660427,0.45890754,2.3462248,0.8520685,-1.0919892,0.5798018,-0.09104325,1.6467205,-2.0802336,-0.05112827,-0.6821317,-0.010143027,-0.26828355,0.9346787,0.58576137,1.3922021,-0.4234227,-0.8896482,-0.15523435,-1.2082118,-0.36558262,-1.1306776,0.17233425,1.4022533,0.8354003,0.1212486,DirectPT06m365,DirectPT06m365
11,-0.33262414,2.0395403,-0.2861301,-0.2536397,-0.6036557,-0.72317654,-0.8026286,-0.14943007,1.084559,0.088934705,0.90684605,0.0015883148,-0.6633834,-0.097574055,-0.63849604,0.088395536,-0.41396597,1.2413584,2.0072448,0.3910142,-0.60817695,0.20160162,-1.7854254,-1.2489215,-1.3144319,0.66940916,0.38476217,-0.68760103,-0.18728375,-0.07839531,1.3455685,-1.1107949,DirectPBLN081,DirectPBLN081
12,-2.381476,1.4310799,-0.89792144,0.3923669,0.89353794,-0.44803208,-0.81460965,-0.70597684,1.269853,-0.0058515742,0.93830657,0.25768748,-1.4555725,1.6598577,1.1443295,-0.61057526,0.31288448,-0.31961972,0.6491829,0.64135647,-1.0704731,0.65141475,-0.15618467,-0.87018114,-1.0565751,1.3145906,0.59809387,0.70115745,0.17180912,-0.43472975,1.8257005,0.5220327,DirectPT18m081,DirectPT18m081
13,1.7792809,1.3628829,1.0596782,1.0682468,0.45703804,-1.1866264,1.7946208,-0.9058895,-0.41402546,-0.5280855,2.436622,0.14361665,-0.540719,-0.30421743,-0.42596182,-1.2267417,0.82626504,1.2914209,0.82162946,0.768942,0.94828844,0.29695165,-0.9045874,0.8909253,1.0374049,0.394068,-1.8021634,0.77836215,-0.02398777,-0.043465436,1.2029089,-0.3766752,DirectPBLN278,DirectPBLN278
14,1.0144554,0.74153864,0.30499873,0.92713994,-0.8248984,-0.0776287,0.3814389,-0.18733753,0.4443096,0.04395054,-0.47045797,-0.60461324,-0.3661977,1.034341,0.5395006,0.6651181,0.027400777,1.3252308,0.37472528,-2.5815191,-1.0646769,-0.68660015,-0.48535955,0.66805613,-1.1159837,-0.5781149,-0.9634941,-0.4886049,-1.3745221,-0.055849016,0.42792863,0.9469681,DirectPT06m278,DirectPT06m278
15,-0.15438965,1.8036397,1.0769413,-0.75922656,1.2804742,-0.2538458,0.054918766,-0.13841486,-0.9240085,0.005032912,-0.4510046,1.9829948,-1.8335738,0.50434023,1.0408592,-0.23513749,0.66418326,0.21101952,-0.009464979,1.0210444,-2.463357,-0.4485203,-0.19545382,0.07536429,0.44124928,0.8432818,-0.29676425,1.3811737,-0.2705651,-1.0092843,1.0639488,-0.6314926,DirectPBLN253,DirectPBLN253
16,-1.237807,2.2290275,0.73064184,-1.4806905,-0.78180456,-0.061610013,-0.3654793,-0.122805275,-0.09795973,0.0068985224,0.43100193,1.1531918,-0.3374051,2.4686327,-0.5054273,1.4525985,0.9743265,-0.154619,-0.87136143,1.1534643,-0.71432364,-0.84814787,-1.1929331,0.14975649,-2.5363324,0.6971096,-1.9439422,0.48890585,0.70117813,-0.586796,1.6990538,-1.0864148,DirectPT06m253,DirectPT06m253
17,-0.2266674,0.5079433,-0.7321316,-0.6058384,0.4718439,0.74518484,0.90187514,0.61253154,-0.7278113,1.4550163,0.5188105,1.564856,0.24616222,0.22093654,0.54332876,-0.38028693,0.04567036,0.19895865,1.3515244,-0.18151237,-0.045661837,0.8609905,0.074998915,-0.3745045,1.0352457,0.027897567,-0.433634,-0.20558771,-0.8233925,1.1217731,-0.69869924,1.3961875,DirectPBLN214,DirectPBLN214
18,0.24507596,0.9385666,-2.844695,0.055555254,0.054951698,-0.78216213,-0.11078226,0.0012184083,0.49924862,-1.3233998,1.2115079,-0.76340824,-0.21598707,-0.86734843,1.0850255,0.4722752,-0.22102185,-0.07823902,-0.86688435,-1.2853606,0.80923563,-1.318077,0.32147807,1.5530422,-0.13603622,0.3413123,0.2555114,-0.5230684,-0.8589347,-1.1794837,0.21944544,1.1428313,DirectPT06m214,DirectPT06m214
19,-0.24980357,0.28973687,-1.2939854,0.2846753,0.3327235,1.6633431,-0.3591788,1.2160729,-0.38515806,0.5411628,0.115864985,0.6260952,-0.42788845,0.9300434,0.9134138,2.9493923,1.8263607,-1.4136066,-0.7490148,2.3655841,-1.0486655,-0.28767318,0.48806027,0.18840048,0.68032396,0.76407814,-0.63552463,2.0403879,-0.3131168,-0.9562131,2.2444415,0.8321952,DirectPT18m214,DirectPT18m214
20,0.61080927,0.77507854,-0.16282734,-1.1446646,-0.86549294,0.99535596,-0.5091748,0.105495006,-1.382882,-1.3465657,-0.13457718,0.946177,-0.16494101,-0.18599133,0.1916928,-0.88052684,1.3162335,0.368855,-0.9707619,-0.35606647,-0.12711452,-0.43028122,-0.30884337,-0.13060494,-0.5170745,-0.6463073,-0.6182412,-0.49381512,0.08616038,0.6403923,0.8530121,0.6654739,DirectPBLN346,DirectPBLN346
21,1.3687553,0.33994538,1.4881744,-1.5574105,-0.44219896,-0.08882254,2.1646369,-0.33168605,1.774092,-0.6609541,-0.0040170476,-0.62117076,1.3449935,-0.6139382,0.10462886,0.60404336,-0.5545112,-2.093392,-0.6329158,-2.2710955,0.32496858,1.2879266,-0.546874,-0.062099874,0.6192666,0.4674812,-1.2955605,2.0727146,1.1887867,0.004864216,0.79188925,-0.9183198,DirectPT06m346,DirectPT06m346
22,-1.8768767,0.48777425,-0.3118026,1.8024123,-0.18925452,-0.08369104,0.7426473,-0.49029487,-1.6104969,0.8270321,-0.6755354,-0.5503874,-0.59328157,-0.48415935,0.61082387,-1.2567303,-1.2903112,0.18933026,-0.8181496,0.24280187,0.6202651,-0.077439316,-0.55803096,-0.38556266,-1.2855421,0.5342698,1.010348,-0.12333858,-1.1576862,-0.71865,-0.024274588,1.3456389,DirectPT18m346,DirectPT18m346
