,y score 0,y score 1,y pred,y test
0,0.6293763,0.3706237,0,0
1,0.43453163,0.5654684,1,1
2,0.4536416,0.5463584,1,0
3,0.47149992,0.5285001,1,1
4,0.6036422,0.39635777,0,0
5,0.5436052,0.45639476,0,0
6,0.73650724,0.26349276,0,0
7,0.58329713,0.41670287,0,1
8,0.42262328,0.5773767,1,0
9,0.60631067,0.39368933,0,1
10,0.33235282,0.6676472,1,0
11,0.3614344,0.6385656,1,0
12,0.40683895,0.59316105,1,1
13,0.53403383,0.46596617,0,0
14,0.54152775,0.45847228,0,0
15,0.6875831,0.31241694,0,0
16,0.41232038,0.5876796,1,0
17,0.61153126,0.38846877,0,1
18,0.52815473,0.47184524,0,1
19,0.31567377,0.68432623,1,1
20,0.6147145,0.38528547,0,1
21,0.5272944,0.4727056,0,0
22,0.6292176,0.3707824,0,0
23,0.4779054,0.5220946,1,1
24,0.6070487,0.3929513,0,0
25,0.4675002,0.5324998,1,0
26,0.6439876,0.3560124,0,0
27,0.42793697,0.572063,1,1
28,0.5679796,0.43202046,0,0
29,0.57045007,0.4295499,0,0
30,0.37869298,0.621307,1,1
31,0.29773164,0.70226836,1,0
32,0.5542305,0.4457695,0,1
33,0.7578266,0.24217336,0,1
34,0.63332486,0.3666751,0,0
35,0.45262665,0.54737335,1,0
36,0.357372,0.642628,1,1
37,0.571542,0.428458,0,0
38,0.35172242,0.6482776,1,0
39,0.72454697,0.27545303,0,0
40,0.69664234,0.30335766,0,0
41,0.5536943,0.4463057,0,0
42,0.58788705,0.41211292,0,0
43,0.3598758,0.6401242,1,1
44,0.65079755,0.34920245,0,0
45,0.6156533,0.38434675,0,0
46,0.403583,0.596417,1,0
47,0.4624133,0.5375867,1,0
48,0.699757,0.300243,0,0
49,0.37024933,0.62975067,1,0
50,0.668546,0.33145398,0,1
51,0.53916186,0.46083814,0,1
52,0.319811,0.680189,1,0
53,0.5601844,0.43981558,0,0
54,0.38399476,0.61600524,1,1
55,0.69324493,0.3067551,0,0
56,0.7012608,0.29873917,0,0
57,0.43129545,0.56870455,1,0
58,0.48336995,0.51663005,1,0
59,0.5111412,0.48885882,0,1
60,0.24562615,0.75437385,1,1
61,0.5260286,0.47397143,0,0
62,0.64328694,0.35671306,0,0
63,0.5307528,0.4692472,0,0
64,0.5645144,0.43548563,0,0
65,0.6109314,0.3890686,0,0
66,0.38424897,0.615751,1,1
67,0.35032433,0.64967567,1,1
68,0.40546405,0.59453595,1,1
69,0.620947,0.379053,0,0
70,0.5778694,0.4221306,0,0
71,0.51154095,0.48845905,0,0
72,0.54280066,0.4571993,0,0
73,0.61811024,0.38188976,0,0
74,0.5336598,0.4663402,0,0
75,0.48921388,0.5107861,1,1
76,0.60888374,0.39111623,0,1
77,0.4595046,0.5404954,1,0
78,0.5260869,0.4739131,0,1
79,0.46627313,0.5337269,1,1
80,0.6802757,0.3197243,0,0
81,0.7232366,0.27676338,0,0
82,0.40773708,0.5922629,1,0
83,0.60839254,0.39160746,0,0
84,0.26827538,0.7317246,1,0
85,0.46377337,0.53622663,1,1
86,0.405495,0.594505,1,0
87,0.34943557,0.65056443,1,1
88,0.44801724,0.55198276,1,1
89,0.49940246,0.50059754,1,0
90,0.48364872,0.5163513,1,0
91,0.49829632,0.5017037,1,0
92,0.6308492,0.36915082,0,1
93,0.4722646,0.5277354,1,1
94,0.3605054,0.6394946,1,1
95,0.27340698,0.726593,1,1
96,0.3955009,0.6044991,1,1
97,0.47758633,0.5224137,1,1
98,0.42031485,0.57968515,1,1
99,0.3345539,0.6654461,1,0
100,0.5337458,0.46625417,0,0
101,0.26716518,0.7328348,1,1
102,0.5770875,0.42291248,0,1
103,0.34668714,0.65331286,1,1
104,0.52682734,0.4731727,0,0
105,0.37431383,0.62568617,1,1
106,0.59172654,0.40827346,0,0
107,0.6347635,0.3652365,0,0
108,0.53901625,0.46098375,0,0
109,0.58709073,0.41290924,0,0
110,0.6074117,0.39258832,0,1
111,0.54832596,0.45167404,0,0
112,0.53642195,0.46357805,0,1
113,0.53482634,0.46517366,0,0
114,0.4875012,0.5124988,1,1
115,0.38529122,0.6147088,1,0
116,0.43135327,0.5686467,1,1
117,0.4707343,0.5292657,1,0
118,0.3264022,0.6735978,1,1
119,0.45969164,0.54030836,1,1
120,0.6174544,0.3825456,0,0
121,0.4465211,0.5534789,1,0
122,0.42428094,0.57571906,1,1
123,0.590092,0.409908,0,1
124,0.52447593,0.47552407,0,0
125,0.35432917,0.64567083,1,1
126,0.5437731,0.4562269,0,0
127,0.25855184,0.74144816,1,0
128,0.42913395,0.57086605,1,1
129,0.52232444,0.4776756,0,1
130,0.3322993,0.6677007,1,1
131,0.52826726,0.47173274,0,0
132,0.65615815,0.34384185,0,0
133,0.67156553,0.32843444,0,0
134,0.32622963,0.67377037,1,1
135,0.7091787,0.29082128,0,0
136,0.49941373,0.5005863,1,1
137,0.45000684,0.54999316,1,1
138,0.6247255,0.37527448,0,0
139,0.5896761,0.41032392,0,0
140,0.54362017,0.45637983,0,1
141,0.5898428,0.41015723,0,1
142,0.58281636,0.4171836,0,0
143,0.582376,0.41762397,0,1
144,0.6842023,0.31579772,0,0
145,0.4343112,0.5656888,1,1
146,0.42384893,0.5761511,1,1
147,0.6158357,0.38416427,0,0
148,0.66304046,0.33695954,0,0
149,0.5697242,0.4302758,0,0
150,0.56097835,0.43902165,0,1
151,0.7425753,0.25742474,0,0
152,0.46794873,0.53205127,1,0
153,0.7770318,0.22296825,0,0
154,0.49205357,0.50794643,1,1
155,0.51228076,0.48771924,0,0
156,0.50624424,0.49375576,0,0
157,0.27409875,0.72590125,1,0
158,0.29223007,0.70776993,1,0
159,0.35712355,0.64287645,1,0
160,0.39467424,0.60532576,1,0
161,0.5195253,0.4804747,0,0
162,0.33845234,0.66154766,1,1
163,0.44414878,0.5558512,1,1
164,0.33605605,0.66394395,1,1
165,0.67104006,0.32895997,0,0
166,0.47082955,0.52917045,1,0
167,0.5041311,0.49586895,0,0
168,0.40008938,0.5999106,1,1
169,0.4883263,0.5116737,1,1
170,0.6144341,0.38556585,0,0
171,0.35399938,0.6460006,1,1
172,0.59059155,0.40940845,0,0
173,0.6013131,0.3986869,0,0
174,0.3366233,0.6633767,1,1
175,0.54685485,0.45314518,0,1
176,0.64520496,0.35479504,0,0
177,0.51886475,0.48113522,0,0
178,0.62097144,0.37902853,0,0
179,0.7531212,0.2468788,0,0
180,0.3770663,0.6229337,1,1
181,0.612574,0.38742602,0,1
182,0.5920044,0.40799558,0,1
183,0.6130117,0.38698825,0,1
184,0.600747,0.39925304,0,0
185,0.45552242,0.5444776,1,1
186,0.43221068,0.5677893,1,1
187,0.40617394,0.59382606,1,0
188,0.37899095,0.62100905,1,0
189,0.5073731,0.49262688,0,1
190,0.6689701,0.33102992,0,0
191,0.5265428,0.47345722,0,0
192,0.4187109,0.5812891,1,0
193,0.34108287,0.6589171,1,0
194,0.378366,0.621634,1,0
195,0.64433354,0.35566646,0,1
196,0.5866049,0.4133951,0,1
