Time Point,X,y
0,"[ 0.23754065  0.23754065  0.23754065  0.23754065  0.23754065  0.67402984
 -0.10062966 -0.16214278 -0.16214278 -0.63259729 -0.7106942  -0.7106942
 -0.7106942   0.6373418   0.46451877  0.46451877  0.15312986  0.32473892
  0.32473892  0.23522102 -0.48852426 -0.46949497  2.2115858  -0.49511169
 -0.49511169 -0.49511169 -0.49511169  2.21146771  2.21146771  1.38869813
  1.38869813  2.06005492  0.0770608   0.93224517 -0.30234168 -0.84788567
 -0.98476603  0.59888115 -0.34232911  0.43908916  0.78713902 -0.65314137
  0.32592926  0.09644292 -0.72347394  1.58736386 -0.90948158  0.92574498
  1.38230586  0.83457574 -0.73675301  2.12138017  0.87506383  0.87506383
  0.87506383  0.87506383  0.26845535  0.26845535 -0.03627018 -0.03627018
 -0.84788567 -0.84788567  0.06829998 -0.06945465  2.11004837  2.11004837
  1.365681    1.28683452  0.1232042   0.49402486  0.32849412 -0.09511726
  0.79738459  0.46412335  0.22370052  0.17972043 -0.5860903  -0.5860903
  0.36143827  0.04980272  1.49174316  1.05510035  0.31872388 -0.46949497
  0.53562191 -0.7800191   0.14815464  0.32033833 -0.27342725  0.98797367
 -0.0439944   0.18032886 -0.47155749  0.9147032   0.9147032  -0.28042855
 -0.28042855  1.97297095  0.68577271  0.01708524 -0.01294592  0.10549125
 -0.09855202  1.89727379  0.6961252  -0.43997113 -0.19078845 -0.57750648
 -0.7800191   0.61013718  0.78265173 -0.29487923 -0.05700951  0.09275505
  0.09275505  0.09275505 -0.24678082 -0.24678082 -0.38284141 -0.37032638
 -0.56096302 -0.56096302 -0.56096302 -0.90948158 -0.7106942  -2.61486028
 -2.61486028 -2.61486028  1.08119201  0.91459809  0.91459809  0.15411622
  0.13434602 -0.5860903  -2.61486028 -2.61486028  0.87624277 -2.61486028
 -0.46949497  0.63411793  0.73695635  0.73695635  0.73695635  0.49538089
 -0.63259729 -0.22207232 -0.22207232 -0.22207232 -0.22207232 -0.93277158
 -1.04617596 -1.04617596 -1.35261323 -1.21756993 -1.35261323 -1.35261323
 -1.35261323 -1.79981315 -1.79981315 -1.79981315 -1.79981315 -1.92252197]",[-0.07258013158041178]
0,"[ 9.50970250e-02  9.50970250e-02  9.50970250e-02  9.50970250e-02
  9.50970250e-02  1.32960274e+00  1.29874735e+00  1.29806369e+00
  1.29806369e+00  8.54112947e-01 -6.68680463e-01 -6.68680463e-01
 -6.68680463e-01  5.65018029e-01  4.24402494e-01  4.24402494e-01
  1.30695387e-01  2.33819290e-01  2.33819290e-01 -2.25353737e+00
 -1.05772803e-01 -1.88174684e-03  2.35698713e+00 -3.76600979e-01
 -3.76600979e-01 -3.76600979e-01 -3.76600979e-01  2.35692443e+00
  2.35692443e+00  1.48906583e+00  1.48906583e+00  1.99655324e+00
 -1.46065676e-01  9.34730227e-01 -7.17669407e-01  8.90355855e-01
  7.60513029e-01  8.75890573e-01  5.90499847e-01  5.77007438e-01
  1.52955622e+00 -6.68680463e-01 -6.98409897e-01  1.12466163e+00
  6.50232739e-03  2.12550170e+00  9.33422973e-01  1.49447800e+00
  1.20999833e+00  6.92627392e-01 -4.25816219e-01  2.09756089e+00
  5.83293730e-01  5.83293730e-01  5.83293730e-01  5.83293730e-01
  8.87593510e-02  8.87593510e-02 -8.18809844e-02 -8.18809844e-02
 -2.89296132e-01 -2.89296132e-01 -6.26200626e-01 -7.55059149e-01
  2.09365512e+00  2.09365512e+00  1.10149713e+00  1.04310985e+00
 -1.75510063e-01 -4.42009660e-02  1.74370434e-01 -1.72280047e-01
  5.27183066e-01 -4.05214047e-01  1.93699201e-01 -3.58853871e-01
 -2.25353737e+00 -2.25353737e+00  2.74524964e-01 -1.81447035e-02
  1.28666858e+00  6.84562443e-01  8.22937206e-02 -6.68680463e-01
  8.33804314e-02 -6.26200626e-01 -5.05996660e-01  9.37402917e-04
 -2.56319150e-01  5.32030585e-01 -4.32789750e-02  7.11811478e-01
 -2.04365941e-01  1.03356757e-01  1.03356757e-01 -2.04365941e-01
 -2.04365941e-01  2.04561273e+00  5.78012312e-01 -1.26676567e-01
 -3.58853871e-01 -1.93882080e-01 -1.93882080e-01  2.03012628e+00
  3.69894771e-01 -5.10584895e-01 -8.88399882e-01 -4.25816219e-01
 -5.39586902e-01  4.72044541e-01  2.86252871e-01 -2.56319150e-01
 -3.85857501e-01 -2.23428411e-02 -2.23428411e-02 -2.23428411e-02
 -3.18363994e-01 -3.18363994e-01 -9.94357061e-01 -3.31300056e-01
 -9.94357061e-01 -9.94357061e-01 -9.94357061e-01 -1.27851888e+00
 -1.27851888e+00 -2.25353737e+00 -2.25353737e+00 -2.25353737e+00
  7.09618687e-01  5.14450959e-01  5.14450959e-01  3.54923934e-02
  2.13252793e-02 -7.17669407e-01 -5.10584895e-01 -5.10584895e-01
  4.15297308e-01  4.06717188e-01 -7.17669407e-01 -2.25353737e+00
  3.93811756e-01  3.93811756e-01  3.93811756e-01  1.71911349e-01
 -2.25353737e+00 -6.26200626e-01 -6.26200626e-01 -6.26200626e-01
 -6.26200626e-01 -1.46065676e-01 -1.46065676e-01 -1.46065676e-01
 -4.47835428e-01 -3.03500382e-01 -2.25353737e+00 -2.25353737e+00
 -2.25353737e+00 -9.94357061e-01 -9.94357061e-01 -9.94357061e-01
 -9.94357061e-01 -1.15379148e+00]",[-0.2696194317766918]
0,"[ 0.14681834  0.14681834  0.14681834  0.14681834  0.14681834  0.75259629
 -1.03473764 -1.20108508 -1.20108508 -1.6334351  -1.33122061 -1.33122061
 -1.33122061  0.75134846  0.21711593  0.21711593 -0.08882106  0.67593463
  0.67593463  0.4270867   0.32009055 -0.92418619  2.53076411 -0.46451902
 -0.46451902 -0.46451902 -0.46451902  2.53072152  2.53072152  1.56105218
  1.56105218  2.41266731  0.04498269  1.30483726 -0.14506209 -0.24563611
 -0.38080931  0.55783364  0.55050326 -0.85372893  1.68488233 -0.6720446
  1.44749946 -0.14966464 -0.42004959  1.83075003 -0.7460529   1.18040383
  1.43017977  0.88220407  0.25919245  1.98574934  0.46962596  0.46962596
  0.46962596  0.46962596 -0.26469866 -0.26469866 -0.39019587 -0.39019587
 -1.10766476 -1.10766476 -0.71951997 -0.85372893  1.97814844  1.97814844
  1.08686304  1.03892583 -0.23951617 -0.11036018  0.00565908 -0.38080931
  0.65988837 -0.14966464  0.31505375 -0.6304831  -1.10766476 -1.10766476
  0.38400866  0.07751123  1.17360933  0.7295564   0.25576675 -0.92418619
  0.14610197 -0.97491057 -0.957133   -0.57647235 -0.92418619  0.0290809
 -0.18379013  0.38086616 -0.08779255  1.06802069  1.06802069 -0.77487589
 -0.77487589  1.88059929  0.50540429  0.01380806 -0.69493982 -0.14506209
 -0.12726084  1.81911824  0.06507225 -1.10766476 -0.46451902 -0.8412596
 -0.09822303  1.02170393  0.07400423 -0.25187024 -0.27577857 -0.02374144
 -0.02374144 -0.02374144 -0.40979911 -0.40979911 -0.69493982 -0.35129858
  0.37833071  0.37833071  0.37833071 -2.34851557  0.37833071 -2.34851557
 -2.34851557 -2.34851557  1.03386524  0.84902567  0.84902567  0.79794922
  0.77618675  0.10629151 -1.20108508 -1.20108508  0.19141259 -2.34851557
  0.18973854 -1.7498181   0.62664546  0.62664546  0.62664546  0.39508306
 -2.34851557 -0.6304831  -0.6304831  -0.6304831  -0.6304831   0.33236006
  0.33126308  0.33126308 -0.21609928  0.25919245 -1.54728424 -1.54728424
 -1.54728424  0.34525035  0.34525035  0.34525035  0.34525035  0.20982116]",[0.2753681698030231]
0,"[ 0.18323088  0.18323088  0.18323088  0.18323088  0.18323088  0.79762103
  0.10058192  0.10058192  0.10058192 -0.30628152 -1.7247445  -1.7247445
 -1.7247445   0.76685535 -0.81208129 -0.81208129 -1.06607764  0.765379
  0.765379   -0.81208129  0.64126791 -0.81208129  2.67707449  0.22640359
  0.22640359  0.22640359  0.22640359  2.67698893  2.67698893  1.68720359
  1.68720359  2.66166389  0.40091319  1.66800428 -0.81208129 -0.26329584
 -0.38370102  0.07207855 -0.34125964 -0.13496108  0.71383069 -0.05665594
  0.26998549  0.10919666 -0.81208129  0.83092141 -0.54609245  0.2449636
  1.27331129  0.79035673 -0.54609245  2.02796843  0.43172257  0.43172257
  0.43172257  0.43172257  0.20797861  0.20797861 -0.22070345 -0.22070345
 -0.22070345 -0.22070345  0.01456933 -0.10652535  2.02470474  2.02470474
  1.74315956  1.63213208 -0.1502589   1.38288123 -0.15553672 -0.06441244
  0.97423634 -0.44691155  0.61401843  0.5478915  -0.40741078 -0.40741078
 -0.26329584 -0.53456133  1.71898556  1.11447063  0.3789088  -0.06836728
  0.63981836 -0.44691155  0.45965852  0.57700434 -0.54609245 -0.13496108
  0.7275723   1.20497456  0.02349178  1.46091846  1.46091846 -0.12040618
 -0.12040618  1.20197141  1.06417614  0.31641624 -0.69533058  0.26413418
 -0.06836728  0.03215632 -0.44691155 -0.54609245 -1.7247445  -1.7247445
 -1.7247445  -0.66471499 -0.22070345  0.52896219  0.36186909 -0.12040618
 -0.12040618 -0.12040618 -0.81208129 -0.81208129 -0.2014807  -0.81208129
  0.27572476 -1.7247445  -1.7247445  -1.7247445  -1.7247445   0.27572476
  0.27572476  0.27572476  0.877123    0.85048747  0.85048747  0.75788618
  0.72631045  0.27572476 -0.81208129 -0.81208129  0.45133676 -1.7247445
  0.38816585 -0.2576289  -0.81208129 -0.81208129 -0.81208129 -1.00592214
 -1.7247445   0.07946247  0.07946247  0.07946247  0.07946247 -0.44691155
 -0.44691155 -0.44691155 -0.69533058 -0.69533058 -1.7247445  -1.7247445
 -1.7247445  -1.7247445  -1.7247445  -1.7247445  -1.7247445  -1.7247445 ]",[-0.09644295722931973]
0,"[-0.12521285 -0.12521285 -0.12521285 -0.12521285 -0.12521285  0.7841777
  0.71565802  0.71470804  0.71470804  0.21236975 -1.42170203 -1.42170203
 -1.42170203  0.1468929  -0.01035587 -0.01035587 -0.34371028 -0.23093789
 -0.23093789 -0.46885799 -0.93240303 -0.68340692  2.79235561 -0.85241774
 -0.85241774 -0.85241774 -0.85241774  2.79233865  2.79233865  1.68808716
  1.68808716  2.6598305  -0.21205532  1.45842312 -1.17919604  1.11304157
  0.96608324  1.14892401 -1.6560807   1.00174955  0.30500125 -2.52522993
 -0.0512506  -0.64673236 -2.52522993  2.26835264 -0.43329386  1.56283254
  0.45289909 -0.13499653 -1.17919604  1.98375782  0.37690593  0.37690593
  0.37690593  0.37690593  0.7841777   0.7841777  -0.40090954 -0.40090954
  0.75045881  0.75045881 -0.29431925 -0.44090093  1.9622147   1.9622147
  0.99690584  0.93555406 -0.11101534 -0.494667   -0.27679344 -0.494667
  0.1816257  -0.78693147 -0.2011806  -0.81819769 -0.89020854 -0.89020854
  0.40702241  0.07562234  1.39334701  0.73482822  0.25068267 -0.75814942
  0.08187719 -1.6560807  -0.3047281  -0.09884589 -0.75814942  1.09300457
 -0.42848659  0.27984654 -0.90373486  0.31802009  0.31802009 -0.70664971
 -0.70664971  1.82736056  0.16467517 -0.54479098 -0.37118277 -0.20597357
 -0.52245557  1.57185698  0.26122137 -0.23093789 -0.89020854 -1.03518869
 -1.03518869  1.28198545  0.63211895 -0.494667   -0.27435752 -0.31004681
 -0.31004681 -0.31004681 -0.53719189 -0.53719189 -0.93240303 -0.90373486
  0.21141766  0.04496522  0.04496522  0.03887837 -1.6560807  -0.15018576
 -0.15018576 -0.15018576  0.71280059  0.36085418  0.36085418  0.25788221
  0.21896532 -0.31817413 -1.6560807  -1.6560807  -0.15018576 -2.52522993
 -0.16603946 -1.52026804  0.45387714  0.45387714  0.45387714  0.20224577
 -1.6560807  -0.78693147 -0.78693147 -0.78693147 -0.78693147 -0.06734485
 -0.25774962 -0.25774962 -0.66156517 -0.40090954 -0.39072731 -0.39072731
 -0.39072731  1.36101053  1.36101053  1.36101053  1.36101053  1.21404827]",[0.0018936373466131307]
0,"[-0.1913069  -0.1913069  -0.1913069  -0.1913069  -0.1913069   0.65494603
  0.47725591  0.46410617  0.46410617  0.01724729 -0.55784761 -0.55784761
 -0.55784761  0.37852081  0.2408557   0.2408557  -0.05411539  0.03846732
  0.03846732 -0.04967714 -0.54392702 -2.17447247  2.55457661 -0.72102202
 -0.72102202 -0.72102202 -0.72102202  2.55456571  2.55456571  1.67468999
  1.67468999  2.40469311 -0.40720826  1.33675872 -0.65700805  0.94163027
  0.81099494  1.00988679  0.50990456  0.80255125  0.55340499 -0.65700805
 -0.17464282 -0.0671437   0.12085626  1.85907611 -0.40720826  1.23180564
  1.99166455  1.47301417 -0.72102202  1.74147974  0.46410617  0.46410617
  0.46410617  0.46410617  0.21283591  0.21283591 -0.31484823 -0.31484823
  0.06112203  0.06112203 -0.33557636 -0.46568706  1.72754577  1.72754577
  0.98045871  0.89700671  0.0247687   0.12085626 -0.0837398  -0.32161052
  0.40322343 -0.84990196  0.08866288 -0.65700805 -0.65700805 -0.65700805
  0.3098437   0.01482092  1.42199363  0.9679662   0.66934204 -0.97791714
  0.30803331 -0.97791714  0.18499495  0.2384614  -0.51776975  0.92128347
 -0.32356896  0.41576655 -0.53718595  0.15762232  0.15762232 -0.51776975
 -0.51776975  1.48862178  0.23086244 -0.40059178 -2.17447247 -0.45004266
 -0.45004266  1.3462272   0.92128347 -0.65700805 -0.235213   -0.48212999
 -0.97791714 -0.27700874  0.44064733 -0.97791714 -0.25404541 -0.05861562
 -0.05861562 -0.05861562 -0.60362822 -0.60362822 -0.84990196 -0.29537333
  0.28741734 -2.17447247 -2.17447247 -2.17447247 -2.17447247  0.28741734
  0.28741734  0.28741734  1.54866127  1.52504677  1.52504677 -0.06780915
 -0.09964024 -0.60362822 -0.97791714 -0.97791714  1.52264421 -1.19349257
 -0.45004266  1.29850278  0.63398928  0.63398928  0.63398928  0.41070215
 -2.17447247 -0.48212999 -0.48212999 -0.48212999 -0.48212999  0.07338655
  0.01769462  0.01769462 -0.3577302  -0.10222415 -0.51776975 -0.51776975
 -0.51776975 -2.17447247 -2.17447247 -2.17447247 -2.17447247 -2.17447247]",[-0.017731325957453192]
0,"[ 0.12273624  0.12273624  0.12273624  0.12273624  0.12273624  1.21010562
  1.15612738  1.15612738  1.15612738  0.69261378 -2.56874382 -2.56874382
 -2.56874382  0.5736926   0.13940153  0.13940153 -0.1668376   0.46718302
  0.46718302  0.23429937 -0.02696857 -0.14616279  2.2970498  -0.61866489
 -0.61866489 -0.61866489 -0.61866489  2.29699534  2.29699534  1.30951914
  1.30951914  2.10495926 -0.33310951  0.99651512 -1.09931731 -0.38250485
 -0.51784339  0.74030776  0.12803391  0.54635967  0.42756485 -0.86961157
 -0.77917659 -0.0587503  -0.31286226  1.92401084 -0.54819368  1.27313276
  1.24778619  0.70881987 -0.77917659  1.7610905   0.60313174  0.60313174
  0.60313174  0.60313174 -0.09739078 -0.09739078 -0.29377132 -0.29377132
 -0.99395975 -0.99395975 -0.42364822 -0.5589551   1.74771573  1.74771573
  1.12183498  1.02726947 -0.4643351  -0.12088836  0.42913486 -0.31947605
  0.47842886 -0.63887541  0.02263742  0.10180297 -0.47057376 -0.47057376
  0.48391306  0.17757595  1.52803177  1.21576138  0.87593869 -1.25401048
  0.18900342 -1.25401048 -0.06528953  0.11517559 -0.00279747  0.84686505
 -0.18402927  0.13273111 -0.28643003  0.31541478  0.31541478 -0.09739078
 -0.09739078  1.30153404  0.79482132 -0.05940727 -0.23911254 -0.17092483
 -0.42364822  1.04631836 -0.34587375 -0.52517663  0.43895673 -1.42047889
 -2.56874382  0.09722388  0.08854984  0.07703131 -0.10786728 -0.09739078
 -0.09739078 -0.09739078 -0.81247596 -0.81247596 -0.29377132 -0.60583945
 -1.09931731 -1.09931731 -1.09931731 -2.56874382 -1.09931731 -2.56874382
 -2.56874382 -2.56874382  1.13445647  0.78692963  0.78692963  0.71092314
  0.69083635 -0.00749393 -1.25401048 -1.25401048  0.25071957 -1.42047889
  0.24484146 -1.47929364  0.92908254  0.92908254  0.92908254  0.6973159
 -2.56874382  0.28331057  0.28331057  0.28331057  0.28331057 -0.07737389
 -0.12759411 -0.12759411 -0.35914463 -0.35914463 -0.73472419 -0.73472419
 -0.73472419  0.53555675  0.53555675  0.53555675  0.53555675  0.39999189]",[0.36732727224182304]
0,"[ 0.2131851   0.2131851   0.2131851   0.2131851   0.2131851   1.00409967
  0.86226219  0.86046801  0.86046801  0.46157671 -0.55093981 -0.55093981
 -0.55093981  0.73267045  0.68825175  0.68825175  0.4244475   0.17358732
  0.17358732 -1.77729563  0.05709988 -1.77729563  2.43649754 -0.21153399
 -0.21153399 -0.21153399 -0.21153399  2.43646872  2.43646872  1.55629713
  1.55629713  2.38556952  0.38872971  1.43180522 -0.55093981 -0.08308917
 -0.19934166  0.76199365  0.2651161   0.58858304  0.37446873 -1.77729563
 -0.33864749 -0.03885452 -1.77729563  1.65873928  0.5073831   1.09359553
  1.5402032   1.07663438 -0.25155618  1.67434136  0.38405416  0.38405416
  0.38405416  0.38405416  0.2131851   0.2131851   0.18636172  0.18636172
 -1.77729563 -1.77729563 -0.44954406 -0.56477401  1.66848756  1.66848756
  0.97920089  0.95139512 -0.22863834  0.1425853  -0.42238277 -0.66557156
  0.5762303  -1.77729563  0.30457004 -0.44954406 -0.78935135 -0.78935135
  0.48724888  0.22434833  1.50381777  1.06484996  0.70249374  0.18636172
  0.75795261 -0.78935135  0.32302098  0.60361891 -0.78935135  1.08291855
 -0.16407602 -0.03545783 -0.37472101  0.62637817  0.62637817 -0.21153399
 -0.21153399  1.2996543   0.08874669 -0.17640553 -0.08308917 -0.55093981
 -0.44954406  1.25167763  0.37930137 -1.77729563 -0.78935135 -0.55093981
 -1.77729563 -0.56477401  0.17913166 -0.55093981 -0.47953953 -0.06012252
 -0.06012252 -0.06012252 -0.78935135 -0.78935135 -0.08308917 -1.77729563
 -0.78935135 -0.78935135 -0.78935135 -1.77729563 -0.78935135 -1.77729563
 -1.77729563 -1.77729563  1.72277921  1.7052124   1.7052124  -0.10804956
 -0.15516371 -0.44954406 -1.77729563 -1.77729563  1.70468664 -1.77729563
 -1.77729563  1.50526461  0.90071217  0.90071217  0.90071217  0.7013226
 -1.77729563 -0.25155618 -0.25155618 -0.25155618 -0.25155618 -0.31539607
 -0.55093981 -0.55093981 -0.78935135 -0.78935135 -0.44954406 -0.44954406
 -0.44954406 -0.78935135 -0.78935135 -0.78935135 -0.78935135 -0.9013988 ]",[0.4395542065172349]
0,"[-0.12835962 -0.12835962 -0.12835962 -0.12835962 -0.12835962  1.33099102
  1.31708155  1.31703267  1.31703267  0.93962168 -1.01785745 -1.01785745
 -1.01785745  0.51440099  0.31334397  0.31334397  0.06403031  0.33669932
  0.33669932  0.24992201 -0.28116819 -0.23604332  2.12399045 -0.91182575
 -0.91182575 -0.91182575 -0.91182575  2.1239854   2.1239854   1.30048195
  1.30048195  2.03173713  0.21022303  1.12841614  0.40727955  0.99801898
  0.88763514  1.06900242  0.84977996  0.79730249  0.33848398 -1.84672799
 -0.3068855  -0.21487335  0.06010238  1.59335091 -0.32155241  1.06334336
  1.35006657  0.91102798 -0.20162257  1.51662841  0.35737991  0.35737991
  0.35737991  0.35737991  0.3894371   0.3894371  -0.09579956 -0.09579956
  0.33669932  0.33669932 -0.91182575 -1.01785745  1.50747042  1.50747042
  0.92979246  0.88903179  0.16764543 -0.34242468 -0.16534953 -0.3854185
  0.3054263  -1.01785745  0.03308884 -0.40290443 -0.44691125 -0.44691125
  0.61172464  0.3623136   1.2728693   0.81190856  0.48939968 -0.14360146
  0.61840665 -0.91182575  0.39933554  0.15163621 -0.5410751   0.62321503
 -0.22174871  0.43630221 -0.28116819  0.0286843   0.0286843  -0.17106927
 -0.17106927  1.25886098  0.36675892 -0.2048753  -0.19523144  0.02022866
  0.08602808  1.14341955  0.26779259 -0.6503402  -0.77628935 -0.91182575
 -0.77628935  0.24536924  0.41534983 -0.365031    0.32759617 -0.0628092
 -0.0628092  -0.0628092  -0.365031   -0.365031   -0.23604332 -0.69930581
 -1.84672799 -1.84672799 -1.84672799 -1.84672799 -1.84672799 -1.84672799
 -1.84672799 -1.84672799  1.34880807  1.33958446  1.33958446  0.27574703
  0.24806871 -0.17106927 -1.84672799 -1.84672799  1.33406182 -1.84672799
 -0.13842545  1.14413541  0.41744942  0.41744942  0.41744942  0.2288068
 -1.84672799 -1.84672799 -1.84672799 -1.84672799 -1.84672799 -0.6503402
 -0.6503402  -0.6503402  -0.6503402  -1.84672799 -1.84672799 -1.84672799
 -1.84672799  0.9954828   0.9954828   0.9954828   0.9954828   0.88509899]",[0.005957433992202166]
0,"[ 0.1722894   0.1722894   0.1722894   0.1722894   0.1722894   1.13587532
  1.0930012   1.0930012   1.0930012   0.65048308 -2.34883343 -2.34883343
 -2.34883343  0.47384323  0.4499058   0.4499058   0.15747865 -0.36434545
 -0.36434545 -0.50645266 -0.988085   -0.988085    2.16088268 -0.5377742
 -0.5377742  -0.5377742  -0.5377742   2.16081722  2.16081722  1.21355782
  1.21355782  2.07386096 -0.0906077   1.01531701 -0.24374038  0.88878121
  0.75941628  0.68549021 -0.46024153  0.54690642 -0.06217905 -1.58336844
 -0.96636072 -0.50221886 -2.34883343  1.48274449 -0.64039349  0.86115481
  1.1176839   0.60360001 -1.03654508  2.11288582  0.60723471  0.60723471
  0.60723471  0.60723471  0.16387564  0.16387564 -0.03155154 -0.03155154
 -0.41238798 -0.41238798 -0.22673377 -0.35596089  2.10883117  2.10883117
  1.14921704  1.11481708 -0.03380595 -0.22262    -0.07564685 -0.24084228
  0.41472731 -0.61148473  0.08745518 -0.46024153 -0.64039349 -0.64039349
  0.51732752  0.22488618  1.87801359  0.86894164  0.2844178  -0.988085
  0.20091945  0.05966502  1.16159583  0.35686991 -0.48715834  0.20496065
 -0.19575514  1.42835423 -0.08172253  0.63065084  0.63065084 -0.18415914
 -0.18415914  1.84877181  0.6095044   0.01146774 -0.33982486  0.0201823
 -0.10725215  1.81633125  0.4577628  -0.72672874 -1.37694972 -0.57250665
 -0.8755776  -0.34378305  0.48274507 -0.23090124 -0.48097763 -0.0826
 -0.0826     -0.0826     -0.32259638 -0.32259638 -0.41988184 -0.75432464
 -0.37078162 -1.58336844 -1.58336844 -2.34883343 -1.58336844 -0.37735025
 -0.37735025 -0.37735025  1.2075935   0.73145331  0.73145331  0.45139379
  0.42751211 -0.16653747 -1.37694972 -1.37694972  0.55949573  0.5165215
 -0.10160702 -1.77686135  0.42402681  0.42402681  0.42402681  0.20254207
 -2.34883343 -1.09370152 -1.09370152 -1.09370152 -1.09370152  1.08832541
  1.08405783  1.08405783  0.76889004  0.93526434 -0.29070061 -0.29070061
 -0.29070061 -1.58336844 -1.58336844 -1.58336844 -1.58336844 -1.69861245]",[-0.21812686656515234]
