ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426
d0.1,1758,0,0,0,0,0,0,119,100,0,84,0,42,0,0,0,0,0,0,0,0,0,128,12,0,150,0,0,0,0,0,0,0,0,89,63,0,0,0,0,0,0,0,0,0,0,0,0,14,14,75,527,0,0,0,0,0,0,0,0,4,0,0,0,0,39,0,0,0,0,0,3,0,0,4,81,0,0,0,0,32,20,0,0,0,0,0,36,0,14,0,0,0,0,0,0,0,71,0,51,0,0,0,0,30,0,0,0,0,0,12,0,0,0,0,70,0,0,0,0,0,0,211,6,52,743,0,0,7,0,0,208,13,0,13,0,0,0,0,386,0,155,0,0,0,0,0,11,0,0,5,1,0,47,0,0,0,0,0,36,0,34,0,325,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,75,0,0,21,92,0,0,6,123,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,4,0,0,0,0,0,0,239,0,0,0,108,60,478,0,0,4,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,77,0,0,228,4,0,52,0,0,10,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,66,0,0,2015,0,0,0,0,0,0,0,0,0,0,21,0,0,18,0,0,97,0,0,0,42,0,0,30,0,0,127,0,0,0,0,0,0,0,19,0,0,0,0,59,0,74,0,0,0,0,0,0,0,0,0,0,10,0,159,0,41,3,0,0
d0.10,1748,0,0,0,0,0,0,6,226,0,28,0,16,0,0,0,0,0,0,0,0,0,83,0,0,49,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,15,16,12,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,132,0,0,11,51,0,0,0,0,70,13,0,0,0,0,0,6,0,37,0,0,0,0,0,0,0,294,0,18,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,68,0,0,0,0,0,0,28,0,22,714,0,0,0,0,0,357,0,0,114,0,0,0,0,1175,0,65,0,0,0,0,0,0,0,0,111,10,0,32,0,0,0,0,0,26,0,26,0,183,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,8,4,0,0,46,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,14,0,80,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,40,178,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,199,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,65,0,0,8,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,21,0,54,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,186,0,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,11,0,0,0,0,0,79,0,0,0,0,0,0,0,13,0,0,0,0,168,0,17,0,0,0,0,0,0,0,0,0,0,3,0,50,0,21,0,0,0
d0.11,2473,0,0,0,0,0,0,15,59,0,70,0,20,0,0,0,0,0,0,0,0,0,145,3,0,47,0,0,0,0,0,0,0,6,28,39,0,0,0,0,0,0,0,0,0,0,0,0,13,0,33,947,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,14,0,0,16,37,0,0,0,0,23,32,0,0,0,0,0,9,0,27,0,0,0,0,0,0,0,63,0,39,0,0,0,0,10,0,0,0,0,0,6,6,0,0,0,84,0,0,0,0,0,0,68,0,14,1053,0,0,2,0,0,275,14,0,40,0,0,0,0,212,0,122,0,0,0,0,0,0,0,0,18,3,0,21,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,51,0,0,9,106,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,5,0,0,0,0,0,0,60,0,0,0,59,40,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,9,0,0,0,0,0,10,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,33,0,0,141,0,0,30,0,0,1,0,34,0,0,0,23,51,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,35,0,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,17,0,0,9,0,0,156,0,2,0,0,0,0,0,14,0,0,0,0,54,0,72,0,0,0,0,0,0,0,0,0,0,19,0,61,0,45,4,0,0
d0.12,696,0,0,0,0,0,0,1,304,0,0,0,2,0,0,0,0,0,0,3,6,0,47,3,0,29,0,0,0,0,0,0,0,0,7,143,0,0,0,0,0,0,0,0,0,0,0,0,74,21,12,100,0,0,0,0,20,0,0,0,1,0,0,1,0,0,0,0,0,15,0,11,1,0,66,13,0,0,0,0,184,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,195,0,0,0,14,0,0,0,27,0,3,0,0,191,0,0,4,0,23,0,4,73,0,0,0,8,0,15,318,0,0,83,0,0,34,4,0,32,0,0,0,0,2367,0,71,0,0,0,0,0,0,0,0,166,0,0,201,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,0,7,65,0,0,61,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,459,0,0,5,0,7,0,0,0,0,0,0,6,4,0,0,0,335,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,852,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,31,0,0,1,0,0,0,0,0,0,186,0,8,64,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,299,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,8,73,0,0,0,0,556,8,5,0,0,0,0,0,0,0,0,0,0,121,0,0,0,3,0,0,0
d0.13,791,0,0,0,0,0,0,11,294,0,62,0,31,0,0,0,0,0,0,0,0,0,90,3,0,56,0,0,0,0,0,0,2,9,29,171,0,4,0,0,0,0,0,0,0,0,0,0,73,27,17,640,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,34,44,0,0,0,0,184,5,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,274,0,18,0,0,0,0,10,0,0,0,0,0,70,2,0,0,0,70,0,0,0,0,0,0,55,0,31,333,0,0,14,0,0,184,5,0,8,0,0,0,0,1186,0,48,0,0,8,0,0,0,0,0,45,6,0,79,0,0,0,0,0,27,0,0,0,246,0,0,0,0,0,2,0,0,0,0,0,0,91,0,1,0,3,23,0,0,106,78,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,2405,0,0,0,0,0,0,0,1,0,14,0,70,0,0,0,0,5,0,0,0,0,0,0,38,0,0,0,57,178,246,24,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,0,0,0,0,0,0,0,31,0,0,121,0,0,8,0,0,0,0,22,0,0,0,8,106,0,0,0,0,0,0,0,0,0,24,0,88,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,170,0,0,905,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,41,0,0,0,19,0,0,13,0,0,87,0,0,0,0,0,0,0,36,0,0,0,0,504,0,26,0,0,0,0,0,0,0,0,0,0,17,0,51,0,20,0,0,0
d0.14,1958,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,4,0,0,0,121,8,0,88,0,0,16,0,0,0,11,0,0,68,0,0,0,0,0,0,14,0,0,0,0,0,25,0,14,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,51,0,0,0,0,16,20,0,0,0,0,0,0,0,4,0,0,0,34,0,0,0,68,0,0,0,0,0,0,0,95,0,24,0,0,40,0,0,0,11,68,0,32,76,0,0,0,0,0,104,1002,0,0,10,0,0,263,7,0,12,0,0,0,0,539,0,289,0,0,22,0,7,0,0,0,22,0,0,67,0,0,6,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,4,29,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,57,598,0,0,0,0,0,0,0,18,0,0,0,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,207,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,3,0,0,0,18,0,0,0,0,0,28,0,11,12,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,46,0,0,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,37,12,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,62,0,82,0,0,0,0,0,0,0,0,0,0,194,0,0,0,16,0,0,0
d0.15,3241,0,0,0,0,0,0,0,38,0,0,0,114,0,0,0,0,0,0,0,0,0,102,49,0,75,0,0,0,0,0,0,4,0,0,43,0,0,8,0,0,0,10,0,0,0,0,0,12,10,32,56,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,55,0,0,0,0,0,0,153,91,0,8,0,0,45,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,17,8,0,0,0,0,0,0,204,0,83,0,0,0,0,0,0,0,0,37,0,0,145,0,0,0,0,0,26,0,0,0,339,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,56,0,0,0,0,0,0,4,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,24,0,0,69,0,0,26,0,0,109,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,39,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,0,0,3734,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,56,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,23,0,77,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
d0.16,3183,0,0,0,0,0,0,0,32,8,0,0,73,0,0,0,0,0,0,0,0,0,97,39,0,65,0,0,0,0,0,0,5,0,0,90,0,0,0,0,0,0,4,0,0,0,0,0,4,14,19,497,0,0,0,0,47,0,0,0,0,0,0,1,0,0,0,0,0,0,26,13,0,0,3,44,0,0,0,0,9,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,27,0,3,0,1,0,0,77,69,0,14,0,0,17,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1371,0,0,0,0,0,158,5,0,6,0,0,0,0,142,0,184,0,0,0,0,0,0,0,0,7,0,0,107,0,0,0,0,0,75,0,0,0,263,0,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,2,0,0,0,7,0,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,69,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,27,0,0,39,0,0,29,0,0,107,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,231,24,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,1,0,28,0,0,3486,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,0,34,14,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,16,0,51,0,7,0,5,0,0,0,0,0,0,1,0,0,0,18,2,0,0
d0.17,2689,0,0,0,0,0,0,0,51,19,0,0,95,0,0,0,0,0,0,0,0,0,130,17,0,85,0,0,0,0,0,0,6,0,0,39,0,0,0,0,0,0,14,0,0,0,0,0,9,20,54,602,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,4,47,0,0,0,0,19,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,65,0,0,0,0,0,0,80,187,0,58,0,0,8,5,0,0,0,66,0,0,0,0,0,0,9,0,0,1062,0,0,0,0,0,188,6,0,15,0,0,0,0,206,0,297,0,0,0,0,0,0,0,0,11,0,0,73,0,0,0,0,0,78,0,0,0,338,0,0,0,0,0,0,0,33,0,0,0,0,15,0,0,0,0,19,0,0,14,0,0,0,0,96,0,0,0,0,0,0,15,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,23,93,0,0,0,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,41,0,0,48,0,0,23,0,0,109,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,26,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,18,0,0,3156,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,71,0,80,16,0,0,9,0,0,0,0,0,0,0,32,0,0,0,0,42,0,55,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
d0.18,3153,0,0,0,0,0,0,0,39,0,0,0,120,0,0,0,0,0,0,0,0,0,173,24,0,62,0,0,0,0,0,0,9,0,0,36,0,0,0,0,0,0,10,0,0,0,0,0,13,20,35,9,0,0,0,0,71,0,0,0,3,0,0,0,0,0,0,0,0,0,38,4,0,0,2,26,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,99,0,54,0,0,8,20,0,0,0,35,0,0,0,0,0,0,0,0,0,1315,0,0,0,0,0,5,3,0,9,0,0,0,0,175,0,201,0,0,0,0,0,0,0,0,11,0,0,43,0,0,0,0,0,99,0,0,0,460,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,49,28,0,0,0,17,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,27,0,0,54,0,0,36,0,0,68,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,267,13,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,14,0,0,3586,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,52,0,43,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,0,39,0,17,0,0,0,0,0,0,0,0,6,0,0,0,17,1,0,0
