ID,0,1,2,3,4,5,6,7,8
A5940FC,-5.584755903012712,1.1640438509740758,0.15286795041102366,-0.31670385178100413,0.27701373026766635,2.0744681062282138,0.007328911390213727,-0.6361503749199509,-0.5014431850379845
A5977FC,3.5328295992264893,-1.2257027230318762,0.16339824944037393,-0.695971795574614,-0.21769398061597553,-0.7831617682171618,-0.22248649141176763,-0.22361466332638918,1.604076378730816
A5944FC,-0.9792137646229137,-1.3231845612314195,1.0087046356666396,-0.15842249184605142,2.022200506783234,-0.8488065448411141,0.8735616741866824,-0.8990430196554258,0.013027134069942433
A5949FC,1.509428697150229,-2.197971840233123,2.053068538412725,-0.6418493877020174,2.273248790330776,-1.8050985872453553,1.1677574716543289,-0.028928626005635952,0.1940189029249428
A5959FC,-4.929181479486741,0.14422973576652642,1.5987173593735566,0.4203894410684237,3.2688464172985086,-0.7250185009858224,0.028612042735160756,1.4642889430989623,-0.9812660341490048
A5945FC,-2.523903747595299,2.458131461991282,0.8373373805907811,-0.19464865851604804,0.6955998160782288,-0.01519656091922186,-2.026946423792925,0.6424123660331124,-1.634411146066101
A5930FC,-2.1108681608190785,0.7506745272387724,-0.059186666417139655,-1.2668938776496221,-1.1469988950689114,0.8167748711637517,0.6801435364153482,-1.5064902179922026,0.04870555439849413
A5965FC,4.229426647445205,-1.653532945397838,1.777818552871368,-1.5870164603263175,0.9196459950305259,-2.9136603403450567,-0.7145397218772396,0.48554469319009425,0.03189729249720902
A5941FC,-2.906417512979334,-0.07948843816791497,1.3331892925505364,0.9430220679532656,3.1141634301163372,-1.3642857696954147,0.4204875231460746,0.5866054727816618,0.09238806993508561
A5902FC,1.9563812834106116,-2.050090628948113,-2.083787443142214,-0.35191891510470014,-2.1495887494675845,1.3321585158364382,-0.32094164444994566,1.9074390667453465,-2.6857886913261937
A5924FC,-0.40565406434411466,-1.9877748387287335,0.9773476132196318,-1.9850950743740086,0.9708330850324337,-0.23663422999208122,2.034416194135597,-0.9005129146556663,0.6720136776295527
A5925FC,0.4674357213559968,-2.2004282479560406,1.077021357300612,-1.0299553900426024,-0.15382738081680122,-0.5287041040449026,0.41615363960612056,0.5750229551525775,-0.4681357837469404
A5975FC,-2.216566852918613,-1.479817603661669,-0.08827027650664745,-0.3706291029621596,-0.9942922183102426,0.8388400625670869,0.19089631978785007,3.698227342809904,-1.0194052915667142
A5905FC,2.6965015117075386,-1.6377409908323906,0.8630630501594958,0.17722999669446318,1.6626621571314462,-3.1171719658173065,1.0125064045041297,-0.6262258139396067,0.8917163604453585
