ID,Component 0,Component 1,Component 2,Component 3,Component 4
4.3.D8.Exp14,-0.4061138284697215,-2.8641044230999535,1.3860944515158913,-0.11928314444947397,0.1071815475058477
4.4.D8.Exp14,-0.18706491781705037,-3.7180766541601105,2.644358138498718,-1.3439460863433828,0.43824135063333736
4.5.D8.Exp14,-0.2255485482667771,-3.3249453511744025,1.7267791006933286,-1.8350875340681498,-0.23045772621289515
4.1.D27.Exp14,0.2839397687595153,-3.223572919272547,2.564325600277868,1.223882401176031,2.866891737844842
4.3.D27.Exp14,1.2552651333357114,-2.842461229012484,2.3441929332602363,0.7209843843998283,1.9580100865337906
4.4.D27.Exp14,1.5028266941498725,-2.5817643857172055,1.6340335485180932,-0.5952106111270165,2.7400972252972404
4.5.D27.Exp14,-0.30112484186607863,0.10016899253896594,2.2428236802496877,3.988986168676402,0.5399556704604167
4.1.D44.Exp14,4.024112372116751,1.2850522280188539,1.4618105253797482,-0.10641982565633076,0.49503199373343076
4.3.D44.Exp14,4.845653496394572,1.6659807650973673,2.1846062199739786,-0.7120608224440798,1.795096005411528
4.4.D44.Exp14,2.6438133194283657,0.33345946983013597,2.3309406999437496,1.3381352595763585,-0.2559114136586786
4.5.D44.Exp14,1.970822642246712,-1.941811781505647,-0.6311059120096015,-0.7289464559452116,0.5930159997687177
4.1.D66.Exp14,1.1304128544715542,1.2796423146178968,3.2568229771648136,3.572084527387386,-2.231224089841049
4.3.D66.Exp14,3.755144462169653,2.494648283391898,1.8825193380953924,0.1057539725246567,-1.3861374546834146
4.4.D66.Exp14,3.343908977015407,1.4555700389656965,1.7701323060264351,-0.9159653555070482,-2.0224281642474535
4.5.D66.Exp14,2.7677481208884886,1.4747730679507867,0.26780938068971444,-2.0597054680747537,-2.1276868531878708
