KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,100.0,auto,0.90840052764566,0.8353448275862071,0.8802764565992865,0.8103448275862071
linear,10.0,auto,0.9057815845824412,0.8431034482758619,0.8800470132743362,0.8206896551724139
linear,1000.0,auto,0.9073777173913044,0.8396551724137931,0.879,0.7931034482758621
linear,0.1,auto,0.9108781937017232,0.8448275862068966,0.8736410256410257,0.8034482758620691
linear,100.0,scale,0.9085179990649837,0.8439655172413794,0.8732608695652173,0.8172413793103448
linear,1.0,auto,0.9139289382933452,0.8439655172413794,0.8701349654739485,0.8103448275862071
linear,100.0,auto,0.9069197541119788,0.8413793103448274,0.8627136752136751,0.8068965517241379
linear,100.0,scale,0.9115281120312292,0.8517241379310345,0.8615182522123894,0.7827586206896552
linear,0.1,auto,0.9125505805251404,0.8413793103448276,0.8586812111041187,0.8172413793103448
linear,10.0,scale,0.9068938873626372,0.8448275862068966,0.8580221861471862,0.7965517241379308
linear,0.1,auto,0.909465209890742,0.8327586206896551,0.8554738878143133,0.8172413793103448
linear,1.0,scale,0.911880108219896,0.8474137931034484,0.8553248024613664,0.8034482758620689
linear,1000.0,scale,0.9126769706195628,0.8456896551724137,0.8539129050234853,0.8206896551724139
linear,1000.0,scale,0.9159974894316149,0.8396551724137931,0.8501221001221002,0.8413793103448274
linear,0.1,scale,0.9138556871510408,0.8482758620689654,0.8486340142751662,0.7724137931034484
linear,0.01,scale,0.8842848806565771,0.8112068965517242,0.8479060554612337,0.7586206896551724
linear,1.0,scale,0.912954706446102,0.8396551724137931,0.8479030193509525,0.7758620689655172
linear,1.0,auto,0.911259997065082,0.8456896551724139,0.8472222222222222,0.7655172413793103
linear,10.0,scale,0.911447261955374,0.8448275862068965,0.8461905899211847,0.8241379310344827
linear,1.0,auto,0.9093348771041732,0.8353448275862071,0.8454601173277296,0.8068965517241379
linear,0.1,scale,0.9115125222948872,0.8344827586206897,0.8449762187871581,0.8034482758620691
linear,0.01,auto,0.8915834456065298,0.8086206896551724,0.8449664934869362,0.7827586206896553
linear,100.0,auto,0.9149580261886264,0.8413793103448276,0.8436117256637168,0.7965517241379311
linear,1000.0,auto,0.9170539571777084,0.8431034482758621,0.8415784723931414,0.8103448275862071
linear,1000.0,auto,0.91684899485741,0.8482758620689654,0.841159420289855,0.7931034482758621
linear,100.0,auto,0.9196433516087944,0.8517241379310345,0.8409645909645909,0.7586206896551724
linear,10.0,scale,0.9185787751285648,0.8474137931034482,0.8404347826086956,0.8310344827586207
linear,10.0,auto,0.9181019167835436,0.8655172413793103,0.8402173913043479,0.7896551724137929
linear,0.1,scale,0.9148031021760408,0.8362068965517242,0.8371533672891908,0.7896551724137929
linear,100.0,scale,0.9199749642346208,0.8517241379310345,0.8340407470288626,0.7896551724137929
linear,10.0,auto,0.9134197653336982,0.8508620689655173,0.8330282179155356,0.7965517241379311
linear,0.1,scale,0.9168911637931034,0.85,0.8294441141498216,0.7620689655172415
linear,1.0,scale,0.918636769267816,0.8482758620689654,0.8292427102999791,0.7896551724137931
linear,100.0,scale,0.9138473176689332,0.8551724137931036,0.8291855203619909,0.7827586206896551
linear,10.0,auto,0.9151847890671422,0.8456896551724139,0.8273504273504274,0.7827586206896552
linear,0.1,auto,0.9114161762170372,0.8431034482758621,0.8259593513830802,0.7724137931034483
linear,10.0,scale,0.9208041140719962,0.8543103448275863,0.8242753623188405,0.7586206896551724
linear,0.01,scale,0.8947403446226976,0.8181034482758621,0.8233846153846153,0.7551724137931035
linear,1.0,auto,0.9158942958727674,0.8508620689655173,0.821556974099347,0.8068965517241379
linear,1.0,scale,0.9199850169999424,0.8517241379310345,0.8145866454689985,0.7758620689655172
linear,0.01,auto,0.8950105944016952,0.7965517241379312,0.8104308390022676,0.7137931034482758
linear,1000.0,auto,0.9210260225885224,0.8474137931034482,0.8033685064935067,0.7655172413793103
linear,0.01,auto,0.8992443679379359,0.8215517241379311,0.7996277471544134,0.7344827586206897
linear,1000.0,scale,0.9224754592971374,0.8525862068965517,0.7984057058946927,0.7620689655172412
linear,1000.0,scale,0.9287347048541078,0.868103448275862,0.7919978802331742,0.789655172413793
linear,0.01,scale,0.8980882096028633,0.8198275862068964,0.790644010908328,0.7586206896551724
linear,0.01,auto,0.8919426465174581,0.8094827586206896,0.7865580746936678,0.7413793103448275
linear,0.01,scale,0.8985420688824998,0.8112068965517242,0.7708003915367818,0.7517241379310344
