bacteria-1,bacteria-2,state-1,rho score-1,state-2,rho score-2,difference
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],1_2_SALIVA_Control,-0.6609646697388633,2_3_STOOL_GDM,0.9999999999999998,1.660964669738863
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8924423336411307,1.6820527232515206
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_Control,0.8694138660056863,1.659024255616076
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9403940886699507,1.7300044782803403
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,1_2_SALIVA_Control,-0.6574070660522273,2_3_STOOL_GDM,0.9999999999999998,1.657407066052227
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,1_2_SALIVA_GDM,-0.8142414860681115,2_3_STOOL_GDM,0.9999999999999998,1.8142414860681113
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,2_3_SALIVA_Control,-0.7035353535353538,2_3_STOOL_GDM,0.9999999999999998,1.7035353535353535
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae],k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8924423336411307,1.6820527232515206
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae],k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_Control,0.8694138660056863,1.659024255616076
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae],k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9403940886699507,1.7300044782803403
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8924423336411307,1.6820527232515206
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_Control,0.8694138660056863,1.659024255616076
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9403940886699507,1.7300044782803403
k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,1_2_SALIVA_Control,-0.6465929339477725,2_3_STOOL_GDM,0.9999999999999998,1.6465929339477723
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],1_2_SALIVA_Control,-0.6609646697388633,1_2_STOOL_Control,0.9410185302095201,1.6019831999483833
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],1_2_SALIVA_Control,-0.6609646697388633,2_3_STOOL_GDM,0.9999999999999998,1.660964669738863
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Proteobacteria,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__TM7; c__TM7-3; o__I025; f__Rs-045,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7777777777777779,1_2_STOOL_Control,0.8924423336411307,1.6702201114189086
k__Bacteria; p__TM7; c__TM7-3; o__I025; f__Rs-045,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7777777777777779,2_3_STOOL_GDM,0.9403940886699507,1.7181718664477286
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],1_2_SALIVA_Control,-0.6609646697388633,1_2_STOOL_Control,0.9410185302095201,1.6019831999483833
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],1_2_SALIVA_Control,-0.6609646697388633,2_3_STOOL_GDM,0.9999999999999998,1.660964669738863
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,1_2_SALIVA_Control,-0.6317665130568355,2_3_STOOL_GDM,0.9999999999999998,1.6317665130568353
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae,1_2_SALIVA_Control,-0.6609646697388633,1_2_STOOL_Control,0.9410185302095201,1.6019831999483833
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae,1_2_SALIVA_Control,-0.6609646697388633,2_3_STOOL_GDM,0.9999999999999998,1.660964669738863
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8924423336411307,1.6820527232515206
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_Control,0.8694138660056863,1.659024255616076
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9403940886699507,1.7300044782803403
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20; f__R4-45B,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20; f__R4-45B,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8924423336411307,1.6820527232515206
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_Control,0.8694138660056863,1.659024255616076
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9403940886699507,1.7300044782803403
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,2_3_SALIVA_Control,-0.7035353535353538,1_2_STOOL_GDM,1.0,1.703535353535354
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,2_3_SALIVA_Control,-0.7035353535353538,2_3_STOOL_GDM,0.9999999999999998,1.7035353535353535
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8924423336411307,1.6820527232515206
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_Control,0.8694138660056863,1.659024255616076
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9403940886699507,1.7300044782803403
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,1_2_SALIVA_Control,-0.6609646697388633,1_2_STOOL_Control,0.9410185302095201,1.6019831999483833
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,1_2_SALIVA_Control,-0.6609646697388633,2_3_STOOL_GDM,0.9999999999999998,1.660964669738863
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,2_3_SALIVA_Control,-0.7181096681096683,2_3_STOOL_GDM,0.9999999999999998,1.7181096681096681
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,1_2_SALIVA_Control,-0.6574070660522273,2_3_STOOL_GDM,0.9999999999999998,1.657407066052227
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,1_2_SALIVA_Control,-0.6574070660522273,2_3_STOOL_GDM,0.9999999999999998,1.657407066052227
k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,k__Bacteria; p__Firmicutes; c__Clostridia,1_2_SALIVA_Control,-0.6228448540706605,2_3_STOOL_GDM,0.9999999999999998,1.6228448540706601
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,1_2_SALIVA_Control,-0.6331305683563747,2_3_STOOL_GDM,0.9999999999999998,1.6331305683563744
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,2_3_SALIVA_Control,-0.7035353535353538,2_3_STOOL_GDM,0.9999999999999998,1.7035353535353535
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__; f__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,1_2_SALIVA_Control,-0.6331305683563747,2_3_STOOL_GDM,0.9999999999999998,1.6331305683563744
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__; f__,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,2_3_SALIVA_Control,-0.7035353535353538,2_3_STOOL_GDM,0.9999999999999998,1.7035353535353535
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8924423336411307,1.6820527232515206
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_Control,0.8694138660056863,1.659024255616076
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9403940886699507,1.7300044782803403
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,1_2_SALIVA_GDM,-0.894736842105263,1_2_STOOL_Control,0.9366221501493095,1.8313589922545725
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,1_2_SALIVA_GDM,-0.894736842105263,2_3_STOOL_Control,0.8389042793613762,1.7336411214666394
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,1_2_SALIVA_GDM,-0.894736842105263,2_3_STOOL_GDM,0.9999999999999998,1.8947368421052628
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,1_2_SALIVA_Control,-0.6472749615975422,2_3_STOOL_GDM,0.9999999999999998,1.647274961597542
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],1_2_SALIVA_Control,-0.6609646697388633,1_2_STOOL_Control,0.9410185302095201,1.6019831999483833
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],1_2_SALIVA_Control,-0.6609646697388633,2_3_STOOL_GDM,0.9999999999999998,1.660964669738863
k__Bacteria; p__WPS-2; c__; o__; f__,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,1_2_SALIVA_Control,-0.6644423963133639,2_3_STOOL_GDM,0.9999999999999998,1.6644423963133637
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,1_2_SALIVA_Control,-0.622353302611367,2_3_STOOL_GDM,0.9999999999999998,1.6223533026113668
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,2_3_SALIVA_Control,-0.7035353535353538,2_3_STOOL_GDM,0.9999999999999998,1.7035353535353535
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales,1_2_SALIVA_Control,-0.6574070660522273,2_3_STOOL_GDM,0.9999999999999998,1.657407066052227
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__; f__,1_2_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__; f__,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae,2_3_SALIVA_GDM,1.0,2_3_STOOL_Control,-0.4869869504993803,1.4869869504993802
k__Bacteria; p__Firmicutes,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,1_2_STOOL_Control,0.8676248442631803,1.65723523387357
k__Bacteria; p__Firmicutes,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae,2_3_SALIVA_Control,-0.7896103896103898,2_3_STOOL_GDM,0.9384236453201967,1.7280340349305865
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,1_2_SALIVA_GDM,-0.8348813209494325,2_3_STOOL_GDM,0.9999999999999998,1.8348813209494321
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__BS11,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,2_3_SALIVA_Control,-0.7035353535353538,2_3_STOOL_GDM,0.9999999999999998,1.7035353535353535
