ID,0,1,2,3,4,5,6,7
382747,-0.0038131947806067305,0.010960278729661502,-0.0038254266364136217,-0.015393372593656224,-0.018964659530433182,0.06871888560391443,0.024861741846006803,0.023534272979527475
386147,-0.022892002258022973,-0.04441639542133545,-0.028009143944844814,-0.0076597096823947915,0.006265105289535501,0.004198060079887276,0.04331589635459465,0.01356570728036739
382959,0.04443456618967147,0.041737807191902225,0.025385434116274964,0.007757223578822888,0.06715079042302838,0.036320805558939045,0.0011570347014210405,0.007016714739556064
Con2,-0.012120514838145746,-0.08532998554973023,-0.019577436550935863,-0.02809281573641563,0.0426366858986007,0.06324997482396467,0.037861295640551636,0.015300563356321427
Con17,-0.03636749793516889,0.018109948499258476,0.04581608696305879,-0.019025630555339873,-0.009944928083996201,-0.017962320154464462,-0.019656079438819866,-0.02217047029107462
382654,-0.027226013511156617,0.03039079879308253,0.047847367923601516,0.013602177064483358,0.04685131739360779,-0.035671831220292424,0.054649222746560075,-0.01767193043864243
382861,-0.04053010211008566,0.04895434712184441,0.011108890928985512,0.04084308312799891,-0.0469573119859659,0.05608481298866396,0.052522082775104985,0.037739464268642074
382961,0.030852395840792014,0.04341236569891889,0.0028478097796431974,-0.06511576815077906,-0.07026521569082851,-0.032607985450987545,-0.03878917644562518,0.03536848636666201
382992,0.021505648574309276,-0.0026101003702019543,0.012592246085881128,-0.14819271421771038,-0.039806126511982606,0.05483633860826027,0.0695338457793791,0.040559375164456235
382937,0.011528870587864368,0.02044617818446638,0.08433590639470406,-0.009226850905961098,-0.0016095657478591063,-0.024988865809366607,0.030785289049154015,0.009362310138153331
382407,-0.01001312496576838,-0.03412046572942909,0.053635554678835594,-0.005307638104973818,-0.0008285930204117851,0.02391150733021592,0.0510242426388371,0.015259556893025696
382721,0.02522251611497616,-0.01089213263909573,-0.012883086796713572,0.022382673556358496,-0.008875421866468995,-0.029904644932706795,0.0517615775853024,-0.017282007571475404
386174,-0.03462083223761357,-0.014524530112605925,0.08061442727880166,-0.0010703625574041416,-0.03559956121257228,-0.03672389726157035,-0.0034151420076383564,-0.03504050755601888
386073,-0.07572667895192291,-0.02209889303023795,-0.03346375892411114,0.022194351437461866,0.0186623792976492,0.024337948738358657,-0.019117653133459395,-0.035326257467098374
384150,-0.01654958818727965,0.053202320050837734,-0.044958217470951925,0.0036812676754445794,-0.017822477358966256,0.01307226858956878,0.04100720453281818,-0.0009767063933078003
382557,0.04873949059839008,-0.025871845297090565,-0.022214775189489375,-0.01203412384088291,0.004765483511882753,-0.007178224624339517,0.03481273482623316,-0.08509143371048333
386115,0.03659016704231539,-0.0513997465208236,-0.05624567005869004,0.018356396795883384,0.032482052750453835,0.00969309881447799,0.02019923207256723,-0.01860187371089843
382807,0.01171151543611035,0.050307925908945096,-0.03259578515195195,0.010446144461218837,-0.013573191369585767,-0.04750339930589185,0.016071704811269884,-0.029808461783050792
382273,0.036857076493551695,-0.0491557020948389,-0.021258476141257407,-0.018755008140665833,-0.020363261218452455,-0.006660119203082952,-0.004753625264415714,-0.03630062673826798
382511,0.0136117289518746,0.030823177583385594,-0.01770403230476512,0.05215128748870038,0.033502229604486726,-0.03158894954149899,0.037647330808939915,-0.0320164669247497
382582,-0.011506689652727838,0.05161258864121235,0.0011332742181965562,-0.0031589809411485164,-0.04820509181502528,0.05719881691856825,-0.00406401558804648,0.0038759897901744778
