Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.7957471810089023,0.7609803921568628
four,mean,log,row,0,0.8495928783382789,0.7618039215686274
four,mean,log,col,1,0.8632035608308605,0.8004901960784313
four,mean,log,col,0,0.8860308605341246,0.7793921568627451
four,mean,log,both,1,0.8310753709198815,0.7725294117647058
four,mean,log,both,0,0.8562302670623145,0.7133333333333334
four,mean,log,No,1,0.8286587537091987,0.8092549019607843
four,mean,log,No,0,0.8745163204747775,0.7983529411764705
four,mean,relative,z_after_relative,1,0.8023964391691394,0.7581960784313726
four,mean,relative,z_after_relative,0,0.8396735905044509,0.6677058823529411
four,mean,relative,No,1,0.7459394658753709,0.7343725490196078
four,mean,relative,No,0,0.7593899109792286,0.7449803921568626
four,sum,log,row,1,0.7941186943620179,0.729235294117647
four,sum,log,row,0,0.8657032640949555,0.7418431372549019
four,sum,log,col,1,0.8503109792284866,0.755921568627451
four,sum,log,col,0,0.8837483679525222,0.7526862745098041
four,sum,log,both,1,0.8372759643916914,0.7690392156862744
four,sum,log,both,0,0.8745721068249259,0.731392156862745
four,sum,log,No,1,0.8001827893175074,0.7364705882352942
four,sum,log,No,0,0.8759477744807123,0.7591568627450982
four,sum,relative,z_after_relative,1,0.8216367952522255,0.7444313725490196
four,sum,relative,z_after_relative,0,0.8502065281899109,0.7204313725490197
four,sum,relative,No,1,0.7522326409495549,0.7635294117647058
four,sum,relative,No,0,0.756672997032641,0.7604901960784314
four,pca_anna,log,row,1,0.8021483679525222,0.7578235294117647
four,pca_anna,log,row,0,0.9193412462908008,0.8185882352941175
four,pca_anna,log,col,1,0.9041816023738872,0.8449607843137256
four,pca_anna,log,col,0,0.9570290801186944,0.8142941176470587
four,pca_anna,log,both,1,0.9044439169139468,0.8259607843137253
four,pca_anna,log,both,0,0.9552890207715136,0.7797647058823529
four,pca_anna,log,No,1,0.8408118694362018,0.8157647058823531
four,pca_anna,log,No,0,0.9260617210682494,0.8511372549019608
four,pca_anna,relative,z_after_relative,1,0.8591525222551928,0.6505294117647058
four,pca_anna,relative,z_after_relative,0,0.9392261127596438,0.6496274509803921
four,pca_anna,relative,No,1,0.7216973293768545,0.7177254901960785
four,pca_anna,relative,No,0,0.734519881305638,0.7339803921568627
five,mean,log,row,1,0.8363501483679524,0.8029607843137255
five,mean,log,row,0,0.9385780415430268,0.8086470588235294
five,mean,log,col,1,0.8927750741839762,0.8326274509803921
five,mean,log,col,0,0.9507774480712166,0.7873529411764706
five,mean,log,both,1,0.9009163204747774,0.827392156862745
five,mean,log,both,0,0.9471655786350148,0.7790784313725491
five,mean,log,No,1,0.8670635014836795,0.8293921568627451
five,mean,log,No,0,0.9346029673590504,0.8325490196078431
five,mean,relative,z_after_relative,1,0.8611537091988131,0.6964901960784313
five,mean,relative,z_after_relative,0,0.9137317507418398,0.660078431372549
five,mean,relative,No,1,0.7579632047477745,0.7480196078431371
five,mean,relative,No,0,0.7663370919881305,0.756392156862745
five,sum,log,row,1,0.8757436201780415,0.8197843137254902
five,sum,log,row,0,0.9415893175074184,0.8442745098039216
five,sum,log,col,1,0.8868391691394659,0.805843137254902
five,sum,log,col,0,0.9559738872403559,0.8238039215686275
five,sum,log,both,1,0.9001827893175075,0.8465686274509804
five,sum,log,both,0,0.95560118694362,0.8210000000000001
five,sum,log,No,1,0.8784035608308605,0.8407058823529412
five,sum,log,No,0,0.9467454005934716,0.8331372549019608
five,sum,relative,z_after_relative,1,0.8698041543026707,0.6932549019607842
five,sum,relative,z_after_relative,0,0.9125614243323442,0.6758627450980392
five,sum,relative,No,1,0.74573293768546,0.748764705882353
five,sum,relative,No,0,0.7541483679525222,0.7456862745098037
five,pca_anna,log,row,1,0.8107893175074183,0.7764509803921569
five,pca_anna,log,row,0,0.9441744807121658,0.8000588235294117
five,pca_anna,log,col,1,0.9042813056379824,0.8005882352941176
five,pca_anna,log,col,0,0.9602599406528192,0.7391372549019608
five,pca_anna,log,both,1,0.9002350148367952,0.7879607843137255
five,pca_anna,log,both,0,0.964039169139466,0.7406274509803921
five,pca_anna,log,No,1,0.8458077151335311,0.8056078431372549
five,pca_anna,log,No,0,0.946145994065282,0.8384509803921568
five,pca_anna,relative,z_after_relative,1,0.8529246290801188,0.6608039215686274
five,pca_anna,relative,z_after_relative,0,0.9493637982195844,0.6752156862745097
five,pca_anna,relative,No,1,0.7387608308605341,0.7450392156862745
five,pca_anna,relative,No,0,0.7494362017804155,0.7545294117647058
six,mean,log,row,1,0.91793234421365,0.8251372549019608
six,mean,log,row,0,0.9835833827893176,0.815392156862745
six,mean,log,col,1,0.949306824925816,0.8064509803921569
six,mean,log,col,0,0.9939311572700298,0.8137058823529411
six,mean,log,both,1,0.9551002967359052,0.8063529411764705
six,mean,log,both,0,0.9928949554896144,0.8035098039215687
six,mean,log,No,1,0.9194219584569732,0.8584117647058823
six,mean,log,No,0,0.9761673590504448,0.8306274509803921
six,mean,relative,z_after_relative,1,0.9296640949554896,0.7038431372549019
six,mean,relative,z_after_relative,0,0.9837804154302672,0.7192156862745098
six,mean,relative,No,1,0.7638824925816023,0.7408627450980393
six,mean,relative,No,0,0.7780154302670623,0.7416078431372549
six,sum,log,row,1,0.920206528189911,0.8671372549019607
six,sum,log,row,0,0.9797115727002969,0.8596862745098038
six,sum,log,col,1,0.9492724035608308,0.8015490196078431
six,sum,log,col,0,0.9935537091988128,0.8116666666666668
six,sum,log,both,1,0.9411584569732938,0.7980980392156861
six,sum,log,both,0,0.9947240356083088,0.8108039215686275
six,sum,log,No,1,0.9141448071216618,0.8486274509803922
six,sum,log,No,0,0.9825958456973294,0.8397450980392157
six,sum,relative,z_after_relative,1,0.9281091988130564,0.7596274509803921
six,sum,relative,z_after_relative,0,0.9822480712166172,0.7437647058823529
six,sum,relative,No,1,0.7579940652818989,0.7621372549019606
six,sum,relative,No,0,0.7655323442136498,0.7618823529411765
six,pca_anna,log,row,1,0.8680237388724037,0.7939019607843137
six,pca_anna,log,row,0,0.9706017804154302,0.8432941176470587
six,pca_anna,log,col,1,0.9357934718100892,0.8623529411764705
six,pca_anna,log,col,0,0.9882314540059348,0.8140980392156862
six,pca_anna,log,both,1,0.9231643916913946,0.8054901960784314
six,pca_anna,log,both,0,0.9913816023738872,0.8144509803921568
six,pca_anna,log,No,1,0.8670991097922849,0.8254313725490195
six,pca_anna,log,No,0,0.9671525222551928,0.8489215686274509
six,pca_anna,relative,z_after_relative,1,0.9157008902077152,0.7117254901960784
six,pca_anna,relative,z_after_relative,0,0.9852486646884272,0.7296862745098041
six,pca_anna,relative,No,1,0.738826112759644,0.7453921568627452
six,pca_anna,relative,No,0,0.7530290801186943,0.7547254901960784
