Taxonomy level,taxonomy group,normalization 1,normalization 2,Dim Red,TRAIN-AUC,TEST-AUC
four,sum,log,No,ICA,0.9261272791023843,0.6928351449275363
four,sum,log,No,PCA,0.9289446002805049,0.7277717391304348
four,sum,log,No,None,0.9567180925666198,0.8206068840579709
four,sum,log,col,ICA,0.9643980832164564,0.7662590579710146
four,sum,log,col,PCA,0.9573673445535298,0.7757246376811595
four,sum,log,col,None,0.9567180925666198,0.8206068840579709
four,sum,log,row,ICA,0.9190421926133708,0.7035054347826086
four,sum,log,row,PCA,0.9437505843852269,0.6911231884057971
four,sum,log,row,None,0.9639451846657316,0.7540489130434783
four,sum,log,both,ICA,0.9561944834034596,0.6697192028985507
four,sum,log,both,PCA,0.958761103319308,0.7473278985507247
four,sum,log,both,None,0.9639451846657316,0.7540489130434783
four,sum,relative,No,ICA,0.8567636746143057,0.7790670289855073
four,sum,relative,No,PCA,0.8760250116877045,0.7651268115942029
four,sum,relative,No,None,0.9456632772323514,0.7309420289855072
four,sum,relative,z_after_relative,ICA,0.9473194249649368,0.6967028985507246
four,sum,relative,z_after_relative,PCA,0.945818139317438,0.7358242753623191
four,sum,relative,z_after_relative,None,0.9456632772323514,0.7309420289855072
four,mean,log,No,ICA,0.9439749883122956,0.8001086956521739
four,mean,log,No,PCA,0.9181562646096308,0.7399365942028986
four,mean,log,No,None,0.9567180925666198,0.8206068840579709
four,mean,log,col,ICA,0.9526384992987376,0.818125
four,mean,log,col,PCA,0.9575847358578776,0.7620742753623189
four,mean,log,col,None,0.9567180925666198,0.8206068840579709
four,mean,log,row,ICA,0.9269588592800374,0.7422373188405798
four,mean,log,row,PCA,0.9152366760168302,0.7022282608695652
four,mean,log,row,None,0.9557386629266011,0.7739764492753622
four,mean,log,both,ICA,0.9583327489481066,0.6191213768115942
four,mean,log,both,PCA,0.9616158251519402,0.7845380434782608
four,mean,log,both,None,0.9557386629266011,0.7739764492753622
four,mean,relative,No,ICA,0.8512581813931743,0.6947826086956522
four,mean,relative,No,PCA,0.8498094904160822,0.6905978260869565
four,mean,relative,No,None,0.9424193548387098,0.7390579710144927
four,mean,relative,z_after_relative,ICA,0.9149041608228144,0.6554800724637683
four,mean,relative,z_after_relative,PCA,0.930639901823282,0.7094293478260869
four,mean,relative,z_after_relative,None,0.9424193548387098,0.7390579710144927
four,sub PCA,log,No,ICA,0.9440684899485742,0.7295652173913043
four,sub PCA,log,No,PCA,0.9440094670406732,0.8035326086956524
four,sub PCA,log,No,None,0.9802787517531556,0.8003894927536231
four,sub PCA,log,col,ICA,0.9643916549789622,0.8038315217391303
four,sub PCA,log,col,PCA,0.9740404394576906,0.7759963768115943
four,sub PCA,log,col,None,0.9802571294997664,0.86419384057971
four,sub PCA,log,row,ICA,0.960723468910706,0.6853442028985508
four,sub PCA,log,row,PCA,0.9233707339878447,0.7731974637681159
four,sub PCA,log,row,None,0.983523842917251,0.7509057971014492
four,sub PCA,log,both,ICA,0.9635396213183728,0.8059420289855073
four,sub PCA,log,both,PCA,0.9725666199158484,0.7630887681159422
four,sub PCA,log,both,None,0.989448340345956,0.8017210144927536
four,sub PCA,relative,No,ICA,0.8676309022907901,0.7227626811594203
four,sub PCA,relative,No,PCA,0.8828336839644695,0.7347373188405796
four,sub PCA,relative,No,None,0.9544354838709675,0.7780253623188406
four,sub PCA,relative,z_after_relative,ICA,0.9714527816736792,0.6269293478260869
four,sub PCA,relative,z_after_relative,PCA,0.9805978260869566,0.6696467391304348
four,sub PCA,relative,z_after_relative,None,0.9807445067788688,0.7833061594202899
five,sum,log,No,ICA,0.9743828892005608,0.8092210144927536
five,sum,log,No,PCA,0.9561804581580178,0.823768115942029
five,sum,log,No,None,0.9850707106124358,0.8029710144927537
five,sum,log,col,ICA,0.9804990649836371,0.7691666666666668
five,sum,log,col,PCA,0.9756258765778402,0.8029076086956523
five,sum,log,col,None,0.9850707106124358,0.8029710144927537
five,sum,log,row,ICA,0.9716958859280036,0.7284057971014493
five,sum,log,row,PCA,0.9573877980364656,0.7947101449275363
five,sum,log,row,None,0.975601332398317,0.7742572463768117
five,sum,log,both,ICA,0.9768612669471716,0.7560416666666666
five,sum,log,both,PCA,0.9706346423562412,0.7384329710144928
five,sum,log,both,None,0.975601332398317,0.7742572463768117
five,sum,relative,No,ICA,0.9220371669004208,0.7297916666666668
five,sum,relative,No,PCA,0.8927857643758765,0.7415942028985507
five,sum,relative,No,None,0.9753500467508182,0.7689039855072464
five,sum,relative,z_after_relative,ICA,0.9772381954184196,0.7321739130434782
five,sum,relative,z_after_relative,PCA,0.9558730715287518,0.7228623188405797
five,sum,relative,z_after_relative,None,0.9753500467508182,0.7689039855072464
five,mean,log,No,ICA,0.9616263440860214,0.8116757246376811
five,mean,log,No,PCA,0.9575619448340348,0.7384148550724637
five,mean,log,No,None,0.9850707106124358,0.8032608695652174
five,mean,log,col,ICA,0.9705464001870032,0.7744565217391306
five,mean,log,col,PCA,0.9635629967274426,0.8305797101449275
five,mean,log,col,None,0.9850707106124358,0.8032608695652174
five,mean,log,row,ICA,0.962192613370734,0.7339492753623188
five,mean,log,row,PCA,0.966683613838242,0.7623550724637681
five,mean,log,row,None,0.9786658485273492,0.759338768115942
five,mean,log,both,ICA,0.9849240299205236,0.78375
five,mean,log,both,PCA,0.9718092566619916,0.8236594202898551
five,mean,log,both,None,0.9786658485273492,0.759338768115942
five,mean,relative,No,ICA,0.8721341748480599,0.6629619565217391
five,mean,relative,No,PCA,0.8663312295465171,0.6932789855072463
five,mean,relative,No,None,0.9776297335203366,0.7825996376811595
