Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.8689139465875371,0.7433333333333334
four,mean,log,row,0,0.8955044510385758,0.7638235294117648
four,mean,log,col,1,0.9414480712166172,0.7900980392156863
four,mean,log,col,0,0.9897744807121658,0.7736764705882353
four,mean,log,both,1,0.9523501483679526,0.7245098039215685
four,mean,log,both,0,0.993186943620178,0.7218137254901958
four,mean,log,No,1,0.8874362017804154,0.7983333333333335
four,mean,log,No,0,0.8608486646884274,0.8250980392156864
four,mean,relative,z_after_relative,1,0.8699851632047478,0.6662745098039216
four,mean,relative,z_after_relative,0,0.9319406528189912,0.6125490196078431
four,mean,relative,No,1,0.7434243323442136,0.7282352941176471
four,mean,relative,No,0,0.7734362017804155,0.7480392156862745
four,sum,log,row,1,0.8994836795252226,0.7003921568627451
four,sum,log,row,0,0.8569495548961423,0.7653921568627451
four,sum,log,col,1,0.9345697329376854,0.7420588235294118
four,sum,log,col,0,0.9900771513353116,0.7794117647058825
four,sum,log,both,1,0.9665697329376854,0.7536274509803922
four,sum,log,both,0,0.995240356083086,0.7480392156862745
four,sum,log,No,1,0.906439169139466,0.7450980392156862
four,sum,log,No,0,0.8620148367952523,0.7732352941176469
four,sum,relative,z_after_relative,1,0.8766973293768547,0.7156862745098038
four,sum,relative,z_after_relative,0,0.9433590504451038,0.6883333333333334
four,sum,relative,No,1,0.7519940652818989,0.7550000000000001
four,sum,relative,No,0,0.7670504451038577,0.7469607843137255
four,pca_anna,log,row,1,0.9300890207715132,0.7552941176470588
four,pca_anna,log,row,0,0.9999821958456974,0.8114705882352942
four,pca_anna,log,col,1,0.9918100890207716,0.8174999999999999
four,pca_anna,log,col,0,0.9985519287833828,0.8079901960784314
four,pca_anna,log,both,1,0.9996023738872404,0.8222058823529412
four,pca_anna,log,both,0,1.0,0.8174509803921568
four,pca_anna,log,No,1,0.9344451038575669,0.8163725490196079
four,pca_anna,log,No,0,0.9961246290801188,0.8638235294117645
four,pca_anna,relative,z_after_relative,1,0.9898872403560832,0.6493137254901962
four,pca_anna,relative,z_after_relative,0,0.9991513353115726,0.6777941176470588
four,pca_anna,relative,No,1,0.7453323442136499,0.7099019607843138
four,pca_anna,relative,No,0,0.7898931750741841,0.7527450980392157
five,mean,log,row,1,0.9569020771513352,0.8189215686274509
five,mean,log,row,0,0.9331750741839764,0.827843137254902
five,mean,log,col,1,0.9850919881305638,0.8239705882352941
five,mean,log,col,0,0.996919881305638,0.8317647058823529
five,mean,log,both,1,0.9966646884272996,0.8122549019607843
five,mean,log,both,0,0.9996023738872404,0.8336274509803921
five,mean,log,No,1,0.9554599406528193,0.8812745098039215
five,mean,log,No,0,0.9137744807121662,0.8827450980392155
five,mean,relative,z_after_relative,1,0.9545578635014836,0.6358333333333334
five,mean,relative,z_after_relative,0,0.9941008902077152,0.644313725490196
five,mean,relative,No,1,0.7575311572700297,0.7410784313725491
five,mean,relative,No,0,0.7982789317507418,0.7316666666666667
five,sum,log,row,1,0.9876617210682492,0.8619607843137255
five,sum,log,row,0,0.9096676557863499,0.8699999999999999
five,sum,log,col,1,0.9893412462908012,0.8150000000000001
five,sum,log,col,0,0.9960652818991098,0.85
five,sum,log,both,1,0.999293768545994,0.8476960784313725
five,sum,log,both,0,0.9999940652818992,0.8494117647058823
five,sum,log,No,1,0.9827715133531156,0.8780392156862744
five,sum,log,No,0,0.9382492581602374,0.8845098039215685
five,sum,relative,z_after_relative,1,0.9514065281899112,0.6827941176470589
five,sum,relative,z_after_relative,0,0.9957507418397624,0.6829901960784314
five,sum,relative,No,1,0.7590860534124628,0.74
five,sum,relative,No,0,0.7805578635014837,0.7234313725490196
five,pca_anna,log,row,1,0.974759643916914,0.756078431372549
five,pca_anna,log,row,0,1.0,0.804607843137255
five,pca_anna,log,col,1,0.9953768545994066,0.7987254901960785
five,pca_anna,log,col,0,0.9981958456973296,0.8033823529411764
five,pca_anna,log,both,1,0.9999821958456974,0.7951470588235294
five,pca_anna,log,both,0,1.0,0.8055882352941177
five,pca_anna,log,No,1,0.9634510385756676,0.8250980392156861
five,pca_anna,log,No,0,0.9980059347181008,0.8392647058823529
five,pca_anna,relative,z_after_relative,1,0.9912878338278932,0.6983333333333335
five,pca_anna,relative,z_after_relative,0,0.9993353115727002,0.6903431372549019
five,pca_anna,relative,No,1,0.7534362017804155,0.7362745098039216
five,pca_anna,relative,No,0,0.8098278931750743,0.7717647058823529
six,mean,log,row,1,0.9999228486646884,0.8445098039215686
six,mean,log,row,0,0.9664154302670624,0.8365686274509804
six,mean,log,col,1,0.9981483679525224,0.8395588235294117
six,mean,log,col,0,0.9986884272997032,0.8575490196078432
six,mean,log,both,1,1.0,0.8145588235294119
six,mean,log,both,0,1.0,0.8420588235294119
six,mean,log,No,1,0.9961305637982196,0.8851470588235294
six,mean,log,No,0,0.9487596439169138,0.8804901960784314
six,mean,relative,z_after_relative,1,0.9983026706231456,0.7347058823529413
six,mean,relative,z_after_relative,0,0.9999228486646884,0.757156862745098
six,mean,relative,No,1,0.7727774480712165,0.7414705882352941
six,mean,relative,No,0,0.8681721068249258,0.7663725490196078
six,sum,log,row,1,1.0,0.8741176470588234
six,sum,log,row,0,0.9601305637982196,0.8733823529411765
six,sum,log,col,1,0.9958160237388723,0.8276470588235295
six,sum,log,col,0,0.9958516320474776,0.8497058823529413
six,sum,log,both,1,1.0,0.8258823529411765
six,sum,log,both,0,1.0,0.8446568627450981
six,sum,log,No,1,0.9957151335311571,0.8756862745098039
six,sum,log,No,0,0.9631216617210684,0.8786274509803922
six,sum,relative,z_after_relative,1,0.9961186943620176,0.7641666666666667
six,sum,relative,z_after_relative,0,0.9999287833827892,0.7883333333333333
six,sum,relative,No,1,0.7599643916913946,0.7331372549019608
six,sum,relative,No,0,0.8106290801186944,0.7400490196078432
six,pca_anna,log,row,1,0.9956617210682494,0.7629411764705882
six,pca_anna,log,row,0,1.0,0.8613235294117647
six,pca_anna,log,col,1,0.9967240356083088,0.8642647058823529
six,pca_anna,log,col,0,0.9970741839762612,0.8632843137254902
six,pca_anna,log,both,1,1.0,0.8253921568627451
six,pca_anna,log,both,0,1.0,0.8488725490196078
six,pca_anna,log,No,1,0.9916142433234422,0.8387254901960783
six,pca_anna,log,No,0,0.9994896142433234,0.8744117647058823
six,pca_anna,relative,z_after_relative,1,0.9954183976261128,0.6982352941176471
six,pca_anna,relative,z_after_relative,0,0.999572700296736,0.7282352941176471
six,pca_anna,relative,No,1,0.7579050445103858,0.7335294117647059
six,pca_anna,relative,No,0,0.8381780415430267,0.7629411764705882
