,y test,y pred,y score
0,0.0,0.0,0.16872265934944153
1,0.0,0.0,0.18006278574466705
2,0.0,0.0,0.2922520935535431
3,0.0,0.0,0.22691386938095093
4,0.0,0.0,0.2185002714395523
5,0.0,1.0,0.5361574292182922
6,1.0,1.0,0.7544804215431213
7,0.0,0.0,0.49522826075553894
8,0.0,0.0,0.28664177656173706
9,0.0,0.0,0.31425267457962036
10,0.0,1.0,0.567848801612854
11,0.0,0.0,0.4268583655357361
12,0.0,0.0,0.4919660687446594
13,1.0,0.0,0.44115641713142395
14,0.0,0.0,0.38874953985214233
15,0.0,0.0,0.36324673891067505
16,0.0,0.0,0.22472937405109406
17,0.0,0.0,0.22028708457946777
18,0.0,1.0,0.6618413925170898
19,0.0,0.0,0.3764696717262268
20,0.0,0.0,0.2970121502876282
21,0.0,0.0,0.2949371337890625
22,0.0,1.0,0.5263672471046448
23,0.0,0.0,0.4659900665283203
24,0.0,0.0,0.2977222502231598
25,0.0,1.0,0.6070870757102966
26,0.0,0.0,0.47633007168769836
27,0.0,0.0,0.436609148979187
28,0.0,0.0,0.4896853566169739
29,0.0,0.0,0.31698039174079895
30,1.0,1.0,0.6636172533035278
31,1.0,1.0,0.621665894985199
32,0.0,0.0,0.38755184412002563
33,0.0,0.0,0.1851634383201599
34,0.0,0.0,0.23695652186870575
35,0.0,0.0,0.25014612078666687
36,0.0,0.0,0.3864201605319977
37,0.0,0.0,0.33611080050468445
38,0.0,0.0,0.3418750762939453
39,0.0,0.0,0.2978038787841797
40,0.0,0.0,0.2734682261943817
41,0.0,0.0,0.39687585830688477
42,0.0,0.0,0.4412175118923187
43,0.0,1.0,0.5120217800140381
44,0.0,0.0,0.3221234977245331
45,0.0,0.0,0.20063920319080353
46,1.0,1.0,0.7349775433540344
47,0.0,1.0,0.6747280955314636
48,0.0,1.0,0.6423144936561584
49,0.0,0.0,0.2791445851325989
50,1.0,1.0,0.8909266591072083
51,0.0,0.0,0.2422550469636917
52,0.0,1.0,0.5932491421699524
53,0.0,0.0,0.22623497247695923
54,0.0,1.0,0.5645151138305664
55,0.0,0.0,0.4443603456020355
56,0.0,0.0,0.41293326020240784
57,0.0,0.0,0.3565315902233124
58,0.0,1.0,0.5562705397605896
59,0.0,0.0,0.36459121108055115
60,0.0,0.0,0.4184638261795044
61,0.0,0.0,0.3095076382160187
62,0.0,1.0,0.6834741830825806
63,0.0,0.0,0.2918437719345093
64,0.0,0.0,0.16677185893058777
65,0.0,0.0,0.2840072810649872
66,0.0,0.0,0.4480462670326233
67,0.0,1.0,0.5962645411491394
68,1.0,1.0,0.7047164440155029
69,0.0,0.0,0.2797356843948364
70,0.0,0.0,0.4895530939102173
71,0.0,0.0,0.45273563265800476
72,0.0,1.0,0.5698406100273132
73,1.0,1.0,0.8145695328712463
74,0.0,0.0,0.39072364568710327
75,0.0,0.0,0.29883143305778503
76,0.0,0.0,0.20199471712112427
77,0.0,0.0,0.3205443322658539
78,0.0,0.0,0.41679808497428894
79,0.0,0.0,0.2843039035797119
80,0.0,0.0,0.2792491912841797
81,0.0,0.0,0.2413756400346756
82,0.0,0.0,0.3271488845348358
83,0.0,0.0,0.20794318616390228
84,0.0,0.0,0.39624476432800293
85,0.0,0.0,0.2186841368675232
