,y score,y pred,y test
0,0.15587827529422088,1,1
1,1.734519254583801,1,1
2,0.8116317994125649,1,1
3,1.1831402585931412,1,1
4,-0.7087914543717404,0,1
5,1.5641483309040618,1,1
6,0.8292355741300992,1,1
7,0.644587058069791,1,1
8,0.27796881306993715,1,1
9,-0.6964388425163215,0,1
10,2.081665194231533,1,1
11,0.5242003543964489,1,1
12,1.0249641583802327,1,1
13,-0.710418551157578,0,0
14,-0.3257019752164711,0,1
15,0.7090370561841804,1,1
16,0.7481786053918837,1,1
17,1.1336628162993896,1,0
18,0.1495399615491026,1,1
19,-0.307800046596532,0,1
20,1.130973957358437,1,1
21,2.0018481246679176,1,1
22,-0.25452730446155786,0,1
23,1.1463547307038326,1,1
24,-0.4601621190718254,0,1
25,2.272393421383677,1,1
26,-0.16579834412873423,0,1
27,1.1381814793239198,1,0
28,0.017881882350196054,1,1
29,0.9505758773170511,1,1
30,1.597374312118047,1,1
31,-0.9773259238330156,0,0
32,0.35303559828735687,1,1
33,0.13227026096799255,1,1
34,1.676241187052087,1,1
35,0.14122250184526186,1,1
36,1.0258228442799502,1,1
37,-0.46615609239444283,0,0
38,0.7341078079307034,1,1
39,0.09120410199729467,1,1
40,2.298403953682631,1,1
41,1.1969684270329186,1,1
42,1.5764388138652863,1,1
43,1.3632356644078736,1,1
44,-0.09248686718049237,0,0
45,0.4220897517324005,1,1
46,-0.7036381290930569,0,0
47,1.1764603260873256,1,1
48,0.6869562129057325,1,1
49,-0.5616629371064656,0,1
50,0.2955793021845284,1,1
51,0.1377452877828811,1,0
52,0.9502232942362849,1,1
53,-0.012529242328531698,0,1
54,1.9316642285544738,1,1
55,0.5883099765636212,1,1
56,0.6925422874698189,1,1
57,0.6129949372869083,1,1
58,0.5249164327998086,1,1
59,1.2960040763789376,1,1
60,0.748370455283063,1,1
61,1.572363100492205,1,1
62,1.5254561515397214,1,1
63,0.7750149990510071,1,1
64,0.2870048290249958,1,1
65,1.1082026068172355,1,1
66,0.8849841016990843,1,0
67,0.22545337502003487,1,1
68,-0.043675735929773474,0,1
69,-0.4374757513213656,0,0
70,0.9919785937668739,1,1
71,0.22792292114160317,1,1
72,0.072936720032721,1,0
73,1.343695979116942,1,1
74,0.023744669572483,1,0
75,0.8647977384691411,1,1
76,0.24666665204088062,1,1
77,-0.20382671484530812,0,1
78,0.23658002939710182,1,0
79,-0.15663051407982154,0,0
80,1.032368140907491,1,0
81,-0.4412180497021361,0,0
82,-0.4990979683240906,0,0
83,1.4362309197428678,1,1
84,1.4495170216541653,1,1
85,0.2680056188223607,1,1
86,0.9440318823109366,1,1
87,-0.6177164790990843,0,0
88,-0.500563805974664,0,0
89,-0.1308035863538824,0,1
90,0.419069252948547,1,1
91,-0.23929353858417274,0,0
92,0.6864534499448852,1,1
93,1.6314397134930654,1,1
94,-1.382319888592397,0,0
95,1.081781200331765,1,1
96,1.2323454871130468,1,1
97,-0.8770171613569611,0,0
98,0.673724616877337,1,1
99,-0.7383809477202368,0,1
100,-0.09197497321790943,0,1
101,0.11616913178426214,1,1
102,-0.5197893397761417,0,1
103,0.7854376441140363,1,1
104,0.23538900920503342,1,1
105,-0.5803768252992447,0,1
106,1.2624483922936889,1,1
107,-1.2248181485745662,0,0
108,-0.511746959413411,0,0
109,0.13361317695088126,1,1
110,-1.0066514069160373,0,1
111,0.43381163246282833,1,1
112,-0.11814162434446002,0,1
113,-0.17566900792030143,0,1
114,0.5828444055768979,1,1
115,1.731134639779619,1,1
116,0.5504906284259964,1,1
117,0.24678140765660406,1,1
118,0.96186895907225,1,1
119,-0.8086791197802317,0,0
120,0.43373582976785896,1,1
121,1.0218338696501226,1,1
122,-0.026791578315379427,0,0
123,1.0979145403292192,1,1
124,0.013843301906760919,1,1
125,1.838288739285433,1,1
126,-1.0101008059597836,0,0
127,1.5676767385074604,1,1
128,0.8239928732867322,1,1
129,0.8803470571962311,1,1
130,1.4505979255442776,1,1
131,0.531897739930776,1,1
