KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,0.1,auto,0,0.5644230769230768,0,0.5083333333333333
linear,10.0,auto,0,0.610576923076923,0,0.4916666666666667
linear,1.0,scale,0,0.5971153846153846,0,0.4666666666666667
linear,0.1,scale,0,0.5855769230769231,0,0.4083333333333333
linear,0.01,auto,0,0.526923076923077,0,0.4
linear,10.0,scale,0,0.6076923076923076,0,0.4
linear,1000.0,auto,0,0.6028846153846154,0,0.38333333333333336
linear,100.0,scale,0,0.625,0,0.3833333333333333
linear,0.01,scale,0,0.5221153846153846,0,0.375
linear,100.0,auto,0,0.625,0,0.35000000000000003
linear,1.0,auto,0,0.6048076923076924,0,0.35
linear,1000.0,scale,0,0.6105769230769231,0,0.3416666666666667
