ID,Unassigned;p__;c__;o__;f___0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
244,-0.5441435707785874,1.5898055298280551,-0.24846607815879465,0.6071001920468517,-0.2174072773312868,0.615248679245241,0.5544527631905194,-0.38152506956197146,1.9198149200414152,-0.6448040875106286,-0.4825979497232442,-0.22580869993481237,-0.7157951970906166,-0.15671464992485964,-1.1017351323908273,0.5230653198679519,-1.181316363236942,-0.6670815370352903,-0.5826926242084927,-0.3259360534144627,0.5569098369589732,-0.05422216742541916,5.461114420459755,-0.80705781485692,-0.4134250033335414,1.7788461474420658
252,0.26875821413845585,1.084679142669462,0.04179015094427073,-1.1944471888559136,2.9838567807983742,0.05990506857282054,0.13034662518797732,-1.3366833337477222,-0.6493320473061549,-1.1158456886028025,-0.46723539771724315,-0.9632558981440702,-0.4614210405584357,0.43422178278877654,-1.879219778673248,0.36666065188143965,-1.1632287866595552,0.049517523825656926,-0.3782854368373933,-0.3398286531196238,-0.2680716892922274,-0.4594884433760068,-0.15531502503363262,-0.7291712759582725,-0.3061608888932298,-0.3964814301976296
210,0.18952150625376638,-0.5757125827533718,0.8017672018223286,-0.7539092501356276,1.417313191742536,-0.749089708452569,0.9734796696997021,-1.2626278902222041,1.3389182752250188,-1.0743757420475766,-0.6395583244575334,-0.8370248761917547,1.7488627296263015,-0.7085647542608905,-1.0748047131200271,0.15684237399270545,-1.9750492461572906,-0.9101642723687624,0.25490345247997476,-0.3577585414310365,0.4661170083343099,-0.3772110020256783,0.8878957834675432,-1.1455248766321653,0.32185504450693087,-0.3964814301976296
108,-0.22252980921793494,-0.6578706249942026,-0.822491546010393,-1.0269756527182885,-0.7852545668221387,-0.9531911003494673,-0.5118265583831846,-0.10577790027350531,-0.6564193861605042,0.6450967530046533,2.5946056047178194,-0.8745299091480884,-0.8082077743660611,-0.7749295957297373,-0.8635585095348727,0.6669160280615527,-1.1921659828801037,-0.6119059293671247,-0.22535064950253128,6.02211460629516,-0.539219728821298,-0.49653915577953345,-0.49377973795678365,-0.36366365824682,-0.4145256615547645,-0.3964814301976296
173,0.2514779277897989,-0.81062378018906,-0.33645920780828403,-0.1868611516790649,5.53884097402985,0.2714558189141549,0.3087829344862421,-1.0989726786645053,0.7699717698427013,-1.048268505962374,-0.24332102824122492,-0.840105144666583,0.4757334113238568,0.2019049068431313,-0.4844364913407105,-0.13100059785106252,-1.0034848739073425,-0.5043883033077381,0.389624090309668,-0.4391834790313002,-0.6445145186998591,-0.08869094766307373,-0.6263917271907636,-0.6045622823556585,-0.4272241324030201,-0.3964814301976296
213,0.27229947733427456,0.1687494734034114,-1.6291374832498615,0.009804425796327282,-1.106928567176367,-1.0085342612042358,-0.8417358790372375,1.1782892639418987,-1.2399738918447392,-0.010609784452416482,2.5853479939391737,0.02219024263033514,-1.0065286477814144,0.3562339267170731,-0.33186427617981845,0.3962021853739502,0.42685366435381905,1.1257177017486464,-0.48512538399950494,-0.3443357753833093,0.5054564093211062,-0.1313440914742585,-0.5829448558650129,1.647932802746898,-0.3521027595908153,-0.3964814301976296
194,0.5662622779930091,-0.4811161201926283,0.23419426860198891,-0.13420380855090214,-0.6299795852173558,0.4320476709356636,0.35458916827237325,-0.6805169796818122,-0.243030936047563,-0.16892680767346713,0.13781563527372312,-0.46408324500230763,0.8202651821661119,-0.43650194965309386,-0.4928476577236449,-0.3304524961121747,0.09701176143454594,-0.29724360934172533,-0.38686929614110566,-0.3440009518422823,0.5095159418494535,-0.12994068789323876,0.7194478023486728,0.5335494689301777,1.0109194754106787,-0.3964814301976296
164,-1.1846099962577628,-0.08557078044283518,-0.20750710738529002,-0.285624866754115,1.3150205900222827,-0.359766923011129,1.184740664023809,-0.0815903810691156,0.315310217002153,-1.0357826937031225,-0.4759475018430287,-0.5198500181295838,-0.5199326528344451,0.3431767642772891,-0.41206692392081495,-0.5945820369039891,-0.47491679819078253,-0.4731177875491597,-0.1637938873563851,-0.3373778341079583,-0.6445145186998591,-0.4340699347497468,-0.29701465862843407,-0.38241704614812055,-0.33418696886617577,-0.3964814301976296
186,0.24984647894613063,-0.8435362175654584,1.986390472859459,-0.006293653892408535,2.3441200788695093,0.8184949323937408,-0.6079494024839852,-0.9046408606131426,-0.3406893081825703,-0.7788428763450914,-0.3577988682572688,0.830241484364462,-0.2877148175201974,-0.21593494314917877,0.23646425610150634,-0.1992477190145332,-0.3690665224263923,-0.7278249367138923,-0.3205407020309061,-0.26928691831282225,-0.5157712162248596,0.024972950432558674,-0.4901850469947738,-0.24399897772574947,-0.40134689328428125,3.745627411948461
107,0.2485151068529582,-0.3035567149605835,-1.844510020821205,-1.1413720200590232,-0.7136535257245707,-0.8157536813420102,-0.3490929516147877,-0.1323050265374008,0.6363945628979217,0.9722880021142007,0.8984133177343305,0.5048389108805997,-0.20887181328923984,1.2212676370080349,1.0439170567455334,-0.748490265137324,2.2077807874113615,-0.3906925307430027,-0.4582172743568544,-0.3181776878567272,-0.6445145186998591,-0.30347675784489864,-0.4079777452733405,0.19700250660206423,-0.4272241324030201,-0.3964814301976296
131,-0.1908605039382561,-0.11396380404148994,-1.250471560618124,0.6010996010323889,-0.8786287939716895,0.17501129017543363,0.388601076434814,-0.13568318048179184,2.2184461218400022,-0.769453385023462,-0.4221435226721309,0.0912429138300136,1.7976231807875436,0.85747871899961,0.4123580205167073,-0.4068448618196528,-0.084852758188082,0.3655212127729656,-0.42985332195240306,-0.2906043369432379,-0.6445145186998591,-0.528895609335902,4.329563308635792,-0.014702731111030874,-0.4272241324030201,1.8720837429989252
167,-0.30065211891652366,-0.0876552261530136,-1.3924530462660807,1.4563060435213928,-0.8054436036941537,-0.03731511173207333,-0.12702940798202014,0.29134129943239323,-0.8568190491292609,0.2349367535510169,0.7029808165079388,-0.8862571693572446,-0.6456705775219698,-0.3259914281632623,1.9740328148139046,0.9054931892845107,0.33540064643041173,-0.255895954163216,-0.42591744034459345,-0.13437284491616988,-0.6445145186998591,-0.528895609335902,-0.5448709339653608,2.273010405874709,0.15774642943678588,-0.24635338325224648
191,1.185038721340954,-0.6177277793647246,0.0006231644948803695,-0.24912210878264476,-0.7116509726741049,-0.5285847095741448,2.076064582787776,-1.174773076263584,-0.9977136410149396,-1.201891788910398,-0.384309121149933,-1.460760855573562,-0.9344357532615176,-0.0014995520644009602,-0.5251920273350614,-0.10653299194551852,-0.20847762780601267,-0.9101642723687624,-0.19532289800871003,-0.4391834790313002,-0.6445145186998591,-0.528895609335902,-0.6609635829801483,-0.07544044213007392,-0.4272241324030201,-0.09972497164675499
241,0.4980672580914526,2.568745626558702,-0.2588378445609432,0.6545920677051938,-0.8214178345131852,-0.43634039142750813,0.14815937125975695,0.5898008789682881,-0.5160534617868138,1.018061967315001,-0.4144759645794363,-0.7497011321238048,-0.2390420737382833,0.40995355003178713,2.0941853056373225,-0.44418892189385933,1.2963693912758212,3.2014330858703626,0.033068155692354835,-0.08002504114789702,0.26268931578487076,-0.4173843037128259,-0.6474650904161671,3.264912757847105,-0.2594650669227761,-0.33751612651006874
