ID,Unassigned;p__;c__;o___0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_1,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2_0,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_2,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales_0
244,0.37584746284834186,1.5898055298280551,-1.1099051987873696,-1.0855728143171197,-0.4846964609102585,0.8193472685755719,-0.4825979497232442,-0.22580869993481237,-1.6624774189064562,0.13182935990166697,-0.5405584117730936,-0.5826926242084927,-0.3259360534144627,0.3554538599460372,5.461114420459755,-0.80705781485692,-0.4134250033335414,-0.6437525463111742,1.7788461474420658
252,-0.7526714403240212,1.084679142669462,-2.303077172672157,0.9794494314017761,-0.011094193060283374,-0.7136074743436734,-0.46723539771724315,-0.9632558981440702,-1.8789669522123127,0.20299471925497026,-0.7960670462639248,-0.3782854368373933,-0.3398286531196238,-0.5144627035306931,-0.15531502503363262,-0.7291712759582725,-0.3061608888932298,-0.7064106074316514,-0.3964814301976296
210,-0.6367563723453108,-0.5757125827533718,-2.289135364907569,-0.9461049625835959,-0.463349919674061,-0.5561510482844716,-0.6395583244575334,-0.8370248761917547,-2.8767817464175383,1.7979338841172996,0.3553187744110156,0.25490345247997476,-0.3577585414310365,0.06286603994904572,0.8878957834675432,-1.1455248766321653,0.32185504450693087,0.6512587112020739,-0.3964814301976296
108,-0.06033478045291809,-0.6578706249942026,1.351603609735856,-0.7812084954215512,1.0367534653353572,-0.5792568206477018,2.5946056047178194,-0.8745299091480884,-1.7122944454809466,-0.3894765914766347,-1.0035756990244473,-0.22535064950253128,6.02211460629516,-0.7323921309754626,-0.49377973795678365,-0.36366365824682,-0.4145256615547645,-0.19476056753038645,-0.3964814301976296
173,-0.7526714403240212,-0.81062378018906,-3.524275795910317,1.8174343761651532,-0.6431430819659302,-0.16526137127591461,-0.24332102824122492,-0.840105144666583,-1.3472909968606566,-0.2467609825136575,-0.5559797808050494,0.389624090309668,-0.4391834790313002,-0.5184545572682738,-0.6263917271907636,-0.6045622823556585,-0.4272241324030201,-0.8490377835360261,-0.3964814301976296
213,-0.7526714403240212,0.1687494734034114,2.0745523404410453,-0.8866460858860448,0.6667963842556982,-0.3467817603430866,2.5853479939391737,0.02219024263033514,1.0409147614249485,-0.7935706083063929,-1.1438233854766726,-0.48512538399950494,-0.3443357753833093,0.2645373568749218,-0.5829448558650129,1.647932802746898,-0.3521027595908153,-0.7044276028650611,-0.3964814301976296
194,-0.7526714403240212,-0.4811161201926283,-0.3216886664184875,-0.2805924563525756,-0.6994872970111804,-0.3454868224608026,0.13781563527372312,-0.46408324500230763,-0.4544033247949012,0.3059971955589917,-0.01001622922040968,-0.38686929614110566,-0.3440009518422823,0.26840023604304414,0.7194478023486728,0.5335494689301777,1.0109194754106787,-0.351681974574718,-0.3964814301976296
164,1.2763299982493106,-0.08557078044283518,-1.4171124252151293,-0.520506624232824,-0.5732840587827122,-0.5167396169683718,-0.4759475018430287,-0.5198500181295838,-0.6546329121157047,-0.45286636322606844,-0.2107947197386546,-0.1637938873563851,-0.3373778341079583,-0.762674381116602,-0.29701465862843407,-0.38241704614812055,-0.33418696886617577,-0.4914306080414578,-0.3964814301976296
186,-0.7526714403240212,-0.8435362175654584,-2.2285820219184584,2.663651051982214,-0.7566251522853923,0.436280645145446,-0.3577988682572688,0.830241484364462,-0.4804925635358449,0.22913354712786246,0.5008281465323997,-0.3205407020309061,-0.26928691831282225,-0.34704678193633237,-0.4901850469947738,-0.24399897772574947,-0.40134689328428125,-0.09534932499953161,3.745627411948461
107,-0.7526714403240212,-0.3035567149605835,1.0841696686055817,-0.9284614422361535,2.875349952632811,-0.47961110944191265,0.8984133177343305,0.5048389108805997,2.2992642818345024,0.2282442709486058,-0.2479609128187725,-0.4582172743568544,-0.3181776878567272,-0.6703310601504893,-0.4079777452733405,0.19700250660206423,-0.4272241324030201,0.4526660334826714,-0.3964814301976296
