,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
B001VVC,1.3273035287857056,-0.22701837122440335,1.0512720346450806,1.0941400527954102,-0.05332589894533157,-0.9351804852485656,0.1408250629901886,-0.17735198140144348,0.3874859809875488,-0.15856415033340454,0.5422289967536926,-1.6032218933105469,-0.13969793915748596,0.0720391571521759,0.0697837620973587,0.17014354467391968,0.3780664205551148,0.1403164267539978,0.2715357840061188,0.2926223874092102,-1.330618143081665,-0.694424569606781,-1.1791800260543823,0.9925498366355896,0.9815195202827454,-0.7313290238380432,1.216213941574097,0.09953977167606354,-2.1546401977539062,1.5282386541366575
B002LA,-0.7711417078971863,1.0888981819152832,0.00965730845928192,-0.7065912485122681,-0.576474666595459,0.4525890350341797,-1.0313011407852173,0.3324321806430817,0.9990593791007996,0.04601302742958069,-1.1531836986541748,0.5438747406005859,0.1684992015361786,0.7810441255569458,-0.24719566106796265,-0.12543171644210815,0.32794031500816345,0.440480500459671,0.5256956815719604,-0.4704031348228455,0.14791467785835266,-1.1013040542602541,-1.532012104988098,-0.3005910217761993,-0.4009003341197968,-0.15752318501472473,-1.0492050647735596,-0.9872112870216371,0.41495928168296814,-1.7909502983093262
B002LA,-0.7367750406265259,0.4137087762355805,-0.6086664795875549,1.3331056833267212,0.020855788141489032,0.16073250770568848,0.2801527678966522,-0.10084115713834764,-1.3228358030319214,1.14385187625885,1.315437078475952,0.483244001865387,0.09572041779756546,0.7776070833206177,-0.5279068946838379,1.137620210647583,-0.09848205745220184,-0.8510015606880188,-2.1489477157592773,-1.3390449285507202,0.01069166138768196,0.6608619689941406,0.8154402375221252,0.3807829022407532,-0.01056040823459625,-1.4531500339508057,-1.0731527805328371,0.2138763666152954,-0.2920626699924469,-0.7997678518295288
B003SC,0.5099050402641296,-1.6373825073242188,1.6694324016571045,1.6319410800933838,0.19817154109478,0.9594827890396118,-1.0780770778656006,2.1893489360809326,-0.20543164014816284,-0.3174326717853546,1.8556034564971924,-0.13036994636058807,-1.5310841798782349,1.1045739650726318,-0.7847068309783936,1.2003048658370972,-0.443334698677063,0.8580206632614136,-0.1901252567768097,0.7703405022621155,1.2332838773727417,1.3557518720626829,0.7778984904289246,1.1022298336029053,-0.6403307318687439,1.1471421718597412,-0.8326401710510254,0.8562743067741394,1.1486495733261108,0.7218399643898009
B003SC,0.26211634278297424,0.07724934071302414,-0.015347652137279509,1.9236109256744385,0.3382123410701752,-1.2281776666641235,0.2563548982143402,-0.3790024518966675,0.21743619441986084,0.5546600818634033,-0.2334866523742676,0.8083368539810181,0.3088280558586121,-0.015597939491271973,0.9169240593910216,-0.3057500422000885,-0.27504420280456543,-0.888843834400177,-0.4643355309963226,0.2712606191635132,-1.660125970840454,0.2402964234352112,0.2710080146789551,-1.5895612239837646,-0.641114354133606,1.0674326419830322,-0.8403558135032654,-0.7934770584106445,1.2464202642440796,-0.9876862168312072
B003SC,-1.0205880403518677,1.2898024320602417,0.6579273343086243,-0.2126372754573822,-1.1305384635925293,0.5080103278160095,-0.4209111034870148,-0.026711000129580498,0.7178703546524048,1.0041227340698242,-0.5665040016174316,-1.7929662466049194,0.8758966326713562,1.3255101442337036,-0.74786776304245,-0.3425447344779968,1.1244258880615234,-0.5009008646011353,0.8880311846733093,0.630903422832489,-0.16471925377845764,-0.4444116950035095,0.3838366568088532,0.11690352857112885,0.8411577343940735,0.6520249843597412,-1.3719202280044556,-1.333252191543579,-0.9058796763420104,-0.475436270236969
B004GS,-0.8014926910400391,-0.4204167127609253,0.4708413779735565,0.3923864662647247,-0.1678522825241089,-0.1826021671295166,-0.06581616401672362,-0.3850321769714356,-1.8331518173217771,-0.6241515278816223,0.4371945559978485,-0.9504503011703492,0.2483486533164978,0.16010865569114685,1.264533519744873,1.7248506546020508,-2.0514478683471684,-0.6374148726463318,0.9278055429458618,1.0406775474548342,-0.11487789452075957,0.2197672724723816,-1.2731767892837524,0.10468542575836183,0.023078810423612598,0.7462360858917236,1.7837975025177002,0.20172683894634247,0.6827259659767151,-0.6546061038970947
B004GS,-1.5759512186050415,-0.1065128892660141,0.4719541668891907,0.6572698950767517,-0.6048989295959473,0.8915258049964905,1.6629037857055664,0.23954978585243225,-0.2653442323207855,-0.3650893270969391,-0.08397184312343597,-0.8802760243415833,0.4506792426109314,1.751813888549805,0.4718749523162842,1.8332910537719729,1.6242115497589111,-0.213793084025383,-0.03663592040538788,-0.8039143681526184,0.5711162090301514,-0.6781570911407471,1.3346289396286009,-0.9144559502601624,-0.3817090392112732,1.6497098207473757,-1.516181707382202,0.3245312571525574,-1.0746705532073977,0.279597669839859
B004GS,-0.250572144985199,-0.582395076751709,-0.5772114396095276,0.1391463577747345,-1.5269328355789185,1.1015061140060425,0.2974424958229065,-0.007050383836030959,0.01531890220940113,-1.0656641721725464,0.5864814519882202,-0.883101761341095,0.7722707390785217,-0.9854076504707336,-0.011853083968162537,0.4638197124004364,0.07653775811195374,0.3139941990375519,-1.247497797012329,-0.8478067517280579,1.5153100490570068,-0.3715439438819885,0.556330680847168,-0.5872966051101685,-0.6057454943656921,-0.0023996680974960327,-1.0953390598297121,-0.13234466314315796,0.6824345588684082,-0.2354409098625183
B005YS,0.1777839958667755,-0.06997407227754593,0.6604660749435425,0.1184828281402588,0.9627206921577454,0.057631373405456536,1.4441919326782229,1.4484676122665403,1.66626238822937,1.334403395652771,-0.626396894454956,1.571877360343933,-0.3739499747753143,0.4442457258701325,-0.8562814593315125,-0.053238384425640106,0.4779964685440064,-1.2485817670822144,0.9581912755966188,-1.7282034158706665,0.6575833559036255,-1.1107443571090698,0.6586353778839111,-0.9747222661972046,-1.3596525192260742,0.0955689325928688,-0.8497408628463745,0.7713899016380309,-0.6864463090896606,-2.758112668991089
