,y score,y pred,y test
0,2.34920997264006,1,1
1,0.3815530028433247,1,1
2,3.081918565016699,1,1
3,1.1540235337684723,1,1
4,0.46089008639699247,1,1
5,1.2378204990194124,1,1
6,-0.5976726246853243,0,1
7,1.0425422208559982,1,0
8,-0.2748570129801149,0,1
9,-0.5616402374466045,0,1
10,3.087330127836842,1,1
11,1.6579183558119073,1,1
12,-4.8722264623305955,0,0
13,1.28156433080938,1,0
14,-2.499639333918366,0,1
15,2.773135746798821,1,1
16,1.4444269987182767,1,1
17,0.8647619694616739,1,1
18,2.454649069283355,1,1
19,2.10009622711103,1,1
20,-1.6068521350861513,0,0
21,0.8201515390788561,1,0
22,-1.5863750008706259,0,0
23,0.10415874720600615,1,1
24,-2.8611640256971578,0,0
25,-0.14498580117598547,0,1
26,1.1972041345990962,1,1
27,4.353253381352451,1,1
28,2.623707812436428,1,1
29,5.234962807539509,1,1
30,-1.8825153981896758,0,0
31,0.842783803547795,1,1
32,2.6471310186726305,1,1
33,0.2254316538452119,1,1
34,-0.19109197585650262,0,1
35,0.15165950951889928,1,1
36,2.726315966236675,1,1
37,1.7006604357726107,1,1
38,5.473239143472333,1,1
39,0.23002131358629074,1,0
40,0.8192394263147296,1,1
41,1.2289096384234515,1,1
42,-1.2232120766747496,0,0
43,0.9085487470361702,1,0
44,-0.12540072574513972,0,0
45,-2.080773752867872,0,0
46,-2.388108642804882,0,1
47,1.927050540960108,1,1
48,2.3890613962677616,1,1
49,-0.3100261189991491,0,1
50,0.25800852050990186,1,1
51,0.6426321583536898,1,1
52,4.0859224526438265,1,1
53,-1.622639032770467,0,0
54,0.25031061520045994,1,1
55,3.721065781794705,1,1
56,4.6904150435636165,1,1
57,1.1284812474083716,1,1
58,0.04101016508452715,1,1
59,1.6667882365356215,1,1
60,2.7511861139110305,1,1
61,-2.630349902113794,0,1
62,4.422021392366032,1,1
63,4.478133034570005,1,1
64,3.9220296909438,1,1
65,3.7797322874368273,1,1
66,3.3192273830061207,1,1
67,0.6489979019894869,1,0
68,1.162234583738991,1,1
69,2.908536432770388,1,1
70,-1.761164963338006,0,0
71,1.8181280439732015,1,0
72,2.2173343058993122,1,1
73,1.254963773815161,1,1
74,1.1081674590838426,1,1
75,3.676764682156472,1,1
76,2.635845652828875,1,1
77,4.1483333635066355,1,1
78,2.226933681660894,1,1
79,-5.139809471451672,0,0
80,-2.3319420202236234,0,1
81,3.3648730277224512,1,1
82,1.618161596235195,1,1
83,3.105786260704617,1,1
84,-2.1135959093420116,0,1
85,2.46627569061563,1,1
86,1.884752588296278,1,1
87,2.195303656358801,1,1
88,2.1696564324462315,1,1
89,-2.361114914546647,0,1
90,-2.0347845759428083,0,0
91,1.470139599368508,1,1
92,-1.0095633784861777,0,1
93,0.965259768563669,1,1
94,-1.4187831278526348,0,1
95,1.631054401195456,1,1
96,0.4245295841257073,1,1
97,3.029604470293293,1,1
98,-1.0441038840834838,0,1
99,-1.7221916434458537,0,1
100,-0.7765773988033973,0,1
101,-0.9233697366001936,0,1
102,-2.6133619474707643,0,1
103,0.3968607210582602,1,1
104,2.3909414860769402,1,1
105,0.30164316498496624,1,1
106,0.8157658995021675,1,1
107,0.21227456902022346,1,1
108,4.666259897380883,1,1
109,3.2037623726738502,1,1
110,-1.3134854803870442,0,1
111,2.93211776034002,1,1
112,3.9725349467013302,1,1
113,2.1167464104906912,1,1
114,1.5999276487224277,1,1
115,2.9580672127182197,1,1
116,3.1698041396122107,1,1
117,-0.9242658072827228,0,1
118,3.2419505506346695,1,1
119,1.9612345470428634,1,1
120,2.9989231481528122,1,1
121,-1.2704117011566043,0,0
122,0.5265009129267353,1,1
123,3.2978576233168724,1,1
124,1.3114962786527256,1,1
125,-3.463714910007525,0,1
126,4.700758883620097,1,1
127,-1.986608408076677,0,1
128,3.932842847923098,1,1
129,-0.47770822082236486,0,1
130,3.099847112192151,1,1
131,2.449763468993865,1,0
132,3.6463893338237487,1,1
133,3.3631589577545076,1,1
134,3.091907059521049,1,1
135,-2.4448410918393217,0,0
136,3.4717294828534198,1,1
137,1.6299072238097954,1,1
138,1.62545323506933,1,0
139,2.4326768579639126,1,1
140,-0.014599964914765007,0,0
141,-0.11045689757705146,0,1
142,2.2082035892118204,1,1
143,-2.570309065612548,0,0
144,3.0889918838923625,1,1
145,0.19861183369548074,1,1
146,3.808796739212625,1,1
147,1.2598595826670196,1,1
148,-5.528933952483527,0,0
149,0.8796069007822216,1,1
150,0.5560563620325358,1,1
151,2.3344277740764885,1,1
152,2.3048126179656667,1,1
