Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.9192945851962246,0.700625
four,mean,log,row,0,0.9579533035270742,0.72
four,mean,log,col,1,0.9089418777943368,0.67359375
four,mean,log,col,0,0.928614008941878,0.74609375
four,mean,log,both,1,0.9069448584202684,0.66375
four,mean,log,both,0,0.9579533035270742,0.72
four,mean,log,No,1,0.8884351713859909,0.6253124999999999
four,mean,log,No,0,0.928614008941878,0.74609375
four,mean,relative,z_after_relative,1,0.9172478887232988,0.5459375000000001
four,mean,relative,z_after_relative,0,0.9402483854942872,0.7609375
four,mean,relative,No,1,0.7913263785394934,0.6298437499999999
four,mean,relative,No,0,0.9402483854942872,0.7609375
four,sum,log,row,1,0.8931147540983607,0.6403125
four,sum,log,row,0,0.9598310978638848,0.7671875
four,sum,log,col,1,0.8984898161947342,0.6834375
four,sum,log,col,0,0.928614008941878,0.74609375
four,sum,log,both,1,0.8964629905613513,0.6384375
four,sum,log,both,0,0.9598310978638848,0.7671875
four,sum,log,No,1,0.900039741679086,0.595
four,sum,log,No,0,0.928614008941878,0.74609375
four,sum,relative,z_after_relative,1,0.9088325881768504,0.681875
four,sum,relative,z_after_relative,0,0.9489418777943368,0.7489062500000001
four,sum,relative,No,1,0.7893790362642822,0.6335937500000001
four,sum,relative,No,0,0.9489418777943368,0.7489062500000001
four,pca_anna,log,row,1,0.9119026328862394,0.68578125
four,pca_anna,log,row,0,0.9806656731246894,0.6465625
four,pca_anna,log,col,1,0.9308594138102334,0.6790624999999999
four,pca_anna,log,col,0,0.9682265275707901,0.7212500000000001
four,pca_anna,log,both,1,0.9420367610531544,0.57453125
four,pca_anna,log,both,0,0.9770988574267262,0.68
four,pca_anna,log,No,1,0.8825732737208147,0.6754687500000001
four,pca_anna,log,No,0,0.970193740685544,0.73203125
four,pca_anna,relative,z_after_relative,1,0.9175856929955292,0.67765625
four,pca_anna,relative,z_after_relative,0,0.9620765027322404,0.69859375
four,pca_anna,relative,No,1,0.7221857923497268,0.51609375
four,pca_anna,relative,No,0,0.9496770988574268,0.7428125
five,mean,log,row,1,0.910809736711376,0.6246875000000001
five,mean,log,row,0,0.9806060606060604,0.6503125
five,mean,log,col,1,0.94648782911078,0.6106250000000001
five,mean,log,col,0,0.9674316939890708,0.6790625
five,mean,log,both,1,0.9326179831097864,0.5879687499999999
five,mean,log,both,0,0.9806060606060604,0.6503125
five,mean,log,No,1,0.8923397913561848,0.5001562500000001
five,mean,log,No,0,0.9674316939890708,0.6790625
five,mean,relative,z_after_relative,1,0.9265176353700944,0.6714062500000001
five,mean,relative,z_after_relative,0,0.9642026825633384,0.6678125
five,mean,relative,No,1,0.7653353204172877,0.5675
five,mean,relative,No,0,0.9642026825633384,0.6678125
five,sum,log,row,1,0.8914456035767511,0.58328125
