ID,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_0,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2_0,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales_0
142,0.0005568868145847286,-0.15541800017072913,-0.0025519351862152554,0.0008961901681231861,-0.037067887407711185,0.02183940528735802,0.012037749901155614,0.0016127874746613092,-0.004648473436176284,-0.007172813026076271,0.006029078138939546,-0.010563372539056266,-0.005834245991698413,-0.0014219046108808716,-0.0010680311100601813
131,-4.601001751865263e-05,-0.09515377703458043,-8.345105483156768e-05,0.00011234538219715818,-0.03099306887053569,0.0034636522689445023,-0.01264847117995995,-0.0007371687992841345,-0.004548122137811773,-0.0071586901771140314,0.058884989231134215,0.002520156648848641,-0.005834245991698413,-0.000729717364740647,0.008264639637839268
139,8.664404640411783e-05,-0.1827385545311029,-0.0027929361106733435,-0.0007908163030834337,-0.035192735644735504,-0.014379473333904524,-0.010460599048105002,-0.001038222694377665,-0.00458724328166713,-0.0071586901771140314,-0.002805642500860767,-0.010609098102061376,-0.005834245991698413,-0.0014160250705130884,-0.0010680311100601813
178,-0.00044180262617473374,-0.19873254751941183,-0.0015550450214874623,-0.0005845011215524536,0.028768746311376936,-0.021008858535872227,-0.012174231513322503,-0.00021296196825374412,-0.00437338652746831,-0.0071586901771140314,-0.0007279441260452821,0.03038906807534697,-0.0052153004471054715,-0.00044235731761663286,-0.0010680311100601813
248,-0.000648117807705714,-0.1065393427420699,-0.0007653095000725901,-0.0006064866112106381,-0.04178769393805453,-0.004893665616193799,0.011011854695894111,-0.0008538930025048692,-0.004525586974927753,-0.006237535981417103,-0.0007601174965905553,-0.010730683565092942,-0.0050969272242072285,-0.0008617575382040256,-0.0010680311100601813
174,0.0013713196157957787,0.2693162031917289,0.028844916857516712,-0.00011767049524960289,0.015653634818053475,0.04614892117011908,0.0012075308392790265,-0.00036507688654383415,-0.004536282468203978,-0.007165862338642968,-0.007612402575712674,-0.005044606034588457,-0.005161100183864582,-0.0011102601897341733,-0.0010680311100601813
129,-0.00029767359889289104,-0.3840707122035472,-0.000807085594067347,-0.0007908163030834337,-0.01762842650648663,-0.01734397911318866,-0.011586319478400605,0.0010644425584992727,-0.004531658699905343,-0.007159001333384985,-0.007131272325733003,-0.006844442627572291,-0.005834245991698413,-0.0013161470524842404,0.007225815165176628
141,-0.00025150381675067657,-0.14916959006401234,0.0007765898079219929,-0.00026199764847671734,0.007254986786695629,0.016542643329049526,-0.011597552276561925,-0.0005094040397709486,-0.004648473436176284,-0.007163620277205926,-0.004643858888337612,-0.006301034727925881,-0.005569836664395054,0.000133561625381343,-0.0010680311100601813
107,-7.512933376783308e-05,0.07000549606131476,0.01153177573777368,-0.0005043220661144934,0.08025451590371674,0.008829814195333685,-0.011834747747819771,-0.0007517284574087247,-0.004552975357186637,-0.007161742685085912,-0.003651561925095483,0.00221238680892284,-0.005834245991698413,0.004949208571202096,-0.0010680311100601813
125,-0.0003931720098559741,-0.06967949789680362,-0.0013907342224997743,-0.000535870505233694,-0.044526940230920284,-0.006851322655429895,-0.008261741574764704,-0.001038222694377665,-0.004605982469867992,-0.0071648020074924585,-0.004634680107582972,-0.010130906726099764,-0.005834245991698413,0.0022957267680278333,-0.0010680311100601813
247,0.00021531437763140952,0.13729459439176667,-0.0012819297863333773,0.000936048067590813,-0.034213300576770245,-0.017004558249985143,-0.003729227209741099,-0.001038222694377665,-0.004072851979284867,0.0010421615583440763,0.004354933161424419,-0.005035703174842836,-0.005834245991698413,-0.0009199738122308808,-0.0010680311100601813
192,-0.0003804505297957355,-0.2912163486789001,-0.0014545997211234513,-0.0007908163030834337,-0.043736917975573074,-0.004787988601511605,-0.0018147248973230047,0.0001662800562172381,-0.004648473436176284,-0.0071586901771140314,-0.004603134505754859,-0.005983150079887165,-0.005834245991698413,-0.0017164891780905099,-0.0010680311100601813
232,0.0005700942130256231,-0.037054123314608105,-0.0027929361106733435,0.006721491158093145,-0.036797158471065,0.03517881277757609,-0.012789824782115834,0.0028194487046049026,-0.004377759653791541,-0.004554393447317256,-0.0014518447023957924,-0.01086912913513026,-0.005631210654909857,0.0014651593910488946,-0.0010680311100601813
210,-0.0003574614609760673,-0.17273257702152994,-0.001920967070484404,-0.0006454881297186106,-0.046367612617033524,-0.013432598210986534,-0.010084704489964293,0.0004150590392705679,-0.004600030711721341,-0.005852289683890656,0.010507702537702964,-0.0081624681681459,-0.005834245991698413,-0.001420085564155946,-0.0010680311100601813
160,-0.0005109838545395656,-0.2469578976355075,-0.002381534251174899,-0.0007908163030834337,-0.03776095044836088,-0.01224542488571172,-0.0126356656781648,-0.001038222694377665,-0.004557050800732184,-0.007160881857248772,-0.0072633057137988484,-0.008093111102119575,-0.005559978085366116,0.0006164381828395907,-0.0010680311100601813
137,-0.000648117807705714,-0.28189717555172916,-0.001862673721284819,-0.0002326588694503191,-0.027041310177578392,-0.016051813200300358,-0.012029818141413545,-0.0008521702164999602,-0.004648473436176284,-0.0071591857600949655,-0.007390818045996475,-0.008081941534079052,-0.005834245991698413,0.002402774754680356,-0.0010680311100601813
120,-0.0005008995109598215,-0.13334429137268375,-0.0027929361106733435,-0.0003491614128457566,-0.043415686188591394,-0.011786788859490695,-0.012523700336120405,-0.0008910043976317727,-0.004648473436176284,-0.0071771208237226365,-0.005593482731695311,-0.011009858646210525,-0.005834245991698413,-0.0008264870687197036,0.017334255983176373
168,0.002493563114770078,0.0528457269071299,0.0016951794928635026,-0.0007908163030834337,-0.03842150566377281,0.014616389617316938,0.001156962397365245,0.0016546466677444425,-0.004648473436176284,-0.007161081151676637,0.030648818710787278,-0.009410806435242202,-0.005834245991698413,0.002480303825791999,-0.0010680311100601813
177,0.0005057387652314286,0.068482185228821,-0.00010060410715334415,-0.0005985068742605768,-0.008679348974744254,0.007915594901029688,-0.012123690896871545,0.007038773316182334,-0.004648473436176284,-0.007174569910152964,-0.007372047193161018,-0.010241977645405976,-0.005449627134052698,-0.0007257041390422904,0.011432081763425528
206,-0.00034325896593483346,-0.12857422651640796,-0.0005064947973917396,0.00012376022222920769,0.040850421119520766,0.002920217789307294,-0.012330529079756063,0.000181212672705857,-0.0045976636292144706,-0.006406290308029095,-0.005205245903691665,-0.002508850628915104,-0.00415752236195857,-3.0467657385441606e-05,-0.0007631722682893008
226,9.59302488215642e-05,0.49813373867063476,-0.0027929361106733435,0.0010693038382347615,-0.019047123190719883,0.05637113491163283,-0.012044105152819675,0.0023099935599950865,-0.0031603773231217262,-0.0012172272958489514,0.003583769396543222,0.007873896072920484,0.006070522912738038,-0.00029530988451344805,0.006000425426948961
184,-0.0004793521360396436,0.28860804525781864,-0.0004302167073483581,-0.0002845192880852227,-0.032772608890542905,-0.010413963644108366,-0.012511846137940768,-0.0007006913510455243,-0.004535962988398903,-0.0071717267379399425,-0.006430084434634956,-0.007999508628188394,-0.005834245991698413,-0.0012771089825697932,-0.0010680311100601813
101,0.0004737628745831116,0.28441791243468684,-0.0009231349735253012,-0.0004168560756538254,-0.04096556167161908,0.055026108265418566,-0.013384039950175843,-0.0004772823532332523,-0.004648473436176284,-0.007159686284913156,0.0025219108883994465,-0.010747271260535736,-0.005834245991698413,-0.0013159557132809941,-0.0008810509963453771
155,0.0009963693970690668,-0.19850245511599232,-0.0009135221623593086,-0.0003209628160049251,-0.03308824744167681,-0.008521327918233986,-0.006272106510035204,0.0013110447410148787,-0.004570164521663198,-0.007160567481257341,0.002387801236097603,0.000145671210094784,-0.005834245991698413,-0.0006087722798717326,-0.0010680311100601813
117,-6.210594829065337e-05,-0.2468076194034745,0.002871845197005575,-0.00020480444366837323,-0.04030745757045546,-0.016945712660371044,-0.01211192594254439,-0.0008428854079059782,-0.004583361007352387,-0.0071586901771140314,-0.0032608806043091048,-0.0048168630101366175,-0.005834245991698413,0.0003653041536205511,-0.0010680311100601813
105,-0.000648117807705714,-0.14662119035062904,-0.0023027369053816595,0.00018958210749993548,-0.014105578555949948,-0.017008715045579367,-0.007265820351414846,-0.0007931230917318226,-0.00456677356862767,-0.007159343042332977,-0.004027381837296113,0.0035218045039700553,-0.005834245991698413,-0.0009255573883075564,-0.0010680311100601813
112,-0.00019955479086900191,0.28029125367942626,0.006327845231673136,-0.0007908163030834337,0.3376191011241817,0.021156229863073854,0.062450676820593215,-0.001038222694377665,-0.004648473436176284,-0.0071586901771140314,-0.007799454474017351,0.00793648629128958,-0.0049371199580249886,-0.0013348429807312925,-0.0010680311100601813
115,1.5958037902528604e-05,0.22098868397260613,0.00019540519456374798,0.0002052974653289299,-0.036489730742162996,0.02657750209991962,-0.012841204776960989,0.004938459916096518,-0.004593133782375596,-0.007161343498565754,-0.006620823788413104,-0.011060345714954138,-0.0050041511846881095,-0.0003722448256504888,-0.0004039552644519387
186,-0.00046659618998225183,0.20367760766216828,-0.0027929361106733435,0.0004798350209808013,-0.02534785280140082,0.014120160666972735,-0.012313063375054358,-0.0004936578412072786,-0.004527459024360641,-0.006983938402862216,-0.005226151213777657,0.0009232498374390066,-0.004926637903081102,-0.00033123305578030724,0.01690260904456257
196,-0.000648117807705714,-0.021030228399728634,-0.0024501870768936364,0.0004088053151455412,-0.039408446567339266,0.012005861949062247,-0.013258897557396471,0.0022178931265295528,-0.0045342237582497134,-0.005968202528463993,0.0014766229493123565,-0.007134315479251094,-0.0049773734072491435,-0.0007551588962288829,-0.0010680311100601813
153,-0.00019238416589326514,0.2452299570809115,-0.0023372024688608946,-0.0007908163030834337,0.3349558665283393,0.010209983917146559,-0.004895523901991155,-0.001038222694377665,-0.0035091393316451606,-0.007164152841609765,-0.007493241837817141,0.01630621825901005,-0.005834245991698413,-0.0008719387139431068,0.009185975830719917
189,0.00040080969872018297,0.25951567778008994,0.0008783101618172958,-0.0007908163030834337,-0.025445911428761927,0.01582791971006668,0.003004705917298046,0.0010596323184741288,-0.004473652185105301,-0.0071642781770842314,-0.003228801700713053,0.07118419381011941,0.015668767890032475,-0.0015211741209615302,-0.0010680311100601813
151,-6.378281435627964e-05,-0.17159762602859885,0.0003235171871903068,-1.17029786175199e-05,0.018301815613527426,-0.020130899659977854,-0.011644574042245757,-0.0006486660321447083,0.002168768152900468,-0.006963912536989889,-0.005222078843998878,0.02148971833920106,-0.0029125710249512152,-0.0013938493353350461,-0.0008732527789437035
211,-5.2686290100112474e-05,0.0712917676290541,-0.0016020730754621403,-0.00039386195801303285,-0.037223543856268,0.04353465477413143,0.011290604992597443,-0.0006412683493072641,-0.004317678148617616,-0.006167893869927423,-0.00020836575075677125,-0.010544555703490055,-0.005834245991698413,0.0008960358316572022,-0.0010680311100601813
253,0.001917235063972787,-0.029525246594392596,-0.0009971891004983927,-2.1210441579883467e-05,-0.03309601980342891,-0.012839361432892417,-0.01232691253268448,0.001270594890132986,-0.0033657970003370323,-0.006133919321052454,0.01206077691946272,0.014044676603045137,-0.004551569555859162,0.00014060865619087135,-0.0010680311100601813
227,3.337489502547287e-05,0.2641212122925166,-6.696529974859616e-05,-0.0007908163030834337,0.2576783128103477,-0.01741443518627804,-0.0044910440032588875,0.0003247627110847086,-0.0043077270848106905,-0.006144623481513114,-0.001474794803683315,0.02363950055325918,-0.005152753288967225,-0.001442659646202411,-0.0010680311100601813
144,0.00022061306807793262,-0.13607383886004967,-0.0017504590597329675,-0.0006170701279267045,-0.04312650945704477,0.0058227855256810694,-0.012434699172323373,0.00017800053171944017,-0.004648473436176284,-0.007161004192180969,-0.003952813451024816,-0.007890377271065651,-0.005486753641384954,-0.0012621674720978164,-0.0010680311100601813
173,-0.000453237882838521,-0.0833065430863755,-0.0024031762609389574,-0.0002061765284818549,-0.01791181650528106,-0.012627643771904572,-0.012978182728976113,0.0009105765542942647,-0.004648473436176284,-0.007163881141254447,-0.007169455780160818,0.0011576529111116166,-0.005834245991698413,-0.0016859660351344079,-0.0010680311100601813
132,0.000930047695164845,0.21022693871075573,0.005097891403679453,0.0017342485015094603,0.01807149340777423,-0.014492375566883611,-0.011879898266944439,-0.001038222694377665,-0.004648473436176284,-0.00721249775472594,0.02172053597433692,-0.005721753564051887,-0.005834245991698413,-0.0016255894472809486,-0.0010680311100601813
195,-0.000648117807705714,0.40800653278916926,0.017304765748119042,-0.00022732933507990896,0.36946794404411204,-0.01513006264833414,-0.011598370804277003,-0.0002869067370396319,-0.004460644446841774,-0.005284409467372903,-0.007948975479629588,-0.007373481084128775,-0.005082930034360379,0.0013157723264513826,-0.0010680311100601813
140,8.714530786805002e-05,0.036181690860916584,-0.0005871467639520516,-0.0006437636799686811,-0.04297850448639449,-0.0005215790161425998,0.0015728859052009786,-8.85433257439552e-06,-0.004648473436176284,-0.007164565678866171,-0.005007923017334534,-0.00858600510814316,-0.0036284566449771207,0.0001282781029237818,-0.0010680311100601813
138,-0.00038435427970058566,-0.255878738048483,-0.0021335272906605226,-0.0007908163030834337,-0.04351999944642615,-0.017175040823363786,-0.012627020540862285,-0.001038222694377665,-0.004648473436176284,-0.007159041467021485,0.021328776128939648,-0.007580242986305257,-0.005834245991698413,-0.00132181982355903,-0.00014485876204223236
102,-0.0004642604051588053,0.01707410431616465,-0.002609078708126435,-0.0007908163030834337,-0.043639492064648455,-0.006290250360470759,-0.012552090778801907,0.001719638343825966,-0.004587187635327314,-0.007160159385167485,0.000508465037528211,-0.005167347841625023,-0.0019732405382133287,-0.0014156911924741872,-0.0010680311100601813
209,-0.000648117807705714,-0.18468209294696564,-0.001864266806597921,-0.0006050824422683494,0.08176464023436072,-0.02037432382831467,-0.011995778481216576,-0.00048102111193241157,-0.004462739575361198,-0.005674803499001318,-0.006277370732293829,0.01690865967496299,-0.005834245991698413,-0.0017834059975680046,-0.0010680311100601813
103,0.0008651906956606713,-0.15571616991352719,-0.0026247907214104124,-0.0006226709138205021,-0.041231982075553134,-0.0018612386560816832,0.01399789236553949,0.0031654120371956275,-0.003247261858985185,-0.007178844972893316,0.003653056379512697,-0.009225685146975799,-0.005834245991698413,-0.0011948971351477434,-0.0010680311100601813
230,-0.0001495517556059327,0.33422436320796695,0.003439139540573923,0.002699146061615035,-0.03074552861724992,0.029461626021532253,-0.011506818466522576,0.0009560415140214601,-0.004399190410126393,-0.00541969126165331,0.0007759304321165831,-0.009724336056044,-0.0040892648093491775,0.002205122419230246,-0.0010680311100601813
244,0.0008821482790905934,-0.11661574585089135,-0.001918498346789739,0.0007394497837128737,-0.03579984382097687,-0.0019089778437522992,-0.011938940014316269,-0.001038222694377665,-0.004575603622519316,-0.005633670255854782,0.07009459494698209,-0.006175612293271276,-0.00539702710975661,-0.0010182729541698505,0.00745773708780496
220,0.00028873622395528796,0.0818436702489447,-0.0027929361106733435,-0.0006569800128461479,-0.03543900435008623,-0.002571464655842555,-0.027669112192224562,-0.001038222694377665,-0.004470025049193235,-0.006357457765094863,0.002624091449116003,-0.00919163930512885,-0.005834245991698413,-0.0013818971268561465,0.004017747918956685
167,2.6272594345304453e-05,0.024897393623698433,-0.001781350507596816,-0.00045362110205792464,0.056907196605364016,-0.011197271599952052,-0.004833988029093909,-0.000701027493352156,-0.00442367663549261,-0.0071586901771140314,-0.005925804273476534,0.019478104273791236,-0.005834245991698413,-0.0017834059975680046,-0.00039364070800916286
203,-9.984558268973357e-06,0.36694836476009907,0.0010358633859471004,-0.0007908163030834337,0.24754956930456298,-0.019258387648286402,0.05625299856708961,-0.001038222694377665,-0.0031594958541572215,-0.003968035249085231,-0.006353642356037738,0.00833739387972464,-0.0023245131197963394,0.0006095936878197732,-0.0010680311100601813
228,-0.00016803573857046962,-0.2259087583191012,0.000407611016894952,-0.0001507068775697747,-0.039587666917085734,-0.009872797256278702,0.03544692092546824,-0.00039811326886400584,-0.004541788531924006,-0.006044470304345361,-0.005548565133953367,-0.002555138810856643,-0.003593863002400606,0.0018172095209463284,-0.0010680311100601813
164,-0.00011557667006902385,-0.20958190951905634,-0.0022603949730366536,-0.0006133025905378705,-0.03647561627030457,-0.008393678703643988,-0.012258513129146468,-0.0003281678441954116,-0.004589302198661096,-0.007159635854116815,-0.0035111326659905055,-0.003308439901220707,-0.0031715403035149615,-0.001073351147385751,-0.0010680311100601813
242,0.0009883648162520948,0.14442697709143365,-0.0025591528786793713,0.0034172818728080735,-0.021700336255143768,0.005501791933124471,-0.009399372006548607,-0.0005706562303897197,-0.003401629532208429,-0.005059007608205858,-0.005844926391683836,-0.007656310861733522,-0.005132896295716494,0.0011388844023566538,-0.0010680311100601813
212,-0.00016896169767169117,0.38272525508384414,0.0003215786045478045,0.004240322852273806,-0.026824368689063856,0.020918451992291934,-0.01332729513262163,-0.001038222694377665,-0.004568614084503947,-0.003568222888811368,-0.003396992434306373,-0.01082349081837728,0.11275689124172222,0.01223191022092716,-0.0010680311100601813
