Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
six,pca_anna,log,row,1,0.8022652757078987,0.6496875
six,pca_anna,log,row,0,0.9184500745156482,0.74125
six,pca_anna,log,col,1,0.8314157973174366,0.7125
six,pca_anna,log,col,0,0.9553899652260308,0.7518750000000001
six,pca_anna,log,both,1,0.8410730253353205,0.7093750000000001
six,pca_anna,log,both,0,0.953263785394933,0.7559374999999999
six,pca_anna,log,No,1,0.8208246398410333,0.659375
six,pca_anna,log,No,0,0.9265573770491804,0.731875
six,pca_anna,relative,z_after_relative,1,0.8310978638847492,0.6846875
six,pca_anna,relative,z_after_relative,0,0.9175956284153004,0.7425
six,pca_anna,relative,No,1,0.5804470938897168,0.5143749999999999
six,pca_anna,relative,No,0,0.6038549428713363,0.5237499999999999
