Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.8086438152011922,0.6921875
four,mean,log,row,0,0.8456035767511179,0.6984375
four,mean,log,col,1,0.7698956780923993,0.5515625
four,mean,log,col,0,0.8936910084451067,0.665625
four,mean,log,both,1,0.8372578241430699,0.678125
four,mean,log,both,0,0.905712866368604,0.6890625
four,mean,log,No,1,0.8233482364629905,0.6578125
four,mean,log,No,0,0.825136612021858,0.6796875
four,mean,relative,z_after_relative,1,0.7914555389965227,0.6828125
four,mean,relative,z_after_relative,0,0.8557377049180329,0.659375
four,mean,relative,No,1,0.6021857923497267,0.621875
four,mean,relative,No,0,0.7208147044212618,0.7015625
four,sum,log,row,1,0.7939393939393941,0.6390625
four,sum,log,row,0,0.7984103328365624,0.659375
four,sum,log,col,1,0.7617486338797813,0.59375
four,sum,log,col,0,0.8923000496770989,0.66875
four,sum,log,both,1,0.8160953800298062,0.6828125
four,sum,log,both,0,0.8964729259811227,0.6953125
four,sum,log,No,1,0.8087431693989071,0.6125
four,sum,log,No,0,0.7953303527074018,0.6546875
four,sum,relative,z_after_relative,1,0.7710879284649776,0.6421875
four,sum,relative,z_after_relative,0,0.8492796820665672,0.6796875
four,sum,relative,No,1,0.6040735221063092,0.596875
four,sum,relative,No,0,0.6068554396423249,0.615625
four,pca_anna,log,row,1,0.8546448087431694,0.7109375
four,pca_anna,log,row,0,0.9656234475906608,0.7609375
four,pca_anna,log,col,1,0.8605067064083457,0.7203125
four,pca_anna,log,col,0,0.9636363636363636,0.746875
four,pca_anna,log,both,1,0.8837555886736215,0.6921875
four,pca_anna,log,both,0,0.9722801788375559,0.7703125
four,pca_anna,log,No,1,0.8512667660208644,0.6765625
four,pca_anna,log,No,0,0.9698956780923996,0.75625
four,pca_anna,relative,z_after_relative,1,0.8098360655737704,0.7046875
four,pca_anna,relative,z_after_relative,0,0.931544957774466,0.8046875
four,pca_anna,relative,No,1,0.5592647789369101,0.5328125
four,pca_anna,relative,No,0,0.6985593641331346,0.6515625
five,mean,log,row,1,0.8288127173373075,0.6390625
five,mean,log,row,0,0.8659711872826629,0.675
five,mean,log,col,1,0.8814704421261798,0.7015625
