ID,else;,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
130,0.010129814765729623,-0.000648117807705714,-0.008980224863649746,-0.031202008334858138,-0.0010412047349667272,-0.24772232322467877,-0.03531784004585592,0.004079921473512809,-0.04006632775456063,-0.04234992165497123,-0.02052555702928933,-0.005257274106543787,-0.0015193701064231343,-0.0036742941158787695,-0.004434346198564718,-0.0029208442880121273,-0.0006113395830632822,-0.0001184219632733482,-0.00454627335494247,-0.007164844897490965,-0.0023010715865376084,-0.005496173530018077,0.003564360205978616,-0.005834245991698413,-0.0010680311100601813
143,-0.0009865912286982825,-0.00010567974335515566,0.033471147595967476,-0.03372820022185716,0.0015039291818022783,-0.11962839816062971,0.0049765351074072955,0.005444888513477707,-0.02726707406584695,-0.035015287894780533,-0.01015063335818574,-0.0048221305235714215,-0.001963570104313853,-0.002822535846466199,-0.0037140501486628112,-0.0029208442880121273,-1.3876386180457311e-05,0.0007699041867908625,-0.004648473436176284,-0.007164844897490965,-0.0015778208340701974,0.005431163441017513,-0.0035000244693661744,0.012066210131870012,-0.0010680311100601813
118,-0.012558603268176857,-0.0004667454197783876,0.020940350422798903,-0.03526555279589737,-0.0011178547958920872,-0.1650708252153869,-0.009711955058369321,0.005987635509911625,-0.0009001774558251158,-0.03969402979339976,-0.016376555535162093,-0.001238024572859102,-0.002080007431114948,-0.0030094464468231005,-0.0045147290169554165,-0.0029208442880121273,-0.0007365674388373947,0.0004127564090409458,-0.004648473436176284,-0.007164844897490965,-0.0017569544227556291,-0.006497996376210978,-0.010633128940624546,-0.005652873603771086,-0.0010680311100601813
165,-0.012320399460285797,0.0005429012317495783,0.08461310881768448,0.016366813103112488,7.316424356320532e-05,0.15156462553339184,-0.00028348333161248374,0.01029508778031936,0.00455392102050381,-0.024795971176624375,0.0010243298307661011,-0.006789860075040904,0.0068326921300668406,0.011886754893966707,0.0162921817849144,-0.0029208442880121273,0.0002730792126905712,-0.001038222694377665,-0.004569072166879263,-0.007164844897490965,-0.0008718487391912576,-0.001993880282353128,0.02896484634720973,-0.003928615528569945,-0.0008298273021691228
148,-0.012558603268176857,7.619366999480812e-05,0.07997530243034616,-0.030615643698143357,-0.0006108367615017216,-0.15711251749619953,-0.028756772908424866,0.015789091073232148,-0.03396649961102012,-0.04173388267104906,-0.006316042606501792,-0.0007783271133647623,-0.0023477481086212424,-0.004187983088220188,-0.00616377634507683,-0.0029208442880121273,-0.0004833529401444079,-0.0006036358077573518,-0.004600186004329582,-0.007164844897490965,-0.002156209290997504,-0.0038928312045066653,-0.01126750196500712,-0.004675347627377576,-0.000633444223439868
128,-0.009062649883616679,-0.00036844153694089973,0.03573564569613034,-0.023350683430235927,-0.0007682594574360693,-0.18919474185252289,-0.020809569874952652,-0.0004361015617966209,-0.03759615906216253,-0.04317329565516783,-0.005130265785730884,-0.0037981839490192335,-0.002571042796954232,-0.0034281789466762275,-0.005445457328136345,-0.0029208442880121273,-0.0002187491498526855,-0.000898384558995258,-0.004555248012588011,-0.007164844897490965,-0.001881557180390387,-0.0024952881997157114,-0.011329880884754548,-0.005694407856316005,-0.0010680311100601813
179,0.0377107391747193,0.00021118719131815202,-0.03251587648914961,-0.006922607504961662,0.0011378208265455615,-0.061662663291031594,-0.014028258357309245,0.012300635638202544,0.009463304370526615,-0.03985965906854592,-0.01073580633710757,-0.0019002865020204065,0.0026050633839183874,0.0016718510515186594,0.005748903128096183,-0.0029208442880121273,0.0003710176717710778,-0.0008233964446216986,-0.004576864686257627,-0.007164844897490965,-0.0005824615884898765,-0.0038672767342662266,0.0018634252834636477,-0.00540459349218648,-0.0010680311100601813
116,-0.012159506706968403,-0.000648117807705714,-0.07513636321949226,0.05526118302740775,0.00047853144894173836,-0.14814705933492628,-0.03486894429571929,-0.0030212411365190747,-0.05217094325049424,-0.0026492070163541617,-0.01841295249584735,0.0009053543861990496,0.0019112158735307436,0.0027818770296955697,-0.002082706182061456,-0.0029208442880121273,-0.0003192949849520366,-0.00024002957196075242,-0.004581957342641541,-0.007164844897490965,-0.0021015233059333803,-0.005354847831774624,0.023291215270224874,-0.005834245991698413,-0.0010680311100601813
100,-0.012467888899865071,-0.000648117807705714,0.19436874478593444,0.03475579886650465,0.0019210765425527031,0.005991778626405265,-0.03703963429510903,-0.017437717884422683,-0.05297938857716523,-0.045225352312568905,0.026027679594569034,-0.004746268001586905,-0.0022005466984248777,-0.003723265078630876,-0.006474952614548634,-0.0029208442880121273,-0.0009179398267647212,-0.001038222694377665,-0.004618235313405688,-0.007164844897490965,-0.0018474997449786847,-0.0016896840661164408,-0.011996693096743718,-0.005834245991698413,-0.0010680311100601813
127,-0.01080166985720403,-0.00014613683314204897,-0.009151789122311321,-0.02087436880240019,-0.0009923595522511707,0.1590502310177354,0.01609520992035399,-0.01977669141271378,0.03668255411772448,0.1402899782017543,-0.016018109218417315,-0.007972559906626937,0.001693401632148586,-0.0002863353108272638,0.009584863824640128,-0.0029208442880121273,0.0015919650460536044,-0.001038222694377665,-0.004648473436176284,-0.007164844897490965,-0.0023010715865376084,-0.007948975479629588,0.0487039605325164,-0.005332265017134748,-0.0010680311100601813
