0.1543043251442073,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae
0.15611975110802012,k__Bacteria; p__TM7; c__TM7-3; o__; f__
