Time Point,X,y
1,"[-0.46391297 -0.46391297 -0.28183589 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297  2.78971314  0.38494868 -0.46391297
 -0.46391297  1.3559489  -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297  1.7266556   3.80772413  0.97829344  1.24320613
  0.166504    1.08336973  2.42711323 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297  1.54026088 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.11174866
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297  1.60785437  1.40369063
  0.47632656 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297  0.30540459
  1.61633197  2.75172111 -0.46391297 -0.17098064  0.28507142  0.54060616
  0.84906595 -0.46391297 -0.46391297 -0.46391297 -0.46391297  2.25052583
  1.06211464  2.08040969 -0.08625751  1.72373685 -0.46391297 -0.46391297
 -0.46391297 -0.46391297  0.11610423  0.88642588  0.63197008  0.43308433
  0.33179353  0.97829344 -0.18354297  2.62978907 -0.46391297  0.33179353
 -0.46391297 -0.46391297 -0.46391297  0.60063798 -0.46391297 -0.46391297
  0.53841055 -0.11643707  4.46095302  3.81316254 -0.46391297 -0.46391297
 -0.46391297  0.70089682  1.46102519 -0.46391297 -0.32412648 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.24087753  0.10337132 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297  0.64837971  5.73228725 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297  0.56674986
  2.30988685 -0.46391297 -0.46391297 -0.46391297 -0.29093248 -0.46391297
 -0.46391297 -0.3170838  -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297 -0.46391297
 -0.46391297 -0.46391297  0.70089682 -0.46391297]",[-4.221311333355182]
1,"[-0.49107078 -0.49107078 -0.00982618 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.25367693  1.31656038 -0.49107078  1.32967252
 -0.49107078  0.44004204  1.32967252 -0.49107078  1.32967252 -0.49107078
 -0.49107078 -0.33912019  0.69314259  2.59409044  2.01067077  3.38360049
 -0.49107078  1.71306993 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.42299782 -0.49107078  2.20410781 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.2184673
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078  0.08870332 -0.04209086
  0.57053381 -0.49107078 -0.49107078  0.78195711 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078  0.62214412
  1.68969475  2.12721822 -0.49107078  0.5820648   0.08870332  0.88500941
  1.56485872 -0.49107078 -0.49107078 -0.49107078 -0.49107078  2.32636784
  0.61784094  0.48831278  0.62531286  1.15557881 -0.49107078  1.23093703
 -0.49107078 -0.49107078  1.12156531  1.26661906  0.81303526  1.72382921
  0.12486999  1.72186804 -0.49107078  0.76569795 -0.49107078 -0.49107078
  1.32967252  0.8806926  -0.49107078  0.78195711 -0.49107078 -0.49107078
  1.23739717 -0.49107078  1.9006424  -0.49107078 -0.49107078  0.99898602
 -0.49107078 -0.49107078 -0.49107078 -0.49107078  5.00264635  0.99898602
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
  0.57384991 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078  1.25723025
 -0.49107078 -0.49107078 -0.49107078 -0.49107078  0.13135486 -0.49107078
 -0.49107078  3.34926369 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078 -0.49107078
 -0.49107078 -0.49107078  5.84674746 -0.49107078]",[0.018905479619619636]
1,"[ 1.06225222 -0.42337038  0.06729659 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038  2.45593535  0.55604976 -0.42337038
 -0.42337038  0.96449832 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038  0.65310336  3.98406866 -0.42337038 -0.24601483
  0.54115624  1.36189091  1.85479512 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.13733637 -0.42337038  2.95976186 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.01704171
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038  0.06953384 -0.16603114
  1.24414344 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038  0.5007359
  2.82716612  2.91670439 -0.42337038 -0.24496915 -0.42337038  0.81455439
  0.90660618 -0.42337038 -0.42337038 -0.42337038 -0.42337038  2.56375246
  1.66385871  3.0519315   0.01237008  2.56144663 -0.42337038  1.34888946
 -0.42337038 -0.42337038 -0.42337038  1.55345895  0.12344201  0.45366893
 -0.42337038  2.71802173  1.19178921 -0.11942255 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
  1.56171625  0.1958626   1.34888946  5.23792735 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038  0.13360755  4.08133492 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038  0.24585591  0.70107383
  3.54410599 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.25395826 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038 -0.42337038
 -0.42337038 -0.42337038 -0.42337038 -0.42337038]",[-1.7994415023807173]
1,"[-0.5022098  -0.5022098  -0.35491571 -0.5022098  -0.5022098  -0.5022098
 -0.5022098   0.52582022  1.44161642 -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098
 -0.5022098   0.75396967  0.08652856  2.73339171 -0.5022098  -0.5022098
  1.17892367  2.14282427  1.63226564 -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.39737503  0.13212022  2.35237733 -0.38509033 -0.5022098
 -0.5022098  -0.21794344  0.43708873 -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.48620255 -0.5022098   0.49749779 -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.3005196
  0.92582187 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098   1.90531437 -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098   2.8187508  -0.28131054
  0.63049947  1.4340206   2.84377477 -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098   1.21834942
  2.95087511  2.18302577 -0.5022098   0.06632293 -0.5022098   1.14130268
  1.33854628 -0.5022098  -0.5022098  -0.5022098  -0.5022098   2.71324932
  2.34888427  3.00903791  0.18543695  1.93005898 -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.19244655  0.84238479  0.67329605  0.49335669
 -0.5022098  -0.44375203 -0.5022098   3.65887408 -0.5022098   1.32250239
 -0.5022098   0.83282654  1.63226564  1.44161642 -0.5022098  -0.5022098
  1.61821533 -0.5022098  -0.5022098  -0.5022098  -0.5022098   3.12274989
 -0.5022098  -0.5022098  -0.5022098  -0.5022098   2.07389974 -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098
  0.79596349 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098   0.33346817
 -0.5022098  -0.5022098  -0.5022098   0.52582022 -0.5022098  -0.5022098
 -0.5022098  -0.4237944  -0.5022098  -0.5022098  -0.5022098  -0.5022098
 -0.5022098   4.16455512  1.17892367 -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098  -0.5022098
 -0.5022098  -0.5022098  -0.5022098  -0.5022098 ]",[0.37410804307000844]
1,"[-0.53638299 -0.53638299  0.19261094 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299  0.74833358 -0.53638299  0.32134551 -0.07274228  0.74833358
 -0.53638299 -0.24565884  1.18294142 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.51710726  2.84160525 -0.53638299  3.28776704
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299  1.35535569 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299  1.98663893
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299  1.64658213  0.74833358 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299  1.45160185 -0.53638299
  1.37947735 -0.53638299  0.30257444 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299  1.50441496
  2.11187998  2.56051568 -0.53638299  1.5055381   2.1527124   1.48432491
  1.92221068 -0.53638299 -0.53638299  0.9240898  -0.53638299  1.66770682
  2.09687796 -0.22653734 -0.17011388  2.45486164  1.18294142  1.42626303
 -0.53638299 -0.53638299  0.97425109  2.12117774  1.21073614  1.78607032
  1.61754925  1.61003847  1.15120996  2.80057159 -0.53638299  1.6606693
 -0.53638299  2.01868065 -0.53638299  2.79025467 -0.53638299 -0.53638299
 -0.53638299  0.48076966  3.15291894 -0.53638299 -0.53638299  2.23432558
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299  1.64658213
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299  2.21662868
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299  0.25416026 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299  2.19304719 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299 -0.53638299
 -0.53638299 -0.53638299 -0.53638299 -0.53638299]",[-0.06723204477715983]
1,"[-0.59442157 -0.59442157  0.4111981  -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157  1.43703884 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157  0.52276093
 -0.59442157 -0.59442157 -0.07082744  1.81430028 -0.59442157 -0.59442157
 -0.59442157  1.02838518 -0.59442157 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.34835017  0.64221837  2.06089268  1.17875248  2.65918873
 -0.59442157  1.20775824 -0.514716    0.7982487  -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.50098686 -0.59442157  1.7779883  -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157  0.09057574
 -0.59442157 -0.59442157 -0.59442157  0.90069353 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157  1.72103304 -0.59442157  0.18669045
 -0.59442157 -0.59442157 -0.59442157  0.67559758  1.41831337  0.39506927
  1.14798956 -0.40969645  0.01713668 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157  0.73206971
  1.60167919  1.8679861  -0.59442157  0.67219969  0.91506079  1.44389219
  1.42569508 -0.59442157 -0.59442157 -0.59442157 -0.59442157  2.23528181
  1.50559821  1.28761358  1.77444019  1.24308078 -0.59442157  2.47121671
 -0.59442157 -0.59442157  1.74587742  1.39019661  0.94813171  2.03971754
 -0.59442157  2.45923516 -0.59442157  0.93738125 -0.59442157  0.73993413
  1.54670868  1.4864191  -0.59442157  1.43703884  1.06573236 -0.23868033
  1.71626246 -0.15909526  2.98185382 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157  3.31743627  1.19610348
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157
  0.81049883 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157  1.9953737
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157
 -0.59442157  0.47484863 -0.59442157 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157 -0.59442157
 -0.59442157 -0.59442157 -0.59442157 -0.59442157  1.54670868 -0.59442157
 -0.59442157 -0.59442157  4.25310267 -0.59442157]",[0.004548872040457397]
1,"[-0.42080443 -0.42080443  1.29673294 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443  2.2731549  -0.42080443 -0.42080443
 -0.42080443  0.17624757 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443  1.52232602  0.73947834  3.82519763  1.77901721  2.42351543
  0.46253998 -0.42080443  1.7639144  -0.42080443 -0.42080443 -0.42080443
 -0.42080443  3.81671175 -0.38718399 -0.42080443  2.86431363 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443  0.81058033
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443  2.17141782
  0.36862194 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443  0.77282193
  2.33775545  2.39858069 -0.42080443 -0.42080443  0.70898754  0.24782296
  0.87216295 -0.42080443 -0.42080443 -0.42080443 -0.42080443  1.05314094
  0.41932938 -0.42080443 -0.42080443  2.27850675 -0.42080443 -0.42080443
 -0.42080443 -0.42080443  4.60915249  2.50285773  0.11079184  1.59871445
 -0.42080443 -0.42080443  0.15268688  2.62060207 -0.42080443  0.77329956
 -0.42080443 -0.42080443 -0.42080443  0.77329956 -0.42080443 -0.42080443
  1.58952845 -0.42080443 -0.42080443 -0.42080443 -0.42080443  2.21758183
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.26400629 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443  1.49240459  4.99041001 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443  0.85362501
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443 -0.42080443
 -0.42080443 -0.42080443 -0.42080443 -0.42080443]",[-0.013017180266949813]
1,"[ 1.47029528  1.47029528  0.5378355  -0.55458914 -0.55458914 -0.55458914
  0.07639038 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914 -0.55458914 -0.06318992  3.20609488  1.02011403 -0.55458914
 -0.55458914  1.20137945 -0.55458914  2.34521522 -0.55458914 -0.55458914
 -0.55458914  1.89818403  0.4076895  -0.11988152 -0.55458914  0.3152397
  0.42545298 -0.55458914 -0.26499205 -0.55458914 -0.55458914  1.29255136
  3.18676647  1.17720153  3.9028228  -0.55458914  0.3895231  -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914  0.223485
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914  0.50329702
 -0.55458914 -0.55458914 -0.55458914 -0.55458914  0.54846513 -0.55458914
  0.59047108  0.17738254  2.26594107 -0.55458914 -0.55458914 -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914  0.24451388
  0.03930682  1.18657685 -0.55458914 -0.45512815 -0.55458914  1.84245164
  1.15388824 -0.55458914 -0.55458914  2.34521522 -0.55458914  0.8503518
 -0.12694634  1.04855976  1.2689709   1.08750731 -0.55458914 -0.55458914
 -0.55458914  1.47029528 -0.55458914  1.81813334 -0.55458914  0.72101885
  0.27366466  1.1781151  -0.55458914  3.23369458  0.99886016 -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914  0.87639932  2.4545629   3.81158672  3.05973603  0.27366466
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.46466997 -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.28852135  1.23219171 -0.55458914 -0.55458914 -0.55458914 -0.55458914
  2.07191014  2.01633466  0.77809749 -0.55458914  0.5853462  -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.18148683 -0.41233055
  2.34521522 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914 -0.16208162 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914  1.30084043 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914 -0.55458914
 -0.55458914 -0.55458914 -0.55458914 -0.55458914]",[0.08864826307846885]
1,"[-0.39266463 -0.39266463 -0.25221755 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463  1.55198601 -0.39266463  0.40058964 -0.39266463 -0.39266463
 -0.39266463  1.11192249 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.08922274  2.47559003  4.48844196 -0.21135579  2.5310754
 -0.39266463  1.23975597  2.72498637 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463  0.22076659 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.2134986
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463  1.55198601 -0.20826808
  0.2988075  -0.0711184  -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463  0.87100448
  0.25507787  3.52136354 -0.39266463  2.22210724  0.7228228   0.49437097
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463  3.19649178
  1.50111774 -0.13302143 -0.39266463  1.41756809 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463  1.36604467  2.02306107  1.49743532
  0.26519285 -0.39266463 -0.39266463  2.27370486 -0.39266463 -0.39266463
 -0.39266463  1.41441855 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.10538581  4.29964815 -0.39266463 -0.39266463  0.67185896
 -0.39266463  0.57035231 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463  0.16174984  3.41324945 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463  0.93083992
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463 -0.39266463
 -0.39266463 -0.39266463  5.74974225 -0.39266463]",[0.4970130129538891]
1,"[ 1.74390362 -0.60391213  2.14539167 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.60391213  0.74400907 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.60391213 -0.16613887  2.52386573 -0.60391213 -0.60391213
 -0.60391213  0.43898207 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.49142103  0.20598193  2.15372058  0.38585724  2.12680287
  2.97835534  1.99147605  1.70096312 -0.60391213 -0.60391213 -0.60391213
  1.46671883 -0.60391213  0.60615527 -0.60391213  3.00070215 -0.60391213
 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213  1.06389135
 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.60391213 -0.60391213  1.19999846 -0.60391213  0.33852785
 -0.60391213 -0.60391213 -0.60391213 -0.60391213  2.44971668  0.07981019
  1.74112315 -0.60391213  1.3384224  -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213  0.60886799
  2.02740246  1.3446334  -0.60391213  0.71199194  1.29074558  1.52135485
  1.17831715 -0.60391213 -0.60391213 -0.60391213 -0.60391213  2.21039131
  1.35559243  1.43603072 -0.08246503  1.73492846 -0.60391213  0.92841204
 -0.60391213 -0.60391213  1.19999846  2.57837323  0.36153543  1.58106178
 -0.60391213  1.35527351 -0.44324265  1.76928445 -0.60391213 -0.34188478
 -0.60391213  0.97374437 -0.60391213  1.10925133 -0.60391213 -0.60391213
 -0.39933935 -0.40478679  2.57020209 -0.60391213 -0.60391213  1.30613036
  0.22256197 -0.60391213  1.19999846 -0.60391213  1.22270508 -0.60391213
 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.2788229  -0.60391213 -0.60391213 -0.60391213 -0.60391213
  2.16308811 -0.60391213 -0.60391213  2.95540347 -0.60391213 -0.60391213
 -0.60391213 -0.60391213 -0.60391213  2.26456008 -0.60391213  0.87558722
 -0.11746153 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213  0.69417038 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213  0.40039468 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213 -0.60391213
 -0.60391213 -0.60391213  0.22256197 -0.60391213]",[-0.03264052848507304]
