BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,RANDOM_RHO,P_VALUE,RANDOM_P_VALUE,RMSE,RANDOM_RMSE,PARAMS,BETA
19,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia,random forest,0.5092097733731478,-0.03335077289879744,2.8909002261181244e-13,0.5138959623386312,0.4927067786395302,1.198186208102414,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
20,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,ard regression,0.4839124839124839,-0.05166023166023167,0.002787411524306489,0.4933585821125471,0.1930910408312184,0.3078440800187824,,0.0;0.07861022387324522;0.0;0.01041817727253862;0.0012716114078097998;-0.16423691960588402;0.004576589635863778;-0.11995232154644239;0.0;-0.020644986790811927;0.0;0.03555723592130477;-0.31778886454102667;-0.11709690417797192;0.0;0.0013620814352869521;0.0014042036418839214;-0.00011065410679798959;0.0;-0.009947896681740636;-0.6029117747079547;0.0;0.007055996570903655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.021668149558070695;0.0;0.0;-0.05064437617190087;0.0;0.0;0.0;-0.00010809826855248337;-0.18840066675162576;0.0;0.0;0.0;-0.0947443498206197;0.0;0.0013036123986358815;0.1624368397242521;0.0037623197196937665;-0.00010809826855249606;0.0013768218378348213;0.017638238071097493;0.0;0.0;-0.0015625814306975295;0.1308754526299129;0.0;-0.2240312870062889;0.0;0.0;0.5928603732824667;0.0;0.04011343559664871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.028255047001401024;0.0;-0.039862353589322594;0.0;0.0;0.0;0.0;0.0;0.0;-0.001070642167535163;0.0;-0.18928569706017165;0.07602077390568569;0.0;0.0013907948993033719;0.0;0.0;-0.05710441798460059;0.0;-0.09487649480617098;0.00027718259637151137;0.0;0.0;0.061962528384431045;0.0;0.0;0.0;0.0;-0.050953649427749596;0.0;0.0;0.11207593134825114;0.0;0.0;0.0;0.02084524395102438;0.0;0.08217227137415134;0.0;0.05691266216702099;0.0;0.0;0.0;0.0;0.034668056891559926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.06685787457354202;-0.03545393757094027;0.0;0.0;0.0;0.0;0.0;-0.00010809826855249328;0.0013036123986358856;0.0;0.015973237238697546;0.01295975629273567;-0.00010809826855248337;0.0;0.0;0.014410473330819924;0.011628071959600158;-0.000962591537544823;0.0;0.0;-0.052884963967507415;0.03817814366735287;0.04746559154722706;0.0;0.0;-0.00010809826855249518;-0.00010809826855250041;0.0;-0.0040406467086102306;0.0;0.0;0.0;0.014410473330819948;0.0;0.0;0.05644045044205646;0.0;0.0;0.0;0.0;-0.04351503656719251;0.0;-0.11018055713082907;0.4371690100115985;0.08106663428500369;0.0;0.0;-0.0006080226644361131;0.0;0.0;0.0;-0.00010809826855249629;0.00882437708354899;0.0;0.0;0.0013487463752007978;0.0;0.0;-0.10310171352434402
20,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,random forest,0.3440021403631431,-0.04358153368645083,2.2648660082018573e-06,0.5223878984796152,0.09692065115870832,0.14602415370937627,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
21,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,ard regression,0.3536679536679537,0.012252252252252255,0.034340999253074635,0.4828426432176521,0.8768405820528791,1.31550264305779,,0.002516060468081183;0.0014088108416388863;0.0005111476699273382;-8.240605992005558e-05;0.0014133828672225324;-0.23716444266013684;0.0;0.0;0.0;-0.0776531597751127;0.0;0.3943945295189612;-0.46289310042834286;0.00034727474299432395;-2.428027491832618e-05;0.0013384191800457994;0.0013027672399281546;-0.0003350534232209054;-0.3483607592873768;0.001422144640783607;0.0;-0.46915585655061803;0.0;0.0;0.1974590429414196;0.0;0.0;-0.06449205199793577;-0.0008887944038813218;0.0005918079098581364;0.0009773123950052155;-0.13052211127582705;-0.00035717269317557803;0.0;0.0;-0.21140942051157793;0.0;0.0;-0.18740997446030566;-0.06761080984556571;-0.0011428352395167491;-0.7056084724006626;0.0;0.0;0.0;0.2117498454200114;0.0;0.0013868025901326681;0.0002845979835192431;-3.9187258270224396e-05;-0.001180990989106216;0.0013260809310851505;-9.05451196624435e-05;0.06957937170733633;-0.7692345871342355;-0.002448331630448751;-1.01795492491086e-05;0.0011416991766114;0.0005391274682923024;-0.22334365166386416;-0.2866766791363063;-0.2030718961122669;-0.0015839292026318499;0.0;0.33664593719567787;0.0;-0.28796895031027464;-0.2556427258745283;0.0;0.021863601759966683;0.11866136405212996;-0.2443404450550327;-0.00034279546663150515;0.00029915265782143525;0.0;0.00181184555225941;0.0007259584266525613;-0.000831484020976567;-0.31927622153789065;0.000567261588024001;0.0667628262738628;0.5231307908717481;-0.0004949995151116677;-0.4372236285747782;0.33279468957870695;-0.0015762724103371404;0.0013142621203588428;0.0;-0.11867554971335462;-0.0007666215393356031;7.080737113843443e-06;-0.0014521992067546658;1.6166027450115164;0.0019636701225471654;0.0;0.0;-0.0038076500329638683;0.0;-0.24688212131087445;-0.4667394533937391;0.0003341582046593289;0.0;0.6144018235699475;0.00010733377674866036;0.0;0.20167573764152388;-0.11421507131734684;-0.0006047012091323899;0.0;-0.10953412811149862;0.0;0.0;6.654455921925188e-05;0.0;0.29064895205073843;0.0;0.0013102605967203406;0.0;-0.011646176065074;0.0028900765637889857;-0.0022440698683195426;-0.2318264355955764;0.18476047172795976;0.0;0.26495965938011806;0.0;0.0;0.0;-0.0016777387812996983;0.001352802978751602;0.0;-0.0022983365392362076;-0.0011354945684719413;0.0013868025901326588;0.0;-8.9228253367809e-05;-8.618705721658643e-05;-0.001149394773786765;-0.023775486978666622;0.0;0.0;-8.440810450067947e-05;0.0;8.07846492588808e-05;0.04669629480549177;0.0;0.0008082306716238755;0.0015351901342117759;0.17944193805891026;0.0;-0.0003071252002129623;-0.001200886691783468;-0.024371485158183284;0.0;0.0004529318242932004;-0.003189459129039754;0.0;-8.778351384893086e-05;-0.0010943750379810821;0.0;0.0;0.0;0.0016620376037459884;0.12384112586669661;-0.0009489937725093659;-0.00470506935671428;-0.2971232459078666;0.0030547292551116375;-0.0002614535662773366;0.14426332070349798;0.0;0.2805142841882846;-0.0004957446232580642;-0.001131558820764776;0.18742336444811908;0.0013563771504467269;-0.001165612281242396;-7.8858892429972e-05;0.0;0.0009541757930094659;0.0013495017694569286;0.003326141722257565;0.0;-0.04780587482941475
21,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,random forest,0.28090202698882594,-0.010274996218244093,0.0001336487102568967,0.5047328321081805,0.6600805173501597,0.7532936011950452,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
22,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae,ard regression,0.3750321750321751,0.001338481338481344,0.024211968526078858,0.4791330512754362,0.6440677295345582,1.027854000901154,,-0.06566874800882784;0.03649535583768334;0.0;0.0010440201744294983;-0.000699752808810451;-0.00020090343097989934;0.0;-0.000328682710028348;0.0;0.0;0.0011669226089710506;0.0008609012425399298;-0.0003007044090712549;-0.0004648509956816919;0.0;-0.0006967433460989288;-0.0006940663081941278;-1.2099585149702354e-05;-0.05320682331289695;0.0;0.0031593181801177206;0.0;-0.673414254516481;0.0;0.0;-0.113556222225288;0.0;0.0;-0.053486694892852675;0.0;0.0;0.0;0.0948401492943319;-0.002243032095264076;-0.0687032937493713;0.0;0.0;0.0;0.0;0.0;-0.0007979040086366679;-0.7648763991659205;0.2175749782068806;0.0;-0.00014664749572312102;-0.018790939348960253;0.0;-0.0006990633021044906;-0.0004214790911486699;0.0009917697249544467;-0.0007999608147362562;-0.0006959143613130557;0.0010521045729136938;-0.002031427108368781;0.05098298606489575;0.25235525452735985;0.0010243082435426928;0.0;-0.0011062290877651218;-0.08718826414249771;0.27611575905403424;0.0005662869562106515;-0.0014417460466074738;0.0;0.0;0.03192662741547444;0.0;0.1595281617572873;0.0;0.0;0.08963555797288528;0.0;0.06322626424598482;-0.0015414377389852706;0.0;-0.010381300623863974;0.0;0.570598228408118;-0.0018311951645393063;0.08768301713212705;0.0005661869455469219;-0.14515804887647676;0.0;0.0;0.0;0.0;-0.0006950243753680363;0.001843088794528247;0.08148236238199343;0.17563106852064087;0.0;-0.3047397327407477;-0.09087374270157868;0.06705576001078459;0.0;0.0;-0.34876486662509437;-0.1221271389161264;0.0;0.006096110845607395;-0.0012632300242451033;0.0;0.4789632655568607;0.0;0.0;0.0;0.13813870400190215;0.0;-0.04314729998496178;0.0;0.0;0.0;-0.001399962398575687;0.0;0.09145106826433962;0.0;0.0;0.0;-0.09328790695176503;0.0;0.0;0.24635723715185545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0006975845274247858;0.0;0.0;-0.0007973753046410929;-0.0006990633021044913;0.0;0.0010508393735256991;0.0010478538088080746;-0.0007983397180691795;0.0;0.0;0.0001372283120351113;0.001046066717400833;-9.332254330779842e-05;-3.193514564299077e-05;0.018831764475011826;0.0;-0.18740884830264146;-0.132372073217644;0.0;0.03375046835861376;-0.00032830852081318167;0.0;-0.0030852042327284795;0.0;-0.0002642239490299368;-0.13864428025877576;0.0;0.0010494320845595697;-0.0009934399461333206;0.3195040228762725;1.5287158014416707e-05;0.0007169336207845939;0.0;0.0;0.0;-0.00030363832941818306;0.0;0.0001353182256910759;0.585526905351429;0.0;-0.06621572872978662;-8.660633577919533e-05;-0.45550318438719833;-0.0038645129739402657;0.0;-0.0006977731478303181;-0.0007992697148752905;0.0010403041177117277;0.0;-0.6816879549760666;-0.0006974031643788628;0.0;0.0;0.0
22,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae,random forest,0.41124176223379416,0.032396794240052165,9.767817947823662e-09,0.508736215304757,0.304501715218433,0.4349034473208512,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
23,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Asaccharobacter,ard regression,0.3464607464607465,-0.06514800514800513,0.03845211998552963,0.6174054269694065,2.3066180830238308,2.7649494031187363,,0.1622131901170996;0.0;-0.14313818308350146;-0.001039010344644393;0.2209588682388645;-0.0030761859719973354;0.0008926402402242098;0.0003157529084849723;0.0;0.0015148836109944884;-0.3789755595948825;0.1176730078054609;0.0004964473071606857;0.0007001324058987562;0.0008606996519650906;0.22095886823886018;0.22095886823885524;0.00038018138592380555;0.00016641429442591668;0.0;-0.0005259077693069129;-0.0023496430766498807;0.07752868172825092;-1.0497410697714395;0.0006778092200293896;-0.002150837889154464;0.20730029437708303;0.0;0.09919304749522359;0.0009679218266113933;-0.0010032974542987098;0.0;0.0009047204502246394;0.0;-0.0009711065462462616;-0.18531348649540275;-0.00016799654263816165;0.28472644857727797;-0.40789450262721333;0.22260939523691753;-0.0005126063139981528;0.0012682233404855494;-0.0011064507634946257;-0.0005501134078297344;0.0;-0.19892697924979935;0.0;0.22095886823886174;-0.0010264675907763676;-0.0009757489403896864;-0.0005287695634139329;0.22095886823887503;-0.001051237324897017;-0.16895977720835254;-0.0001589788631386599;-0.00044049443121639553;-8.377664792341265e-05;0.0016436041132962193;0.23380922998906103;-0.0004463064106356816;0.0028145005899488525;0.0016922428945845887;-0.0008397751629824294;0.0;0.0;-0.0018370835378333189;0.0011893460675635862;0.0018456780817146003;0.0;-0.024536491096724056;0.0;0.00026463242440896944;0.5170852321950995;0.0014661062290221676;0.0;0.18806009240002533;0.0;0.005440035441701153;0.0009591296576184414;-0.0008412089000475205;0.21404712508518814;0.0005398299066397763;-0.081757908092778;0.0006358892754616559;0.4846352110026665;0.0;0.2209588682388555;-0.0003365114907430453;0.0;-0.00025207053393610764;0.33180086177755036;-0.00043516030690464636;0.22095886823886332;-0.0008977105565814621;6.834333893042853e-05;-0.0003066414467054328;0.0;-0.40588309019819685;0.0;0.0014702954178944946;0.0004540018819941845;-0.1951265226199468;0.0;0.0006689474005807319;0.1730834046235359;0.0;0.0009319609175755774;0.0;0.1616421377999265;0.0;-0.3206435030834368;-0.26368503253741665;1.0303008786777549e-05;0.0;0.0006039578902477964;0.0;0.2881842405240637;0.0;0.20387008844501556;-0.21850835336487928;-0.24033241725074492;0.0003929626286420621;0.0;0.0;0.0005569570569819265;0.0;-0.0008330350174920009;0.4330713232595479;0.37976770530956777;0.2209588682388537;0.0;0.1018785993422029;-0.0005094502038379299;0.2209588682388701;-0.0008552355848008055;-0.0010492523811614033;-0.0010446781278200521;-0.0005154138139648506;-1.7826396824354577e-05;0.003212318396353743;-0.0019440408626928028;-0.0010420087698291885;0.0001896363596743485;-0.002698463217161356;0.11754630577606877;0.0013610713256429299;-0.00047917183873633583;-0.0013610565495531094;0.0;0.0;-0.0011157981911268265;-0.0005370384615114991;-0.0018017485425021282;-0.11696800017982617;-0.001333041605885808;-7.448670426416849e-05;0.0;-0.001047077646943179;0.20216340429698157;0.0;0.0003657414000381589;0.0007378746310042674;-0.4451863366341038;0.0;-6.0842088319953345e-05;0.0005172418285030618;0.3489468211890967;-0.0020799150451040827;-0.0012942208178181442;-0.12718776030261586;0.0;-0.0046683063118985735;0.0023046822903649753;0.0;0.24440825764320054;0.2209588682388684;-0.0005223034999434497;-0.0010337130699089076;-0.0028232097484332773;0.0;0.2209588682388779;0.0;0.0;-0.0005413305234292992
23,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Asaccharobacter,random forest,0.14820549978906636,0.014529577732144574,0.04708758730047727,0.5450302350505325,0.6338802719652227,0.8549250989151181,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
24,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium,ard regression,0.3675675675675676,-0.00483912483912485,0.02742453002193309,0.5964309588801894,0.30199276881074016,0.5536411812234536,,0.0;0.0;0.0;0.00022887914573989344;-0.00044061919118050925;-0.0003273471250811735;-0.03717744895453383;0.004776984959530747;0.0;0.000498438458745326;0.0;0.0;0.0;0.046049188597045126;0.0;-0.00041099232781949464;-0.0003951432575277223;-0.001337348007198364;0.0;0.0;0.0017632063324492888;0.0;0.0;0.0;-0.8809237160352501;0.0;0.0;0.0;0.14195305106826303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00045363771821460504;0.0;0.0;0.0;0.0;0.00024066123386026612;0.0;-0.0004306931384266972;0.0;0.0001736183631046913;0.0004733498602298903;-0.00040561676468883507;0.00023956636563844186;0.0;0.0;0.0;0.0;0.0;0.026682654973502952;0.0;0.0;0.0;0.0;0.02997542013442576;-0.1674543508839367;0.0;0.22365081889517321;0.08892535825945336;-0.023802207041023177;0.0;0.0;0.0;-0.088862977352098;0.0;0.0;-0.001082051924359501;0.0;-0.18891909266255857;-0.07615488944529278;0.0;0.0;0.00817346024803702;-0.0021058006765583806;-0.000796224989230488;0.0;0.0;-0.0004003421079479281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1791961403766347;0.0;0.0;-0.05179700241590417;0.0;0.0;-0.0003449152523924537;0.0;0.0;0.0;0.022666503568682137;0.0;0.0;0.0;0.0;0.05548842136290753;0.0;0.0;0.0;0.0;0.25122390655472726;0.0;-0.12416105669268741;0.0;-0.12786135114748368;0.0;0.0;0.0016079370646637113;0.0;0.0;0.0;0.04676131760250636;0.0025476070876966224;0.0;0.0;-0.0004170746062751282;0.0;-0.14014036161663937;0.00044973893272320925;-0.00043069313842668716;0.0;0.00023783180221036116;0.00023383386284405502;0.0004571100585922216;0.0;0.0;0.0;0.00023150045651383286;0.00039248651068321235;-8.584313268699754e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004829956216406778;0.0;0.0;-0.2167235123229382;-0.03387208799787717;0.0;0.00023593117337634392;0.0;0.007696464379976506;0.0;0.0;0.0;-0.022384396581265866;0.0006290763785784562;0.0;0.0;0.047896215089616494;0.0;0.0;0.011154504859087835;0.0;0.0024120310840721132;0.0;0.0;-0.00041855597611167964;0.0004655737582991783;0.00022424762940742292;0.20984930010842073;-0.018492433947381526;-0.0004156958392687424;0.0;-0.01068825978240195;-0.050743975012799515
24,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium,random forest,0.1896529374316876,-0.008456696388697763,0.010774773253037368,0.4266603634149281,0.2298672956651405,0.42452001136712186,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
25,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella,ard regression,0.4857142857142857,0.011325611325611324,0.002673019176740845,0.6211004453913905,1.7620133127492603,2.9735999556547474,,0.0;0.0;0.6258855698301221;-0.0006389991652760925;-0.2750297599439567;-0.0033415125792173777;0.4116212305959144;-0.23296134817444994;0.0;-0.7127309144900367;0.0;0.0;0.00015924524243813911;-0.24337552499040827;0.0006629987820205805;-0.27502975994447504;-0.2750297599449257;0.3990086996681682;0.6163068643062573;0.0;-0.00010918056823864155;-0.19662220238898118;-0.1217148943773692;0.0;0.0;-0.7410974131410349;0.0030599967159177332;0.0;-0.12484141497313593;0.13352926354249903;-0.0006787064229436296;0.0;-0.2990525655915229;0.27735368364739493;0.0;-0.287427119048072;-0.001403660143812985;0.22274467121193636;-0.2474874405128164;-0.3072891717053189;-0.0009100255424851253;-0.41820258232087687;-0.7252098011137044;0.0;0.4951469435455409;-0.16152125410795282;-0.16611851514382905;-0.27502975994452805;-0.0019008047474699677;-0.0007106600792165757;-0.0008831159416402093;-0.275029759944369;-0.0006258297578226496;0.0;0.0;-0.0003669199929464853;0.0001669676706045808;-0.24099807562854644;0.0;-0.47192879372387214;0.7169231677513687;0.484587131144145;0.6347912975462686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10547336083281758;-0.32071918526854754;-0.03270717746025943;0.23979242314443427;-0.18964420452892106;-0.001029276925064467;-0.00023252455086261113;-0.27502975994490947;-0.21280694657641724;0.0006412619292249616;0.18930917511455916;0.0005136642261088492;0.043355398849547526;0.5029784143362778;-0.27502975994445666;0.0;-0.20939805723541385;0.44530136294441813;0.0;-0.2957544216662589;2.357853179107266e-05;0.0;0.0;0.0;-0.4001722946961238;0.2350033243402078;-0.0638084118254183;0.0;-0.0011178487257048639;-0.16457409384797625;0.2318500331344275;0.5177777604016047;0.0;0.0;0.302203436273123;0.0018674551162228606;0.0;-0.2180455477947532;0.0;-0.039000957992195884;-0.0010967828696221108;0.0;0.0;-0.07599793671793655;0.1659972557641701;0.1683561945202622;0.0008621989914924569;-0.3055994919644449;0.018957413509628547;0.5087420627639734;0.0;0.0;0.11473423056201018;0.0;0.32800244910819015;0.37425586002021655;-0.08337050967277757;-0.2750297599443315;0.31521920018532107;0.0;-0.0009153683643399314;-0.27502975994446693;1.2797762048669308;-0.000627953358399594;-0.0006328682313491485;-0.0009052974372309238;0.0;0.14919781632400872;-0.3626045635544507;-0.0006357500277793263;0.00031448923890719816;-3.0785840437209177e-05;0.0;-0.2862912704299325;0.0;0.0;0.0854721639993585;0.05587235127354524;0.0008428950959268616;-0.0008696342945117144;0.29609344339003624;0.24472994368510226;0.3550952283143031;0.0;0.0;-0.0006302863562413231;0.20041396796498717;0.0;0.00437077321220232;0.0;-0.4040641658276578;0.0;0.367802914225506;0.00014604339392720433;0.31792735164606223;0.3809769021196482;0.00011955789194035005;0.025673313366357482;0.0;-0.5681746521049853;-0.22641106377055722;0.00017838307322159188;0.05081693684000697;-0.2750297599444728;-0.0008937913545520601;-0.0006447708278962123;0.1496410045816194;-0.5720727868946804;-0.27502975994453177;0.0;0.04811324376108085;-0.0004413216060073729
25,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella,random forest,0.21505738141013714,0.002450402401534706,0.0037411880822007812,0.6653780885402598,0.5070284813960396,0.6043240400661687,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
26,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Eggerthella,ard regression,0.6983268983268983,-0.11770913770913773,2.185396078786508e-06,0.35255954104478465,0.7219203581746018,2.1760626904753035,,0.0;-0.002367550472783453;0.0;-2.525846910098717e-05;0.0005526327223362993;0.6043012091562717;-0.0844765442088464;-0.00018587384342434512;-0.18933561708939475;0.00032676872998908894;-0.322292920638602;-0.0009844280645218354;-0.7145528035283158;0.0005571709842943062;0.0;0.0005417244273376873;0.0005346068066188431;0.4632258231364936;-0.0016769660696217944;0.0;-0.00030679351495588824;0.11279719357067067;-0.2823211505837833;-0.2151555699250684;0.22730113867189475;0.0005077229992219251;-0.9447042024057696;0.21293593459953095;-0.11909336216839563;-0.0010221066976067712;0.00021720616741232533;0.0;-0.0007586899499336285;0.0;0.11973668722248965;0.0;-0.001464464948427826;0.0;0.0;-0.0005521106886107409;0.17797655414082533;-0.24949767518842683;-0.0005167347487488529;0.0;0.0;-0.06790412424106562;0.0;0.0;0.0;1.8574959263244082e-06;0.009486173387627719;0.0005394167258572996;-3.043727475131376e-05;-0.0019422376775541015;0.37235501380998004;0.00028805824529061784;-0.001880933394167681;-0.0006064804898308394;-0.08072297768440881;0.19556689209339823;0.4426168079351569;0.0007458312894331069;0.0009850238219556119;0.0;0.0;0.0;0.22733382189528012;0.48114097456014465;0.001630433336385805;0.0;0.0;0.0;1.3899133865792419e-05;0.0;0.0;-0.00028384448598263147;0.1517178629308594;0.1419194543634957;-0.0013337136484844498;0.0;-0.0002923678402234836;-0.7087660618728334;0.0;0.5040159526158239;0.0014003623538639777;0.12128516038921351;0.000537053779479716;0.2770449860518944;-0.22638757757294622;0.21412987980840195;0.0;0.0008396556518019494;-9.065834812440343e-05;0.0;0.001786302228244327;-0.00040014883765099524;0.0;-0.1271612102838161;0.0;0.0022099235628900782;0.2472324331202933;0.0;-0.0009339166117930691;0.0017234494429685782;0.0;-0.3760634817293031;-0.0005048674015605692;0.0;0.1590704136970673;-0.01492282999930749;-0.0014887838827103879;0.0;0.0007929799018143412;0.19574382963567447;0.012367870471620138;-0.001063675536531429;0.0016319247149144574;0.0;0.433167886831636;0.000575856972710831;0.0;0.002699693084743167;0.0;0.0;0.0;0.1736938037080329;0.001232774060731213;0.17508775459437187;0.0;0.0005442183969638509;0.0;-0.12415037389763615;0.32331408410586393;0.0;0.00029343079393433675;-2.9600516523556844e-05;-2.766625042550086e-05;0.09144185823746451;-0.0004751497271760939;0.002668263512754681;0.0002853834137354456;-2.6533739469226942e-05;-0.0002862492376829598;-9.178450193777932e-05;0.1863177985822012;-0.0005216089312452155;0.0;0.16270677596162564;0.0;-0.0008265329264265338;9.624548026750033e-05;0.007084666089707661;-0.0002842763946334987;-0.0011912692650445451;0.0;-0.00012103798445453601;0.0;-2.868193885053798e-05;5.9749730362733434e-05;-0.16460263511497603;0.0;0.0011972740633610884;0.07754200989230713;0.0;0.00032874690808616864;-0.004240655013790292;-0.0004537338854261104;-0.000798482006170708;-0.0008732189396439371;0.0;0.0022338489271313566;7.449642435261484e-05;-0.0015126341971763249;-0.0003508349827622528;-0.42621497359630045;0.0005448064795429888;0.01599905473265726;-2.2997887262248536e-05;0.14707591789769325;-0.41844709323160606;0.0005436641882612698;0.0007503739181118371;0.0;0.0003287469080861829
26,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Eggerthella,random forest,0.499131880169867,-0.027461101805965088,9.909209377001296e-13,0.6877634071357238,0.668136950179271,1.3720171405383763,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
27,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Enterorhabdus,ard regression,0.0676962676962677,0.0745945945945946,0.6948413978471004,0.5201125624801058,1.4623994807448202,1.4182620585590755,,0.1165752069781294;0.0;0.0;-0.0017336462325243187;-0.0003154176107912184;0.0;-0.0009007312319864425;0.45683655128266115;0.0;0.3188611592768752;0.22488864897328412;0.4349191652359729;0.00032865592833105457;-0.2107940972105853;3.990024420049086e-05;-0.00024439313268255985;-0.0002082607256800476;-0.0006996068282664443;0.9123353512425963;0.1982890216772088;0.4852165519069846;0.0;0.0;0.0;0.0;0.0;0.07556427875681287;-0.835790489910013;0.07593560503679142;0.0010567649061527576;-0.0003018570530656608;-0.0002903520340602189;0.04240696435025115;-0.14403902565852714;0.0;0.0;0.0;0.0;0.06094720304360664;0.2836883790409372;4.7151361593317717e-05;-0.9945354470731157;0.0;0.0;0.0;-0.0023407062860983418;0.0;-0.0002909848989838694;0.0;-0.001733646232524255;7.561374671061552e-05;-0.00023206358182918313;-0.001733646232524323;0.0;-0.15667405485063549;0.0005477199249802024;0.00039765887109243875;0.05927267317039916;0.0020130731489310222;0.003791203464288945;0.161768182591867;0.46661186449570463;0.06539862803734249;0.0;0.0;0.0;-0.02272706868511732;0.0;0.0;0.0;0.0;-0.03876221138262771;-0.000974579651374957;-0.00038082337335038;0.007184087128666296;0.09301429065996178;-0.0007512648047601428;0.0014413831968638738;-0.6400380911536212;-0.000744426630207149;-0.06368910158341824;-8.100427263434e-05;-0.00019883564079817187;0.0;0.0;0.0;-0.00022007936900737818;0.0;0.0;0.0;0.0;-0.13080568877037824;-0.0008265920781292917;0.0;-0.00034630162737474664;0.0;0.0;0.0;0.0;0.0018167975234562018;4.7836691212169174e-05;0.20566210003876098;0.6124690172332279;0.3207094110565902;0.10392287264101888;0.002970239905145974;0.0;-0.20892656025302378;0.09224829127201518;0.0;-0.18474993392878789;0.0;0.0022325712452742562;0.0;-0.0014552942165078518;0.001216703320281809;-0.019050337866975586;0.0;-0.0016236403974025698;0.0;0.0;0.2033751014978494;0.0;0.0;0.39946397266689077;0.0;0.0;0.0;0.14633176529379324;-0.00025853478707856117;-0.04890387914908488;0.0;4.160916661286919e-05;-0.000290984898983866;0.0;-0.001733646232524316;-0.0017336462325243135;5.208163540904791e-05;0.0;0.3780541184212471;0.00012235239378019844;-0.0017336462325243515;0.0004928669265244341;0.0007149118208187875;-0.10029154533426886;0.0;-0.00925086095790269;-0.07564000541526104;0.0;-0.19703660889902805;0.0;9.029350685492813e-05;-0.15430391956119358;0.0009710701289009251;0.4004820598671503;0.0;0.0;-0.0017336462325243324;-0.06533944534509628;0.0;0.0;7.587834684633131e-05;0.0010577747669572514;0.0;-0.001248436225612964;0.00026883483681470864;-0.3910401512679102;0.0;0.0011859885925735775;0.09473375100460583;-0.1982231446849671;0.24160562055009854;-1.0063458745854508;7.19241931547234e-05;0.0;-0.0002620103463740623;6.419713314426499e-05;-0.0017336462325243632;0.0;0.03110212087675944;-0.0002553111048022652;-0.08099414264670314;0.0;-6.542708674909228e-05
27,Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Enterorhabdus,random forest,0.30219747449900297,0.0246423625623289,3.74014441460726e-05,0.5518626521432296,0.4644043841037377,0.607587732898756,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
