,y score,y pred,y test
0,1.2715596233744393,1,1
1,1.6182707287893394,1,1
2,-0.8185670934813984,0,0
3,0.04016223159265603,1,1
4,-2.169767710121503,0,0
5,-0.5910479444101198,0,1
6,-0.6396092808951015,0,0
7,1.5343323108136886,1,1
8,-0.214514433708069,0,1
9,1.063827681433895,1,1
10,1.3573175573943472,1,1
11,0.31858854589672836,1,1
12,0.2663169989385885,1,1
13,0.9074380904351674,1,1
14,0.15680752326434272,1,1
15,0.1429225462057327,1,1
16,0.7855453189841846,1,1
17,0.025965314778812254,1,0
18,1.3151641432504189,1,1
19,1.722060042976971,1,1
20,-0.3901910422293109,0,0
21,0.531621203857739,1,1
22,-0.5584983054716885,0,0
23,1.4236607975855144,1,1
24,-1.3468448799699484,0,0
25,0.4613968537791556,1,1
26,0.7305597009998293,1,1
27,1.90811239295969,1,1
28,1.0636013580445234,1,1
29,0.18213544363819628,1,1
30,-1.4503090180475673,0,0
31,1.5240604626550849,1,1
32,-0.2536989572047953,0,1
33,0.7058081896132737,1,0
34,-0.23504547205795778,0,1
35,-0.8570142736098703,0,1
36,0.7499959805539105,1,0
37,1.0024916737616043,1,1
38,0.30873879193999754,1,1
39,0.16366423839182748,1,1
40,0.6425522796095295,1,1
41,-0.5148803532379402,0,1
42,0.6168177711898262,1,1
43,0.008722030003446624,1,1
44,0.5362255201569717,1,1
45,0.5790122255885277,1,1
46,1.1081077076890604,1,1
47,0.3137452234380085,1,1
48,0.5285379182867169,1,1
49,0.5188068971319189,1,1
50,-0.4543864624623674,0,1
51,-0.6946725164858947,0,1
52,-0.5189810155902648,0,1
53,-0.9110742020478357,0,1
54,-0.7565722453432215,0,1
55,0.448808110985269,1,1
56,-0.8673330537882116,0,1
57,0.7489118566218214,1,1
58,0.7190904177125074,1,1
59,0.8631066976264379,1,1
60,0.7074322220564888,1,1
61,1.7249016411312137,1,1
62,0.8807905011471748,1,1
63,0.3496947613032112,1,1
64,-1.1363728462147618,0,0
65,0.2701638780624176,1,0
66,0.756059804408092,1,1
67,1.402625510520727,1,0
68,0.16025652413332447,1,1
69,0.3564792090344741,1,1
70,-0.8609494128667954,0,1
71,1.4927082486491376,1,1
72,-0.29674805607272164,0,1
73,0.4477666069577722,1,1
74,-0.06879961481537783,0,0
75,-1.6558842187005245,0,0
76,-1.102638387365356,0,0
77,1.3487195579956561,1,1
78,0.7770400545409617,1,1
79,0.5159218885477774,1,1
80,-1.281285282073043,0,0
81,-0.8380451944603271,0,1
82,0.27788645479748986,1,1
83,0.8278457950541227,1,1
84,0.7855928156736715,1,1
85,-0.31073896895882375,0,1
86,1.90962877238202,1,1
87,0.8286633320951506,1,1
88,1.403175675871866,1,1
89,-0.7369918571783213,0,1
90,2.22919429128306,1,1
91,0.6384917392231666,1,1
92,1.2109216634220412,1,1
93,1.402333869879437,1,1
94,-0.36044236946077846,0,1
95,-2.3050595535279377,0,0
96,0.10986388704899391,1,1
97,-0.28221985705652264,0,1
98,0.19561909355037643,1,1
99,-0.0860640247711637,0,0
100,-0.395102983126994,0,1
101,0.6299235686995501,1,1
102,0.4835820158269598,1,1
103,-0.33802633571884233,0,1
104,-0.5580163606856802,0,0
105,0.6195345932709471,1,1
106,-1.0427839277051132,0,0
107,-1.90863168689856,0,0
108,0.5097195887607616,1,1
109,-0.06531540675927527,0,1
110,0.4160104572843669,1,1
111,0.9447749640170364,1,1
112,0.3762954857906429,1,1
113,1.0735565778584157,1,0
114,1.1130199244330645,1,0
115,0.5783160427714722,1,1
116,0.11528247353379611,1,1
117,0.04009079179030173,1,1
118,1.5585506587077491,1,1
119,-0.4399791608293889,0,0
120,-0.008586918513927344,0,0
121,-0.2961241333450749,0,1
122,1.6708927432940355,1,1
123,-0.1831322394170669,0,1
124,1.0829680634462124,1,1
125,-0.7260277986019935,0,0
126,-0.19089703128376867,0,1
127,0.6731515495132624,1,1
128,0.349399500399434,1,1
129,0.4098418682610294,1,1
130,-1.2659321732527125,0,1
131,0.44450378223693726,1,1
132,0.4718857859705233,1,1
133,2.1564071240354576,1,1
134,1.2138342543526177,1,1
135,-0.5762892989281253,0,0
136,0.8776396579641302,1,1
137,-0.2356635754958959,0,0
138,-0.691956346616697,0,1
139,1.2871505746708025,1,1
140,0.7885557261513516,1,1
141,0.7262915595565983,1,1
142,1.7865289112642215,1,1
143,0.3662085594432766,1,1
144,0.4504590668168258,1,0
145,0.49333170126551074,1,1
146,0.037469344390647696,1,1
147,0.40456236688204905,1,1
148,1.554335945617138,1,1
149,0.056992559583149305,1,1
150,1.7067157293943263,1,1
151,0.33876127606539436,1,1
152,-1.8205403322129246,0,0
153,0.8077226907609281,1,1
154,1.1043809187120988,1,1
155,0.4993258277135057,1,1
156,0.0248712665338382,1,1
157,1.2665351515675751,1,1
158,-0.6608684161481208,0,0
159,0.6973013818249532,1,1
160,-0.01455300642326085,0,1
161,0.47845115459475446,1,1
162,0.0912736099739686,1,1
163,0.3318245702438608,1,1
164,0.740763816027184,1,1
165,0.4890651245757389,1,0
166,0.33853314329259093,1,1
