,y score 0,y score 1,y pred,y test
0,0.39715004,0.60284996,1,0
1,0.5862969,0.41370308,0,1
2,0.33535147,0.66464853,1,0
3,0.38859302,0.611407,1,1
4,0.5423929,0.4576071,0,0
5,0.369497,0.630503,1,1
6,0.5614311,0.4385689,0,1
7,0.39335394,0.60664606,1,1
8,0.7393874,0.26061264,0,0
9,0.45296317,0.5470368,1,0
10,0.57633114,0.42366886,0,0
11,0.6304146,0.3695854,0,0
12,0.66044116,0.33955887,0,0
13,0.66757846,0.3324215,0,0
14,0.36899704,0.63100296,1,0
15,0.2990799,0.7009201,1,0
16,0.4614728,0.5385272,1,1
17,0.41770905,0.58229095,1,1
18,0.6058762,0.3941238,0,0
19,0.47222555,0.52777445,1,0
20,0.50702435,0.49297565,0,1
21,0.3269341,0.6730659,1,0
22,0.53122,0.46877998,0,0
23,0.5089051,0.4910949,0,0
24,0.4202782,0.5797218,1,1
25,0.40240407,0.59759593,1,0
26,0.58529496,0.41470504,0,0
27,0.55752575,0.44247425,0,1
28,0.41844422,0.5815558,1,1
29,0.33213925,0.66786075,1,1
30,0.45484424,0.54515576,1,0
31,0.3492654,0.6507346,1,1
32,0.71013284,0.28986713,0,0
33,0.40900725,0.59099275,1,1
34,0.59260356,0.4073964,0,0
35,0.4139617,0.5860383,1,0
36,0.64427334,0.35572666,0,0
37,0.40021443,0.59978557,1,1
38,0.5287931,0.4712069,0,0
39,0.446608,0.553392,1,1
40,0.7879252,0.21207483,0,0
41,0.4534958,0.5465042,1,0
42,0.36689937,0.6331006,1,0
43,0.5714451,0.42855492,0,0
44,0.5142042,0.4857958,0,0
45,0.46897507,0.53102493,1,0
46,0.37960923,0.6203908,1,0
47,0.3270859,0.6729141,1,0
48,0.5397595,0.46024048,0,1
49,0.48159993,0.5184001,1,1
50,0.39283115,0.60716885,1,0
51,0.29448587,0.70551413,1,1
52,0.48683065,0.51316935,1,0
53,0.5763694,0.42363057,0,1
54,0.43573946,0.56426054,1,0
55,0.66921544,0.33078453,0,0
56,0.36767232,0.6323277,1,0
57,0.52742326,0.47257677,0,0
58,0.5502476,0.4497524,0,1
59,0.5153382,0.48466182,0,0
60,0.33102977,0.6689702,1,1
61,0.53246397,0.46753603,0,1
62,0.5907221,0.40927795,0,1
63,0.60847867,0.3915213,0,1
64,0.5350373,0.46496275,0,0
65,0.41455042,0.5854496,1,1
66,0.5812305,0.4187695,0,0
67,0.6119572,0.38804278,0,1
68,0.49167013,0.50832987,1,1
69,0.39706683,0.60293317,1,1
70,0.7025233,0.2974767,0,0
71,0.7604906,0.2395094,0,0
72,0.4218043,0.5781957,1,0
73,0.6393709,0.36062908,0,0
74,0.49000913,0.5099909,1,1
75,0.57518494,0.4248151,0,1
76,0.46947002,0.53053,1,0
77,0.47094524,0.52905476,1,0
78,0.35675108,0.6432489,1,1
79,0.36644185,0.63355815,1,1
80,0.40934187,0.5906581,1,1
81,0.5109874,0.4890126,0,0
82,0.744447,0.255553,0,0
83,0.5339031,0.46609685,0,0
84,0.44388247,0.55611753,1,0
85,0.7214974,0.27850258,0,0
86,0.40269452,0.5973055,1,0
87,0.4269138,0.5730862,1,0
88,0.4978308,0.5021692,1,0
89,0.33295685,0.66704315,1,0
90,0.5436193,0.45638072,0,0
91,0.4807827,0.5192173,1,0
92,0.6105815,0.38941845,0,0
93,0.7621016,0.23789841,0,0
94,0.4657544,0.5342456,1,1
95,0.51207983,0.48792014,0,1
96,0.3761577,0.6238423,1,1
97,0.45628035,0.54371965,1,1
98,0.5981179,0.4018821,0,1
99,0.55233026,0.44766977,0,1
100,0.37861913,0.62138087,1,1
101,0.5403075,0.45969248,0,1
102,0.7292286,0.27077138,0,0
103,0.42218316,0.57781684,1,0
104,0.40048194,0.59951806,1,1
105,0.5250436,0.47495642,0,0
106,0.5627973,0.4372027,0,1
107,0.39156747,0.60843253,1,0
108,0.5797707,0.42022935,0,0
109,0.43305063,0.56694937,1,0
110,0.37996525,0.62003475,1,1
111,0.2673633,0.7326367,1,0
112,0.5008379,0.49916205,0,1
113,0.6006167,0.39938328,0,0
114,0.35730326,0.64269674,1,1
115,0.3684919,0.6315081,1,1
116,0.7083381,0.29166192,0,0
117,0.599203,0.40079704,0,0
118,0.6256888,0.37431124,0,0
119,0.48190838,0.5180916,1,1
120,0.7221362,0.2778638,0,0
121,0.3733551,0.6266449,1,0
122,0.61936605,0.38063398,0,0
123,0.4033172,0.5966828,1,0
124,0.2894354,0.7105646,1,0
125,0.62852013,0.3714799,0,1
126,0.37525743,0.62474257,1,1
127,0.43921125,0.56078875,1,0
128,0.41451955,0.58548045,1,1
129,0.557969,0.442031,0,0
130,0.64154756,0.35845247,0,0
131,0.5251212,0.47487876,0,0
132,0.4705754,0.5294246,1,0
133,0.34051037,0.65948963,1,1
134,0.55791974,0.4420803,0,1
135,0.7219782,0.27802178,0,0
136,0.47292066,0.52707934,1,1
137,0.8038918,0.19610819,0,0
138,0.6599648,0.34003523,0,0
139,0.44840264,0.55159736,1,1
140,0.40618467,0.5938153,1,1
141,0.27589637,0.7241036,1,1
142,0.5706973,0.42930272,0,0
143,0.6164147,0.38358527,0,1
144,0.49266678,0.5073332,1,0
145,0.6622435,0.33775648,0,1
146,0.6516011,0.3483989,0,0
147,0.40083188,0.5991681,1,0
148,0.4391188,0.5608812,1,0
149,0.5037277,0.49627233,0,1
150,0.54373443,0.45626554,0,0
151,0.5458751,0.4541249,0,0
152,0.5505525,0.4494475,0,0
153,0.33144325,0.66855675,1,1
154,0.41092438,0.5890756,1,1
155,0.37408984,0.62591016,1,1
156,0.55859095,0.44140905,0,0
157,0.2567703,0.7432297,1,1
158,0.41157544,0.58842456,1,0
159,0.6452719,0.35472807,0,0
160,0.5745114,0.42548856,0,0
161,0.6196114,0.38038862,0,1
162,0.6925638,0.3074362,0,0
163,0.37459707,0.6254029,1,1
164,0.45069736,0.54930264,1,0
165,0.72304034,0.2769597,0,1
166,0.48033684,0.51966316,1,0
167,0.5467809,0.45321912,0,0
168,0.74540615,0.25459388,0,0
169,0.5791174,0.4208826,0,1
170,0.3686242,0.6313758,1,0
171,0.44071257,0.5592874,1,0
172,0.5487385,0.4512615,0,0
173,0.2031191,0.7968809,1,1
174,0.49692905,0.50307095,1,0
175,0.34028476,0.65971524,1,0
176,0.45462525,0.54537475,1,1
177,0.42818767,0.57181233,1,1
178,0.4341107,0.5658893,1,1
179,0.69328344,0.30671656,0,0
180,0.39477652,0.6052235,1,1
181,0.46997124,0.53002876,1,0
182,0.31206375,0.68793625,1,0
183,0.5610434,0.4389566,0,0
184,0.44860673,0.5513933,1,0
185,0.5515599,0.44844007,0,1
186,0.39206547,0.60793453,1,1
187,0.48062825,0.51937175,1,1
188,0.59527254,0.40472743,0,0
189,0.6004416,0.39955845,0,1
190,0.5645715,0.43542853,0,0
191,0.3519593,0.6480407,1,1
192,0.40840042,0.5915996,1,0
193,0.5789901,0.42100987,0,0
194,0.671911,0.32808903,0,0
195,0.52944314,0.47055689,0,1
196,0.66659766,0.33340234,0,0
197,0.6005417,0.3994583,0,0
198,0.67424667,0.32575333,0,0
199,0.32516772,0.6748323,1,0
200,0.7091731,0.29082695,0,0
201,0.5338124,0.46618757,0,0
202,0.5910144,0.40898564,0,0
203,0.46859306,0.53140694,1,1
204,0.70197594,0.29802403,0,0
205,0.32198334,0.67801666,1,0
206,0.2938161,0.7061839,1,1
207,0.5686573,0.4313427,0,0
208,0.3455131,0.6544869,1,0
209,0.4401878,0.5598122,1,0
210,0.57641846,0.42358154,0,0
211,0.31426376,0.68573624,1,1
212,0.40530938,0.5946906,1,1
213,0.3516969,0.6483031,1,1
214,0.6333798,0.36662015,0,0
215,0.53156304,0.46843696,0,1
216,0.62372625,0.37627375,0,0
217,0.41047442,0.5895256,1,1
218,0.7535676,0.24643242,0,0
219,0.354137,0.645863,1,0
