0.1777940444645363,f__Anaerolinaceae
0.18254772651028484,f__Corynebacteriaceae
0.1839196350840588,c__BD1-5
0.18844663371615186,f__Cardiobacteriaceae
0.18847877500247084,f__Fusobacteriaceae
0.19186448757445013,f__Rikenellaceae
0.20242634322703815,f__Lactobacillaceae
0.2363358504930372,f__Rs-045
0.2572798903099375,f__Porphyromonadaceae
0.26011275167292497,f__Comamonadaceae
0.2675865950529507,f__[Tissierellaceae]
0.2834613533461429,f__Mycoplasmataceae
0.34234475342700255,o__Bacteroidales
0.37458800176862217,f__Spirochaetaceae
0.457122014159048,f__Dethiosulfovibrionaceae
