KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC,PRECISION,RECALL
linear,10.0,auto,0.7846413286852025,0.6944603083952028,0.473847048868204,0.5203619909502263,0.5203619909502263,0.5203619909502263
linear,10.0,scale,0.7846413286852025,0.6944603083952028,0.473847048868204,0.5203619909502263,0.5203619909502263,0.5203619909502263
linear,100.0,auto,0.7858616204845267,0.7058823529411765,0.4719959805373387,0.5113122171945701,0.5113122171945701,0.5113122171945701
linear,100.0,scale,0.7858616204845267,0.7058823529411765,0.4719959805373387,0.5113122171945701,0.5113122171945701,0.5113122171945701
linear,1000.0,auto,0.7859718403889818,0.7064534551684752,0.4717579860376561,0.5045248868778279,0.5045248868778279,0.5045248868778279
linear,1000.0,scale,0.7859718403889818,0.7064534551684752,0.47175798603765606,0.5045248868778279,0.504524886877828,0.504524886877828
linear,1.0,auto,0.7807710354687653,0.6681896059394632,0.4698804738734927,0.4705882352941176,0.4705882352941176,0.4705882352941176
linear,1.0,scale,0.7807710354687653,0.6681896059394632,0.4698804738734927,0.4705882352941176,0.4705882352941176,0.4705882352941176
linear,0.1,auto,0.7358170601517255,0.5996573386636208,0.4294742965940344,0.4140271493212669,0.4140271493212669,0.4140271493212669
linear,0.1,scale,0.7358170601517255,0.5996573386636208,0.4294742965940344,0.4140271493212669,0.4140271493212669,0.4140271493212669
linear,0.01,auto,0.658033299007706,0.5328383780696745,0.4034535646287286,0.411764705882353,0.4117647058823529,0.4117647058823529
linear,0.01,scale,0.658033299007706,0.5328383780696745,0.4034535646287286,0.411764705882353,0.4117647058823529,0.4117647058823529
