KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC,PRECISION,RECALL
linear,0.1,auto,0.7490933366777975,0.6898914905768132,0.4631829465952689,0.4841628959276018,0.4841628959276018,0.4841628959276018
linear,0.1,scale,0.7490933366777975,0.6898914905768132,0.4631829465952689,0.4841628959276018,0.4841628959276018,0.4841628959276018
linear,0.01,auto,0.7031970986773689,0.6436322101656196,0.4587513592252929,0.4683257918552036,0.4683257918552036,0.4683257918552036
linear,0.01,scale,0.7031970986773689,0.6436322101656196,0.4587513592252929,0.4683257918552036,0.4683257918552036,0.4683257918552036
linear,1.0,auto,0.7594180632417264,0.6956025128498,0.44886235407562425,0.4615384615384616,0.4615384615384616,0.4615384615384616
linear,1.0,scale,0.7594180632417264,0.6956025128498,0.44886235407562425,0.4615384615384616,0.4615384615384616,0.4615384615384616
linear,10.0,auto,0.7619603785515334,0.6984580239862935,0.4476723908003529,0.4615384615384615,0.4615384615384616,0.4615384615384616
linear,10.0,scale,0.7619603785515334,0.6984580239862935,0.4476723908003529,0.4615384615384615,0.4615384615384616,0.4615384615384616
linear,100.0,auto,0.7613123886267317,0.6967447173043975,0.4467491434316079,0.45022624434389136,0.4502262443438914,0.4502262443438914
linear,100.0,scale,0.7613123886267317,0.6967447173043975,0.4467491434316079,0.45022624434389136,0.4502262443438914,0.4502262443438914
linear,1000.0,auto,0.7608799598664304,0.6961736150770989,0.4464619109168872,0.45022624434389136,0.4502262443438914,0.4502262443438914
linear,1000.0,scale,0.7608799598664304,0.6961736150770989,0.4464619109168872,0.45022624434389136,0.4502262443438914,0.4502262443438914
