# Constructed from biom file
#OTU ID	B018DB-SALIVA-T3-rep-2	B018DB-STOOL-T3-rep-1	taxonomy
fbe3ee26d96509937ec3d4ea37063a7e	7182.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica
09ab7346ee4ca13bd0fd81ad0f5968e1	6659.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria
ae3c2c31f46eca1f8ce8bb90105ab3d6	4337.0	6.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
321504ef7843f9b5978732cf37896060	0.0	2799.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
4183b56dc4f37428001386ac215b9e13	2411.0	5.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
8e0ee77758a7f5a792140e12e3c132fb	0.0	2241.0	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
697ab2c0908007d60fdbbb75d0f06ae9	0.0	2176.0	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
0c77dd59fc526aac9169182fd5275543	0.0	1604.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis
66b5887b82f04898676d45045853a024	0.0	1324.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__
c2900c7ed4f0a80cd6579ba07d6d4d73	0.0	1305.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
8af4e291e4ae7c388cb63ff4b13931c6	1132.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
d304a71190e71ea5738bcfcfd15d3d99	0.0	1024.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
a65f232baaa0aaf0e1edceb5a7b6cb9d	997.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae
f4d28aaa3a77a40240d268505d9afa5d	990.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula
4fd966c1e39eba81a6d86f74779181dc	0.0	983.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
a744f01c408c3df5bd15dde480c2081a	959.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa
3ddbe3e1fba10670f43c2b636d2d32a6	899.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica
6413002983aaa3dbdec0b7b89a606652	0.0	840.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
e7d0222084ef002666b27a506be4eb7a	0.0	810.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques
06d0de66e95909d0104f957bd278e2dd	0.0	803.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
454ded2dd9cd9774656989ca3d04c65b	695.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula
3411b65104ca38cb3590bf32f49d16cb	0.0	655.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
b842ebe51f833046bd0216e235e304e3	0.0	637.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
