# Constructed from biom file
#OTU ID	B012YK-STOOL-T2-rep-2	B013HN-STOOL-T1-rep-2	C004DK-STOOL-T1-rep-1	H056KL-STOOL-T1-rep-4	H101SV-STOOL-T3-rep-2	H243IF-STOOL-T1-rep-2	H245SB-STOOL-T3-rep-2	H269VS-STOOL-T3-rep-2	R025EM-STOOL-T2-rep-2	taxonomy
697ab2c0908007d60fdbbb75d0f06ae9	10.0	1081.0	7.0	1267.0	20.0	6928.0	20.0	9567.0	16646.0	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
92d4c027205d21ac0dbb8101ab24d785	8469.0	86.0	14421.0	0.0	13.0	1555.0	9.0	543.0	3443.0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
18bef6b2da86449bc4c33bff71fd8d8b	215.0	8323.0	1997.0	1366.0	1440.0	388.0	228.0	5948.0	434.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
273f9d036a37197d85057f9255a130f5	32.0	750.0	5930.0	388.0	3566.0	0.0	116.0	0.0	20.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
b842ebe51f833046bd0216e235e304e3	57.0	1499.0	2189.0	297.0	1835.0	317.0	672.0	182.0	178.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
b34e01974f28df680dfe502a1de45c96	53.0	2734.0	550.0	416.0	2403.0	149.0	485.0	357.0	32.0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens
dba678fce9a6c16e6c29fe4d413ef2e4	8.0	209.0	5412.0	1139.0	0.0	0.0	114.0	131.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
80ffd29ffb13eebede7228db00a746b9	0.0	4960.0	0.0	847.0	0.0	333.0	0.0	142.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
ccd8f48d15eea4fa77b850e23873d848	69.0	3497.0	436.0	466.0	522.0	302.0	26.0	809.0	146.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
157646422453e679814c33ee96cfc476	34.0	1865.0	1279.0	268.0	1644.0	194.0	26.0	332.0	28.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
1fb1b544cebe69d7edcae4a78cd054d5	88.0	314.0	944.0	303.0	269.0	120.0	3071.0	78.0	18.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
4edaae2fac191a4968ea6e807b36ac8c	0.0	20.0	0.0	361.0	0.0	4586.0	0.0	0.0	195.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
42a416f08af1c8968c48572f2179915c	433.0	708.0	0.0	465.0	23.0	383.0	1897.0	1141.0	78.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
72010295a86cabdd51b241d8666620f5	3972.0	13.0	0.0	195.0	0.0	397.0	37.0	0.0	254.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae
fb6950eb36ddf9268d5790f538a59233	81.0	409.0	1204.0	40.0	296.0	349.0	189.0	815.0	529.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
60ac1898091f0c3f570e95f019eff433	63.0	418.0	479.0	150.0	2020.0	43.0	348.0	288.0	64.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__clostridioforme
4b9cdeb88109d14ca0d30aee576525ba	74.0	54.0	0.0	106.0	2842.0	50.0	601.0	25.0	40.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis
81fd2bb21fe754d2e3c4a80e4c474344	92.0	1114.0	285.0	199.0	1325.0	49.0	134.0	218.0	34.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
1d8d7f157f76cfb76bb73f58d292c048	2867.0	0.0	130.0	15.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__
5adc89fd70b35c13f818201bdba00423	1313.0	17.0	1177.0	248.0	8.0	15.0	120.0	0.0	44.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
20e720f4327722a56f93aa3fdce744bc	13.0	1257.0	390.0	301.0	165.0	66.0	74.0	265.0	133.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
06d0de66e95909d0104f957bd278e2dd	83.0	112.0	0.0	96.0	31.0	247.0	2006.0	27.0	49.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
321504ef7843f9b5978732cf37896060	1706.0	38.0	199.0	9.0	7.0	72.0	93.0	162.0	286.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
8c9f24a362226a177923ab3f15cc5e43	12.0	2314.0	0.0	76.0	0.0	60.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__bifidum
fa645fd2a770c0f3a48877de3e348261	1659.0	39.0	0.0	0.0	0.0	713.0	0.0	0.0	27.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
0ff51a537e49076a7a8f445e77fabb46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2394.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__; s__
7f74fb508f0ff6d79b62ff9550d32818	2379.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
8e6ce7bbecf639ff3e80481de4757e91	0.0	58.0	0.0	33.0	11.0	0.0	2128.0	41.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
9d45a2f42c4fbe80c475bf2f7271b8ce	470.0	0.0	0.0	0.0	0.0	922.0	0.0	41.0	794.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
22635b6a246d774703fbf9a9c6ed6e39	1478.0	16.0	0.0	60.0	23.0	77.0	269.0	0.0	131.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
59dadb6f34585a015e62ed0bed0fbb78	17.0	665.0	225.0	107.0	211.0	88.0	441.0	200.0	9.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
6f60d6119519e14e00dbdd03fe8dc641	0.0	0.0	1377.0	0.0	0.0	186.0	0.0	17.0	253.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ae75f9ab10d845c5926ceebbe638174a	0.0	53.0	0.0	26.0	13.0	0.0	1690.0	22.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
84477f8dcb54cbb89e47e9e5dd65958f	41.0	504.0	363.0	47.0	350.0	39.0	13.0	353.0	11.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum
46905af21df7f029ff528c1475620edb	25.0	243.0	901.0	74.0	0.0	140.0	85.0	178.0	16.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis
0c77dd59fc526aac9169182fd5275543	1301.0	5.0	144.0	17.0	0.0	33.0	66.0	9.0	14.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis
c3b975bc5cf6c737e5c58349e0a986f7	1027.0	0.0	338.0	6.0	7.0	81.0	62.0	12.0	26.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
620dc9e9874fbef5b3586104db6d07ee	1515.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
bf7ee67ba29f0bdf67fb5d578842a5b7	0.0	720.0	88.0	49.0	288.0	58.0	88.0	134.0	40.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
8fbdb3ffe463a09826085435585d3af5	0.0	1187.0	0.0	223.0	0.0	6.0	0.0	6.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__ruminis
13b6ed4ca9bf07b00206dfbaad9424d0	0.0	0.0	0.0	1333.0	0.0	0.0	0.0	0.0	0.0	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
33df38d9a2741bb1a2c0c95ac264d3c2	4.0	16.0	50.0	61.0	0.0	19.0	791.0	190.0	163.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
6dd8f213d103c9ba032cb61581881ac7	12.0	615.0	169.0	53.0	385.0	17.0	5.0	19.0	6.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
5d2ce43dd1e997fb2f97ff3258881093	0.0	0.0	0.0	12.0	0.0	239.0	0.0	0.0	1021.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
572c7c23df346ba4f4a5ac29009499bf	52.0	262.0	218.0	138.0	367.0	25.0	38.0	45.0	97.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
2f61ac9dfc3a09efef95b77056bcc791	0.0	0.0	593.0	0.0	485.0	0.0	39.0	109.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
a0de63ecc424371bf7ba1f4f92892680	888.0	24.0	20.0	8.0	0.0	164.0	9.0	73.0	6.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
