X,y
[ 0.172552 0.172552 0.172552 0.172552 0.80230171 0.71499019 0.71368427 0.35462939 -1.08285417 -1.08285417 0.32875293 0.27023612 0.04393156 -0.25607388 -0.57729764 2.43821802 -0.28817516 -0.28817516 -0.28817516 2.43814202 2.43814202 1.48070397 1.27422203 0.39871811 0.63356049 0.67792144 1.50064089 0.73612676 1.57875768 0.40968628 0.40968628 0.40968628 0.14983026 0.14983026 -0.4622287 0.01302354 -0.48709879 1.56425509 1.56425509 0.90439218 -0.40928801 -0.07554816 -0.82882847 0.23082173 0.30785941 0.07216605 -0.65154943 0.48874713 -0.33010897 -0.33010897 -0.64941873 -1.58388983 -1.58388983 -1.73152409 -2.36712686 -2.36712686 0.29941069 -0.22222043 -0.22222043 -1.0069924 -1.24546573 -0.68767851 -0.7141949 0.16138866 0.16138866 -0.11470687 -1.24546573 -1.24546573 -1.24546573 -0.3567335 -0.3637431 -0.53012472 -1.58388983 -1.58388983 0.84331113 0.84331113 0.84331113 0.7493499 ];[ 0.1314841 0.1314841 0.1314841 0.1314841 0.83988704 0.75359043 0.75296606 0.39937977 -1.24641031 -1.24641031 0.37403667 0.31155505 0.08824904 -0.18399183 -0.49653325 2.38351932 -0.43885871 -0.43885871 -0.43885871 2.38346937 2.38346937 1.42702183 1.2185019 0.31237493 0.67176477 0.56257712 1.4931784 0.73117151 1.50652138 0.38138904 0.38138904 0.38138904 0.19395486 0.19395486 -0.50420366 0.05571926 -0.36383741 1.48985998 1.48985998 0.87021746 -0.32708267 -0.02017717 -0.83583084 0.19395486 0.20653447 0.14690842 -0.7825049 0.43609564 -0.36383741 -0.36383741 -0.67843924 -1.15641585 -1.15641585 -1.31565166 -2.35176284 -2.35176284 0.40679255 -0.27140391 -0.27140391 -0.79080139 -1.57991384 -0.73677053 -0.80806484 0.31725085 0.31725085 0.04462502 -1.57991384 -1.57991384 -1.57991384 -0.27140391 -0.28160718 -0.44225596 -1.57991384 -1.57991384 0.97028926 0.97028926 0.97028926 0.87769195];[ 0.28542032 0.28542032 0.28542032 0.28542032 0.88641084 0.79121361 0.79076743 0.45084029 -1.22317101 -1.22317101 0.47488339 0.29590835 0.08149308 0.2203639 -0.0829893 2.24461685 -0.37471786 -0.37471786 -0.37471786 2.24455176 2.24455176 1.32971229 1.0337089 0.20021113 0.43433525 0.0172747 1.49000086 0.81097562 1.64013544 0.49642265 0.49642265 0.49642265 0.05698213 0.05698213 -0.31626936 -0.22079186 -0.41048211 1.62946181 1.62946181 0.96619651 -0.1499051 0.09742429 -0.71339077 0.40831226 0.28530177 0.14755357 -0.7332336 0.68822987 -0.15103848 -0.15103848 -0.45716146 -1.34368781 -1.34368781 -1.49208791 -2.28579125 -2.28579125 0.40105654 -0.32710907 -0.32710907 -0.93896732 -1.54378148 -1.34368781 -0.7332336 0.35778996 0.35778996 0.09568072 -1.54378148 -1.54378148 -1.54378148 -0.62970099 -0.6447254 -0.80177171 -1.54378148 -1.54378148 0.82868113 0.82868113 0.82868113 0.73966458];[ 0.17171456 0.17171456 0.17171456 0.17171456 0.73140535 0.66050814 0.66008827 0.34251976 -1.21475597 -1.21475597 0.29041045 0.21496022 0.01466824 -0.13451782 -0.41644096 2.1348001 -0.30353049 -0.30353049 -0.30353049 2.13473612 2.13473612 1.313848 1.072669 0.32570837 0.53907179 0.24172527 1.32969298 0.92399247 1.60292473 0.53380901 0.53380901 0.53380901 0.31360317 0.31360317 -0.18454887 -0.00878253 0.02665791 1.59120426 1.59120426 1.01171452 -0.04341127 0.10466077 -0.54770162 0.4354071 0.47980687 0.11948257 -0.52152071 0.63767427 -0.04016436 -0.04016436 -0.32411852 -2.09493215 -2.09493215 -2.09493215 -2.09493215 -2.09493215 0.23299932 0.04175923 0.04175923 -0.54770162 -2.09493215 -2.09493215 -0.31487188 -0.01740663 -0.01740663 -0.26207011 -1.21475597 -1.21475597 -1.21475597 -0.59203855 -0.66423795 -0.81055475 -1.02133268 -1.02133268 0.84102479 0.84102479 0.84102479 0.7578592 ];[ 0.14455908 0.14455908 0.14455908 0.14455908 0.87868525 0.84063935 0.8397809 0.4904162 -1.03659847 -1.03659847 0.1855111 0.08329614 -0.13703732 -0.22845067 -0.53865801 2.26888997 -0.45569556 -0.45569556 -0.45569556 2.26882953 2.26882953 1.31249386 1.15783369 0.26312078 0.52840636 0.63458131 1.3036606 0.66126647 1.5939139 0.50781572 0.50781572 0.50781572 0.31604056 0.31604056 -0.32219594 0.1949752 -0.31632524 1.57612018 1.57612018 0.97878697 -0.20080481 -0.04047808 -0.69016891 0.50914966 0.26784388 0.16054026 -0.57717562 0.53779685 -0.21803276 -0.21803276 -0.52716597 -1.21125048 -1.21125048 -1.32138885 -2.39240803 -2.39240803 0.26198981 -0.03969708 -0.03969708 -0.66598819 -1.21125048 -2.39240803 -0.43929682 0.07251781 0.07251781 -0.19679538 -1.42405179 -1.42405179 -1.42405179 -0.64788572 -0.69016891 -0.85164134 -1.42405179 -1.42405179 0.96195607 0.96195607 0.96195607 0.87045724];[ 1.38498916e-01 1.38498916e-01 1.38498916e-01 1.38498916e-01 8.13508701e-01 7.66577188e-01 7.66076025e-01 4.17296594e-01 -1.27157453e+00 -1.27157453e+00 1.83434691e-01 8.03939521e-02 -1.39537585e-01 -2.27420131e-01 -5.40752651e-01 2.29024477e+00 -4.50953966e-01 -4.50953966e-01 -4.50953966e-01 2.29018838e+00 2.29018838e+00 1.34946681e+00 1.20143218e+00 2.47913940e-01 5.11432642e-01 3.22527944e-01 1.30095582e+00 6.93302964e-01 1.63141065e+00 4.89636356e-01 4.89636356e-01 4.89636356e-01 3.28802418e-01 3.28802418e-01 -3.09844058e-01 2.32811695e-01 -4.16229574e-01 1.61593446e+00 1.61593446e+00 9.73843266e-01 -1.93520083e-01 -2.08066952e-02 -6.62644458e-01 4.62049899e-01 3.16597916e-01 1.99767609e-01 -7.11337091e-01 6.02161754e-01 -1.65168741e-01 -1.65168741e-01 -4.78159261e-01 -1.18280545e+00 -1.18280545e+00 -1.33987307e+00 -2.36187630e+00 -2.36187630e+00 2.43393173e-01 -1.13810486e-02 -1.13810486e-02 -7.98225553e-01 -1.60053698e+00 -2.36187630e+00 -3.85978784e-01 2.06488743e-05 2.06488743e-05 -2.68129222e-01 -1.18280545e+00 -1.18280545e+00 -1.18280545e+00 -5.71680904e-01 -5.83185900e-01 -7.44594541e-01 -1.39523082e+00 -1.39523082e+00 1.00591291e+00 1.00591291e+00 1.00591291e+00 9.14549383e-01];[ 3.52803550e-01 3.52803550e-01 3.52803550e-01 3.52803550e-01 9.08550095e-01 8.53083086e-01 8.53006418e-01 5.51940883e-01 -1.18583895e+00 -1.18583895e+00 4.43160929e-01 3.48004695e-01 1.58092222e-01 1.07175638e-01 -1.62209600e-01 1.96541038e+00 -3.57756419e-01 -3.57756419e-01 -3.57756419e-01 1.96535345e+00 1.96535345e+00 1.17251577e+00 9.25165473e-01 3.18246472e-01 4.18851191e-01 1.19916099e-01 1.27595912e+00 4.98149640e-01 1.59150186e+00 6.07293857e-01 6.07293857e-01 6.07293857e-01 3.72531596e-01 3.72531596e-01 -5.70997833e-02 2.27804051e-01 -1.42311848e-01 1.57966604e+00 1.57966604e+00 1.00457394e+00 3.07998551e-02 1.86307796e-01 -2.62114059e-01 6.52979082e-01 3.87835524e-01 2.86378535e-01 -4.47184927e-01 7.30432975e-01 1.62942675e-04 1.62942675e-04 -2.67778907e-01 -2.02020743e+00 -2.02020743e+00 -2.02020743e+00 -2.02020743e+00 -2.02020743e+00 1.33814703e-01 -2.90441037e-01 -2.90441037e-01 -1.07910394e+00 -2.02020743e+00 -2.02020743e+00 -6.07567105e-01 -4.66860830e-02 -4.66860830e-02 -2.79301861e-01 -1.07910394e+00 -1.07910394e+00 -1.07910394e+00 -2.32388521e-01 -2.32388521e-01 -3.72114997e-01 -2.02020743e+00 -2.02020743e+00 6.35149776e-01 6.35149776e-01 6.35149776e-01 5.56314547e-01];[ 0.27306781 0.27306781 0.27306781 0.27306781 0.94585134 0.88869218 0.88869218 0.59507706 -1.9194922 -1.9194922 0.50519709 0.42355897 0.23846445 0.1485047 -0.11347217 1.98287754 -0.22758618 -0.22758618 -0.22758618 1.98280918 1.98280918 1.19396316 0.91651302 0.36480861 0.37880633 0.15176613 1.35761043 0.50658769 1.53450985 0.58620102 0.58620102 0.58620102 0.31933764 0.31933764 -0.10694589 0.16763755 -0.146964 1.52264356 1.52264356 0.97606135 -0.0040565 0.20919797 -0.2980487 0.53946098 0.3607085 0.13289002 -0.25782126 0.69906442 0.05931284 0.05931284 -0.20258708 -1.9194922 -1.9194922 -1.9194922 -1.9194922 -1.9194922 0.16545642 -0.22758618 -0.22758618 -0.82067404 -1.9194922 -1.9194922 -0.54864497 0.07047836 0.07047836 -0.15527252 -0.92687103 -0.92687103 -0.92687103 -0.61637381 -0.61637381 -0.75155838 -1.9194922 -1.9194922 0.67916167 0.67916167 0.67916167 0.60227088],0.12834205282563416;-0.35880858881324273;0.018194626098583244;-0.060708025814743216;0.04409214284691665;-0.3582348352987209;0.04595633424569334;0.24378219538405688
[ 2.72132106e-02 2.72132106e-02 2.72132106e-02 2.72132106e-02 1.23709072e+00 1.21640825e+00 1.21632250e+00 9.41257330e-01 -8.45261880e-01 -8.45261880e-01 6.02500791e-01 -1.70503787e+00 -1.70503787e+00 6.02500791e-01 3.56803652e-01 1.94050294e+00 -1.62718915e-03 -1.62718915e-03 -1.62718915e-03 1.94039594e+00 1.94039594e+00 1.03971661e+00 1.18219339e+00 -1.01085788e+00 -3.67065241e-01 -2.52820140e-01 -1.45938773e-01 4.43308712e-02 1.49095423e+00 4.00552536e-01 4.00552536e-01 4.00552536e-01 1.46954710e-01 1.46954710e-01 -2.23783517e-01 -9.42773151e-01 5.90029119e-03 1.48617698e+00 1.48617698e+00 1.08512534e+00 3.21189547e-01 4.59535246e-01 -8.45261880e-01 1.85088853e-01 5.89412150e-01 9.69535552e-01 -2.04314709e-01 3.78144722e-01 -2.23783517e-01 -2.23783517e-01 -4.68233953e-01 -5.25900979e-01 -5.25900979e-01 -6.52298431e-01 -1.70503787e+00 -1.70503787e+00 1.13191697e+00 1.07085938e+00 1.07085938e+00 -7.75261516e-01 -1.70503787e+00 -1.70503787e+00 7.95651368e-01 6.76505264e-01 6.76505264e-01 4.64389861e-01 -5.75642659e-01 -5.75642659e-01 -5.75642659e-01 3.96619314e-01 3.96619314e-01 2.68760373e-01 -1.70503787e+00 -1.70503787e+00 -1.70503787e+00 -1.70503787e+00 -1.70503787e+00 -1.70503787e+00];[ 0.02435262 0.02435262 0.02435262 0.02435262 1.16523519 1.15443757 1.15423265 0.87639213 -0.64231814 -0.64231814 0.36233229 -1.72037833 -1.72037833 0.36233229 0.11438578 1.90701265 -0.00254909 -0.00254909 -0.00254909 1.90687977 1.90687977 1.13035668 1.13540449 -1.17914132 -0.23338788 -0.15911837 -0.3747348 0.15414775 1.70286515 0.40140424 0.40140424 0.40140424 0.31204292 0.31204292 -0.06683913 -0.85190005 0.17225525 1.70026201 1.70026201 0.88349534 0.07957315 0.41159734 -1.11393461 -0.02324224 0.52253819 0.49496066 -0.35514695 0.99547986 -0.36685769 -0.36685769 -0.61292612 -0.78119117 -0.78119117 -0.90630315 -1.72037833 -1.72037833 1.24968878 1.19850063 1.19850063 -0.78119117 -1.72037833 -1.72037833 0.92057721 0.79225826 0.79225826 0.57798731 -0.95039829 -0.95039829 -0.95039829 0.25025429 0.23407827 0.10570241 -0.46880392 -0.46880392 -1.72037833 -1.72037833 -1.72037833 -1.72037833];[ 0.08451968 0.08451968 0.08451968 0.08451968 1.02876212 1.01846052 1.01814926 0.71922742 -0.81820717 -0.81820717 0.13086675 -1.17623991 -1.34118655 0.13086675 -0.13638295 2.11113718 0.08451968 0.08451968 0.08451968 2.11097862 2.11097862 1.26977267 1.28101549 -0.96966601 -0.2056837 -0.07590323 -0.336872 0.23841764 1.79691842 0.42628975 0.42628975 0.42628975 0.02565438 0.02565438 -0.15386444 -0.63292133 -0.29930532 1.79461193 1.79461193 0.9378597 0.05715978 0.29005237 -1.00027443 0.17567047 0.56669421 0.68303393 -0.34773955 1.02563266 -0.38559607 -0.38559607 -0.6502602 -0.66877946 -0.66877946 -0.80524624 -1.17623991 -1.17623991 1.23862285 1.15532813 1.15532813 -0.81820717 -1.82877479 -1.82877479 0.85618598 0.86815505 0.86815505 0.63759944 -1.17623991 -1.17623991 -1.17623991 -0.09674674 -0.20452125 -0.34306771 -0.39948317 -0.39948317 -1.82877479 -1.82877479 -1.82877479 -1.82877479];[ 0.0700335 0.0700335 0.0700335 0.0700335 0.86138753 0.84505611 0.84418402 0.54639049 -0.66561441 -0.66561441 0.09190744 -1.82118366 -1.82118366 0.09190744 -0.17437486 2.03216538 -0.07338448 -0.07338448 -0.07338448 2.03205073 2.03205073 1.16687952 1.20705439 -1.82118366 -0.40453677 -0.24675696 -0.43778793 0.08165777 1.94846079 0.55848964 0.55848964 0.55848964 0.15235269 0.15235269 0.00449579 -1.17113859 -0.16897294 1.94641155 1.94641155 1.15883645 0.39704577 0.33630576 -0.99584453 -0.17359653 0.93499399 0.9466181 -0.12531332 1.09035348 -0.29268293 -0.29268293 -0.55697265 -0.99584453 -1.17113859 -1.29366717 -1.17113859 -1.17113859 1.17131464 1.09753492 1.09753492 -0.99584453 -1.82118366 -1.82118366 0.79960933 0.75256771 0.75256771 0.52283303 -0.81447196 -0.81447196 -0.81447196 0.16153683 0.15972472 0.02136627 -1.17113859 -1.17113859 -0.99584453 -0.99584453 -0.99584453 -1.069563 ];[ 0.08143484 0.08143484 0.08143484 0.08143484 1.15028247 1.13013981 1.12971426 0.82686795 -0.69260757 -0.69260757 0.41908607 -0.8792074 -1.00936851 0.4166721 0.14614857 2.19497583 0.10242871 0.10242871 0.10242871 2.19483667 2.19483667 1.3319424 1.35488603 -1.02151469 -0.20501595 -0.09608058 -0.30007317 0.25949309 1.73207273 0.33550059 0.33550059 0.33550059 0.08949605 0.08949605 -0.22637599 -0.74196645 -0.1148777 1.72950844 1.72950844 0.93088446 0.12533946 0.09963512 -1.16483066 0.09081696 0.58053326 0.62683869 -0.3927785 0.91863379 -0.48190372 -0.48190372 -0.74880734 -0.98657258 -0.98657258 -1.11877825 -1.16483066 -1.16483066 1.18248789 1.13447922 1.13447922 -0.80213321 -1.82586724 -1.82586724 0.83145326 0.66118312 0.66118312 0.4276498 -0.98657258 -0.98657258 -0.98657258 -0.12913494 -0.20245866 -0.33773593 -0.55360004 -0.55360004 -1.82586724 -1.82586724 -1.82586724 -1.82586724];[ 0.25294397 0.25294397 0.25294397 0.25294397 1.07652968 1.05929889 1.05926867 0.79255435 -0.94354261 -0.94354261 0.4253334 -1.68268975 -1.68268975 0.4253334 0.18741395 1.77483893 -0.08170242 -0.08170242 -0.08170242 1.77472314 1.77472314 1.03286227 1.03405368 -1.1631259 -0.29312155 -0.23634271 -0.39374003 0.07848795 1.64055293 0.45583657 0.45583657 0.45583657 -0.04196404 -0.04196404 -0.12129545 -1.10053032 -0.43087637 1.6383678 1.6383678 1.18743797 0.57360505 0.48140141 -0.94354261 0.11313653 0.66134247 0.95814247 -0.20996405 0.82087174 -0.28918663 -0.28918663 -0.52089199 -0.94354261 -0.94354261 -0.99484409 -1.68268975 -1.68268975 1.23631833 1.15392988 1.15392988 -0.94354261 -1.68268975 -1.68268975 0.88715221 0.89345522 0.89345522 0.68777672 -0.68465452 -0.68465452 -0.68465452 0.47735088 0.47701857 0.35302284 -0.94354261 -0.94354261 -1.68268975 -1.68268975 -1.68268975 -1.68268975];[ 0.09053952 0.09053952 0.09053952 0.09053952 1.03177404 1.01909502 1.0187916 0.71976133 -0.82640669 -0.82640669 0.19086037 -1.24394274 -1.34221062 0.18958602 -0.07718303 1.9717069 -0.08017756 -0.08017756 -0.08017756 1.97156213 1.97156213 1.12472953 1.14179929 -1.31412386 -0.37512152 -0.27283876 -0.47205756 0.08712506 1.87985121 0.56297911 0.56297911 0.56297911 0.11846406 0.11846406 -0.02436877 -1.06793074 -0.21557826 1.87716794 1.87716794 1.14008661 0.34956356 0.42556902 -1.06793074 0.11428528 0.86286025 0.76087593 -0.30134336 1.00944554 -0.34317398 -0.34317398 -0.60865279 -0.82640669 -0.82640669 -0.96191838 -1.24394274 -1.24394274 1.15094923 1.05781166 1.05781166 -0.99288356 -1.24394274 -1.89665016 0.758657 0.78340824 0.78340824 0.55279287 -0.77766974 -0.77766974 -0.77766974 0.1933913 0.18442812 0.04546808 -0.73634813 -0.73634813 -1.89665016 -1.89665016 -1.89665016 -1.89665016];[-0.14110581 -0.14110581 -0.14110581 -0.14110581 1.50362323 1.49694181 1.4968648 1.20561647 -0.65885038 -0.65885038 0.52450535 -1.18815742 -1.34885027 0.52412802 0.26441454 2.03124984 0.04008868 0.04008868 0.04008868 2.03110486 2.03110486 1.1265983 1.22678683 -0.80885185 -0.39076373 -0.26128848 -0.31767266 0.0548179 1.45242137 0.26188822 0.26188822 0.26188822 -0.07561713 -0.07561713 -0.32907819 -1.18815742 -0.28969798 1.4482214 1.4482214 1.00533095 0.28797618 0.31779721 -0.91347875 0.20636923 0.48876883 0.81040107 -0.40503137 0.35778598 -0.3810231 -0.3810231 -0.63537396 -0.60034812 -0.60034812 -0.73402911 -1.8238642 -1.8238642 1.1838416 1.08885886 1.08885886 -1.18815742 -1.8238642 -1.8238642 0.79756951 0.65148707 0.65148707 0.42696863 -1.01672988 -1.01672988 -1.01672988 0.70881199 0.70881199 0.57339939 -1.8238642 -1.8238642 -1.01672988 -1.01672988 -1.01672988 -1.08882232],-0.01534046024202751;-0.10839645961538702;0.1221414005130983;-0.7563042462887914;0.1431774948097284;-0.21396040587838527;0.1155621692542903;-0.1621922891694303
