ID,Unassigned;p__;c__;o__;f__;g___0,Unassigned;p__;c__;o__;f__;g___1,Unassigned;p__;c__;o__;f__;g___2,k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___2,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___3,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___4,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g___5,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus Arthromitus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Butyrivibrio_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Acidaminococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia_0
d0.25,1.4914500275144413,-0.5713378343313202,-0.41452033122083026,-0.17962528347100146,-0.24748262564076087,-0.450320760604262,2.063070075123714,-1.7349094567449401,-1.669365944420214,-0.0937281670961294,-0.20361298282086365,0.20131078700316005,-1.1417224991928532,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.2651072446412124,-3.0616779495668633,2.075270108274065,-0.21776732422798545,0.12265220118564188,-0.22996467494043252,-0.14459868771991294,3.2360317667175935,-0.13409080815467594,0.8241833783333912,0.526736471359625,3.583692835280269,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,1.1391271851665212,-0.21987805137866606,2.003686508176406,0.12524643270485883,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.44605218779861905,-0.23238984157466702
d8.14,0.2781655058166407,4.996361987008355,-0.17260515392411652,-0.17962528347100146,-0.1440837707877777,-0.4545206436731585,-0.54921958730386,1.478685309191774,-1.330758279235966,0.9128123857950325,0.5064637070819666,0.6036642082024934,-1.0473196899674337,-0.1500786359747812,-0.28459676280237745,-0.006061907150016767,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,1.25570128678385,-0.6094443079081323,0.045194860279981604,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,3.050082980032583,-0.37362412745875534,-0.37411288378000845,-0.38472242218888925,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,0.8411683998014177,-0.21987805137866606,-0.47597706529440537,-0.3018292522560765,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,2.066693219289549,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.44934715861193536,-0.23238984157466702
d11.21,-0.996960917029084,-0.12561043874711922,-0.07177951454740093,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-1.3583540790175692,0.8487946659552851,-0.6050665683956572,0.013129838010951344,-0.7652596748916191,0.007520259653262901,0.2782460646628084,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,0.42893740594793833,-0.4931800137007216,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.6251193876606147,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.7487615273039067,-0.21987805137866606,-0.5564953498988799,-0.5157226008686009,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,0.847344848924066,-0.23238984157466702
d15.14,0.18305622640629235,1.7792765451064418,-0.21608112352955522,3.5044012494674477,0.3906880681513362,-0.18398408465233948,-0.8411391784322224,-0.24761467798156814,-0.5596130808496452,0.28816580306803474,0.4839148470423168,0.7025424508160893,-0.880066151790803,-0.1500786359747812,4.265337436445383,0.03455652596582802,3.361727530096781,1.3061594995754877,4.243299879869998,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.887260422485939,0.19864001483112936,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.7811345319833973,-0.40340126798725534,3.6845107179433754,0.04266424582987752,1.9065077704011373,4.09298932080302,-0.72766238732367,-0.36093958372465956,-0.18378466948852204,8.947628412980931,2.5166591222693135,-0.16882121043089568,-0.02523735794745851,-0.36257095469951933,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.4512061742398307,1.3409782038695932
d24.10,0.16561187657329376,-0.008244819441760406,-0.28151597895510877,-0.17962528347100146,-0.6108645249145143,1.910469879767903,1.0499706145873884,-1.6346846467945344,1.0986481748689372,0.561140578315816,-0.4172279725612722,0.23894556759722255,-0.9650435405619774,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,5.2086708186611945,4.2112257786829606,0.5022281775059598,4.89268744747146,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,0.9086092708314546,-0.37411288378000845,-0.7811345319833973,2.634920259355922,-0.15875326569298212,0.04266424582987752,-0.5890126516360609,-0.21987805137866606,-0.1144853603886906,1.982254081787654,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,1.6322172144454117,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.44496132026302604,-0.23238984157466702
d38.4,1.504642216650008,-1.0102015598961958,2.7450007045491733,-0.17962528347100146,-0.6274387947116852,1.3337153418896632,1.6359612236322205,-0.3253874679778876,1.9161180054724338,-0.19023265610515688,-1.5250230378352432,-1.0649610927347695,-0.6199588783087213,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.6902691980686535,0.09943694459761164,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,0.3460194550155698,1.097671308087493,0.43949238915099104,-0.15875326569298212,0.04266424582987752,-0.18316719259400782,-0.21987805137866606,1.0488645379779973,0.07700771529288006,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,1.257814223036865,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d4.15,1.4400903705062114,0.008217238218582756,-0.452142546069208,-0.17962528347100146,-0.25666816787445784,-0.40719120961955585,1.4117960832997116,0.5193966098114831,-1.0887236892386958,0.40529522174286753,0.48721057680722446,0.4126798315114765,-0.6999142652032527,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-1.3593333852644003,0.43527641353329577,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.4713201538300404,1.5424986016670672,-0.15875326569298212,0.04266424582987752,1.0544494476750281,-0.21987805137866606,-0.1703321617545549,0.046803693588813165,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.25479985761821616,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d4.14,-0.5220249361287289,-0.1981620959599838,-0.1290384398553732,-0.17962528347100146,-0.09562901031081536,-0.39448200532117117,-1.2318606101441925,2.75443818320603,-2.6661221446906564,2.22721256781513,-1.3814169109692496,0.5439655124622065,-1.253627797163754,-0.1500786359747812,-0.3200794146823347,-0.0036733699494103243,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.45238274252710764,-0.9832727646304297,0.2354046531799646,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,0.37941404650344135,-0.37411288378000845,0.2742814979810713,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,0.07488479752924533,-0.21987805137866606,-0.4594040497752134,-0.5232134913613213,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d15.34,0.07916140818191104,-0.6135235088902126,-0.15101249177930354,-0.17962528347100146,0.5541577012250009,0.1280218065095283,-0.6573534449465543,0.15480091745635177,0.5260747213887501,0.5551922103865954,0.2767228628904644,-0.060199181342585485,1.6490087314889992,-0.1500786359747812,0.17188855367892406,-2.3999776755658027,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,0.7838463407434558,-0.4662984485048482,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,2.56742411037154,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,0.2407232322975037,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.05104846072772342,-0.21987805137866606,-0.07297748526240161,-0.24136249740629415,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.3307928041282918,0.6497904636398267,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.4301269548258615,-0.23238984157466702
d4.11,-0.5703951597481287,0.11035279031388645,1.1240956567185656,-0.17962528347100146,-0.30451035658156383,-0.18255426772041775,-0.7497642815325789,2.698311419021347,-0.9338097810011142,0.8595483442266708,-0.6381750852619548,-0.06771010344373453,-0.03153485574180142,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,0.9467426345451238,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.0417772669064937,-0.24752556127258546,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.6062880002949427,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.27377375026275425,-0.21987805137866606,-0.5232934570590987,-0.43511113234643284,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.328321399215474,-0.41747858078570427,5.369776709702687,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d15.23,-0.7409327833338973,-0.3862725261543082,-0.06479111073722545,-0.17962528347100146,-0.2579705128663848,-0.4010762135420317,0.22018279389467033,-0.8736640168586158,-0.5894754242462645,-0.5325981083135415,0.21656698598332763,0.06028551430168612,-0.038187078158287424,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.9195702089521283,0.20253042700643853,-0.21776732422798545,0.3665071270560357,-0.22996467494043252,-0.14459868771991294,1.8660018556419484,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,1.3084754107821905,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,0.08743870207125616,-0.21987805137866606,0.24002010113165964,-0.42843356516601305,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,1.2925428343618863,-0.23238984157466702
d28.12,0.5986535896306218,3.28426501889683,-0.2615126101781719,-0.17962528347100146,-0.011707203227408524,-0.3875524556066087,0.5990257985934281,0.7424479128424495,0.4743320567796906,-0.7178095838844386,0.02010291022132106,-0.005310866338963049,-1.1644259220169366,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.23349204264672727,-1.091805089405223,0.29314570647638444,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.7811345319833973,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.3334314713932525,-0.21987805137866606,0.46486198340564894,6.784755105111194,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.44672460836578254,-0.23238984157466702
d18.3,-1.0319449902553417,-0.22860182902621912,-0.03949636612963127,2.9030877558448727,-0.6753709422909412,2.2413317951645055,-0.8755214438821755,-0.5289431338724105,2.1634144572759233,-0.5607009235751568,-0.09721215149737121,-0.6815437453512223,0.012708403699782711,-0.1500786359747812,1.6279153857033235,0.09741889964431127,-0.21817285576747986,0.12406998769553554,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.11589437519534349,-0.16433942990785996,1.3557313097210664,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.5937420820107764,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.6272139257206198,1.5845786166437363,-0.6402869778858826,-0.31663673551424615,-0.18378466948852204,-0.1788861936321255,0.9379735201133407,1.47993710511151,-0.27648114362003134,0.2909867417704319,0.16968188715548851,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d21.32,-0.9755877924084028,-0.12451272677960427,-0.07845833276559107,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-1.8189155961519625,-0.005898391360117061,-1.1001241082455968,-0.18427675630491158,1.1607701855914496,0.535764176438318,-0.8057047167352063,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.17507948963757994,-0.48512567011666496,-0.012513108747419201,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.09163556342332255,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,0.1750687745252707,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.7798803823820781,-0.21987805137866606,-0.59950126988457,1.9099059899778803,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d21.11,-0.08803487906970106,1.8414300021687768,4.0915095854707975,-0.17962528347100146,1.76764237880475,-0.6580897178002749,-0.07211249456733984,1.0214499046120225,0.38456420668668323,-1.4812577181312694,1.479620444535714,0.3223542903269921,-0.9492948239807719,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,0.04047069181430355,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.8649478827976638,-0.6255801197152944,0.060380476423080524,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,1.8115639010167268,-0.37411288378000845,-0.6280026886397386,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.4103563805835513,-0.21987805137866606,-0.12107060517848735,6.306181519478111,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.4474116520440898,-0.23238984157466702
d32.34,-0.4860585194015946,-0.16577711457235972,-0.15831458854331665,-0.17962528347100146,-0.1353451676777017,-0.4500998581270487,-1.2060316465073262,-0.10328257530623933,-0.7119161307286364,0.3858902572409389,0.1355492698368892,0.30984385788098495,-0.9327877509362899,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,0.8250709081899772,-0.6167257226174353,-0.21776732422798545,0.664958237606313,-0.22996467494043252,-0.14459868771991294,1.0672369195549642,-0.13409080815467594,-0.37362412745875534,0.013898577074380494,-0.4919026944468557,0.05075469978681345,-0.15875326569298212,0.04266424582987752,-0.551453348437801,-0.21987805137866606,-0.6034329037611476,-0.40567814132988245,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,0.9419051705041099,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.4148659429845364,-0.23238984157466702
d18.21,-0.7939057797695108,0.0404062051894099,-0.153195603512345,0.8693984573970355,0.1088159635850915,-0.2264123252996999,-0.9453380338507228,-0.9627987472950472,0.7622504944906839,0.4156585534417906,-0.08615493138772506,0.2301299737884196,-0.21693770880831326,-0.1500786359747812,1.9880384652210665,-0.4212107015361176,-0.21817285576747986,0.21141659287026116,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.18238025440479447,-0.6438830513977002,0.06297575699761855,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4028410185815624,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.4091532380670719,-0.40340126798725534,-0.15875326569298212,-4.5192143858319005,-0.7161743853905913,-0.21987805137866606,-0.5692296681371618,-0.4047570551519035,6.876935426803903,-0.1788861936321255,0.25318704252736335,-0.16882121043089568,0.05737907787355638,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,2.4328353524207285,1.3356638798440945
d24.6,1.3205135350222277,-0.2159239132942179,-0.44552500450322235,-0.17962528347100146,-0.4047825585642712,1.065398337994412,2.5906985621093344,-1.242844431640293,-0.11691514721007423,0.6625355352631088,-0.6694555470533198,0.5261582091986805,0.16206818054523325,-0.1500786359747812,-0.17623533079950493,-0.013356325625994503,-0.21817285576747986,-0.33318627284968594,4.034988732310461,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.5858099773197125,0.0542816844124753,-0.21776732422798545,-0.4299882780885969,-0.09694209040802267,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.7811345319833973,0.9366755367456326,-0.15875326569298212,0.04266424582987752,0.3335480019012861,-0.21987805137866606,1.3462941994620126,0.03355452421681335,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,0.15755277415674454,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d8.11,-0.5016083888242134,0.2686583327497537,-0.2540003663829983,-0.17962528347100146,-0.24578683552647518,-0.45828312845720576,-0.7013172285684822,1.0984832161490132,-1.0728370088969974,0.28353155707164507,0.273360417956144,0.44663780003945314,0.5406833860945864,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,0.2573694545507282,-0.3421081231694609,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,0.06891167384407834,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.3807824482114341,-0.21987805137866606,-0.4503123410883713,-0.41654797460137516,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.4484679309534985,-0.23238984157466702
d24.25,-0.9849879278680014,-0.23708651579008425,-0.04637427560356762,-0.17962528347100146,0.13265256303535128,-0.31452206847318437,-1.9939268388193534,-2.4983164504472373,-1.9008562463236633,-0.19971674819284221,0.26240077907502923,-0.7234902796522217,-0.9347808388888347,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.5532797568778035,0.4785850212636863,-0.5304631963426995,-0.21776732422798545,2.848868392950574,-0.19343555965537346,-0.14459868771991294,0.22975518900121703,-0.13409080815467594,0.04441588209311175,-0.37411288378000845,0.0977175817004619,-0.40340126798725534,-0.15875326569298212,0.04266424582987752,-0.6769108372730206,-0.21987805137866606,-0.565159743631782,-0.508439461872362,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,-0.461529066790312,-0.23238984157466702
d11.19,-0.9870860143208781,-0.15954928688186013,-0.06376448412544727,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-1.1823559407461315,0.5480431352696302,-0.06321310755818722,-0.07201884668384372,-0.36080505509027694,0.11633676378212704,-0.06489274906351478,-0.1500786359747812,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,0.347319625606333,0.49296797835192324,-0.5179492602640188,-0.21776732422798545,-0.4299882780885969,-0.22996467494043252,-0.14459868771991294,-0.4659392281949037,-0.13409080815467594,-0.37362412745875534,-0.37411288378000845,-0.7811345319833973,1.1760664946764434,-0.15875326569298212,0.04266424582987752,-0.4329307547769853,-0.21987805137866606,-0.7622145239148403,-0.4354730599072476,-0.18378466948852204,-0.1788861936321255,-0.1976737472172556,-0.16882121043089568,-0.27648114362003134,-0.4235662066964311,-0.41747858078570427,-0.13083645494613536,-0.15979550437376958,-0.10493519116736758,1.6916516700353033,-0.23238984157466702
