ID,Unassigned;p__;c__;o___0,k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_3,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_2,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_5,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales_0
d0.30,-0.3388972842017011,-0.17962528347100146,0.06111544637077802,-0.19303021589576616,0.5983758666433754,0.08049023050026623,-0.5269756584421895,-0.44567138433284836,0.5709831694501538,0.36978370222767803,2.3444170801069166,0.0922788123264524,0.9092722643775436,-0.6400940124046822,0.6811443360361292,-0.4299882780885969,8.044197008975893,2.4088527768136117,-5.558039526380041,-5.7760179170578025,2.0573136521355937,5.1696977111577445,-0.7982350575968339,-0.3734792069535994,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d38.35,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-1.1406145684120668,-0.2290022582071375,-0.3083272413141041,-0.285830464820272,1.5406615209001335,0.44226775119709777,-0.8132677271259654,0.0922788123264524,1.173808036727389,-0.061483386495161184,0.1462781471265718,0.5509160770872699,2.064727683759331,0.991290700391809,3.1742166275257,4.3678391904269995,1.8052536736022122,-0.06691828153686168,-0.503968501567755,1.099140210754119,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,0.019665089747240128,-0.4365558393702678,-0.18289809946017746,-0.23238984157466702
d21.30,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,0.37969932980642224,-0.3249360714125372,-0.48717802796644144,-0.5789964490415392,0.9752454076999828,0.214514969050546,-0.8132677271259654,0.0922788123264524,0.92047270737309,-0.6443218302824656,0.6604551857121277,-0.4299882780885969,2.92414688789321,0.4372225695510718,-1.132121911479733,0.8966572474651079,-0.8776791404629023,2.0625400017770485,-3.1000309488231883,0.2439080648001066,-0.13083645494613536,-0.020438534370292263,-0.15979550437376958,-0.2932702976818528,1.0514595954897739,-0.18289809946017746,-0.23238984157466702
d0.12,0.5968278953336789,-0.17962528347100146,-0.520118406742111,0.8298060432472831,-0.9128147148642168,-0.04735791224496777,-0.6369791418879392,-0.14893182222061863,-0.3847275007938984,0.41445646281948634,-0.8132677271259654,0.0922788123264524,0.915643301254713,-0.6420250192495606,0.6761646748854532,-0.4299882780885969,-1.7170151791336834,-1.0204016523772057,-1.6465682400315982,-0.5612107715630309,-0.8430731506603785,-1.4496187501132172,1.0423075011065377,2.6975828704588807,6.759911788146544,-0.33829985241013955,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d24.29,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-0.7049918840532505,-0.25649062444406023,-0.45214212097635775,-0.680299237433517,1.2863091019861341,0.08270567195592482,-0.2169278205549101,0.0922788123264524,0.24575382462385859,-0.19011895768058792,0.7124190934446981,-0.4299882780885969,-1.156779602944851,-0.6698996404140409,-0.40601564608107765,1.0455530088583833,-0.6914382728920156,0.6285300515949976,0.04604492731485167,-0.5999318296503817,-0.13083645494613536,-0.37942805033576166,-0.15979550437376958,-0.2932702976818528,2.664932807750285,-0.18289809946017746,-0.23238984157466702
d0.18,-0.3388972842017011,-0.17962528347100146,0.08025221527636678,-0.17321411762921857,0.7714563943364923,-0.34965645915257115,1.6663014169108539,-0.38757674704949835,0.9423527856106596,0.3809494049360463,-0.8132677271259654,0.0922788123264524,1.054110903012862,-0.6675741773518877,0.8031657796648045,-0.4299882780885969,7.03706243664215,0.8603792408177013,-2.743138150018318,0.8640587405385322,0.2243130484291302,0.6079580167101193,0.26744260390487734,0.13320765255051767,-0.13083645494613536,0.10872075174114756,-0.15979550437376958,0.8586308970972547,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d38.11,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,2.791371510481136,0.2161960845592922,-0.4928960316751468,0.36148900012510016,-1.809162965959218,1.3134265108831964,0.5793081847786383,0.0922788123264524,-2.702259510263603,0.03332051776084591,-2.5304908400774737,-0.4299882780885969,-0.0491172046065938,-0.5642580191636467,-0.9368728831313912,-0.24076943820382163,-0.18399765903326215,-0.15408910913490104,0.08141905454252732,0.8696952770037062,-0.13083645494613536,0.12931169259074138,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d11.14,1.0093756544663017,-0.17962528347100146,-0.1261112638148235,-0.445428504111198,-0.7408335661653742,-0.25422896700559244,-0.4596571356957847,-0.3237351326414284,-0.0014983463803223483,-1.1035118517613982,0.03769155323684253,-5.201271369992802,1.0702599806263606,0.06117948023966003,-0.07732698567392317,-0.4299882780885969,0.13649680408794515,0.4002411133725173,-0.6252163761117083,0.018561758559417087,0.021433210603017366,-0.06484559982422831,-1.4838836846824064,-0.1895746579570749,-0.13083645494613536,1.167736157583025,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,0.8762753019168176
d32.1,-0.3388972842017011,-0.17962528347100146,-0.9608748486073645,3.320956656655666,-0.5246404150802143,-0.11247999937646305,-0.4165990568019301,-0.6992959916757997,1.4466995038809949,0.7133458190290601,-0.7352386918050277,0.0922788123264524,0.7680954341761909,-0.6146658207125816,0.5427636933539932,-0.4299882780885969,-1.7374735633898175,-0.8742689273892525,-0.5391245940142801,0.022338036885592442,-0.33797222879728994,0.02582275474504707,1.0712830608566126,-0.0928713333300749,-0.13083645494613536,-0.3311294985100153,-0.15979550437376958,-0.2932702976818528,-0.45619315157141926,-0.18289809946017746,-0.23238984157466702
d4.36,0.1090737573538689,-0.17962528347100146,-0.02649821321728504,-0.342090076184858,-1.4049542146779053,1.3513482915138157,-0.17562846611972616,-0.1990312452103362,-0.17518871135365885,-1.6198003640378682,-0.6718997947835315,0.0922788123264524,1.237186535306027,-0.4587469513295908,0.6662296019143702,-0.4299882780885969,-2.553282835701697,-1.2557734071113877,-1.3743569961288624,-0.2587164020996536,-0.7314080915657173,-0.7658366150209469,-0.012181383467240845,-0.10342732277861762,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.17213140663401177,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d8.33,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,0.8148437562768372,-0.35239425894558596,-0.5685136189009609,-0.22674946461103765,-0.38860939908586867,-1.4703648135602598,0.196660828083428,0.0922788123264524,-0.26137485387621706,-0.41324073877604833,-0.23707746928141527,-0.35952958297786664,-0.08498296816275475,-0.6935260461687025,1.0411533785509282,-0.38204269866029944,-0.06709743951035775,-0.39311952465452504,0.20373251773186066,-0.6422267662292737,-0.13083645494613536,0.7655301257796783,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d15.10,0.055162887320955895,-0.17962528347100146,-0.8177964036651129,2.8994754234975417,-0.5751336255261809,-0.22341033539110783,-0.42020515614595366,-0.6886565159827531,1.4123173331861232,0.7103002168283459,-0.6889126539202959,0.0922788123264524,1.0082963791063158,-0.6594883496332243,0.7558790988764446,-0.4299882780885969,-2.3779966690690233,-1.0398095773372598,-0.6590869542556235,0.02763184823490056,-0.43816476560069556,-0.006109490282044668,3.087211638584551,1.1655179171550505,-0.13083645494613536,-0.35815015452685706,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d8.1,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-0.4890126405155251,-0.27011919972056797,-0.5032614004835064,-0.08759429067929368,-0.6285136477971416,-0.8535232673036375,0.5750630703443476,-3.197766698680088,0.844045911513485,-0.6300245397995704,0.5931581952295746,-0.4299882780885969,3.684573953219837,0.06590665729953354,-0.7865000867227028,-0.7132380385941646,0.1277520861616306,-0.7918035051085371,-0.8975984635215274,-0.346827972441525,-0.13083645494613536,0.7191439823356998,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d4.4,0.3586873009046019,-0.17962528347100146,-0.7298982627443594,2.4095690505820055,-0.7686437958232808,-0.17940793733910146,-0.519714859298546,-0.40530572301580403,0.5164029390569843,0.8516444875447461,-0.7031980113604215,0.0922788123264524,0.9362258837155514,-0.6463310927430723,0.6877605842185645,-0.4299882780885969,-2.312466340945206,-1.0065043847539932,-0.7326716931279798,0.009317105081716914,-0.4303077284109181,-0.015178004963596954,4.783857693655096,2.3308461802635905,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
