ID,Unassigned;p__;c__;o___0,k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_3,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_2,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_5,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales_0
d38.32,-0.3388972842017011,-0.17962528347100146,-0.07027091517649875,-0.4171793431136698,-0.9340628264723163,-0.029455466576834937,-0.5899677303182482,-0.2971018086922594,0.06167267624957112,0.1855472713885335,0.1474507718064325,0.0922788123264524,0.46983243892287413,-0.5599114637785777,0.26519951061197616,0.9775473347440484,4.015566182287681,-0.11151575198382788,3.5711629639315374,-1.6719411567946054,0.6879256094284784,-1.485244256106166,0.20373251773186066,-0.6422267662292737,-0.13083645494613536,-0.19119667586917816,-0.15979550437376958,-0.2932702976818528,-0.43962990050159073,-0.18289809946017746,-0.23238984157466702
d24.11,2.508179968688019,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,1.4042809299149084,0.8032418687151618,0.16875923940992255,-0.3708894897226827,0.4813018332770883,0.03439587295355974,0.08519531428531472,0.0922788123264524,1.0185395602753093,-0.6618122221160682,0.7590582828367105,-0.4299882780885969,1.7166303707522133,1.6046131056058097,-1.2394361565913365,-2.8062082200483895,-0.9722009555229981,-5.153240679765598,0.20373251773186066,-0.6422267662292737,-0.13083645494613536,-0.08125599795587493,-0.15979550437376958,5.096012142573109,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d15.33,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,0.10977848494482899,-0.3079037099103902,-0.6214358798429078,-0.16628323596846603,0.4795328470313797,-1.7495219842633998,-0.6683044506212871,0.0922788123264524,1.0474074005215444,-0.1679296856522747,0.18402934766389414,-0.4299882780885969,0.885840854427713,-0.5555788378206672,2.1586741999299024,-0.42818424958043894,0.5107137553956576,-1.2641816433441708,-0.026259567511091007,-0.5805383313101203,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d28.28,0.1116087055223891,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-0.6221452802306998,-0.2617183544708182,-0.4192937180315368,-0.6311494124099462,1.1131055049890213,-0.12519303697549258,-0.38676404027586725,-0.16040169849015481,0.6280083609640701,-0.5024533056471474,0.49050590867900884,-0.4299882780885969,-2.4900300676007983,-1.1667993211883576,-0.8211864155321031,0.8001670747328057,-0.8949594152227989,0.7177808753920306,-0.4101080004929424,0.12642812557967154,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,2.0904877128478745,-0.18289809946017746,-0.23238984157466702
d15.6,-0.3388972842017011,-0.17962528347100146,1.382788554211586,1.599030379826484,-0.4910333372297974,-0.26999169109135734,0.1373732594934287,0.22837683925773378,-1.394184828703203,1.917244875994482,-0.8132677271259654,0.0922788123264524,-0.04037250789345594,-0.4617015503889845,-0.14444454761250256,-0.4299882780885969,-1.3906956951603007,-0.7302777548023114,-1.207200557883685,0.6849527103455026,3.783550151980484,-0.5606403907038261,0.25738215302643913,0.5342018556706912,-0.13083645494613536,-0.2454773442768267,-0.15979550437376958,0.5860947899279907,-0.461529066790312,-0.18289809946017746,1.1046001192779273
d32.2,-0.3388972842017011,-0.17962528347100146,-0.5956743447099517,2.276202681690022,0.16255225080685531,0.3145900446879133,-0.43289830926383455,-0.6247481348769099,1.2373234227914203,0.8942989813632727,-0.8132677271259654,-0.3864678872859917,0.10806583066172261,-0.4931386710013188,-0.0662950791903089,-0.3642152903410522,-1.5634630547305286,-0.8442481748075379,-0.38708223873750625,0.23596086955081794,-0.2973215174002701,0.19685980098534478,3.8645855552134547,0.9432109121041543,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d0.20,4.528103992687305,-0.17962528347100146,0.3617446243099922,-0.19862632856440346,-0.9671536695032036,-0.2399478698297526,2.212422786209728,0.0899373982526678,-0.2918680819087524,0.7445065209626034,1.1066049973267886,0.0922788123264524,-0.07960172981775587,-0.4483843984016684,-0.09333720896203139,-0.4299882780885969,4.409175640909359,0.21659762835333723,-1.5414586530394827,3.098254073500382,0.4631014031674441,0.460858729342205,-1.623856683938972,-0.1520311257700602,-0.13083645494613536,-0.13687491221617615,-0.15979550437376958,2.9970268572606016,-0.435271461408907,-0.18289809946017746,3.769674217017302
d28.10,-0.3388972842017011,-0.17962528347100146,-0.5775439801014962,2.117619027378609,0.9772350180178154,0.30445902665063035,-0.4457538747449498,-0.6045918518070418,1.1543224674276975,0.7838428699322165,-0.31079474485451125,0.0922788123264524,0.7206935971055869,-0.4521148382498953,0.6509434051421867,-0.4299882780885969,-1.399452954027455,-0.7184756031104551,-0.8775483631655105,-0.29446506231771363,-0.37851077994875093,0.18924396038513705,2.893907205593897,1.3670176000092833,-0.13083645494613536,-0.25000835639827224,-0.15979550437376958,-0.2932702976818528,-0.45293882463828194,-0.18289809946017746,-0.23238984157466702
d32.14,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,5.727566836919173,2.2180354312301347,-0.7449659859578575,0.15818964227367693,-1.3680589214906071,0.4536617003106952,-0.4516685399273747,0.0922788123264524,-1.0059100957170646,-0.28216175562145496,-1.0101844224584808,-0.4299882780885969,1.054474454173509,-0.42046040091435694,-0.5371669928464622,-0.5814001712170263,-0.08922885547082839,-0.6832980144318674,-0.943660851005584,-0.33447312731922685,-0.13083645494613536,0.7686339430302679,-0.15979550437376958,-0.2932702976818528,-0.43680157146531895,-0.18289809946017746,-0.23238984157466702
d18.25,-0.3388972842017011,-0.17962528347100146,-0.24807130767298455,-0.4475566786288474,0.07313383842518371,-0.2264022002660465,-0.6400581157266878,-0.29903545532504155,-0.10898009662240023,-0.9443169930005662,-0.5746803949641663,0.0922788123264524,-1.0575783917207213,0.23880292924589894,0.34988982703171034,2.133386139966291,-0.7407578294889049,-0.8754594057220104,2.2793013471404957,-0.6941469580328128,0.22133404648632793,0.12725130977151347,0.014466658958745625,-0.5914619123039329,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d35.20,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,0.7996466440053008,-0.20297076454999155,-0.4161096239765432,-0.7224071302579387,1.4893072148670834,0.4954171453979357,0.19316965107965087,0.0922788123264524,-2.588448495898775,0.0035395139379000603,-2.551909663542325,-0.4299882780885969,-1.3247467192115783,-0.7447793428704076,-0.4883139007784879,0.4552140997269386,-0.3876342263832189,0.4407036863947214,0.05765032859419182,-0.5810684495807065,-0.13083645494613536,-0.08289755581097408,-0.15979550437376958,-0.2932702976818528,0.8690668285547826,0.9776379129385402,-0.23238984157466702
d21.15,-0.3388972842017011,-0.17962528347100146,-0.08341290382448388,-0.4238277642320476,-0.6648159296772129,6.069839028734557,-0.20660757324641305,0.0818197239532375,-0.8975377689034637,0.13114944877653972,0.9563694052863134,0.0922788123264524,-0.2315032551556643,-0.4300000593619797,-0.3708177494766938,-0.4299882780885969,-0.2668879678581731,-0.4294836119468075,-0.8379358092945891,-0.22121675507878713,-0.27858251083500335,0.4153447443119115,0.18276044737675423,0.6744321571993274,-0.13083645494613536,2.301027344386126,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d11.12,-0.3388972842017011,0.4788936703653801,2.314359046673831,0.7891848246344867,0.03559708118167787,-0.30322276544210136,0.8766922536137856,0.008368310530050289,-0.7189475367265193,0.4891667124284689,0.6977942627044225,0.0922788123264524,4.3635878857992765,4.665830706556596,-2.7469303377898138,-0.4299882780885969,-2.3697343338747925,-0.8539258222437812,-1.3920189907518088,1.3333028996181095,5.550896984191558,-0.8352375853337438,0.13737232024103224,0.1780545238554553,-0.13083645494613536,1.3067062376565297,-0.15979550437376958,1.0015663086087538,-0.461529066790312,-0.18289809946017746,0.7519473625895466
d24.12,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-0.10242603905130833,-0.2945133244181301,4.643373201386457,-0.19881616206766212,0.5865925265940074,0.024756273690749064,-0.8132677271259654,-1.3532989740821715,1.026430781521735,-0.6635687781949711,0.7619906725038481,-0.4299882780885969,7.7578010438549585,1.3766122281601803,-2.603505327639511,-0.749374465230868,0.45070022344267935,2.615266328963308,0.20373251773186066,-0.6422267662292737,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,3.191498317785348,-0.4337195180348157,-0.18289809946017746,-0.23238984157466702
d24.3,-0.3388972842017011,-0.17962528347100146,-0.8495030808261093,3.295951136382753,-0.3490837887217899,0.022294721378071116,-0.38402895910395896,-0.780915753408639,1.717361954297304,0.7500041715954465,-0.8132677271259654,0.0922788123264524,0.7712780149214411,-0.6153329904502866,0.5445374648397434,-0.4299882780885969,-2.1727156159878964,-0.9481000963950059,-0.3874698929224926,0.1146101944602718,-0.31462721120991016,0.17138215841122273,3.1711185843982768,0.7691164493615523,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.4576499570560832,-0.18289809946017746,-0.23238984157466702
d11.9,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,1.1601287849272517,-0.04757056018260253,-0.978962499184557,1.144478379153454,-2.733034476918405,-0.15101218887474444,2.630875590296147,0.0922788123264524,0.4780926005309889,-0.5562079274433487,0.34766928546995773,-0.4299882780885969,-0.8097145068585723,-0.7658529720000475,-0.3649095273354298,-0.14475732499782173,-0.6707094851435981,-0.8481490864153358,0.20373251773186066,-0.6422267662292737,-0.13083645494613536,2.4713253982574255,-0.15979550437376958,-0.2932702976818528,-0.444705973156099,-0.18289809946017746,-0.23238984157466702
d24.18,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,0.560317222366765,-0.2063938510777201,-0.3539860627561872,-0.1583448331137968,-0.42949190203608895,-0.688201718166632,1.1441906382458964,-0.6035345110949357,-0.18528512058127064,0.28246214082876064,0.40900086772184374,-0.4299882780885969,-1.0743566345346887,-0.7344983414415838,-0.9809966542868309,0.04814753267919942,0.8619244357450188,-0.3997889125419402,-0.6237044343237332,2.07462972279861,-0.13083645494613536,0.7037087697373992,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d18.30,-0.3388972842017011,-0.17962528347100146,-0.23661825111439985,-0.5013330561367729,-0.7905349912129304,-0.2510927414983851,-0.41518544864284695,-0.766444455732528,1.582732736852359,0.19542653588136888,-0.23830919768892175,0.0922788123264522,0.9099666444379372,-0.3776812765804782,0.9213452754939377,-0.4299882780885969,-1.6843423082349867,-0.8310927814704463,-0.6920780851382647,-0.19251933429466206,-0.27269632088499834,0.3975975590560231,0.039207102640638196,0.01259054951422676,-0.13083645494613536,-0.40288365579625135,-0.15979550437376958,-0.2932702976818529,4.861118043173616,-0.18289809946017746,-0.23238984157466702
d8.12,-0.3388972842017011,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-0.5336197259384471,-0.26730443376623814,-0.35550167862136756,0.14359559384917123,-1.4538997600208245,-1.253518730239491,2.4949554791254975,0.0922788123264524,0.8110391663770111,-0.6242296337633292,0.5586543105194118,-0.4299882780885969,-0.08812233392800106,-0.4279520308182993,-1.2766665414536726,-0.1259278734750809,-0.38497422599428266,0.3588706490813127,0.20373251773186066,-0.6422267662292737,-0.13083645494613536,0.005797699721115094,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d32.10,-0.019000982990933116,-0.17962528347100146,-0.8808831627618691,3.205599004826659,-0.4341781315421329,0.061485366761521894,-0.3932701476889887,-0.7699671438368534,1.666506236898281,0.6594786727067264,-0.6113659322727869,-0.2665690726829563,0.8257347328920787,-0.5636245282922584,0.6547813762909769,-0.4299882780885969,-2.1782929980495327,-0.9445821696634471,-0.5899444764129754,0.031985117586581104,-0.3502898613958615,0.10525059516236518,2.4869640971529003,0.685800298941901,-0.13083645494613536,-0.37809767476864986,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
d0.36,-0.3388972842017011,-0.17962528347100146,-0.2892196530544237,-0.2543498308551151,-0.5393487695574536,-0.2669429235537515,-0.6447715120814284,-0.20881378896445466,-0.3026386763081251,-0.32121189241676473,-0.030567861770419907,0.0922788123264524,1.163454095860289,-0.6887143760017863,0.8896308117505543,-0.4299882780885969,-1.7254191997788109,-1.286372398676156,-0.14437033593467066,-0.7390299559917232,-0.5690187683698696,0.3006762702808402,1.8854871309367949,0.26027934008458203,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.18289809946017746,-0.23238984157466702
