KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC,PRECISION,RECALL
linear,100.0,auto,0.8848682923010686,0.8155339805825242,0.7556110747051115,0.6900452488687783,0.6900452488687783,0.6900452488687783
linear,100.0,scale,0.8848682923010686,0.8155339805825242,0.7556110747051115,0.6900452488687783,0.6900452488687783,0.6900452488687783
linear,1000.0,auto,0.8841024436703327,0.8161050828098229,0.7545052424639581,0.6900452488687783,0.6900452488687783,0.6900452488687783
linear,1000.0,scale,0.8841024436703327,0.8161050828098229,0.7545052424639581,0.6900452488687783,0.6900452488687783,0.6900452488687783
linear,10.0,auto,0.8854032121283287,0.8132495716733295,0.752846494102228,0.6900452488687784,0.6900452488687783,0.6900452488687783
linear,10.0,scale,0.8854032121283287,0.8132495716733295,0.752846494102228,0.6900452488687784,0.6900452488687783,0.6900452488687783
linear,1.0,auto,0.8756637572246794,0.8041119360365506,0.7475835517693317,0.6832579185520362,0.6832579185520362,0.6832579185520362
linear,1.0,scale,0.8756637572246794,0.8041119360365506,0.7475835517693317,0.6832579185520362,0.6832579185520362,0.6832579185520362
linear,0.1,auto,0.8471968896369069,0.7784123358081096,0.7053366644823067,0.6493212669683258,0.6493212669683258,0.6493212669683258
linear,0.1,scale,0.8471968896369069,0.7784123358081096,0.7053366644823067,0.6493212669683258,0.6493212669683258,0.6493212669683258
linear,0.01,auto,0.7983965452007253,0.6984580239862935,0.6748648427260813,0.6244343891402715,0.6244343891402715,0.6244343891402715
linear,0.01,scale,0.7983965452007253,0.6984580239862935,0.6748648427260813,0.6244343891402715,0.6244343891402715,0.6244343891402715
