Taxonomy level,taxonomy group,normalization 1,normalization 2,PCA,TRAIN-AUC,TEST-AUC
four,mean,log,row,1,0.6952311612668366,0.6868258064516128
four,mean,log,row,0,0.7535161590421875,0.7063741935483872
four,mean,log,col,1,0.6958395016785988,0.6765806451612904
four,mean,log,col,0,0.772074586417506,0.6942193548387097
four,mean,log,both,1,0.7131820571937062,0.6765548387096774
four,mean,log,both,0,0.7781612263883833,0.6855225806451613
four,mean,log,No,1,0.6782275613800914,0.6467225806451613
four,mean,log,No,0,0.7434186789629091,0.6947354838709678
four,mean,relative,z_after_relative,1,0.7101921287869595,0.63
four,mean,relative,z_after_relative,0,0.7542062047486147,0.6437161290322582
four,mean,relative,No,1,0.5839906160255631,0.5256258064516129
four,mean,relative,No,0,0.6221227197346602,0.5559096774193548
four,sum,log,row,1,0.7033458722646927,0.6900903225806452
four,sum,log,row,0,0.7569591069045019,0.7245806451612904
four,sum,log,col,1,0.7147037171864256,0.6873161290322579
four,sum,log,col,0,0.7808308053229787,0.6887225806451612
four,sum,log,both,1,0.7386595477895078,0.7126709677419355
four,sum,log,both,0,0.7794846903692918,0.695458064516129
four,sum,log,No,1,0.7012466124661246,0.6956000000000002
four,sum,log,No,0,0.7644128948752174,0.7133290322580645
four,sum,relative,z_after_relative,1,0.662269142094406,0.5676774193548387
four,sum,relative,z_after_relative,0,0.7313384298022085,0.5680645161290323
four,sum,relative,No,1,0.5185446749989888,0.4975483870967743
four,sum,relative,No,0,0.5373352748452858,0.4964645161290322
four,pca_anna,log,row,1,0.6790276260971565,0.6317290322580645
four,pca_anna,log,row,0,0.8036249646078549,0.7184774193548387
four,pca_anna,log,col,1,0.6903587752295433,0.6243612903225806
four,pca_anna,log,col,0,0.8335824940338955,0.6898838709677421
four,pca_anna,log,both,1,0.7438919225013145,0.7146709677419356
four,pca_anna,log,both,0,0.8985220240262105,0.7769548387096774
four,pca_anna,log,No,1,0.6847186830077255,0.6473032258064517
four,pca_anna,log,No,0,0.7999158678153946,0.7085677419354839
four,pca_anna,relative,z_after_relative,1,0.7311224365975003,0.6115096774193548
four,pca_anna,relative,z_after_relative,0,0.8560239453140801,0.6326193548387097
four,pca_anna,relative,No,1,0.5395170489018323,0.526116129032258
four,pca_anna,relative,No,0,0.5596019900497512,0.5323870967741935
five,mean,log,row,1,0.7154714233709502,0.6755741935483871
five,mean,log,row,0,0.8312340735347652,0.7278064516129032
five,mean,log,col,1,0.7183521417303724,0.6475483870967742
five,mean,log,col,0,0.8542215750515714,0.685741935483871
five,mean,log,both,1,0.7213752376329735,0.6495741935483871
five,mean,log,both,0,0.857848966549367,0.6970967741935484
five,mean,log,No,1,0.6953500788739231,0.6503225806451612
five,mean,log,No,0,0.8190737370060268,0.7164516129032258
five,mean,relative,z_after_relative,1,0.7454766816324879,0.6479870967741935
five,mean,relative,z_after_relative,0,0.8332953120575981,0.6178322580645161
five,mean,relative,No,1,0.6084423411398294,0.5807612903225806
five,mean,relative,No,0,0.6405525219431298,0.5892516129032259
five,sum,log,row,1,0.7409772276827246,0.7141032258064517
five,sum,log,row,0,0.825832625490434,0.7223225806451614
five,sum,log,col,1,0.7297423451846459,0.6451741935483871
five,sum,log,col,0,0.8513190146826841,0.6832387096774194
five,sum,log,both,1,0.7425716943736602,0.6938322580645162
five,sum,log,both,0,0.8521732799417547,0.6865032258064516
five,sum,log,No,1,0.7322355701168952,0.6996
five,sum,log,No,0,0.8305553533147271,0.7174967741935484
five,sum,relative,z_after_relative,1,0.7335606520244307,0.6162709677419356
five,sum,relative,z_after_relative,0,0.8265728269222992,0.6325419354838709
five,sum,relative,No,1,0.5233021882457629,0.4950064516129032
five,sum,relative,No,0,0.5491922501314566,0.4985548387096774
five,pca_anna,log,row,1,0.7107308983537597,0.6651870967741936
five,pca_anna,log,row,0,0.8491340047728835,0.7158451612903227
five,pca_anna,log,col,1,0.7798915989159889,0.7315096774193548
five,pca_anna,log,col,0,0.8966233871293936,0.7186580645161291
five,pca_anna,log,both,1,0.7898467014520892,0.7341935483870968
five,pca_anna,log,both,0,0.9188763499575296,0.7272516129032257
five,pca_anna,log,No,1,0.6977187234558913,0.6400129032258065
five,pca_anna,log,No,0,0.8336706710350685,0.7272387096774193
five,pca_anna,relative,z_after_relative,1,0.7816389596731788,0.6315225806451614
five,pca_anna,relative,z_after_relative,0,0.8965222667152044,0.6726967741935483
five,pca_anna,relative,No,1,0.5583723658132104,0.5379483870967742
five,pca_anna,relative,No,0,0.5791667677870809,0.5402322580645161
six,mean,log,row,1,0.7527395542612143,0.6786838709677421
six,mean,log,row,0,0.9142693038870686,0.7363612903225807
six,mean,log,col,1,0.8191999352829349,0.7170838709677421
six,mean,log,col,0,0.9423557011689518,0.7395096774193548
six,mean,log,both,1,0.836730979250091,0.7272774193548387
six,mean,log,both,0,0.9468341220725638,0.7289548387096775
six,mean,log,No,1,0.7445981474740121,0.6566580645161291
six,mean,log,No,0,0.8943032803462363,0.7342064516129032
six,mean,relative,z_after_relative,1,0.8111685475063706,0.6747096774193548
six,mean,relative,z_after_relative,0,0.9220984508352544,0.6401548387096774
six,mean,relative,No,1,0.6135905836670307,0.556825806451613
