KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,1000.0,scale,0.8254506271210232,0.668890236506974,0.6476117886178862,0.5952941176470589
linear,100.0,scale,0.8215822110660644,0.6670709520921771,0.6462779471544715,0.5976470588235294
linear,10.0,scale,0.8132095880570395,0.664038811400849,0.6183307926829269,0.5858823529411765
linear,1000.0,scale,0.6867343493778335,0.469981807155852,0.6182519280205655,0.4470588235294118
linear,1000.0,auto,0.8007334232680454,0.6403881140084899,0.606495553304064,0.5788235294117648
linear,100.0,auto,0.7990044568911051,0.6331109763493026,0.6032308904649331,0.5741176470588236
linear,1000.0,auto,0.85003671385393,0.779260157671316,0.5987841945288754,0.6988235294117647
linear,100.0,auto,0.8500836734345383,0.7768344451182535,0.5974332995609591,0.6988235294117647
linear,1000.0,scale,0.8202198019965486,0.6458459672528806,0.5954014227642277,0.5717647058823531
linear,10.0,auto,0.7943469203053227,0.632504548211037,0.5949566587864461,0.5670588235294118
linear,10.0,auto,0.8471679103840438,0.7713765918738629,0.5938309129798491,0.7105882352941176
linear,100.0,scale,0.8156247677711813,0.6476652516676774,0.5934959349593495,0.5647058823529413
linear,1.0,auto,0.84162667987227,0.7531837477258945,0.5910165484633569,0.708235294117647
linear,1.0,scale,0.7868820649167279,0.6543359611885992,0.5901295731707317,0.5552941176470589
linear,1.0,auto,0.7807201038233638,0.6537295330503335,0.5900596645277496,0.5858823529411764
linear,10.0,scale,0.8043291580311951,0.6397816858702244,0.5891768292682926,0.5647058823529413
linear,10.0,scale,0.6880044050030546,0.4663432383262584,0.5875464153099114,0.4352941176470588
linear,1.0,scale,0.7123806308478826,0.4863553668890236,0.5861182519280206,0.4305882352941177
linear,1.0,scale,0.7960638763427986,0.6597938144329898,0.5805386178861789,0.5858823529411765
linear,100.0,scale,0.8079757820699595,0.6464523953911461,0.5719665957098412,0.5529411764705883
linear,1000.0,scale,0.8080462741043596,0.6476652516676773,0.5719665957098412,0.5482352941176472
linear,10.0,scale,0.8040203956952865,0.6397816858702243,0.5705747502865565,0.5529411764705883
linear,100.0,scale,0.6906972444615931,0.4663432383262584,0.5664095972579263,0.4352941176470588
linear,10.0,auto,0.6957574153446834,0.5081867798665858,0.5582010582010581,0.4776470588235295
linear,1.0,auto,0.7197153395604583,0.5488174651303821,0.5485196442643252,0.4964705882352941
linear,1000.0,scale,0.8629333905820377,0.7786537295330502,0.5482723577235772,0.6423529411764707
linear,100.0,auto,0.6899685797715203,0.5081867798665858,0.5465495891027806,0.4658823529411765
linear,1.0,scale,0.7946606200166048,0.6500909642207398,0.5457671524480106,0.56
linear,1000.0,auto,0.8433877843906971,0.7228623408126138,0.5439766081871344,0.6258823529411764
linear,1000.0,auto,0.7010040812144602,0.5154639175257731,0.5426657660700213,0.4752941176470588
linear,1000.0,auto,0.8424648678351799,0.7155852031534263,0.5396349958205628,0.6211764705882353
linear,100.0,auto,0.8210116257342248,0.6870830806549424,0.5395756833945329,0.6047058823529411
linear,100.0,auto,0.8424887087923685,0.7186173438447544,0.5383040935672515,0.6188235294117647
linear,100.0,scale,0.8597874641851555,0.7780473013947846,0.5366488821138211,0.6352941176470589
linear,10.0,auto,0.8152271933316544,0.6864766525166768,0.5354957160342717,0.5929411764705882
linear,1000.0,scale,0.8343992485501919,0.7046694966646453,0.534940879500465,0.56
linear,1.0,auto,0.7106279382135662,0.5330503335354762,0.5305416368408493,0.4729411764705882
linear,100.0,auto,0.8371394862097667,0.7101273499090358,0.5286988018946781,0.6188235294117648
linear,100.0,scale,0.831724250592175,0.6992116434202548,0.5282316992161552,0.5576470588235294
linear,1000.0,auto,0.8235707496201936,0.6852637962401456,0.5267237862097103,0.5905882352941176
linear,10.0,scale,0.8541148882411712,0.7671315949060036,0.5201981707317074,0.6329411764705882
linear,10.0,auto,0.8257937566163219,0.7010309278350516,0.5199916411256618,0.6047058823529411
linear,10.0,auto,0.6805658159838818,0.4930260764099455,0.5192674779288953,0.4423529411764706
linear,10.0,scale,0.712283975592235,0.5166767738023044,0.5174034552845529,0.4870588235294117
linear,1.0,auto,0.8046738538780882,0.7040630685263796,0.5169318645450837,0.6164705882352942
linear,10.0,auto,0.8323667215398252,0.7125530624620984,0.5161403508771929,0.6023529411764706
linear,1.0,scale,0.8463615420819263,0.7592480291085506,0.5126397357723578,0.6235294117647059
linear,10.0,scale,0.8274483378256963,0.6949666464523955,0.5105619768832205,0.5552941176470589
linear,1000.0,auto,0.6821524513096038,0.4960582171012735,0.5100214745884037,0.4305882352941177
linear,100.0,scale,0.7476075271036834,0.5360824742268042,0.5087017276422765,0.4494117647058824
linear,10.0,scale,0.7432560751058963,0.5330503335354759,0.5074314024390244,0.4494117647058824
linear,100.0,scale,0.7136463846617509,0.5245603395997575,0.5074314024390244,0.4941176470588236
linear,100.0,auto,0.6732706514439221,0.4954517889630079,0.5054282987353854,0.4305882352941177
linear,1000.0,auto,0.7365201975433711,0.5354760460885385,0.5035087719298246,0.4752941176470588
linear,1000.0,scale,0.749845180787555,0.5469981807155853,0.5007621951219512,0.4494117647058824
linear,100.0,auto,0.7287155459879279,0.5312310491206792,0.5005847953216374,0.4705882352941176
linear,1000.0,scale,0.7051953199184207,0.5354760460885386,0.5005716463414633,0.4917647058823529
linear,1.0,auto,0.8186945946164352,0.7022437841115828,0.4995123989969351,0.611764705882353
linear,1.0,scale,0.7305650281977394,0.5421467556094604,0.4979674796747967,0.5058823529411766
linear,10.0,auto,0.7323034063568443,0.5275924802910855,0.4953801169590643,0.4752941176470588
linear,1.0,auto,0.8164661685872273,0.7016373559733172,0.4945614035087719,0.6094117647058824
linear,0.1,auto,0.8041529345468827,0.7040630685263797,0.4939209726443769,0.6070588235294118
linear,1.0,scale,0.8100588091154128,0.6949666464523955,0.4888401753686728,0.5552941176470588
linear,0.1,scale,0.6371298350535353,0.4863553668890236,0.4790774064552985,0.4729411764705883
linear,1.0,auto,0.7502933603478114,0.5706488781079442,0.4790058479532164,0.48
linear,1.0,scale,0.7511332766350973,0.5736810187992722,0.4726880081300813,0.4752941176470588
linear,0.1,scale,0.8169252491557193,0.6737416616130989,0.4564278455284553,0.5576470588235294
linear,0.1,auto,0.6583818582332951,0.6343238326258339,0.4458516267026906,0.5858823529411765
linear,0.1,scale,0.7591766723842197,0.582171012734991,0.4428723262920154,0.4705882352941176
linear,0.01,scale,0.5810062377415517,0.3893268647665251,0.4345901171093973,0.35294117647058826
linear,0.001,scale,0.5809298736375036,0.3893268647665251,0.4337332190802627,0.35294117647058826
linear,0.1,scale,0.6997085270293703,0.5724681625227409,0.4188897357723577,0.48
linear,0.001,auto,0.585342634176329,0.6258338386901152,0.4172013959248002,0.5882352941176471
linear,0.01,auto,0.5853639794402418,0.6258338386901152,0.4172013959248002,0.5882352941176471
linear,0.1,auto,0.6935844674783559,0.608853850818678,0.4140493076663289,0.5247058823529411
linear,0.1,scale,0.7233112320306501,0.5433596118859916,0.4113948170731707,0.4470588235294118
