,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
DirectPBLN329,-0.5911009907722473,-0.12752467393875122,-0.2124198824167252,0.4060734212398529,0.17934149503707886,-0.1118236482143402,-0.08800376951694489,0.008596859872341156,0.09683971852064133,-0.058320950716733926,0.3791044354438782,0.0071684340946376315,-0.11434286832809447,0.15035058557987213,0.04904291406273842,-0.2103879302740097,0.17574065923690796,0.3540665805339813,0.11689858883619307,-0.2874875366687775,0.38894832134246826,-0.08362735062837601,0.045191634446382516,0.09770667552947998,0.09800828993320464,-0.148704394698143,-0.04780647903680802,0.27740922570228577,-0.22683848440647125,-0.12166185677051546,-0.03691529855132103,-0.30110207200050354,-0.1269052028656006,0.038530517369508736,0.02685310319066048,-0.4127184748649597,0.127707839012146,-0.22213172912597656,-0.4394130706787109,-0.21363739669322968,0.0406368225812912,0.0673779547214508,-0.005266687832772732,-0.209746927022934,-0.0932852029800415,0.26909232139587397,-0.09257323294878006,-0.08416468650102615,-0.055512703955173485,0.16650405526161194,0.3394625186920166,-0.17554490268230438,-0.134897843003273,-0.3076559603214264,-0.1559537947177887
DirectPBLN089,0.20532791316509247,-0.11211392283439636,-0.07688891887664795,0.213232696056366,0.2317565381526947,-0.2822749614715576,0.17566780745983124,-0.3677663803100586,0.3570046424865723,0.021015120670199398,0.19326360523700714,0.01731012389063835,0.2701935470104217,0.2418423593044281,-0.18714715540409088,-0.4195371270179749,-0.7428088188171387,0.16473455727100372,0.033727236092090614,0.10113900154829024,-0.2582005262374878,0.06530824303627014,-0.21063841879367828,0.3466431200504303,-0.23653501272201535,-0.3353632092475891,0.10055851191282272,-0.08563118427991867,-0.3179665505886078,-0.007716604508459569,0.18037469685077667,-0.18323858082294464,-0.037104953080415726,-0.0525067150592804,0.21139539778232572,-0.018598172813653942,0.2673856019973755,0.1487555056810379,0.002446803729981184,0.18110217154026031,0.37061715126037603,-0.5121287703514099,0.027304211631417274,-0.17090468108654022,0.20765216648578644,0.08797764033079147,0.2312449961900711,-0.14986835420131686,-0.015724090859293938,-0.07755757868289948,-0.0025433904957026248,-0.27178069949150085,-0.23232805728912356,-0.2166801244020462,-0.2498417198657989
DirectPBLN006,0.05191456526517868,-0.19170211255550385,-0.20795658230781555,0.4473085999488831,0.08457989990711212,-0.20132514834403992,-0.10497146844863893,-0.1822463870048523,-0.0037762117572128773,-0.6023067831993103,-0.009012684226036072,-0.004533426836133003,-0.2266828566789627,-0.16262489557266235,-0.3631044924259186,-0.35733893513679504,-0.2672086358070373,0.5168183445930481,0.10961396992206572,0.5116326808929443,-0.22129924595355988,0.2194998115301132,-0.1310703158378601,-0.5217167735099792,-0.202720120549202,-0.03128153085708618,0.09326214343309402,-0.15312153100967407,0.1447840929031372,-0.08101389557123184,0.13904118537902832,-0.02005345746874809,-0.017895910888910294,-0.2164401412010193,0.18243004381656647,0.0700904056429863,0.12944427132606506,-0.2175749391317368,0.04633303359150887,-0.21574418246746066,-0.05263354256749153,0.3224664628505707,0.31178978085517883,-0.33973729610443115,-0.09952681511640547,0.034459210932254784,0.4123518466949463,-0.2623020112514496,0.08441005647182465,-0.109481543302536,0.2435146123170853,-0.16241875290870667,-0.06227600201964378,0.05449524894356728,-0.16423775255680084
DirectPBLN299,0.3861638903617859,0.464288055896759,-0.08347370475530624,0.09024479240179062,-0.3874833881855011,0.3497413396835327,-0.13408134877681732,-0.24782614409923556,0.2495419830083847,0.3294088840484619,0.4026497006416321,0.1390783041715622,-0.4615746140480042,-0.21134492754936215,-0.09046469628810884,-0.3790862858295441,0.15919488668441772,0.20605745911598208,0.3598689138889313,-0.1026751697063446,-0.3185097873210907,0.036067117005586624,-0.33399248123168945,0.14097103476524353,-0.1432543843984604,-0.1251082569360733,-0.022089630365371704,0.31629228591918945,0.2444557547569275,0.029825057834386826,-0.20028942823410034,0.035454537719488144,0.15334992110729218,-0.005788141395896672,-0.09684218466281892,-0.4664913713932037,-0.10037253797054292,0.2136172950267792,-0.21066713333129886,-0.10421550273895264,0.1656568944454193,-0.06183011829853057,-0.13641974329948425,-0.04127099364995957,0.06818081438541412,0.2666991055011749,0.13157004117965698,-0.07009004056453705,0.1646927148103714,-0.24325861036777496,0.004197148606181146,-0.046271935105323785,-0.4963496923446655,-0.35753270983695984,0.325620710849762
DirectPBLN270,-0.3940483629703522,-0.5050531625747681,-0.5620134472846985,0.40575140714645386,0.4046240150928497,0.016812823712825775,0.21053048968315125,-0.06580889970064162,0.14839309453964233,-0.5434098243713379,0.14460352063179016,-0.2956078946590424,-0.3450854420661926,0.3196741342544556,-0.4057075083255768,-0.3578130006790161,-0.44040220975875854,0.3297175765037537,0.3487752676010132,-0.23812969028949735,-0.13428711891174314,0.325639545917511,-0.19626596570014954,-0.5854207873344421,-0.14247183501720428,-0.24241186678409574,0.26614540815353394,0.2990156412124634,-0.02375691197812557,0.05894660204648972,-0.3033924996852875,0.5480895638465881,-0.15455128252506256,-0.10511551052331924,0.30036574602127075,-0.13489916920661926,0.2721370160579681,0.11956562101840973,-0.21547167003154755,-0.2812622487545013,0.12027133256196974,0.4297715425491333,-0.10733923316001892,-0.461102306842804,-0.024217564612627033,0.06059169769287109,0.3082502782344818,-0.2722492814064026,-0.4548464715480805,-0.3916918933391571,-0.08121325075626372,-0.3612504899501801,-0.14023305475711825,-0.18317049741744995,-0.008051742799580097
DirectPBLN041,0.2272326052188873,0.1884990632534027,-0.10905414074659348,0.0007855745498090982,0.32190853357315063,-0.009734523482620716,0.06033290177583695,-0.12654589116573334,-0.23571911454200745,-0.2495301961898804,-0.198457345366478,0.1796029657125473,0.14253854751586914,-0.14330899715423584,-0.032342560589313514,-0.2530866861343384,-0.1185719072818756,-0.02825934439897537,0.01648753136396408,0.4678676724433899,-0.2403865456581116,0.4564249217510224,-0.2646963596343994,0.006021733395755291,0.4310252368450165,-0.35605600476264954,-0.12218327820301055,0.2120005339384079,0.2135762721300125,-0.12020379304885866,-0.14814019203186035,-0.05413825437426567,-0.06426697969436647,-0.20869195461273196,-0.34426787495613104,-0.13706965744495392,0.26180970668792725,-0.08294302970170975,0.025332361459732056,0.011333828791975977,-0.0822957307100296,-0.5650683641433716,0.1462513506412506,0.1858557015657425,0.13398092985153198,0.14123594760894775,0.17924337089061734,0.12714791297912598,-0.10454467684030533,-0.16259703040122986,-0.13003580272197726,-0.34262576699256897,-0.13191458582878113,0.453810840845108,0.08072773367166519
DirectPBLN351,0.3551191091537476,-0.0889056921005249,-0.08387109637260437,0.10883380472660063,-0.18943051993846893,-0.2697491943836212,-0.4073481559753418,0.3085574805736542,0.20308463275432587,-0.20675840973854065,0.015299608930945396,-0.2301231175661087,-0.25719964504241943,-0.25912904739379883,-0.021086223423480988,-0.05335113778710365,-0.19125835597515106,0.4892416596412658,0.08192608505487442,0.2325785458087921,0.01394651085138321,0.09716305136680604,-0.1189158335328102,-0.2728636860847473,-0.13468855619430542,-0.14644329249858856,-0.17883823812007904,-0.391764372587204,-0.18651266396045685,0.03423122316598892,0.07138099521398544,-0.3552398979663849,-0.3814415037631989,-0.3121905922889709,0.17859606444835666,0.1182565614581108,0.2275364398956299,-0.08649929612874985,-0.34514400362968445,-0.21255940198898315,0.12228769063949585,-0.4565274715423584,-0.14231513440608978,0.21105428040027616,-0.13256439566612244,-0.3156448304653168,0.2046859711408615,0.16280125081539154,0.6018786430358887,-0.1277872622013092,0.27952027320861816,-0.009413221850991249,0.07126623392105103,-0.055920351296663284,-0.13231432437896729
DirectPBLN250,0.09554505348205566,0.1493598073720932,0.20839081704616547,-0.3192017674446106,-0.22058509290218356,0.12135519832372665,0.5475556254386902,0.33827370405197144,0.5074456930160522,-0.2655477225780487,0.3911726772785187,-0.17274853587150574,0.3594283163547516,-0.2562544643878937,-1.0734456777572632,-0.6591511964797974,-0.4971552193164826,0.07879779487848282,-0.3075604736804962,-0.4107707440853119,0.4307354390621185,0.576104998588562,-0.1045905202627182,0.001159447943791747,-0.22433122992515564,0.31786543130874634,-0.3117654025554657,0.3291496336460113,0.05839392170310021,-1.0297268629074097,-0.6829164624214172,0.9262356162071228,-0.12389575690031053,-0.3122157752513885,-0.22335758805274966,-0.07861331850290297,0.3464358448982239,0.011098148301243782,-0.2596329152584076,-0.016150590032339096,0.5517460703849792,1.226770281791687,0.4210111498832703,0.3045225143432617,-0.5877977609634399,0.6718238592147827,0.10397456586360933,0.4894766211509705,1.0005578994750977,0.19324634969234467,-0.901652693748474,0.32441017031669617,-0.7278079390525818,-0.0753309354186058,-0.2450153231620789
DirectPBLN272,-0.11948268860578536,0.11267852038145065,-0.2189180999994278,-0.3646257817745209,0.18726730346679688,-0.1207353174686432,-0.18265052139759064,-0.260496586561203,-0.2132452130317688,-0.13855470716953278,0.15953123569488525,0.3328128457069397,-0.029034540057182312,-0.25914010405540466,-0.11164554953575134,-0.27268412709236145,-0.2208128124475479,0.1062341406941414,-0.025037849321961403,0.012952689081430435,-0.1461685746908188,0.08129964023828506,-0.2569411098957062,-0.21230334043502808,0.3518354296684265,0.15731631219387054,-0.004762323573231697,0.2160746157169342,0.0689186081290245,-0.22030866146087646,0.1159132793545723,0.2832995653152466,-0.1603514701128006,0.013935237191617487,-0.38691291213035583,-0.005251312628388405,-0.13616175949573514,0.06152312457561492,0.02336993813514709,-0.6531124114990234,-0.3967494070529938,-0.021696817129850388,-0.12689153850078586,0.3552885055541992,-0.3756779730319977,0.05985503271222115,0.18081992864608765,0.2996499836444855,0.04451000317931175,-0.497746080160141,0.008534597232937813,-0.099922776222229,-0.2992607653141022,0.179739311337471,0.3709979057312012
DirectPBLN019,0.1316426396369934,0.474675714969635,-0.5655405521392822,0.023300306871533397,0.1602698713541031,-0.310673326253891,-0.05355669185519218,-0.07088698446750641,0.4098557233810425,0.011123886331915855,0.1253039687871933,0.048030808568000787,0.0811203122138977,-0.11009464412927628,-0.2068888396024704,0.08486451208591461,0.41418322920799255,0.8015157580375671,-0.4552742540836334,0.3300347328186035,0.0692778006196022,-0.032062653452157974,0.491620808839798,-0.012145194225013256,-0.12488414347171785,-0.433907151222229,0.04088931903243065,-0.0651170089840889,0.4199293553829193,-0.4167790412902832,0.2814429700374603,0.21071889996528625,-0.09352646768093108,-0.13404175639152527,0.15556959807872772,0.050237447023391724,0.1076875627040863,0.18819819390773773,-0.2416735291481018,0.15679866075515747,0.1234753355383873,-0.06487245857715608,0.22014185786247253,-0.3146841526031494,-0.2077820301055908,-0.23984062671661374,0.27481517195701605,-0.22158262133598328,-0.12043981254100801,-0.2986485362052917,0.3914870321750641,-0.10840123146772383,0.1838729828596115,0.3345487415790558,0.0617418922483921
