Time Point,X,y
0,"[-0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335  1.00836777
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335  1.74309216
 -0.32915335 -0.32915335 -0.32915335 -0.12830472 -0.32915335 -0.32915335
  1.29245658 -0.32915335 -0.32915335  0.47432455 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335  0.91209694  5.02094822
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335  0.52969148
  3.1032575  -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.27717587
 -0.32915335  4.36746297 -0.32915335  3.22143365 -0.32915335 -0.32915335
 -0.32915335  1.59887421 -0.32915335 -0.32915335  4.70230945 -0.32915335
  3.98077017  4.04690602 -0.06689328  3.62683549 -0.32915335  0.10861903
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
  1.44614015 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335  2.04670567  5.50205901 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
  0.64266225  1.44614015 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.15789893 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.24062932  0.64266225  0.64266225 -0.32915335  2.69400863 -0.32915335
  0.58679569  0.91209694  0.66712794 -0.32915335  1.59887421 -0.32915335
 -0.32915335 -0.32915335 -0.32915335  1.10051686 -0.32915335 -0.32915335
 -0.32915335 -0.32915335  4.32813039 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335  1.12370833 -0.32915335  2.61516509  3.31753457  0.55676538
  2.02735329 -0.32915335  0.91209694  2.96285564  4.00361443 -0.32915335
  2.92585469  6.92540979  1.50770095  1.68900997  1.12370833  5.0808763
 -0.32915335  4.0592585   4.64201852  3.01564064  0.67843545 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335  0.86375514 -0.32915335
 -0.32915335 -0.32915335 -0.32915335  2.68739043  2.49636126 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335  4.2323045   2.01423847
 -0.32915335  2.03397341 -0.32915335 -0.32915335  3.59598621 -0.32915335
 -0.32915335  3.89435321 -0.32915335 -0.18318253 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335  4.09437307 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.1485073  -0.32915335 -0.32915335
  1.68900997  0.29585372 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335  0.91209694 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335  2.04670567 -0.32915335
 -0.32915335  2.47802324 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335  1.19068045  2.04670567 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335  0.10861903 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335  2.68739043 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
  3.43304504 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
  4.02491155 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335  2.43773305
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.04411503 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335  2.37270541 -0.32915335 -0.32915335
 -0.32915335  1.44614015 -0.32915335 -0.32915335  2.04670567 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335  1.12370833 -0.32915335 -0.32915335 -0.32915335
  1.44614015 -0.32915335 -0.32915335 -0.32915335  0.35762392 -0.32915335
 -0.32915335 -0.32915335  0.20488986 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335  1.2654941  -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335  2.04670567  0.47432455 -0.32915335  0.69741707
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335 -0.32915335
 -0.32915335 -0.32915335 -0.32915335  0.75936287  1.66544619 -0.32915335
 -0.32915335 -0.32915335 -0.32915335 -0.32915335]",[0.024768918597856016]
0,"[-0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395  0.72934925 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395  2.95540538
 -0.33225395 -0.33225395 -0.33225395  0.77183139  0.68822335  0.61553399
  4.12409169 -0.33225395  1.98486314  1.3991463  -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395  4.44453417
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
  3.85711977  1.1927669  -0.33225395 -0.33225395 -0.33225395  0.23996334
 -0.33225395  5.10673635 -0.33225395  5.68452864 -0.33225395 -0.33225395
 -0.33225395  0.38562828 -0.33225395 -0.33225395  3.42116917 -0.33225395
  4.37871202  2.3740036  -0.33225395 -0.33225395  1.08468645 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395  2.37572425 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
  0.61553399 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395  1.98486314
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.16523372 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395  0.48650088
  0.25755917 -0.33225395 -0.33225395 -0.33225395  1.9247952  -0.33225395
  3.44470115  0.87830704  0.21157279 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395  0.12282437 -0.33225395 -0.33225395
 -0.33225395 -0.33225395  0.87830704 -0.33225395 -0.33225395 -0.33225395
  0.1368985   0.87830704  1.08468645 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395  2.30275624  3.36741155  1.71496087
  2.68953566 -0.33225395 -0.33225395  3.42285204  2.91649207  0.68822335
  1.69424053  2.91683546  0.21907089 -0.33225395 -0.33225395  5.97500304
  1.98486314  2.73297135 -0.33225395  4.35445002  0.11478511 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.18329617 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395  2.49096808 -0.33225395
  2.44268706 -0.33225395 -0.33225395  0.52515855  4.1664605   2.70395035
 -0.33225395  2.383554   -0.33225395 -0.33225395  0.49179576 -0.33225395
  5.96442736 -0.33225395 -0.33225395  1.24720146 -0.33225395  0.52515855
 -0.33225395 -0.33225395 -0.33225395 -0.33225395  5.11312176 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395  1.17060279 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395  1.58201329
  0.58321282 -0.33225395 -0.33225395 -0.33225395 -0.33225395  3.87355152
  1.08468645 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395  2.44268706 -0.33225395
 -0.33225395  1.73571955 -0.33225395  0.3375431  -0.33225395 -0.33225395
  1.98486314 -0.33225395  1.3991463  -0.33225395 -0.33225395  2.22649065
  1.79095246 -0.33225395 -0.33225395  0.77430214 -0.33225395 -0.33225395
 -0.33225395 -0.33225395  2.31908468 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395  2.7952152  -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
  3.32131475 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395  1.08468645 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395  2.06894335
  3.80924978 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395  2.37991741 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395  3.57405155
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395  1.3991463  -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
  1.08468645 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395  4.21862575  2.41962361 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395  2.76979357 -0.33225395
 -0.33225395 -0.33225395 -0.33225395 -0.33225395]",[1.0877099071688145]
0,"[-0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
  1.33994253 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502   2.88504469
 -0.3237502  -0.3237502  -0.3237502   1.20091371 -0.3237502   1.1920177
  3.84047548 -0.3237502  -0.3237502   4.16983747 -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.22971173 -0.3237502  -0.3237502  -0.3237502   4.61114423
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
  4.1234092   2.78482859 -0.3237502  -0.3237502  -0.3237502   0.8696408
 -0.3237502   6.25862753 -0.3237502   7.56443875 -0.3237502  -0.3237502
 -0.3237502   1.43654604 -0.3237502  -0.3237502   4.11654628 -0.3237502
  4.83821585  3.25587624 -0.3237502  -0.3237502  -0.3237502  -0.3237502
  0.43675757 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502   0.19087057  0.06357432 -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502   0.46408191 -0.3237502  -0.3237502  -0.3237502  -0.3237502
  0.69014321 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   0.81189676 -0.3237502
  0.34467503 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502   0.81189676
  1.03155522  0.69014321  4.28075499 -0.3237502   2.1955889  -0.3237502
  0.80785883  0.97124392  0.17635574 -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502   0.16306852 -0.3237502  -0.3237502
 -0.3237502  -0.3237502   3.5996865  -0.3237502  -0.3237502  -0.3237502
  0.76790245  0.97124392 -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502   1.29916142  0.20429556  0.53964341
  0.61902092 -0.3237502  -0.3237502   2.4699417   1.32399297  1.1410857
  0.59346435  5.57868858 -0.3237502   0.44865311  0.69014321  3.7488256
 -0.3237502   2.5575729  -0.3237502   2.84297941 -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.16440304 -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   2.59470107 -0.3237502
  1.1920177  -0.3237502  -0.3237502  -0.3237502   1.9251373   2.54153968
 -0.3237502   3.46865842 -0.3237502  -0.3237502   2.78482859 -0.3237502
  1.78179586 -0.3237502  -0.3237502   2.25445103  0.97124392 -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   4.23003723 -0.3237502
 -0.3237502  -0.3237502  -0.3237502   0.16209744 -0.3237502  -0.3237502
  0.88576464  1.18324251 -0.3237502   0.69014321 -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502   2.03028471
  2.15497911 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   1.78179586 -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
  0.69014321 -0.3237502   3.04417812 -0.3237502  -0.3237502   2.09451098
  3.40889325 -0.3237502  -0.3237502   2.54230364 -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502   0.13297691 -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
  1.28692012 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   1.1920177  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
  2.90235189  1.09966074 -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   2.7672106  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   2.15497911 -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502   5.80838498
 -0.3237502  -0.3237502  -0.3237502  -0.3237502   2.01117676 -0.3237502
 -0.3237502  -0.3237502  -0.3237502   1.73584561  2.82340435 -0.3237502
 -0.3237502  -0.3237502   0.51451681 -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502   2.54230364 -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502   1.33994253 -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
  4.48051292 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502  -0.3237502
 -0.3237502  -0.3237502  -0.3237502  -0.3237502 ]",[-0.05409310449623855]
