KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,0.1,scale,0.8678028834616308,0.7974137931034483,0.8311965811965811,0.7931034482758621
linear,0.01,scale,0.8508379161712248,0.7594827586206898,0.8240933412604043,0.7758620689655171
linear,0.01,auto,0.856005192245741,0.7706896551724138,0.8189297566371682,0.8034482758620689
linear,1.0,auto,0.8726578493387003,0.8043103448275861,0.8164796905222437,0.7827586206896552
linear,0.01,auto,0.8585327840463735,0.7603448275862069,0.8103587588881707,0.7310344827586206
linear,10.0,auto,0.8744586051275178,0.8043103448275861,0.8063717287999465,0.7448275862068965
linear,0.01,auto,0.8525666365484527,0.7698275862068965,0.8044001131861912,0.7068965517241379
linear,100.0,auto,0.8829821345674345,0.8155172413793104,0.7941235526403855,0.7241379310344828
linear,1000.0,auto,0.8801568627450981,0.8051724137931036,0.794051282051282,0.7310344827586207
linear,1000.0,auto,0.8746784420289856,0.7948275862068965,0.7939166666666667,0.7275862068965517
linear,1.0,scale,0.8767468627533213,0.8,0.7913273167510455,0.7758620689655172
linear,0.01,scale,0.8597950840544282,0.756896551724138,0.7880430690460056,0.7137931034482758
linear,100.0,auto,0.8727779064960315,0.7887931034482758,0.7866929198457626,0.7000000000000001
linear,1000.0,scale,0.8875295711233212,0.8146551724137933,0.7855790043290044,0.7448275862068965
linear,10.0,scale,0.8844595689515478,0.7974137931034483,0.7833161157024793,0.7482758620689655
linear,100.0,scale,0.8799345488546051,0.8155172413793104,0.7815942028985507,0.7275862068965517
linear,0.1,scale,0.8754945912791346,0.8025862068965518,0.7815873015873016,0.7344827586206897
linear,0.1,scale,0.8786434313421682,0.7982758620689656,0.7797349709114415,0.6896551724137929
linear,100.0,auto,0.8793428582045184,0.8120689655172415,0.7786117717003567,0.7482758620689657
linear,1000.0,auto,0.881882072878761,0.7956896551724137,0.7781606366395931,0.7379310344827587
linear,10.0,auto,0.8822039670675792,0.8094827586206896,0.7754955815619775,0.7206896551724138
linear,0.1,auto,0.8819483993855017,0.8112068965517242,0.7754501037413828,0.7482758620689655
linear,10.0,auto,0.8865566911664687,0.8146551724137929,0.7727110029350704,0.7448275862068965
linear,100.0,scale,0.8798186859684185,0.8,0.7663567493112946,0.7103448275862071
linear,1.0,scale,0.8824412042926575,0.8094827586206896,0.7646929341844596,0.7310344827586206
linear,1.0,auto,0.8885627229488704,0.8155172413793104,0.7645659928656361,0.6965517241379311
linear,0.1,auto,0.8858026469966769,0.8155172413793104,0.7616587175410705,0.7344827586206897
linear,100.0,scale,0.8840433635552913,0.8077586206896552,0.7570600475624257,0.7034482758620689
linear,1000.0,scale,0.8860785866077753,0.8181034482758621,0.7510729613733906,0.7103448275862071
linear,0.1,auto,0.8848722519310755,0.8034482758620691,0.7446837606837606,0.7275862068965517
linear,10.0,scale,0.8919861287449544,0.8267241379310345,0.7428788716814159,0.7517241379310345
linear,1.0,scale,0.8924918186068256,0.8137931034482759,0.7341304347826088,0.7137931034482758
linear,0.01,scale,0.8677727407847801,0.7672413793103449,0.7324613555291319,0.6758620689655171
linear,1000.0,scale,0.8943675604723524,0.8198275862068964,0.7297391790783861,0.7172413793103448
linear,1.0,auto,0.8894800174338179,0.8094827586206896,0.7208932522123894,0.7068965517241379
linear,10.0,scale,0.8950568481289058,0.8215517241379311,0.662209960384833,0.6931034482758621
