Time Point,X,y
2,"[-1.29764343  0.60516291 -1.29764343  0.61559703  0.26538442  0.6674496
  0.94158736  1.23580558  1.27722048  0.22809731  0.93334895 -1.29764343
  1.04534383 -0.02266784 -1.29764343  1.04856228 -1.29764343  0.05921803
  0.68295828 -1.29764343 -1.29764343  0.79807918 -1.29764343]",[0.36983034]
2,"[-1.35334030e+00  1.47768494e-01 -8.45718321e-01  5.57530870e-01
  3.57923726e-01  5.58039080e-01  8.29371031e-01  1.24447052e+00
  1.31156053e+00  2.18947552e-01  1.01563632e+00 -1.35334030e+00
  1.10458381e+00  1.20902632e-03 -1.35334030e+00  1.13568331e+00
 -1.35334030e+00  5.63302897e-01  5.41413579e-01 -1.35334030e+00
 -1.35334030e+00  7.31659682e-01 -1.35334030e+00]",[0.40372821]
2,"[-1.27535216  0.59354958 -1.27535216  0.6409708   0.19780925  0.67760302
  1.03516736  1.31525911  1.32208048  0.38160784  0.94539691 -1.27535216
  1.05676935 -0.08651739 -1.27535216  1.01798107 -1.27535216 -0.24350869
  0.60964745 -1.27535216 -1.27535216  0.73900111 -1.27535216]",[0.34307852]
2,"[-1.33205436  0.65955616 -0.6320693   0.58229117  0.09724415  0.21905514
  1.00293795  1.34758862  1.36380058  0.47325925  0.97444774 -1.33205436
  1.19808462 -0.05268092 -1.33205436  1.00347324 -1.33205436 -0.29493464
  0.63875767 -1.33205436 -1.33205436  0.74356911 -1.33205436]",[0.13257831]
2,"[-1.41338146  0.21695532 -1.41338146  0.87367075  0.49798282  0.16685026
  1.01010773  1.43189721  0.94689961  0.1199259   1.12009491 -0.8387693
  1.31656174  0.30314303 -0.8387693   1.3467993  -1.41338146 -0.59048864
 -0.8387693  -1.41338146 -0.8387693   1.08697241 -0.8387693 ]",[0.46338083]
3,"[-1.26747996  0.22792915 -1.26747996  0.70659592  0.26212042  0.51910575
  1.03399854  1.30136955  1.40858817  0.59792765  0.90708338 -1.26747996
  0.99574441 -0.32095631 -1.26747996  1.00213805 -1.26747996 -0.06882352
  0.78999681 -1.26747996 -1.26747996  0.77702171 -1.26747996]",[0.06367275]
3,"[-1.28391864  0.10182835 -1.28391864  0.64928459  0.2141441   0.57554879
  0.93102629  1.28050376  1.3512462   0.62267576  0.9409734  -1.28391864
  1.08858326 -0.21044972 -1.28391864  1.03858508 -1.28391864  0.26027619
  0.66995972 -1.28391864 -1.28391864  0.75716334 -1.28391864]",[0.01185675]
3,"[-1.17201234  0.51661677 -1.17201234  0.81415465  0.19609448  0.51898724
  1.02129758  1.34765507  1.3558095   0.72468637  1.01544368 -1.17201234
  1.02801533 -0.37800001 -1.17201234  0.93632526 -1.17201234 -1.17201234
  0.63314884 -1.17201234 -1.17201234  0.81787631 -1.17201234]",[-0.02899626]
3,"[-1.28037826  0.44200756 -1.28037826  0.63185997  0.24778469  0.36563894
  0.96585339  1.27437113  1.34382931  0.60583757  0.91717599 -1.28037826
  1.03619505 -0.06195898 -1.28037826  0.99678237 -1.28037826 -0.20285276
  0.84307023 -1.28037826 -1.28037826  0.83743163 -1.28037826]",[0.12161028]
3,"[-1.29919321  0.2336901  -1.29919321  0.66570182  0.07464754  0.58487131
  0.89737393  1.34144544  1.3483502   0.58330673  1.01463575 -0.54956072
  1.2453816  -0.31448166 -0.54956072  1.15151952 -1.29919321 -1.29919321
  0.55617221 -1.29919321 -1.29919321  0.81085943 -1.29919321]",[0.17618689]
4,"[-1.25071673  0.20635771 -1.25071673  0.73949645  0.35940096  0.62953967
  1.06477453  1.30742916  1.34453346  0.66160041  0.97266748 -1.25071673
  1.01516646 -0.46863994 -1.25071673  0.80417999 -1.25071673 -0.2787742
  0.78223605 -1.25071673 -1.25071673  0.8657657  -1.25071673]",[0.06283123]
4,"[-1.24978631  0.33370328 -1.24978631  0.78783251  0.32980918  0.61300485
  1.01844414  1.36604935  1.31988252  0.63453251  0.99454007 -1.24978631
  1.05658422 -0.43794879 -1.24978631  0.89953762 -1.24978631 -0.31839073
  0.54093111 -1.24978631 -1.24978631  0.85977867 -1.24978631]",[0.01353818]
4,"[-1.23464154  0.30926575 -1.23464154  0.7394511   0.29879924  0.5505673
  1.14947064  1.43275865  1.37234468  0.69569011  1.09070886 -1.23464154
  0.91614787 -0.2925402  -1.23464154  0.76917827 -1.23464154 -0.56176702
  0.61032444 -1.23464154 -1.23464154  0.79673266 -1.23464154]",[0.02104101]
4,"[-1.18090091  0.29133493 -1.18090091  0.78662365  0.38864433  0.59473854
  1.09782832  1.35231726  1.32086861  0.72744784  1.01802322 -1.18090091
  0.95386685 -0.29162257 -1.18090091  0.77314961 -1.18090091 -1.18090091
  0.81016882 -1.18090091 -1.18090091  0.80471876 -1.18090091]",[-0.02273894]
4,"[-1.36390112  0.14126819 -1.36390112  0.74034092  0.18701015  0.65016537
  1.04494102  1.3563788   1.33726363  0.75949362  0.92242722 -1.36390112
  1.21942373 -0.34054279 -0.67320406  0.96289708 -1.36390112 -0.67320406
  0.49072071 -1.36390112 -1.36390112  0.73123125 -0.67320406]",[-0.01197464]
5,"[-1.22205014  0.14337776 -0.72450681  0.7868129   0.46705813  0.74695501
  1.05135258  1.33095056  1.36036659  0.72443163  1.10134698 -1.22205014
  0.70672866 -0.369078   -1.22205014  0.8063286  -1.22205014 -1.22205014
  0.75389983 -1.22205014 -1.22205014  0.89037671 -1.22205014]",[0.05013672]
5,"[-1.28387514  0.03321198 -0.67704994  0.79606214  0.49352355  0.77034923
  1.00876534  1.35734596  1.34981573  0.64807069  1.15271648 -1.28387514
  0.70026686 -0.40798654 -1.28387514  0.82772081 -1.28387514 -0.67704994
  0.77332456 -1.28387514 -1.28387514  0.83803907 -1.28387514]",[0.10691437]
5,"[-1.16075793  0.18838853 -1.16075793  0.80451926  0.4393494   0.79612665
  1.0893296   1.3756269   1.37398481  0.71673112  1.14263573 -1.16075793
  0.82540692 -0.51183411 -1.16075793  0.72145666 -1.16075793 -1.16075793
  0.66669411 -1.16075793 -1.16075793  0.81840583 -1.16075793]",[0.02135869]
5,"[-1.21577437  0.11090023 -1.21577437  0.81234581  0.39789853  0.79460228
  1.09727032  1.3867653   1.34655545  0.7047089   1.16419466 -0.5499289
  0.86404037 -0.5499289  -1.21577437  0.56713386 -1.21577437 -1.21577437
  0.80096674 -1.21577437 -1.21577437  0.77867028 -1.21577437]",[0.00533632]
5,"[-1.17708216  0.1705333  -1.17708216  0.78856055  0.44410442  0.71385761
  1.10960688  1.37075773  1.30260919  0.74751898  0.96775496 -1.17708216
  0.93810991 -0.3316231  -1.17708216  0.79273267 -1.17708216 -1.17708216
  0.74047995 -1.17708216 -1.17708216  0.83873634 -1.17708216]",[0.07442202]
6,"[-1.19535494  0.09388094 -1.19535494  0.79419392  0.3971353   0.79597858
  0.89711658  1.34817222  1.38259195  0.77456835  1.11629886 -1.19535494
  0.84516165 -0.69131907 -1.19535494  0.82035739 -1.19535494 -1.19535494
  0.79662381 -1.19535494 -1.19535494  0.88339813 -0.69131907]",[-0.01618184]
6,"[-1.23542066  0.16696916 -0.46565666  0.78278422  0.44860442  0.80019899
  0.9078879   1.3291312   1.34469939  0.75498507  1.13968144 -1.23542066
  0.86056815 -0.50838585 -1.23542066  0.81652039 -1.23542066 -1.23542066
  0.64293171 -1.23542066 -1.23542066  0.86244577 -1.23542066]",[-0.03231165]
6,"[-1.16807707  0.10813683 -1.16807707  0.76665042  0.52189498  0.80501642
  1.01763791  1.31827762  1.37085452  0.73808982  1.08429335 -1.16807707
  0.81371796 -0.45098214 -1.16807707  0.72280786 -1.16807707 -1.16807707
  0.83010343 -1.16807707 -1.16807707  0.86619464 -1.16807707]",[0.0500274]
6,"[-1.21891459  0.13049559 -1.21891459  0.74810961  0.30880901  0.83612831
  0.88618854  1.39418579  1.35303314  0.71004522  1.12496122 -1.21891459
  0.93673203 -1.21891459 -0.70913897  0.65403184 -1.21891459 -0.3449718
  0.82704588 -1.21891459 -1.21891459  0.89566135 -1.21891459]",[0.06258363]
6,"[-1.23474679 -0.08359714 -0.71425318  0.79782942  0.42374326  0.64439296
  1.08184633  1.44664464  1.32523452  0.821941    1.16285265 -1.23474679
  0.73993411 -0.71425318 -1.23474679  0.83534419 -1.23474679 -1.23474679
  0.75810897 -1.23474679 -1.23474679  0.83171218 -0.71425318]",[0.03872922]
7,"[-1.2180004   0.08209784 -1.2180004   0.74476631  0.38006986  0.81470995
  0.93861487  1.34639252  1.34563229  0.75838651  1.13261281 -1.2180004
  0.84766086 -0.37123798 -1.2180004   0.72759258 -1.2180004  -0.72407924
  0.79278355 -1.2180004  -1.2180004   0.9280005  -1.2180004 ]",[-0.01256095]
7,"[-1.23730919  0.15508332 -0.37956988  0.73201554  0.30987698  0.81979793
  0.87795804  1.40347608  1.36269298  0.72267341  1.16974705 -1.23730919
  0.79930077 -0.46246743 -1.23730919  0.76212606 -1.23730919 -1.23730919
  0.67637896 -1.23730919 -1.23730919  0.94938369 -1.23730919]",[0.07737934]
7,"[-1.21390944  0.15614467 -1.21390944  0.74456053  0.40765372  0.78133682
  1.00884933  1.39426046  1.33950978  0.78811721  1.14351215 -1.21390944
  0.84222286 -1.21390944 -1.21390944  0.65356224 -0.69633503 -0.47269946
  0.72890899 -1.21390944 -1.21390944  0.89167126 -1.21390944]",[-0.04125901]
7,"[-1.2568623   0.2075224  -0.74480485  0.68437351  0.2555773   0.78334248
  0.95606583  1.29793179  1.35083963  0.77262885  1.03764408 -1.2568623
  0.99386008 -0.60672115 -1.2568623   0.75539148 -1.2568623  -1.2568623
  0.89287429 -1.2568623  -1.2568623   0.90631528 -0.74480485]",[0.04058599]
7,"[-1.14574102  0.04594601 -1.14574102  0.74432581  0.42354935  0.77016433
  1.01754295  1.40422088  1.33557143  0.86067022  1.11762866 -1.14574102
  0.82897227 -0.65324147 -1.14574102  0.78832276 -1.14574102 -1.14574102
  0.72615523 -1.14574102 -1.14574102  0.90184076 -1.14574102]",[0.06186895]
8,"[-1.1484677   0.24071208 -1.1484677   0.65336828  0.30177509  0.88345948
  0.96048518  1.33398291  1.33076083  0.74582556  1.21492168 -1.1484677
  0.69789806 -0.65804681 -1.1484677   0.7193213  -1.1484677  -1.1484677
  0.91952077 -1.1484677  -1.1484677   0.99222489 -1.1484677 ]",[0.05656923]
8,"[-1.17943123  0.24309483 -1.17943123  0.73484121  0.2874436   0.8750722
  0.8531511   1.37805495  1.2678495   0.80005275  1.19728028 -1.17943123
  0.82835562 -0.25466117 -1.17943123  0.68377504 -1.17943123 -1.17943123
  0.74550214 -1.17943123 -1.17943123  0.97506905 -1.17943123]",[-0.02428242]
8,"[-1.20570785 -0.06023107 -1.20570785  0.64925533  0.20810342  0.88421023
  0.95250523  1.35431516  1.36846802  0.74685821  1.22439253 -0.56987214
  0.76495291 -0.48853406 -1.20570785  0.84164297 -1.20570785 -1.20570785
  0.77054395 -1.20570785 -1.20570785  0.99905214 -1.20570785]",[-0.03032955]
8,"[-1.15855314  0.21896969 -1.15855314  0.6777906   0.19449455  0.81247123
  0.96291176  1.27834243  1.33595071  0.81321484  1.11049976 -1.15855314
  0.92798423 -0.54008042 -1.15855314  0.80693326 -1.15855314 -1.15855314
  0.91484135 -1.15855314 -1.15855314  0.91265424 -1.15855314]",[-0.015219]
8,"[-1.14345412  0.09350848 -1.14345412  0.60931104  0.30979437  0.81447233
  1.05058151  1.38048307  1.28951346  0.92253917  1.1724133  -1.14345412
  0.79330463 -0.65259081 -1.14345412  0.7195     -1.14345412 -1.14345412
  0.78567757 -1.14345412 -1.14345412  1.00257897 -1.14345412]",[-0.02725997]
9,"[-1.15065279  0.18756752 -1.15065279  0.64548229  0.36443199  0.88276021
  0.96990228  1.28408118  1.28945227  0.80239479  1.15643518 -1.15065279
  0.85198486 -0.68750858 -1.15065279  0.78992472 -1.15065279 -1.15065279
  0.8395199  -1.15065279 -1.15065279  0.9794465  -1.15065279]",[-0.02340622]
9,"[-1.22918931  0.31309237 -0.75506718  0.62649615  0.39160874  0.85836787
  0.935464    1.27531704  1.30057227  0.77577033  1.09501635 -1.22918931
  0.87820035 -0.33728283 -1.22918931  0.77412497 -1.22918931 -1.22918931
  0.71737694 -1.22918931 -1.22918931  0.98445713 -1.22918931]",[0.00439771]
9,"[-1.10578802  0.07633616 -1.10578802  0.63133124  0.47428671  0.87214784
  1.0284683   1.29218377  1.34856365  0.71652866  1.12409987 -1.10578802
  0.87570434 -1.10578802 -1.10578802  0.81573483 -1.10578802 -1.10578802
  0.86636648 -1.10578802 -1.10578802  0.93612842 -1.10578802]",[0.06584693]
9,"[-1.17380406  0.27736157 -1.17380406  0.6708212   0.2895169   0.83462539
  0.9675465   1.29416473  1.29233691  0.79799584  1.12891704 -1.17380406
  0.87327246 -0.40923074 -1.17380406  0.77840275 -1.17380406 -1.17380406
  0.89199282 -1.17380406 -1.17380406  0.87651312 -1.17380406]",[-0.00620094]
9,"[-1.15986069  0.12153503 -1.15986069  0.57607835  0.22735073  0.74970407
  1.00499998  1.33027772  1.31993045  0.89527921  1.12245613 -1.15986069
  0.91764576 -0.44736213 -1.15986069  0.81768209 -1.15986069 -1.15986069
  0.82317928 -1.15986069 -1.15986069  0.97998956 -1.15986069]",[-0.00453793]
10,"[-1.24872849  0.18169439 -1.24872849  0.68061475  0.28774691  0.79281607
  0.89888005  1.36022628  1.35319483  0.77898857  1.04545628 -0.76209168
  1.01875331 -0.63086302 -1.24872849  0.76244301 -1.24872849 -1.24872849
  0.82538419 -1.24872849 -1.24872849  0.90994715 -0.76209168]",[0.09221104]
10,"[-1.2339863   0.1332613  -0.55340867  0.62870277  0.41377425  0.84604093
  0.96022683  1.28590608  1.34978388  0.78016804  1.05998668 -1.2339863
  0.9437152  -0.41925735 -1.2339863   0.75000031 -1.2339863  -1.2339863
  0.74595293 -1.2339863  -1.2339863   0.94703719 -1.2339863 ]",[-0.02140583]
10,"[-1.16432048 -0.05027826 -1.16432048  0.67387484  0.39139102  0.84198374
  1.03949216  1.31609772  1.35444794  0.78237559  1.11946709 -1.16432048
  0.94817599 -0.34587207 -1.16432048  0.71514237 -1.16432048 -1.16432048
  0.79414214 -1.16432048 -1.16432048  0.898444   -1.16432048]",[0.04592872]
10,"[-1.23377976  0.31415014 -0.52825674  0.6451651   0.35122396  0.82237192
  0.97541637  1.30363694  1.28983599  0.79179491  1.06435281 -1.23377976
  0.93312194 -0.52825674 -1.23377976  0.67941602 -1.23377976 -1.23377976
  0.85967459 -1.23377976 -1.23377976  0.89659086 -1.23377976]",[0.0569645]
10,"[-1.14443824  0.11743627 -1.14443824  0.63876807  0.22893012  0.75280911
  1.04674594  1.32603833  1.34751648  0.89074128  1.10349321 -1.14443824
  0.99048188 -0.63962302 -1.14443824  0.72455444 -1.14443824 -1.14443824
  0.83505746 -1.14443824 -1.14443824  0.93699458 -1.14443824]",[-0.00322151]
11,"[-1.14745124  0.13398987 -1.14745124  0.72218505  0.28809125  0.80655531
  0.93293147  1.30844424  1.37086949  0.87119961  1.06945321 -1.14745124
  1.00282315 -0.66200147 -1.14745124  0.75677513 -1.14745124 -1.14745124
  0.80340654 -1.14745124 -1.14745124  0.92233829 -1.14745124]",[-0.06082708]
11,"[-1.20513324  0.00456355 -0.57972564  0.58400411  0.29728971  0.84724159
  0.95102072  1.32592032  1.42844002  0.75876222  1.03118225 -1.20513324
  0.98258828 -0.57972564 -1.20513324  0.81545194 -1.20513324 -1.20513324
  0.79839622 -1.20513324 -1.20513324  0.97565627 -1.20513324]",[0.10583288]
11,"[-1.19557816 -0.13025838 -0.54913425  0.73981969  0.36158245  0.80694172
  1.01928005  1.29089073  1.37889688  0.82830431  1.11323982 -1.19557816
  1.01247035 -0.6864327  -1.19557816  0.76155701 -1.19557816 -1.19557816
  0.79195288 -1.19557816 -1.19557816  0.82551473 -1.19557816]",[0.03859736]
11,"[-1.17330255  0.23586808 -1.17330255  0.6279206   0.32730022  0.80095805
  0.98840903  1.28502506  1.31824053  0.84875941  1.02074403 -1.17330255
  1.01301323 -0.40413188 -1.17330255  0.7370776  -1.17330255 -1.17330255
  0.86012678 -1.17330255 -1.17330255  0.90041222 -1.17330255]",[0.05370014]
11,"[-1.1559614   0.09339839 -1.1559614   0.65384252  0.31090138  0.78652394
  1.0416775   1.29663733  1.33272918  0.88751976  1.0895784  -1.1559614
  1.03901259 -0.53579883 -1.1559614   0.74740816 -1.1559614  -1.1559614
  0.80317772 -1.1559614  -1.1559614   0.85704458 -1.1559614 ]",[-0.02008245]
12,"[-1.25630403  0.15487536 -1.25630403  0.70085954  0.23871853  0.74327632
  0.78362082  1.34170091  1.33332448  0.81037254  1.12591271 -0.76790944
  1.05829229 -0.49993718 -1.25630403  0.80305725 -1.25630403 -1.25630403
  0.79692449 -1.25630403 -1.25630403  0.93894904 -0.76790944]",[0.01381691]
12,"[-1.20542256  0.16218204 -0.72496079  0.60983923  0.38432922  0.80918541
  0.98968535  1.27116157  1.3120506   0.8645951   1.05462799 -1.20542256
  0.98824552 -0.59539732 -1.20542256  0.78289827 -1.20542256 -1.20542256
  0.75848762 -1.20542256 -1.20542256  0.97645063 -1.20542256]",[-0.00363937]
12,"[-1.14904979 -0.14975069 -1.14904979  0.74424682  0.40843933  0.81804464
  1.04410039  1.2983542   1.36719607  0.86690167  1.05067541 -1.14904979
  1.0580221  -0.50304299 -1.14904979  0.77597938 -1.14904979 -1.14904979
  0.84937611 -1.14904979 -1.14904979  0.71290566 -1.14904979]",[-0.01135572]
12,"[-1.15972988  0.15877123 -1.15972988  0.62742276  0.34191288  0.71395596
  0.90836115  1.31165357  1.3472057   0.90245955  0.99684296 -1.15972988
  1.00042454 -0.54011111 -1.15972988  0.79220199 -1.15972988 -1.15972988
  0.92466891 -1.15972988 -1.15972988  0.95179886 -1.15972988]",[-0.06553947]
12,"[-1.14648403  0.11672465 -1.14648403  0.67767974  0.2537848   0.7998235
  1.06377001  1.29902813  1.3227763   0.86743732  1.11349824 -1.14648403
  1.03872632 -0.6452055  -1.14648403  0.79172353 -1.14648403 -1.14648403
  0.81390437 -1.14648403 -1.14648403  0.80468489 -1.14648403]",[-0.00329275]
13,"[-1.20961004  0.08844053 -0.50735453  0.70287294  0.34179888  0.82507025
  0.93502303  1.25614716  1.37465821  0.82418945  1.05102959 -1.20961004
  0.94714855 -0.71923688 -1.20961004  0.74259588 -1.20961004 -1.20961004
  0.90136882 -1.20961004 -1.20961004  0.9131284  -1.20961004]",[-0.01561137]
13,"[-1.23061401  0.12458645 -0.6179654   0.62259965  0.34866818  0.87818705
  0.96303062  1.27332888  1.34822744  0.86095573  1.02562251 -1.23061401
  0.97049576 -0.37283584 -1.23061401  0.76615878 -1.23061401 -1.23061401
  0.7502499  -1.23061401 -1.23061401  0.90360236 -1.23061401]",[-0.0639343]
13,"[-1.15937132 -0.12211655 -1.15937132  0.76371184  0.42801884  0.80199763
  1.00881565  1.30605196  1.37984675  0.85554594  1.031861   -1.15937132
  1.03010069 -0.3916405  -1.15937132  0.77002717 -1.15937132 -1.15937132
  0.85949965 -1.15937132 -1.15937132  0.71262178 -1.15937132]",[-0.02846605]
13,"[-1.21497982  0.12154881 -0.43929462  0.63881804  0.3338905   0.77600189
  0.98892609  1.31244849  1.35336298  0.83692008  1.00415137 -1.21497982
  0.9662014  -0.71411116 -1.21497982  0.71907296 -1.21497982 -1.21497982
  0.90805358 -1.21497982 -1.21497982  0.91384819 -1.21497982]",[0.02866211]
13,"[-1.14655153  0.12170716 -1.14655153  0.6625174   0.24014341  0.7297197
  1.01498517  1.29317911  1.33244891  0.86414456  1.1143464  -1.14655153
  1.0449811  -0.64125878 -1.14655153  0.82810462 -1.14655153 -1.14655153
  0.87533788 -1.14655153 -1.14655153  0.83860709 -1.14655153]",[-0.12987527]
14,"[-1.23418593 -0.02956053 -0.12116741  0.6319278   0.2922371   0.73196039
  0.76520399  1.35595321  1.42592018  0.80857808  1.08375994 -1.23418593
  1.01762933 -0.59522401 -1.23418593  0.78656391 -1.23418593 -1.23418593
  0.80857808 -1.23418593 -1.23418593  0.91112735 -1.23418593]",[-0.32484442]
14,"[-1.23235309 -0.01322723 -0.16466176  0.64936924  0.23152773  0.748115
  0.82228965  1.3141612   1.43405852  0.79702143  1.0643228  -1.23235309
  0.99679932 -0.59264604 -1.23235309  0.77255994 -1.23235309 -1.23235309
  0.88659656 -1.23235309 -1.23235309  0.9125384  -1.23235309]",[-0.00397449]
14,"[-1.24588612 -0.22152642 -0.23995125  0.7346725   0.42877013  0.77078333
  1.01552873  1.31297424  1.35840751  0.8270799   1.00531773 -1.24588612
  1.02148137 -0.30725117 -1.24588612  0.75201463 -1.24588612 -1.24588612
  0.85693073 -1.24588612 -1.24588612  0.651857   -1.24588612]",[-0.19779025]
14,"[-1.23097757  0.02021618 -0.06434812  0.57376881  0.30735677  0.75136825
  0.98960583  1.36285343  1.38198964  0.86558219  1.03301159 -1.23097757
  0.96319166 -0.70827029 -1.23097757  0.68554155 -1.23097757 -1.23097757
  0.81777596 -1.23097757 -1.23097757  0.86817712 -1.23097757]",[-0.09669668]
14,"[-1.36178734  0.03081673 -0.12964662  0.58845666  0.21890169  0.70564177
  0.97212068  1.35057219  1.36518695  0.73426929  1.13456449 -1.36178734
  1.02272967 -0.80467353 -0.56395362  0.74415619 -1.36178734 -0.80467353
  0.82883727 -1.36178734 -1.36178734  0.77741779 -1.36178734]",[-0.07054586]
15,"[-1.38462904 -0.05454586  0.37962979  0.65959346  0.51853001  0.32758772
  0.87047875  1.19831056  1.34362096  0.48373366  1.2842466  -0.84794591
  0.91134613 -0.43058055 -1.38462904  0.78282154 -1.38462904 -1.38462904
  0.64665981 -1.38462904 -1.38462904  1.08223343 -0.84794591]",[-0.32652027]
15,"[-1.35728028 -0.07522831  0.45337608  0.65221665  0.60847671  0.41215063
  0.78247105  1.19895381  1.25908203  0.79304694  1.19070891 -1.35728028
  0.89887318 -0.21815386 -1.35728028  0.60129766 -1.35728028 -0.70333034
  0.52523313 -1.35728028 -1.35728028  1.1217877  -1.35728028]",[-0.56001242]
15,"[-1.29650627 -0.22201257  0.42114378  0.79786802  0.3622059   0.36631038
  0.95921858  1.10223569  1.25687399  0.62928964  1.18685992 -1.29650627
  0.72087648  0.39443459 -1.29650627  0.5831043  -1.29650627 -1.29650627
  0.55706896 -1.29650627 -1.29650627  1.25657251 -1.29650627]",[-0.0082983]
15,"[-1.26243384  0.03282407  0.25550529  0.64647582  0.49576164  0.55469518
  0.89312825  1.27003723  1.34386054  0.76888551  1.09659193 -1.26243384
  0.90301221 -0.6017478  -1.26243384  0.75179707 -1.26243384 -1.26243384
  0.71488645 -1.26243384 -1.26243384  0.97375728 -1.26243384]",[-0.45321769]
15,"[-1.34887585  0.03134504  0.17277157  0.65516813  0.25948566  0.47125519
  1.01018334  1.19276213  1.33064414  0.66372343  1.17116767 -0.8229892
  0.91827542  0.08816622 -1.34887585  0.65751348 -1.34887585 -1.34887585
  0.5225692  -1.34887585 -1.34887585  1.12008951 -1.34887585]",[-0.4581202]
16,"[-1.20560258 -1.20560258  0.98101057  0.36456092  0.10977535  0.54437292
  1.28243703  1.27040915  1.23702781  0.1572134   1.45177228 -1.20560258
  0.4842674  -0.0869379  -1.20560258  0.81230183 -1.20560258 -1.20560258
  0.57981153 -1.20560258 -1.20560258  1.15168097 -0.69488264]",[-1.25338359]
16,"[-1.25692035 -0.74681628  0.81022272  0.32305544  0.18561351  0.97985778
  1.20863666  1.25143057  1.11942836  0.23303452  1.36785877 -1.25692035
  0.94397478 -0.20417105 -1.25692035  0.58433981 -1.25692035 -0.74681628
  0.25329228 -1.25692035 -1.25692035  1.23550088 -1.25692035]",[-0.00755866]
16,"[-1.21103224 -0.68170951  1.01564186  0.71625726  0.28585046  0.03360481
  1.36125815  0.92765262  1.04685552  0.62099134  1.42416136 -1.21103224
  0.69959915 -0.34310248 -1.21103224  0.72940689 -1.21103224 -1.21103224
  0.70454197 -1.21103224 -1.21103224  1.14724855 -1.21103224]",[-0.69635701]
16,"[-1.21660008 -1.21660008  0.83855817  0.48919752 -0.04863933  0.24743777
  1.20107495  1.30482798  1.41918854  0.31566782  1.36033939 -1.21660008
  0.63354866 -0.04863933 -1.21660008  0.72691427 -1.21660008 -1.21660008
  0.67328083 -1.21660008 -1.21660008  1.1661403  -0.54609692]",[-0.68264909]
