-0.07967051424846892,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]
-0.0795313864950102,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae
-0.0759339402984347,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae
-0.07422465647022757,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae
0.08680578046156617,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae
0.08843556271636832,k__Bacteria
0.08966783710414557,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae]
0.09690248028399906,k__Bacteria; p__Bacteroidetes
0.09869126568561117,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
0.10240796424229415,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__
0.11630086419481499,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__
