ID,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales_4,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales_2,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_5,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_6,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales_7,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_1,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales_2,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales_0
6,-0.026746454851560585,0.8099426774001272,0.08144665247407637,0.9780617361687323,-1.1625827292910298,-0.24077722551769185,-0.7300894688449566,0.21094672612544063,-0.08989833095017691,0.20580674836766674,-0.2665784915864712,-0.2860107560301795,-0.41771998454834125,0.9081946245035907,1.7373927454633862,3.0573426242521613,-0.3357594721060526,2.8580818232533454,-0.22364905664628645,0.8260319169092595,0.7827359855164889,0.7915511988202361,-0.7925485800662501,-0.14130106376427054,0.4065893813725242,0.10586377787571671,0.5428242138718389,0.7337541429547567,-0.23355548424025183,0.07703092643237042,0.143133938641577,-0.38250250301295236,-0.20665498626326873,-0.1747308238998246,-0.22967641118187085
27,-0.21598712190210106,-0.7615150105537143,-0.10633165187430509,-0.6725077678904997,-0.3059937937345488,-0.7067757709831017,-0.5365383087208773,2.4843333249350827,0.29836464562538634,4.106680769182328,-1.8519717334142283,-0.2860107560301795,-0.41771998454834125,-0.31898485439246826,-0.38600255388253407,0.2002832686041797,-0.3357594721060526,-0.5196353976451403,-1.4792556885821304,0.4982504140064876,-0.45756268751449336,1.3382408107121653,0.34862240224818214,0.340629490933634,-0.8067336465788806,-1.2503750235616473,1.955305611562398,-2.146827972817837,-0.23355548424025183,2.867393653302435,-0.27885892187395717,-0.39460661700078353,-0.2082390291877449,-0.4324314160173192,-0.22967641118187085
41,-0.21598712190210106,-0.695378183145621,-0.043309977601345515,-0.6988572528060534,-0.277661842162396,-0.12809597822211052,-0.8538851075298358,1.321613274619311,0.9617733490172757,3.1096394455651506,-0.9543682813434953,-0.2860107560301795,-0.41771998454834125,-0.7029597288433601,-0.3848666146805578,-0.2024257205188608,-0.3357594721060526,0.24876408463877636,0.041778760859188066,0.21287432909011825,-1.3407522971137051,0.025664952791605553,0.3342631506662314,0.6109203888057221,0.4566336474813083,0.6646040257606771,0.032404821422066146,0.37791520024385505,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,-0.3976612640579083,-0.1818668847587832,-0.16930089588431924,1.8652770831751084
52,-0.21598712190210106,-0.7617600266526738,-0.17391788728409183,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-0.721156998193989,1.0506948026702365,-0.52042249000573,1.40281886103112,-1.0756066124160588,-0.2860107560301795,-0.41771998454834125,-0.7070271450389503,-0.3845773504287461,-0.2066834679898369,-0.3357594721060526,3.062360781767345,0.5755944422413108,-1.0876371282247912,-0.9228654421513858,4.315331601085736,-4.484468809618153,-0.5754825043525388,-0.14567882841626206,0.8439385504669826,1.9633588634203198,2.706483981724273,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,-0.41189520529133505,0.7309725806700318,-0.041859613831802915,-0.22967641118187085
70,-0.21598712190210106,0.29225057861561987,1.0332433509633847,0.15729713529814823,0.3235562865123569,0.2995012211167742,1.4511766865510538,-0.508931682481312,0.21777670565435597,-0.18667614512485015,0.09260366550840249,-0.2860107560301795,-0.41771998454834125,-0.6659226335544537,-0.39032556350957875,-0.11814333045209927,-0.3357594721060526,-0.6425935588651995,1.369573912322945,-1.4052629362980449,-2.4840706679114457,-2.5147062737323433,1.1571847366982173,-1.2125857380656593,0.3445941526084066,-0.2144101958870318,-0.8016649879899794,-0.3115850941843651,-0.23355548424025183,-0.34805588565909584,-0.27885892187395717,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,3.9968513646809263
22,-0.21598712190210106,-0.5829390589414996,0.19763970834171332,0.11061628409048928,1.161689386974265,-0.3441550620963443,0.4367056661194049,1.8015697299396767,2.3923280765555752,1.3599745612495744,-0.3154198585256306,-0.2860107560301795,-0.41771998454834125,-0.6322822968840068,0.3324124625401504,0.04692599256059344,0.34812230205029193,-0.21145393392145168,1.9625796772148263,-1.4351332462520143,-0.41533389649062286,-0.6594088851333165,-1.367368631413835,-0.022052078783705697,-1.1058179966841604,-0.2515682250928615,-0.43808056635335585,-0.1501267754405971,-0.23355548424025183,-0.34456641685398093,-0.27885892187395717,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,-0.031686718275384884
43,-0.21598712190210106,-0.8025214606051095,-0.18563772070225754,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-1.0253847089153212,-0.49318573867642607,-0.47690002024636413,-0.30626652029556056,0.013617729429503896,-0.2860107560301795,-0.41771998454834125,0.4477943730305206,-0.5454573635444991,-1.306487595363104,0.1597126376721194,-2.902101919908486,0.23966942299173763,1.9082831238923976,0.12708187287184802,0.3514561520447264,0.5841607008107403,0.4994745654696044,-1.3416698654733774,-0.24883844158880772,-0.8832380606187418,-0.41845764229488375,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,0.4229787889459236,-0.1012431450819853,-0.4324314160173192,-0.22967641118187085
8,-0.21598712190210106,-0.7388293318504264,-0.1188572389247864,0.9959238648632018,2.8930744220248825,-0.33076875260219585,-0.9264959463193356,0.15997815058505488,-0.3320566690282156,0.20528658863321356,-0.4690915076334592,-0.2860107560301795,-0.41771998454834125,-0.7115058929397199,-0.38425883331658645,-0.21137179508267662,-0.0251533352679363,4.597619299950355,-3.6912947091232517,-0.6623664228602114,-2.630660506051993,2.563922687892283,0.8875715353459658,0.017190122632581555,-1.7304077586564017,-1.2282153990259048,1.9011017336638574,-1.7249317955510273,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,-0.39314690390369494,-0.20804799924490622,0.11635176903052849,-0.16223406084698402
14,-0.21598712190210106,-0.629185420762185,0.14959246598589612,-0.0013144789192825143,-0.6409926578219816,0.10551489214749574,0.42831642776536316,-0.7362311559110215,-0.4815695935650394,-0.22903066816660972,0.1867968506550039,-0.2860107560301795,-0.021400439611569896,-0.5084493610966077,-0.41003743181795416,0.18384550082607332,0.18679649610320706,4.114129062792976,3.7535446343031786,-0.40170160286588846,-0.43554858986261763,3.1559958680020124,-4.31018588311681,-1.7851611174757538,1.9939524132711262,-0.42470301889283246,0.19429405639638012,0.1667906957644329,-0.23355548424025183,-0.28516926997384734,-0.27885892187395717,-0.39492219951528523,-0.20828032888549125,-0.4324314160173192,0.053981969637852754
66,-0.21598712190210106,0.6765250139716696,0.4139172320812298,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-1.0253847089153212,-0.49318573867642607,-0.47690002024636413,-0.30626652029556056,0.013617729429503896,-0.2860107560301795,-0.41771998454834125,-0.5997010857054818,-0.3943741901268265,-0.14030615746020073,-0.3357594721060526,0.030469059846418,-4.363523464478755,0.4105743787625777,-1.0762234088217024,2.641488192735248,0.6442108778835212,-3.5224579116153394,1.2484608580029843,-1.035839898999543,0.0208437447426311,0.7319807125226098,-0.23355548424025183,3.187086907102135,-0.27885892187395717,-0.13676880806314468,-0.2158327140051422,1.822316257692889,-0.22967641118187085
2,-0.21598712190210106,-0.8025214606051094,-0.18563772070225745,-0.7173921140471725,-0.25773246620825746,0.27896130188182505,-1.0253847089153216,-0.4931857386764257,-0.4769000202463641,-0.3062665202955608,0.013617729429502934,-0.2860107560301795,0.01984861959536523,-0.907057335843919,4.694019164867755,-0.29107112527734436,-0.3357594721060526,-2.2719517350254166,0.13695560123981884,-0.19863198234470827,-0.08953431901255565,-0.33354336898996334,0.07044414804343896,0.7454276182318459,-0.25557168863443963,-0.24883844158880825,-0.8832380606187413,-0.4184576422948841,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,7.7192234353938085,-0.22205588733558934,0.12754802377916435,-0.22967641118187085
35,-0.06573263296671526,-0.7707432911556508,-0.17650077883911083,0.023419380736822697,-0.025385618337204482,-0.4593579791145068,-0.3047422887970309,0.05948424443239074,0.7372001788920546,-0.7232234033026824,0.1480407995915753,0.408912521459863,1.651808711776757,0.06584313797976228,-0.26207481941150873,-0.1607720757822042,0.5286866640610243,3.702594153221651,0.8328681780385874,-1.4674451240128343,-1.6927951831900097,-0.24430783309437568,-0.15593925609409678,-0.013120962172202814,-0.39746365225412583,-0.47841728113288395,0.1633614540240678,0.7654501801862613,-0.23355548424025183,-0.26116067276110777,-0.27885892187395717,-0.3946101318487761,-0.20823948916937587,-0.4324314160173192,-0.22967641118187085
30,-0.21598712190210106,0.40535475255750814,1.4376630502557388,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,0.4132435254803999,-0.10015703874891443,0.07744021974940024,-0.4722753697422404,-0.1136384304870623,-0.2860107560301795,-0.41771998454834125,-0.7144619987202958,-0.38404860262324847,-0.21446622931461753,-0.3357594721060526,1.9248154701452203,0.08940505481134219,0.7805922339481257,1.534545990111789,-2.1642052988993385,0.296104171293762,0.04788148935259896,-0.08151099818870641,-0.7000415056274527,0.06336753185192494,1.5683689340967624,-0.23355548424025183,-0.22912007243107316,-0.27885892187395717,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,-0.22967641118187085
53,0.8349208145109016,-0.8025214606051095,-0.18563772070225754,-1.117392325842641,0.3958776862778155,2.539927675428788,-1.0253847089153212,-0.49318573867642607,-0.47690002024636413,-0.30626652029556056,0.013617729429503896,6.194555237061289,0.6012820556769506,6.99066550415927,-0.9491536461649404,6.468845287799917,-0.3357594721060526,-2.6992206827438077,-0.8822299900356773,0.9800307364947934,0.906797164082434,0.6870769122003968,-0.8921547522384603,-1.5463081001702919,1.1338004376880717,-0.2597565440320595,-0.8648130652896634,-0.3827069315300095,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,-0.39795658122160726,-0.20867743278561085,2.7804608121219285,-0.22967641118187085
56,-0.21598712190210106,-0.6557262099624387,-0.1170033949242327,-0.1669912715674766,0.339028615301832,-0.3284397297395326,2.081427219117738,2.8564352317201327,0.186063290758238,0.9687492065242641,1.9470514151875251,-0.2860107560301795,-0.41771998454834125,-0.08499048477428453,-0.3833160551988059,-0.4537589551970244,-0.3357594721060526,0.38913762808354196,-0.3876119924619453,-0.16128134842537137,-0.08066758496574443,0.0921346429912684,0.2258181820030095,0.4889490198122159,-0.012390076268366301,-0.008260532240148537,-0.09990446511450543,0.5460537071589073,-0.23355548424025183,-0.22415024998751032,1.296588498079879,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,-0.22967641118187085
55,0.17627633860093267,-0.7316356516925211,-0.22645059220749192,0.9756090766625668,0.5228497891269489,0.047804128827798054,0.7866515589520144,0.2819245920536198,-0.18248097573271047,-0.6376747639517961,0.1921590630390639,-0.2860107560301795,-0.41771998454834125,-0.6645785781701349,-0.3875961840925102,-0.1622485566010772,-0.14769468110075692,2.937545324887521,4.462569299279126,-2.2614485820917563,2.6166030815900325,-1.1351480717036657,-1.3675770993501333,-2.1494573989812618,-3.179246136022062,-0.27312290044834303,3.8619160185530013,1.537900263541998,-0.23355548424025183,-0.35887714544996885,0.1585005060792024,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,-0.22967641118187085
60,-0.21598712190210106,-0.4305367436321084,0.5337770428345211,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-0.0067966188926206605,-0.7356797434730864,2.858084201835677,-0.5546802141815808,0.4840754428144668,-0.2860107560301795,0.0075362337514147375,1.0433629036867436,-0.9770288163348692,3.600385042821601,-0.3357594721060526,-2.1523960293148447,-0.18118345461038649,0.0653612208446261,-0.17223500214516596,0.0053996428697014875,0.16427174324928884,0.7600670292027623,-0.5542966758692578,-0.6237520072046532,-0.516390762557899,0.07786875370527335,-0.23355548424025183,0.40246841680275874,-0.27885892187395717,1.7232585108819314,-0.3346786839672259,-0.4324314160173192,-0.22967641118187085
12,-0.21598712190210106,-0.78523221873897,-0.210167330100137,-0.0018167544308343498,0.5903442395483546,0.323398715941699,6.08312065911747,-4.784910244948444,0.6291088110318858,1.3233100212026894,-0.5010957412626857,-0.2860107560301795,-0.41771998454834125,-0.6263016867291725,-0.3919057254006673,-0.1572664444721564,-0.3357594721060526,-0.8657562352129489,0.6372464181201736,-1.3214968474736906,-1.5709229650451766,-1.427696531193478,0.7377951078748803,-1.6742072913247925,0.13300692409466425,-0.25624592554363934,-0.8533926354917537,-0.34648847116060866,-0.23355548424025183,-0.21178046727389022,0.43366503321227684,-0.39795658122160726,-0.20867743278561085,-0.20946394344859431,-0.22967641118187085
32,-0.21598712190210106,-0.364056235855352,-0.26178354551464633,-0.2519090894424048,-0.33933593189741257,0.14046714850954245,-0.5147748306357591,-0.6309841328452693,-0.4040315647501398,0.08538567228778915,-0.03662196539545554,-0.2860107560301795,-0.41771998454834125,-0.6723367649721392,-0.3880112954588477,-0.1917400952039292,0.6346386942469812,-0.49751953608268484,-0.07920823810254413,-1.3532550552785576,-2.3974775572461478,-1.6271751744058174,0.4727318464135162,-0.04779445156371911,0.3561767231485798,-0.1288438368116671,-0.8264741135806511,-0.4233697597650229,-0.23355548424025183,-0.36094864589380643,-0.27885892187395717,-0.3534552440015803,-0.20285362540706312,-0.4324314160173192,-0.22967641118187085
5,-0.21598712190210106,-0.8025214606051095,-0.18563772070225754,-0.6686368288220098,-0.31015597218238916,-0.7917882190489028,-0.7905561304087816,-0.1731583555338927,-0.43928968453587763,-0.42684872621019276,0.05018334466113857,-0.2860107560301795,-0.41771998454834125,-0.4637363916845061,-0.4079671416802362,-0.08656143528127047,-0.3357594721060526,1.6967211911311626,-4.3325483873930155,1.5568534865614236,0.31116663548821016,2.4985558512849506,0.4048300735634323,-1.7349006347777514,-1.351513819049003,-0.08639939043757865,-0.4788919613341704,0.9160509691739595,0.08706489598222214,-0.36892485262674973,-0.27885892187395717,-0.39795658122160726,-0.20867743278561085,4.882640532104207,-0.22967641118187085
34,-0.21598712190210106,-0.8025214606051095,-0.18563772070225754,-0.6964960194203673,-0.2802007286016645,-0.17995270523853232,-1.5908710425674595,-0.5949788140066609,-1.414025928090146,-0.6416082510720373,-3.5124802019438888,-0.2860107560301795,-0.41771998454834125,-0.6676749467465216,-0.3875750813075483,-0.16971930171741378,7.3187479685496495,-0.9676817998637685,-1.2620267611181542,-0.16706451386387489,-0.6130762105564036,0.5980305574143943,-0.048827989225452124,1.3533005968264704,-0.17044180964943118,-0.2875500489792205,-0.8407166137660914,-0.3544379490988657,-0.23355548424025183,-0.2613048160379308,-0.27885892187395717,-0.38236071238921415,-0.2066364303875958,2.8650129535495443,-0.22967641118187085
69,-0.21598712190210106,3.1058370759422718,4.356976081233231,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-1.024333704011415,-0.4940645274628633,-0.4740414771867541,-0.3071488473463835,0.01341585633510777,-0.1481507613760537,-0.41771998454834125,0.031127329864740826,-0.6174079063812303,0.26264889501531874,-0.3357594721060526,-2.2689999185093117,0.13654781387793694,-0.19966507676997178,-0.08890698432608814,-0.3365361302368447,0.06924729866120304,0.7444510754893109,-0.2552569129953631,-0.24883844158880772,-0.8832380606187418,-0.41845764229488375,-0.23355548424025183,1.8330551467088176,-0.27885892187395717,0.036881030014126265,-0.1517710419447295,-0.4324314160173192,-0.22967641118187085
3,0.20299931363308524,-0.8025214606051095,-0.18563772070225695,2.9782561032894117,-0.8268807072025915,-2.277224938440426,-1.021767403283562,-0.4826423970645592,-0.4687431958821615,-0.29641801130197637,0.008202280834731344,-0.2860107560301795,0.3948121568614274,-0.49086567751589166,-0.3999502019312228,0.019593091233831267,0.1999112598698651,3.5058812707624085,0.7436351054504513,0.14919691853599495,3.872266786231803,-1.4032539601599767,1.9669059234124189,-2.0582108211751087,-1.2100043932298066,3.2714404684617597,0.2949851389441239,0.1529670330824091,-0.05084281898922392,-0.36892485262674973,-0.27885892187395717,-0.36270381517871325,-0.20406396874564842,-0.4324314160173192,-0.17152093888852407
18,-0.21598712190210106,-0.6528354222604141,-0.3980090948399743,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-0.8707715045951362,0.08815179913507398,-0.47139643817390753,0.16927665843156103,-0.319795696685029,-0.2860107560301795,-0.41771998454834125,0.038613495281733384,-0.4376054084319086,0.5738487907999938,-0.3357594721060526,-0.8925380972757865,-2.1461292118546735,1.2460776941171567,5.272290755946128,-3.6785333346161155,-3.5298048447193913,0.7125504249186987,3.4761515203192186,-0.24883844158880772,-0.8832380606187418,-0.41845764229488375,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,1.2819047103561338,2.7933954615740215,-0.4324314160173192,-0.22967641118187085
13,-0.21598712190210106,-0.5977726363908914,-0.47613100673153735,-0.5279350006455145,-0.23108197506983746,-2.1855725913834396,1.2139123806397603,-0.335723589072317,-0.3384168468580038,1.1570239725566211,-0.10411037887581978,-0.2860107560301795,0.6830236245724426,1.254325704338107,2.1294108069492412,-0.25257151632362607,-0.3357594721060526,-1.9955289133095855,0.5568241126781529,-0.5949039048658342,0.044264166999898165,-0.8024232941192798,-0.015012140446910186,0.415420569540341,-0.5033306923438091,-0.2887038390374921,-0.8330799384803675,-0.3350084902513037,-0.23355548424025183,-0.25907451406178766,0.28368196651146316,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,6.88712729557325
1,-0.21598712190210034,-0.8025214606051105,-0.18563772070225765,-0.7173921140471735,-0.2577324662082573,0.2789613018818253,-1.3624362577323386,-0.6639665156512107,1.1624839102663358,-2.6226606177022913,-0.11003735596601194,0.20320780656513707,-0.41771998454834397,-0.20325695930728124,-0.2505892746197639,-0.461589247592488,-0.3357594721060537,-4.017383860531375,-2.7213336746192156,0.7056944731229443,-0.05339299881530911,2.305349184521617,-0.09820349856398092,-4.05587462911233,1.5445538086355617,-0.2488384415888075,-0.8832380606187415,-0.41845764229488375,6.564527948923285,-0.3689248526267496,-0.2788589218739565,-0.271712232320878,-0.1917383123859149,-0.4078203169311568,-0.22967641118186963
